"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Rail and Road","London","EO","20","20","31230","29920"
"In post","2022","Office of Rail and Road","London","G6/G7","105","100","64480","63580"
"In post","2022","Office of Rail and Road","London","SCS level","15","15","109000","95620"
"In post","2022","Office of Rail and Road","London","SEO/HEO","55","55","41350","42680"
"In post","2022","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","G6/G7","90","85","58490","58940"
"In post","2022","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","SEO/HEO","40","40","38060","38650"
"In post","2022","Office of the Secretary of State for Scotland","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","G6/G7","10","10","59150","56750"
"In post","2022","Office of the Secretary of State for Scotland","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","SEO/HEO","15","15","36880","34260"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","AA/AO","10","10","23070","23230"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","G6/G7","35","35","61500","62170"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","20","20","40790","41100"
"In post","2022","Office of the Secretary of State for Wales","London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Outside London","AA/AO","6835","6400","23750","23230"
"In post","2022","Scottish Government","Outside London","EO","6190","5895","30850","30040"
"In post","2022","Scottish Government","Outside London","G6/G7","3675","3535","63550","62170"
"In post","2022","Scottish Government","Outside London","SCS level","285","280","88330","83230"
"In post","2022","Scottish Government","Outside London","SEO/HEO","8320","7950","39940","39660"
"In post","2022","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","G6/G7","10","5","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","The National Archives","London","AA/AO","100","90","21560","20900"
"In post","2022","The National Archives","London","EO","75","70","25130","24630"
"In post","2022","The National Archives","London","G6/G7","95","95","52640","50840"
"In post","2022","The National Archives","London","SCS level","10","10","[c]","[c]"
"In post","2022","The National Archives","London","SEO/HEO","295","285","35890","34770"
"In post","2022","The National Archives","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","EO","65","60","29410","29000"
"In post","2022","UK Export Finance","London","G6/G7","165","160","66400","65630"
"In post","2022","UK Export Finance","London","SCS level","30","30","116880","101500"
"In post","2022","UK Export Finance","London","SEO/HEO","210","210","41670","41000"
"In post","2022","UK Export Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","SEO/HEO","20","20","41580","42000"
"In post","2022","UK Statistics Authority","London","AA/AO","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","London","EO","20","20","27600","26630"
"In post","2022","UK Statistics Authority","London","G6/G7","85","85","57750","54420"
"In post","2022","UK Statistics Authority","London","SCS level","25","25","90620","80000"
"In post","2022","UK Statistics Authority","London","SEO/HEO","200","195","36490","33710"
"In post","2022","UK Statistics Authority","Outside London","AA/AO","1515","1080","20330","20350"
"In post","2022","UK Statistics Authority","Outside London","EO","715","670","24520","23880"
"In post","2022","UK Statistics Authority","Outside London","G6/G7","995","965","53470","51210"
"In post","2022","UK Statistics Authority","Outside London","SCS level","55","55","81910","74260"
"In post","2022","UK Statistics Authority","Outside London","SEO/HEO","2265","2170","34160","33520"
"In post","2022","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","EO","20","20","27280","27310"
"In post","2022","UK Supreme Court","London","G6/G7","10","10","59880","57910"
"In post","2022","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SEO/HEO","20","20","35100","37230"
"In post","2022","Water Services Regulation Authority","London","EO","15","15","29040","28000"
"In post","2022","Water Services Regulation Authority","London","G6/G7","30","30","82910","76280"
"In post","2022","Water Services Regulation Authority","London","SCS level","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","30","30","50390","48720"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","35","30","29470","28000"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","35","35","80220","77600"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","105","100","46170","44000"
"In post","2022","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Outside London","AA/AO","870","805","24260","24630"
"In post","2022","Welsh Government","Outside London","EO","1105","1040","28830","29430"
"In post","2022","Welsh Government","Outside London","G6/G7","1095","1050","62460","61440"
"In post","2022","Welsh Government","Outside London","SCS level","190","180","87110","79790"
"In post","2022","Welsh Government","Outside London","SEO/HEO","2680","2545","41400","38160"
"In post","2022","Welsh Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SEO/HEO","5","5","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","AA/AO","45","[c]","22950","23770"
"Leaver CS","2022","Attorney General's Departments","London","EO","60","[c]","28340","27350"
"Leaver CS","2022","Attorney General's Departments","London","G6/G7","185","[c]","58850","55000"
"Leaver CS","2022","Attorney General's Departments","London","SCS level","15","[c]","89740","82100"
"Leaver CS","2022","Attorney General's Departments","London","SEO/HEO","50","[c]","37530","38070"
"Leaver CS","2022","Attorney General's Departments","Outside London","AA/AO","105","[c]","21940","22200"
"Leaver CS","2022","Attorney General's Departments","Outside London","EO","35","[c]","27700","28430"
"Leaver CS","2022","Attorney General's Departments","Outside London","G6/G7","115","[c]","57650","55610"
"Leaver CS","2022","Attorney General's Departments","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","SEO/HEO","45","[c]","36520","38000"
"Leaver CS","2022","Cabinet Office","London","AA/AO","50","[c]","20540","18450"
"Leaver CS","2022","Cabinet Office","London","EO","40","[c]","27770","27500"
"Leaver CS","2022","Cabinet Office","London","G6/G7","205","[c]","62160","59420"
"Leaver CS","2022","Cabinet Office","London","SCS level","60","[c]","102810","94990"
"Leaver CS","2022","Cabinet Office","London","SEO/HEO","145","[c]","35900","35590"
"Leaver CS","2022","Cabinet Office","Outside London","AA/AO","35","[c]","20140","20920"
"Leaver CS","2022","Cabinet Office","Outside London","EO","30","[c]","25310","25210"
"Leaver CS","2022","Cabinet Office","Outside London","G6/G7","65","[c]","63670","61000"
"Leaver CS","2022","Cabinet Office","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","SEO/HEO","85","[c]","34660","33370"
"Leaver CS","2022","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","EO","10","[c]","27050","27500"
"Leaver CS","2022","Cabinet Office","Unknown","G6/G7","35","[c]","63870","63000"
"Leaver CS","2022","Cabinet Office","Unknown","SCS level","10","[c]","101300","90450"
"Leaver CS","2022","Cabinet Office","Unknown","SEO/HEO","30","[c]","34610","34550"
"Leaver CS","2022","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","G6/G7","15","[c]","68360","68040"
"Leaver CS","2022","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SEO/HEO","25","[c]","43440","43730"
"Leaver CS","2022","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","EO","20","[c]","24890","24440"
"Leaver CS","2022","Charity Commission","Outside London","G6/G7","10","[c]","57500","58420"
"Leaver CS","2022","Charity Commission","Outside London","SEO/HEO","20","[c]","32950","29460"
"Leaver CS","2022","Competition and Markets Authority","London","AA/AO","10","[c]","23040","22770"
"Leaver CS","2022","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","G6/G7","40","[c]","62820","59430"
"Leaver CS","2022","Competition and Markets Authority","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SEO/HEO","30","[c]","37580","34870"
"Leaver CS","2022","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","AA/AO","20","[c]","25000","24900"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","EO","30","[c]","28170","27680"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","G6/G7","140","[c]","57040","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SCS level","20","[c]","88110","77120"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","135","[c]","36970","36200"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","115","[c]","20600","20880"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","EO","95","[c]","25800","24500"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","65","[c]","55990","55980"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","180","[c]","36980","36510"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","25","[c]","26270","26180"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","45","[c]","55180","52110"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","60","[c]","35540","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","EO","55","[c]","27800","28500"
"Leaver CS","2022","Department for Education","London","G6/G7","55","[c]","59300","57030"
"Leaver CS","2022","Department for Education","London","SCS level","10","[c]","88610","82760"
"Leaver CS","2022","Department for Education","London","SEO/HEO","60","[c]","38330","36850"
"Leaver CS","2022","Department for Education","Outside London","AA/AO","10","[c]","21250","21250"
"Leaver CS","2022","Department for Education","Outside London","EO","55","[c]","25210","25000"
"Leaver CS","2022","Department for Education","Outside London","G6/G7","80","[c]","55550","51190"
"Leaver CS","2022","Department for Education","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","SEO/HEO","115","[c]","35000","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SEO/HEO","140","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","220","[c]","21660","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","EO","140","[c]","25630","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","75","[c]","56340","54730"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","250","[c]","35580","35900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","15","[c]","22250","18200"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","EO","20","[c]","28600","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","45","[c]","57710","54700"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SCS level","10","[c]","89020","82990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","40","[c]","37530","38160"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","30","[c]","20290","21270"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","35","[c]","59030","58810"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","35","[c]","37110","36340"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","AA/AO","15","[c]","24920","25730"
"Leaver CS","2022","Department for Transport","London","EO","60","[c]","29740","30270"
"Leaver CS","2022","Department for Transport","London","G6/G7","65","[c]","59890","57990"
"Leaver CS","2022","Department for Transport","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","SEO/HEO","95","[c]","39150","37110"
"Leaver CS","2022","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","AA/AO","160","[c]","23710","21840"
"Leaver CS","2022","Department for Transport","Outside London","EO","280","[c]","27180","26700"
"Leaver CS","2022","Department for Transport","Outside London","G6/G7","30","[c]","62450","58510"
"Leaver CS","2022","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","SEO/HEO","145","[c]","37820","34800"
"Leaver CS","2022","Department for Transport","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","325","[c]","20690","21590"
"Leaver CS","2022","Department for Transport","Unknown","EO","35","[c]","26470","26470"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","15","[c]","62250","53950"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","45","[c]","38090","39040"
"Leaver CS","2022","Department for Work and Pensions","London","AA/AO","165","[c]","24830","25110"
"Leaver CS","2022","Department for Work and Pensions","London","EO","775","[c]","30810","31060"
"Leaver CS","2022","Department for Work and Pensions","London","G6/G7","40","[c]","61930","60400"
"Leaver CS","2022","Department for Work and Pensions","London","SCS level","10","[c]","91200","80720"
"Leaver CS","2022","Department for Work and Pensions","London","SEO/HEO","85","[c]","39980","39000"
"Leaver CS","2022","Department for Work and Pensions","Outside London","AA/AO","3215","[c]","21240","21260"
"Leaver CS","2022","Department for Work and Pensions","Outside London","EO","3700","[c]","27690","27570"
"Leaver CS","2022","Department for Work and Pensions","Outside London","G6/G7","200","[c]","58670","59000"
"Leaver CS","2022","Department for Work and Pensions","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Outside London","SEO/HEO","595","[c]","36860","34290"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","20","[c]","21560","21260"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","50","[c]","28250","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","AA/AO","100","[c]","22300","22350"
"Leaver CS","2022","Department of Health and Social Care","London","EO","260","[c]","26500","26880"
"Leaver CS","2022","Department of Health and Social Care","London","G6/G7","500","[c]","57510","53860"
"Leaver CS","2022","Department of Health and Social Care","London","SCS level","140","[c]","96240","92370"
"Leaver CS","2022","Department of Health and Social Care","London","SEO/HEO","735","[c]","36200","36330"
"Leaver CS","2022","Department of Health and Social Care","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Outside London","AA/AO","195","[c]","20510","19880"
"Leaver CS","2022","Department of Health and Social Care","Outside London","EO","240","[c]","25060","24360"
"Leaver CS","2022","Department of Health and Social Care","Outside London","G6/G7","305","[c]","57460","53220"
"Leaver CS","2022","Department of Health and Social Care","Outside London","SCS level","75","[c]","103560","101430"
"Leaver CS","2022","Department of Health and Social Care","Outside London","SEO/HEO","505","[c]","36290","36690"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","EO","25","[c]","26830","26750"
"Leaver CS","2022","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","SEO/HEO","35","[c]","35300","35730"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","G6/G7","70","[c]","62810","64130"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","SEO/HEO","85","[c]","39680","38600"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","20","[c]","22390","21740"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","EO","20","[c]","26410","26120"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","30","[c]","57590","56610"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","45","[c]","36580","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","G6/G7","20","[c]","61350","60720"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","AA/AO","15","[c]","25310","25850"
"Leaver CS","2022","HM Land Registry","London","EO","15","[c]","30600","30600"
"Leaver CS","2022","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","SEO/HEO","10","[c]","41740","41900"
"Leaver CS","2022","HM Land Registry","Outside London","AA/AO","95","[c]","22430","22600"
"Leaver CS","2022","HM Land Registry","Outside London","EO","105","[c]","27340","27130"
"Leaver CS","2022","HM Land Registry","Outside London","G6/G7","30","[c]","62150","60250"
"Leaver CS","2022","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","SEO/HEO","135","[c]","37640","33840"
"Leaver CS","2022","HM Revenue and Customs","London","AA/AO","100","[c]","25840","25750"
"Leaver CS","2022","HM Revenue and Customs","London","EO","125","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","G6/G7","95","[c]","63370","62400"
"Leaver CS","2022","HM Revenue and Customs","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","SEO/HEO","165","[c]","42660","43710"
"Leaver CS","2022","HM Revenue and Customs","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Outside London","AA/AO","2665","[c]","21570","22010"
"Leaver CS","2022","HM Revenue and Customs","Outside London","EO","825","[c]","26920","26880"
"Leaver CS","2022","HM Revenue and Customs","Outside London","G6/G7","230","[c]","62430","58250"
"Leaver CS","2022","HM Revenue and Customs","Outside London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Outside London","SEO/HEO","710","[c]","38380","35980"
"Leaver CS","2022","HM Revenue and Customs","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","G6/G7","70","[c]","61350","59810"
"Leaver CS","2022","HM Treasury","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","SEO/HEO","75","[c]","39000","41720"
"Leaver CS","2022","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","London","AA/AO","150","[c]","24190","25630"
"Leaver CS","2022","Home Office","London","EO","265","[c]","29780","28990"
"Leaver CS","2022","Home Office","London","G6/G7","130","[c]","63040","61660"
"Leaver CS","2022","Home Office","London","SCS level","20","[c]","99910","95210"
"Leaver CS","2022","Home Office","London","SEO/HEO","280","[c]","39090","37510"
"Leaver CS","2022","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Outside London","AA/AO","420","[c]","21210","21680"
"Leaver CS","2022","Home Office","Outside London","EO","585","[c]","26420","25310"
"Leaver CS","2022","Home Office","Outside London","G6/G7","55","[c]","60210","57430"
"Leaver CS","2022","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Outside London","SEO/HEO","170","[c]","35120","33630"
