"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","AO","10","10","24940","25940"
"In post","2022","30-39","Scottish Forestry","EO","15","15","30700","30540"
"In post","2022","30-39","Scottish Forestry","HEO","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","AA","50","50","22450","22140"
"In post","2022","30-39","Scottish Government (excl. agencies)","AO","95","90","25880","24400"
"In post","2022","30-39","Scottish Government (excl. agencies)","EO","300","285","28830","28990"
"In post","2022","30-39","Scottish Government (excl. agencies)","G6","135","130","69580","67550"
"In post","2022","30-39","Scottish Government (excl. agencies)","G7","455","435","56250","57190"
"In post","2022","30-39","Scottish Government (excl. agencies)","HEO","565","550","33910","33070"
"In post","2022","30-39","Scottish Government (excl. agencies)","SCS level","15","15","81840","78810"
"In post","2022","30-39","Scottish Government (excl. agencies)","SEO","685","665","43100","40810"
"In post","2022","30-39","Scottish Housing Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","AA","50","40","21640","21640"
"In post","2022","30-39","Scottish Prison Service","AO","425","420","25020","25420"
"In post","2022","30-39","Scottish Prison Service","EO","565","555","33940","35000"
"In post","2022","30-39","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","G7","10","10","53110","53240"
"In post","2022","30-39","Scottish Prison Service","HEO","80","80","38590","38220"
"In post","2022","30-39","Scottish Prison Service","SEO","40","35","45040","46020"
"In post","2022","30-39","Scottish Public Pensions Agency","AO","35","30","25290","25930"
"In post","2022","30-39","Scottish Public Pensions Agency","EO","15","15","28600","27940"
"In post","2022","30-39","Scottish Public Pensions Agency","G7","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Public Pensions Agency","HEO","20","15","33740","33070"
"In post","2022","30-39","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","EO","5","5","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","G6","10","10","67390","66200"
"In post","2022","30-39","Serious Fraud Office","G7","40","40","55370","54380"
"In post","2022","30-39","Serious Fraud Office","HEO","30","30","33800","33100"
"In post","2022","30-39","Serious Fraud Office","SEO","30","30","40760","40410"
"In post","2022","30-39","Social Security Scotland","AA","160","155","21580","21050"
"In post","2022","30-39","Social Security Scotland","AO","20","20","24540","24400"
"In post","2022","30-39","Social Security Scotland","EO","285","280","27530","27230"
"In post","2022","30-39","Social Security Scotland","G6","5","5","[c]","[c]"
"In post","2022","30-39","Social Security Scotland","G7","35","35","55920","53860"
"In post","2022","30-39","Social Security Scotland","HEO","125","125","32660","31540"
"In post","2022","30-39","Social Security Scotland","SEO","85","85","41340","39660"
"In post","2022","30-39","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","G7","15","15","51190","50130"
"In post","2022","30-39","Standards and Testing Agency","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","SEO","20","20","41410","41990"
"In post","2022","30-39","Student Awards Agency for Scotland","AA","15","15","22580","23230"
"In post","2022","30-39","Student Awards Agency for Scotland","EO","15","15","29180","30040"
"In post","2022","30-39","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Student Awards Agency for Scotland","HEO","15","15","34330","33070"
"In post","2022","30-39","Student Awards Agency for Scotland","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Submarine Delivery Agency","Unknown","460","450","38910","39100"
"In post","2022","30-39","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Teaching Regulation Agency","EO","10","10","[c]","[c]"
"In post","2022","30-39","Teaching Regulation Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Teaching Regulation Agency","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Teaching Regulation Agency","SEO","5","5","[c]","[c]"
"In post","2022","30-39","The Insolvency Service","AA","10","10","19630","19150"
"In post","2022","30-39","The Insolvency Service","AO","105","100","21640","21130"
"In post","2022","30-39","The Insolvency Service","EO","40","40","25210","24500"
"In post","2022","30-39","The Insolvency Service","G6","5","5","[c]","[c]"
"In post","2022","30-39","The Insolvency Service","G7","10","10","[c]","[c]"
"In post","2022","30-39","The Insolvency Service","HEO","90","85","32110","32060"
"In post","2022","30-39","The Insolvency Service","SEO","70","70","42710","42700"
"In post","2022","30-39","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","AO","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","EO","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","G7","15","15","47890","46410"
"In post","2022","30-39","The National Archives","HEO","40","40","29620","28460"
"In post","2022","30-39","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","SEO","45","45","38030","36000"
"In post","2022","30-39","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Transport Scotland","AO","10","10","[c]","[c]"
"In post","2022","30-39","Transport Scotland","EO","10","10","28510","27940"
"In post","2022","30-39","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Transport Scotland","G7","25","25","58210","62170"
"In post","2022","30-39","Transport Scotland","HEO","30","30","34530","34600"
"In post","2022","30-39","Transport Scotland","SEO","35","35","43570","43000"
"In post","2022","30-39","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Debt Management Office","G7","10","10","61090","60000"
"In post","2022","30-39","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Debt Management Office","SEO","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","G6","20","20","75820","76000"
"In post","2022","30-39","UK Export Finance","G7","25","25","59930","60380"
"In post","2022","30-39","UK Export Finance","HEO","15","15","35030","34590"
"In post","2022","30-39","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SEO","35","35","46830","45950"
"In post","2022","30-39","UK Health Security Agency","AA","25","20","19900","19520"
"In post","2022","30-39","UK Health Security Agency","AO","125","105","22130","21820"
"In post","2022","30-39","UK Health Security Agency","EO","185","170","25890","25810"
"In post","2022","30-39","UK Health Security Agency","G6","105","95","69090","66230"
"In post","2022","30-39","UK Health Security Agency","G7","290","285","52690","52610"
"In post","2022","30-39","UK Health Security Agency","HEO","360","340","31860","32330"
"In post","2022","30-39","UK Health Security Agency","SCS level","50","45","88590","89420"
"In post","2022","30-39","UK Health Security Agency","SEO","440","425","39680","40070"
"In post","2022","30-39","UK Hydrographic Office","AO","15","15","20460","20420"
"In post","2022","30-39","UK Hydrographic Office","EO","45","45","27600","26740"
"In post","2022","30-39","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Hydrographic Office","G7","10","10","[c]","[c]"
"In post","2022","30-39","UK Hydrographic Office","HEO","105","100","33760","33290"
"In post","2022","30-39","UK Hydrographic Office","SEO","60","60","43170","42510"
"In post","2022","30-39","UK Space Agency","EO","5","5","[c]","[c]"
"In post","2022","30-39","UK Space Agency","G6","10","10","[c]","[c]"
"In post","2022","30-39","UK Space Agency","G7","40","40","51850","53380"
"In post","2022","30-39","UK Space Agency","HEO","15","15","32060","31970"
"In post","2022","30-39","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Space Agency","SEO","35","35","39280","40050"
"In post","2022","30-39","UK Statistics Authority","AA","45","25","19560","18830"
"In post","2022","30-39","UK Statistics Authority","AO","115","90","20370","20350"
"In post","2022","30-39","UK Statistics Authority","EO","175","165","24190","23880"
"In post","2022","30-39","UK Statistics Authority","G6","60","55","61630","60170"
"In post","2022","30-39","UK Statistics Authority","G7","295","285","51030","50210"
"In post","2022","30-39","UK Statistics Authority","HEO","315","300","30810","30710"
"In post","2022","30-39","UK Statistics Authority","SCS level","10","10","75340","71360"
"In post","2022","30-39","UK Statistics Authority","SEO","415","400","37850","37570"
"In post","2022","30-39","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Valuation Office Agency","AO","155","140","22100","22010"
"In post","2022","30-39","Valuation Office Agency","EO","165","160","26620","26880"
"In post","2022","30-39","Valuation Office Agency","G6","10","10","68850","68730"
"In post","2022","30-39","Valuation Office Agency","G7","70","70","56770","57150"
"In post","2022","30-39","Valuation Office Agency","HEO","155","150","33060","32890"
"In post","2022","30-39","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Valuation Office Agency","SEO","140","135","43550","43790"
"In post","2022","30-39","Vehicle Certification Agency","AO","10","10","21840","21840"
"In post","2022","30-39","Vehicle Certification Agency","EO","10","10","27360","27250"
"In post","2022","30-39","Vehicle Certification Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Vehicle Certification Agency","G7","5","5","[c]","[c]"
"In post","2022","30-39","Vehicle Certification Agency","HEO","20","20","37930","37260"
"In post","2022","30-39","Vehicle Certification Agency","SEO","10","10","44720","43670"
"In post","2022","30-39","Veterinary Medicines Directorate","AO","10","5","[c]","[c]"
"In post","2022","30-39","Veterinary Medicines Directorate","G7","10","10","[c]","[c]"
"In post","2022","30-39","Veterinary Medicines Directorate","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Veterinary Medicines Directorate","SEO","15","15","39190","38810"
"In post","2022","30-39","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G7","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","HEO","25","25","41250","41620"
"In post","2022","30-39","Water Services Regulation Authority","SEO","15","15","56840","56100"
"In post","2022","30-39","Welsh Government (excl. agencies)","AO","180","170","24110","24630"
"In post","2022","30-39","Welsh Government (excl. agencies)","EO","280","265","28760","29430"
"In post","2022","30-39","Welsh Government (excl. agencies)","G6","30","25","67820","64520"
"In post","2022","30-39","Welsh Government (excl. agencies)","G7","145","140","58380","61440"
"In post","2022","30-39","Welsh Government (excl. agencies)","HEO","360","345","36930","38160"
"In post","2022","30-39","Welsh Government (excl. agencies)","SCS level","10","10","77360","76510"
"In post","2022","30-39","Welsh Government (excl. agencies)","SEO","230","215","44970","47470"
"In post","2022","30-39","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","G7","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Revenue Authority","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Wilton Park","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Wilton Park","EO","5","5","[c]","[c]"
"In post","2022","30-39","Wilton Park","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Accountant in Bankruptcy","AA","10","10","[c]","[c]"
"In post","2022","40-49","Accountant in Bankruptcy","EO","15","10","30220","30040"
"In post","2022","40-49","Accountant in Bankruptcy","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Accountant in Bankruptcy","HEO","10","10","34240","33840"
"In post","2022","40-49","Accountant in Bankruptcy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","AO","10","10","20930","20240"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","EO","75","75","24850","24250"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","G7","15","15","55180","55470"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","HEO","105","100","33120","31220"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Advisory, Conciliation and Arbitration Service","SEO","40","40","43260","41030"
"In post","2022","40-49","Animal and Plant Health Agency","AO","160","145","21770","21300"
"In post","2022","40-49","Animal and Plant Health Agency","EO","180","165","26670","25740"
"In post","2022","40-49","Animal and Plant Health Agency","G6","20","20","60890","61040"
"In post","2022","40-49","Animal and Plant Health Agency","G7","70","65","51130","50510"
"In post","2022","40-49","Animal and Plant Health Agency","HEO","115","105","30750","30090"
"In post","2022","40-49","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Animal and Plant Health Agency","SEO","175","170","38670","37530"
"In post","2022","40-49","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office (excl. agencies)","AO","70","65","21530","21050"
"In post","2022","40-49","Cabinet Office (excl. agencies)","EO","120","110","26550","26670"
"In post","2022","40-49","Cabinet Office (excl. agencies)","G6","335","330","70600","66970"
"In post","2022","40-49","Cabinet Office (excl. agencies)","G7","705","685","57030","54700"
"In post","2022","40-49","Cabinet Office (excl. agencies)","HEO","250","240","33450","33300"
"In post","2022","40-49","Cabinet Office (excl. agencies)","SCS level","310","305","97580","93000"
"In post","2022","40-49","Cabinet Office (excl. agencies)","SEO","230","225","40410","40600"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","EO","40","35","25250","25010"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","G6","5","5","[c]","[c]"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","G7","30","25","48150","47550"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","HEO","50","45","29800","29750"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","SEO","50","50","37000","36580"
"In post","2022","40-49","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","EO","20","20","24550","24440"
"In post","2022","40-49","Charity Commission","G6","10","10","63930","62480"
"In post","2022","40-49","Charity Commission","G7","25","20","52300","51070"
"In post","2022","40-49","Charity Commission","HEO","45","45","29010","29160"
"In post","2022","40-49","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SEO","30","30","37040","37910"
"In post","2022","40-49","Companies House","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Companies House","AO","75","65","22110","22740"
"In post","2022","40-49","Companies House","EO","75","65","27610","25460"
"In post","2022","40-49","Companies House","G6","15","15","67010","65990"
"In post","2022","40-49","Companies House","G7","20","20","52550","50120"
"In post","2022","40-49","Companies House","HEO","55","50","34440","35820"
"In post","2022","40-49","Companies House","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Companies House","SEO","45","45","43370","42990"
"In post","2022","40-49","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","G6","80","75","75800","75140"
"In post","2022","40-49","Competition and Markets Authority","G7","50","45","59240","59980"
"In post","2022","40-49","Competition and Markets Authority","HEO","20","20","35680","35100"
"In post","2022","40-49","Competition and Markets Authority","SCS level","55","55","106450","99920"
"In post","2022","40-49","Competition and Markets Authority","SEO","15","15","44420","44420"
"In post","2022","40-49","Criminal Injuries Compensation Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Criminal Injuries Compensation Authority","AO","25","25","21250","21410"
"In post","2022","40-49","Criminal Injuries Compensation Authority","EO","15","15","25430","25120"
"In post","2022","40-49","Criminal Injuries Compensation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Criminal Injuries Compensation Authority","G7","5","5","[c]","[c]"
"In post","2022","40-49","Criminal Injuries Compensation Authority","HEO","25","25","30530","30450"
"In post","2022","40-49","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Crown Commercial Service","EO","10","10","26620","26210"
"In post","2022","40-49","Crown Commercial Service","G6","20","20","63940","64030"
"In post","2022","40-49","Crown Commercial Service","G7","50","50","51690","51600"
"In post","2022","40-49","Crown Commercial Service","HEO","35","35","31370","30950"
"In post","2022","40-49","Crown Commercial Service","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Crown Commercial Service","SEO","60","60","39570","39360"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","AO","110","100","22850","23230"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","EO","65","65","28820","28990"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","G6","15","15","74570","75340"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","G7","70","65","68590","69780"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","HEO","75","75","34740","34600"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Crown Office and Procurator Fiscal Service","SEO","120","110","51400","53490"
"In post","2022","40-49","Crown Prosecution Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Crown Prosecution Service","AO","285","250","22820","22200"
"In post","2022","40-49","Crown Prosecution Service","EO","330","295","28080","28430"
"In post","2022","40-49","Crown Prosecution Service","G6","80","80","70530","70170"
"In post","2022","40-49","Crown Prosecution Service","G7","945","870","55320","54200"
"In post","2022","40-49","Crown Prosecution Service","HEO","185","175","33910","33120"
"In post","2022","40-49","Crown Prosecution Service","SCS level","20","20","85830","82500"
"In post","2022","40-49","Crown Prosecution Service","SEO","90","85","39850","39750"
"In post","2022","40-49","Defence Electronics and Components Agency","AO","10","10","22700","22430"
"In post","2022","40-49","Defence Electronics and Components Agency","EO","55","55","28380","28150"
"In post","2022","40-49","Defence Electronics and Components Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Defence Electronics and Components Agency","HEO","10","10","35810","32890"
"In post","2022","40-49","Defence Equipment and Support","EO","260","245","22290","21720"
"In post","2022","40-49","Defence Equipment and Support","G6","160","155","67820","67150"
"In post","2022","40-49","Defence Equipment and Support","G7","430","420","52280","52420"
"In post","2022","40-49","Defence Equipment and Support","HEO","560","535","30650","30420"
"In post","2022","40-49","Defence Equipment and Support","SCS level","30","30","92930","87330"
"In post","2022","40-49","Defence Equipment and Support","SEO","745","725","40460","40800"
"In post","2022","40-49","Defence Science and Technology Laboratory","AO","10","10","20410","18330"
"In post","2022","40-49","Defence Science and Technology Laboratory","EO","50","45","24970","23490"
"In post","2022","40-49","Defence Science and Technology Laboratory","G6","50","50","69940","67770"
"In post","2022","40-49","Defence Science and Technology Laboratory","G7","605","585","51450","47490"
"In post","2022","40-49","Defence Science and Technology Laboratory","HEO","110","100","30760","29230"
"In post","2022","40-49","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Defence Science and Technology Laboratory","SEO","240","230","39510","38070"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","45","40","27330","27680"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","220","215","67200","64990"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","370","355","54900","53600"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","130","130","35290","33640"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","165","155","86250","79200"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","190","185","43290","40220"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","EO","15","15","27050","26660"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G6","70","70","64530","64450"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G7","115","110","54290","52250"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","HEO","55","50","35760","34280"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","55","50","85450","76160"
"In post","2022","40-49","Department for Education (excl. agencies)","AO","10","10","22610","21250"
"In post","2022","40-49","Department for Education (excl. agencies)","EO","105","100","26550","26000"
"In post","2022","40-49","Department for Education (excl. agencies)","G6","320","300","64330","64180"
"In post","2022","40-49","Department for Education (excl. agencies)","G7","460","435","52110","50630"
"In post","2022","40-49","Department for Education (excl. agencies)","HEO","220","205","31000","30200"
"In post","2022","40-49","Department for Education (excl. agencies)","SCS level","115","110","82460","74100"
"In post","2022","40-49","Department for Education (excl. agencies)","SEO","390","370","38550","36960"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","30","30","22850","21920"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","110","105","27080","26260"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","225","210","62340","62420"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","515","495","51530","50500"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","260","245","31480","30230"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","105","100","81610","76790"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","435","410","38650","37130"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","20","20","27390","27580"
"In post","2022","40-49","Department for International Trade","G6","85","85","64610","63940"
"In post","2022","40-49","Department for International Trade","G7","160","155","54260","52400"
"In post","2022","40-49","Department for International Trade","HEO","50","50","32680","32120"
"In post","2022","40-49","Department for International Trade","SCS level","65","65","86090","76640"
"In post","2022","40-49","Department for International Trade","SEO","85","85","40920","38540"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","45","40","27240","27850"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","105","100","64140","63470"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","225","220","52820","53130"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","105","105","32960","33210"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","90","85","87660","78820"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","130","120","39230","39600"
"In post","2022","40-49","Department for Transport (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","AO","10","10","29540","33390"
"In post","2022","40-49","Department for Transport (excl. agencies)","EO","45","45","28420","30120"
"In post","2022","40-49","Department for Transport (excl. agencies)","G6","155","145","66310","66090"
"In post","2022","40-49","Department for Transport (excl. agencies)","G7","260","250","56700","54760"
"In post","2022","40-49","Department for Transport (excl. agencies)","HEO","80","80","34420","35060"
"In post","2022","40-49","Department for Transport (excl. agencies)","SCS level","100","95","86710","80000"
"In post","2022","40-49","Department for Transport (excl. agencies)","SEO","155","150","42370","42470"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AA","65","55","20350","20480"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AO","6150","5215","21360","21260"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","11180","10190","28030","27570"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G6","330","325","67480","66250"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G7","760","735","53290","52150"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","HEO","1685","1615","33040","31990"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","105","100","88130","80230"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO","925","895","37980","36190"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","EO","55","55","27290","27270"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","G6","150","140","66550","66230"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","G7","300","280","52720","53360"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","HEO","90","85","32100","32790"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SCS level","115","110","85550","76700"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SEO","140","130","39620","40650"
"In post","2022","40-49","Disclosure Scotland","AA","30","25","22710","23230"
"In post","2022","40-49","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","EO","20","15","29890","30040"
"In post","2022","40-49","Disclosure Scotland","G6","5","5","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","G7","5","5","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","HEO","10","10","34020","34600"
"In post","2022","40-49","Disclosure Scotland","SEO","10","10","45110","47240"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AA","245","205","18780","18310"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AO","705","620","21990","21840"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","EO","240","235","26680","26700"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G6","25","25","79560","83800"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G7","80","80","56210","52300"
