"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","London","110","110","47460","42980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","Outside London","20","20","37850","33330"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Commercial","London","120","120","50540","45200"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Commercial","Outside London","20","20","32080","30730"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Communications","London","80","80","49140","42890"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Communications","Outside London","10","10","42000","38650"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","London","15","15","71570","66230"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","London","80","80","46890","43130"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","Outside London","35","30","39270","39040"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Economics","London","145","145","48530","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Finance","London","150","150","52640","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Finance","Outside London","35","30","36210","31380"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Human Resources","London","55","50","52340","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Human Resources","Outside London","35","35","40970","38650"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","International Trade","London","15","15","57780","54380"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","London","10","10","40450","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","Outside London","10","10","34540","33350"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","London","150","140","39560","33390"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","Outside London","50","45","30560","26780"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Research","London","15","15","49890","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Other","London","40","35","50720","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Policy","London","1005","980","50300","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Policy","Outside London","110","110","40350","38650"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","London","355","350","53880","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","Outside London","60","60","37570","32270"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Property","London","20","20","52990","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","London","60","55","52700","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Security","London","125","125","45400","43360"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Security","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Social Research","London","45","45","48980","46710"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Statistics","London","75","70","44550","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Statistics","Outside London","10","10","33860","31360"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","London","450","435","48330","37660"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","Outside London","240","230","51790","39470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","London","65","65","41750","38780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","Outside London","415","380","33430","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","London","45","45","46860","42710"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","Outside London","25","25","38220","37290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","London","900","810","29940","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","Outside London","4660","4150","27550","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","Unknown","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","London","235","230","47900","42310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","Outside London","3665","3515","41950","36900"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","Unknown","15","15","48760","52000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","London","25","25","42040","37380"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","Outside London","15","15","35120","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","London","135","130","45830","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","Outside London","1045","965","36940","34480"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","London","160","150","43870","39000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","Outside London","615","575","36700","32250"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","London","155","150","44190","41410"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","Outside London","295","275","32290","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","London","6375","5925","30950","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Outside London","60500","53585","25890","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Unknown","390","360","28770","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","Outside London","10","10","33320","31000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","London","710","695","35390","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Outside London","6920","6230","25570","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Unknown","100","90","28090","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","London","575","545","48490","41600"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Outside London","455","425","41090","35590"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","London","255","225","37250","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Outside London","1180","1050","34570","33170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Unknown","15","10","41880","35720"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","London","35","30","49880","42170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Outside London","125","120","41450","36410"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Unknown","30","30","45620","41770"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","Outside London","50","45","34300","34340"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","London","95","90","44870","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Outside London","365","345","37840","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","London","25","25","36150","35000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","Outside London","15","15","34010","31500"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","London","45","45","51520","45050"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","Outside London","145","135","43110","36780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","London","115","110","42270","36650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Outside London","390","370","32130","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Unknown","15","15","43350","40330"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","London","230","225","49230","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Outside London","135","130","44960","38670"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","London","290","280","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Outside London","40","40","54520","52910"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","London","130","130","43900","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Outside London","35","35","40790","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","London","70","70","48360","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","Outside London","15","15","45260","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","London","255","250","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Outside London","225","215","40720","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","London","170","165","40500","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Outside London","80","75","34410","30320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","London","50","50","78570","73390"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","Outside London","25","25","91880","101430"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","London","435","415","48850","42870"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","Outside London","395","375","45600","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","London","30","30","52500","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","Outside London","25","25","60410","55930"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","London","795","770","50390","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","Outside London","270","260","43710","40690"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","Unknown","15","15","49620","50940"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","London","20","20","41660","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","Outside London","15","15","41150","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","London","20","20","65040","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","London","20","20","48930","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","Outside London","25","25","48030","50070"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","London","140","140","49280","49680"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Outside London","60","55","49070","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Unknown","Outside London","355","335","29150","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","Outside London","170","155","32390","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Communications","Outside London","70","65","29690","26780"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","Outside London","805","790","40460","38870"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Finance","Outside London","140","130","33050","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","Outside London","190","180","31740","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","Outside London","50","45","78170","86300"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","Outside London","4535","3905","22030","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Policy","Outside London","145","135","30820","28760"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","Outside London","95","90","34640","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Property","Outside London","65","60","30770","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Security","Outside London","65","65","25290","24720"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","Outside London","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Commercial","Outside London","40","40","36210","34190"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Communications","Outside London","45","45","35090","32180"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","Outside London","40","40","30060","28760"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","Outside London","210","205","36030","31410"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Finance","Outside London","100","95","37990","33860"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","Outside London","115","110","35740","33350"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","Outside London","55","50","35670","32730"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","London","345","330","31900","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","Outside London","3670","3435","27880","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","Outside London","60","55","29490","26740"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Other","Outside London","20","20","47370","34070"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Policy","Outside London","95","90","36840","33630"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","Outside London","45","45","38060","38650"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Property","Outside London","65","60","31990","30730"
"In post","2022","Education and Skills Funding Agency","Department for Education","Commercial","London","15","15","56370","54400"
"In post","2022","Education and Skills Funding Agency","Department for Education","Commercial","Outside London","150","145","40740","36960"
"In post","2022","Education and Skills Funding Agency","Department for Education","Communications","London","15","15","45870","45040"
"In post","2022","Education and Skills Funding Agency","Department for Education","Communications","Outside London","70","70","42340","40170"
"In post","2022","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","Outside London","250","240","38970","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Finance","London","45","45","47780","45850"
"In post","2022","Education and Skills Funding Agency","Department for Education","Finance","Outside London","355","345","39540","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Human Resources","Outside London","10","10","41170","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Operational Delivery","London","135","130","45990","40940"
"In post","2022","Education and Skills Funding Agency","Department for Education","Operational Delivery","Outside London","605","585","39900","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Policy","London","75","70","54790","53760"
"In post","2022","Education and Skills Funding Agency","Department for Education","Policy","Outside London","160","155","41320","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Unknown","Outside London","330","320","57430","62170"
"In post","2022","Estyn","Estyn","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Inspector of Education and Training","Outside London","65","60","75110","75480"
"In post","2022","Estyn","Estyn","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Operational Delivery","Outside London","20","20","28770","29430"
"In post","2022","Estyn","Estyn","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Estyn","Estyn","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","London","10","10","71130","68810"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","Outside London","65","65","43770","42370"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","10","10","46010","43280"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","100","100","44270","41910"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Finance","Outside London","50","50","38360","31890"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Human Resources","Outside London","40","40","40150","33990"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","10","10","39750","34280"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Legal","London","10","5","60630","61680"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Legal","Outside London","50","35","48370","53430"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Other","London","15","15","46500","46410"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Other","Outside London","15","15","39090","29310"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","London","10","10","48470","50800"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","55","55","36380","31420"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Property","London","50","50","53800","54750"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Property","Outside London","180","180","36460","33510"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Property","Overseas","120","120","40030","40090"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Security","London","55","55","34670","36090"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Security","Outside London","205","195","34380","31920"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Commercial","Outside London","15","10","37280","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Communications","London","20","20","48460","40960"
"In post","2022","Food Standards Agency","Food Standards Agency","Communications","Outside London","35","30","37180","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Counter Fraud","London","10","10","38660","34510"
"In post","2022","Food Standards Agency","Food Standards Agency","Counter Fraud","Outside London","45","45","38160","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","Outside London","50","50","45810","41520"
"In post","2022","Food Standards Agency","Food Standards Agency","Economics","London","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Finance","London","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Finance","Outside London","45","40","43020","40330"
"In post","2022","Food Standards Agency","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Human Resources","Outside London","35","35","40370","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Intelligence Analysis","Outside London","15","15","37060","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Legal","London","15","15","55570","59800"
"In post","2022","Food Standards Agency","Food Standards Agency","Legal","Outside London","10","10","44910","39430"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Delivery","London","45","45","40770","40350"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Delivery","Outside London","570","550","31540","28320"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
