"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Unknown","AO","700","645","22370","21680"
"In post","2022","Undeclared","Unknown","EO","1055","975","27700","27370"
"In post","2022","Undeclared","Unknown","G6","110","105","72620","69660"
"In post","2022","Undeclared","Unknown","G7","270","265","57770","57530"
"In post","2022","Undeclared","Unknown","HEO","695","665","34400","33300"
"In post","2022","Undeclared","Unknown","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO","450","435","42780","41970"
"In post","2022","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","AO","40","40","21520","21260"
"In post","2022","Unknown","Analysis","EO","195","185","26380","26000"
"In post","2022","Unknown","Analysis","G6","135","130","69920","66230"
"In post","2022","Unknown","Analysis","G7","400","385","53980","53360"
"In post","2022","Unknown","Analysis","HEO","575","565","32550","31800"
"In post","2022","Unknown","Analysis","SCS level","30","30","94910","83260"
"In post","2022","Unknown","Analysis","SEO","410","400","39700","38340"
"In post","2022","Unknown","Commercial","AA","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","AO","70","65","24070","23330"
"In post","2022","Unknown","Commercial","EO","170","165","26670","26350"
"In post","2022","Unknown","Commercial","G6","345","340","75900","73320"
"In post","2022","Unknown","Commercial","G7","935","925","59170","56720"
"In post","2022","Unknown","Commercial","HEO","245","235","32270","31770"
"In post","2022","Unknown","Commercial","SCS level","160","155","110680","111370"
"In post","2022","Unknown","Commercial","SEO","420","410","39860","40050"
"In post","2022","Unknown","Commercial","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","AO","125","115","21900","21250"
"In post","2022","Unknown","Communications","EO","1185","1150","26860","26820"
"In post","2022","Unknown","Communications","G6","115","110","67030","66230"
"In post","2022","Unknown","Communications","G7","230","225","54560","54270"
"In post","2022","Unknown","Communications","HEO","610","595","33670","33370"
"In post","2022","Unknown","Communications","SCS level","35","35","92180","89680"
"In post","2022","Unknown","Communications","SEO","305","300","41470","40600"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AO","315","280","22260","21260"
"In post","2022","Unknown","Counter Fraud","EO","1160","1105","28030","26820"
"In post","2022","Unknown","Counter Fraud","G6","45","45","68890","67910"
"In post","2022","Unknown","Counter Fraud","G7","155","145","56280","55210"
"In post","2022","Unknown","Counter Fraud","HEO","780","755","34670","33370"
"In post","2022","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO","265","260","41510","40520"
"In post","2022","Unknown","Debt","AO","1165","1070","21670","21250"
"In post","2022","Unknown","Debt","EO","205","195","27940","26820"
"In post","2022","Unknown","Debt","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Debt","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","AA","25","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","AO","155","150","22230","21380"
"In post","2022","Unknown","Digital, Data & Technology","EO","735","720","27850","27130"
"In post","2022","Unknown","Digital, Data & Technology","G6","230","230","68690","67040"
"In post","2022","Unknown","Digital, Data & Technology","G7","895","880","55190","54700"
"In post","2022","Unknown","Digital, Data & Technology","HEO","1010","995","33820","33370"
"In post","2022","Unknown","Digital, Data & Technology","SCS level","60","60","97030","90100"
"In post","2022","Unknown","Digital, Data & Technology","SEO","1070","1055","41300","40520"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","AA","30","20","[c]","[c]"
"In post","2022","Unknown","Finance","AO","395","345","21890","21250"
"In post","2022","Unknown","Finance","EO","365","355","26500","26590"
"In post","2022","Unknown","Finance","G6","110","105","67800","67090"
"In post","2022","Unknown","Finance","G7","305","300","54470","53420"
"In post","2022","Unknown","Finance","HEO","445","440","33050","33000"
"In post","2022","Unknown","Finance","SCS level","55","55","87460","80640"
"In post","2022","Unknown","Finance","SEO","450","445","41040","40650"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","AA","25","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","AO","280","255","21960","21250"
"In post","2022","Unknown","Human Resources","EO","420","405","27370","26820"
"In post","2022","Unknown","Human Resources","G6","75","75","66260","66230"
"In post","2022","Unknown","Human Resources","G7","175","170","54390","54540"
"In post","2022","Unknown","Human Resources","HEO","430","410","33730","33080"
"In post","2022","Unknown","Human Resources","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO","215","210","40530","40520"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G7","10","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Legal","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","AO","420","395","23110","23720"
"In post","2022","Unknown","Legal","EO","420","395","27600","26970"
"In post","2022","Unknown","Legal","G6","245","225","70320","70210"
"In post","2022","Unknown","Legal","G7","860","805","54580","53050"
"In post","2022","Unknown","Legal","HEO","265","255","35910","35980"
"In post","2022","Unknown","Legal","SCS level","50","50","94120","82720"
"In post","2022","Unknown","Legal","SEO","110","105","42410","41420"
"In post","2022","Unknown","No function","AA","2150","1870","20770","20890"
"In post","2022","Unknown","No function","AO","14895","13755","23090","21840"
"In post","2022","Unknown","No function","EO","10660","10190","29660","28200"
"In post","2022","Unknown","No function","G6","1230","1190","67820","66230"
"In post","2022","Unknown","No function","G7","3180","3105","54480","53620"
"In post","2022","Unknown","No function","HEO","8145","7925","33720","33080"
"In post","2022","Unknown","No function","SCS level","700","675","96250","89300"
"In post","2022","Unknown","No function","SEO","3500","3370","41750","40600"
"In post","2022","Unknown","No function","Unknown","3425","3090","27710","25780"
"In post","2022","Unknown","Project Delivery","AO","75","70","22480","22080"
"In post","2022","Unknown","Project Delivery","EO","535","510","24460","25770"
"In post","2022","Unknown","Project Delivery","G6","350","340","67440","67370"
"In post","2022","Unknown","Project Delivery","G7","870","850","54530","54540"
"In post","2022","Unknown","Project Delivery","HEO","845","810","33440","33370"
"In post","2022","Unknown","Project Delivery","SCS level","75","75","93180","85380"
"In post","2022","Unknown","Project Delivery","SEO","860","830","40980","40520"
"In post","2022","Unknown","Project Delivery","Unknown","190","185","40550","37450"
"In post","2022","Unknown","Property","AA","235","225","19110","19010"
"In post","2022","Unknown","Property","AO","410","395","23780","22010"
"In post","2022","Unknown","Property","EO","395","385","26860","26350"
"In post","2022","Unknown","Property","G6","65","65","66120","65070"
"In post","2022","Unknown","Property","G7","150","150","53410","53420"
"In post","2022","Unknown","Property","HEO","320","315","33280","33000"
"In post","2022","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Property","SEO","245","240","42440","42000"
"In post","2022","Unknown","Security","AA","525","515","21250","20310"
"In post","2022","Unknown","Security","AO","955","945","32610","34200"
"In post","2022","Unknown","Security","EO","260","250","30760","27500"
"In post","2022","Unknown","Security","G6","20","20","[c]","[c]"
"In post","2022","Unknown","Security","G7","85","80","55460","54960"
"In post","2022","Unknown","Security","HEO","245","235","35190","33630"
"In post","2022","Unknown","Security","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Security","SEO","125","125","43250","42470"
"In post","2022","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","1190","1125","21240","21050"
"In post","2022","Unknown","Unknown","AO","2225","2145","22880","21680"
"In post","2022","Unknown","Unknown","EO","4185","4005","27450","27230"
"In post","2022","Unknown","Unknown","G6","665","635","73400","75340"
"In post","2022","Unknown","Unknown","G7","1490","1445","57540","57430"
"In post","2022","Unknown","Unknown","HEO","2395","2335","35130","35050"
"In post","2022","Unknown","Unknown","SCS level","165","160","94100","84710"
"In post","2022","Unknown","Unknown","SEO","1835","1775","43580","42170"
"In post","2022","Unknown","Unknown","Unknown","2000","1995","37350","34160"
"Leaver CS","2022","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AO","30","[c]","21490","21260"
"Leaver CS","2022","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G7","30","[c]","57120","55610"
"Leaver CS","2022","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","AA","180","[c]","19100","19100"
"Leaver CS","2022","Declared disabled","No function","AO","935","[c]","21460","21260"
"Leaver CS","2022","Declared disabled","No function","EO","845","[c]","27900","27570"
"Leaver CS","2022","Declared disabled","No function","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","G7","85","[c]","55250","54270"
"Leaver CS","2022","Declared disabled","No function","HEO","215","[c]","33480","33210"
"Leaver CS","2022","Declared disabled","No function","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","SEO","135","[c]","41950","40230"
"Leaver CS","2022","Declared disabled","No function","Unknown","245","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","HEO","30","[c]","33020","33170"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AO","30","[c]","32150","39070"
"Leaver CS","2022","Declared disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","70","[c]","19840","19560"
"Leaver CS","2022","Declared disabled","Unknown","AO","410","[c]","21870","21380"
"Leaver CS","2022","Declared disabled","Unknown","EO","275","[c]","27520","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G7","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","HEO","140","[c]","35530","35070"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO","70","[c]","42360","41560"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","AO","65","[c]","22560","22570"
"Leaver CS","2022","Declared non-disabled","Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","G7","50","[c]","55290","54320"
"Leaver CS","2022","Declared non-disabled","Analysis","HEO","90","[c]","33410","33000"
"Leaver CS","2022","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","SEO","40","[c]","41020","39070"
"Leaver CS","2022","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","HEO","50","[c]","33540","33630"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO","60","[c]","41720","41000"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","HEO","75","[c]","34580","33840"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SEO","50","[c]","41910","40530"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AO","70","[c]","21920","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","115","[c]","27830","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","HEO","35","[c]","35090","34290"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","AO","135","[c]","21280","21260"
"Leaver CS","2022","Declared non-disabled","Debt","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","AO","45","[c]","21480","21170"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","EO","120","[c]","27400","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","G6","65","[c]","69080","68870"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","G7","170","[c]","56150","54890"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","HEO","160","[c]","34060","33350"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SEO","195","[c]","42010","40600"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AO","45","[c]","22110","21580"
"Leaver CS","2022","Declared non-disabled","Finance","EO","45","[c]","26530","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","G7","45","[c]","54330","52750"
"Leaver CS","2022","Declared non-disabled","Finance","HEO","60","[c]","34440","33950"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO","60","[c]","43180","42040"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","AO","85","[c]","21180","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","EO","45","[c]","25600","25690"
"Leaver CS","2022","Declared non-disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AO","70","[c]","21560","21170"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","95","[c]","27120","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","G7","50","[c]","53790","53880"
"Leaver CS","2022","Declared non-disabled","Human Resources","HEO","75","[c]","33800","33910"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO","75","[c]","41730","40580"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AO","70","[c]","22400","22200"
"Leaver CS","2022","Declared non-disabled","Legal","EO","75","[c]","28140","27570"
"Leaver CS","2022","Declared non-disabled","Legal","G6","60","[c]","69810","69030"
"Leaver CS","2022","Declared non-disabled","Legal","G7","170","[c]","56330","55000"
"Leaver CS","2022","Declared non-disabled","Legal","HEO","30","[c]","36960","35630"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO","40","[c]","44990","41160"
"Leaver CS","2022","Declared non-disabled","No function","AA","905","[c]","18780","18310"
"Leaver CS","2022","Declared non-disabled","No function","AO","5360","[c]","21430","21260"
"Leaver CS","2022","Declared non-disabled","No function","EO","4085","[c]","27820","27570"
"Leaver CS","2022","Declared non-disabled","No function","G6","300","[c]","69450","66570"
"Leaver CS","2022","Declared non-disabled","No function","G7","835","[c]","55940","53870"
"Leaver CS","2022","Declared non-disabled","No function","HEO","1260","[c]","32640","32330"
"Leaver CS","2022","Declared non-disabled","No function","SCS level","230","[c]","94730","93000"
"Leaver CS","2022","Declared non-disabled","No function","SEO","1055","[c]","41510","40240"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","930","[c]","34020","29600"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
