"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","65+","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","London","Female","25","20","[c]","[c]"
"In post","2022","65+","Government Legal Department","London","Male","15","15","[c]","[c]"
"In post","2022","65+","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Outside London","Male","40","25","57740","55140"
"In post","2022","65+","HM Courts and Tribunals Service","London","Female","130","110","26250","23720"
"In post","2022","65+","HM Courts and Tribunals Service","London","Male","90","85","26620","23720"
"In post","2022","65+","HM Courts and Tribunals Service","Outside London","Female","270","195","21720","20970"
"In post","2022","65+","HM Courts and Tribunals Service","Outside London","Male","175","140","22070","19200"
"In post","2022","65+","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","Female","60","40","32160","27130"
"In post","2022","65+","HM Land Registry","Outside London","Male","55","35","32860","33840"
"In post","2022","65+","HM Prison and Probation Service","London","Female","120","95","32960","28210"
"In post","2022","65+","HM Prison and Probation Service","London","Male","100","80","37040","34750"
"In post","2022","65+","HM Prison and Probation Service","Outside London","Female","475","350","28410","26560"
"In post","2022","65+","HM Prison and Probation Service","Outside London","Male","720","510","28740","27380"
"In post","2022","65+","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","London","Female","125","95","34240","31020"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","London","Male","160","120","44960","40910"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","Outside London","Female","620","430","26470","22080"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","Outside London","Male","570","410","31420","28920"
"In post","2022","65+","HM Treasury (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Home Office","London","Female","185","145","29990","26780"
"In post","2022","65+","Home Office","London","Male","200","160","33980","30210"
"In post","2022","65+","Home Office","Outside London","Female","200","145","24630","21680"
"In post","2022","65+","Home Office","Outside London","Male","245","180","27200","25490"
"In post","2022","65+","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","Male","5","5","[c]","[c]"
"In post","2022","65+","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Outside London","Male","20","15","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","London","Female","5","5","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2022","65+","Legal Aid Agency","Outside London","Male","15","10","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Maritime and Coastguard Agency","Outside London","Male","25","20","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Met Office","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","Met Office","Outside London","Male","30","20","45880","47960"
"In post","2022","65+","Ministry of Defence (excl. agencies)","London","Female","35","35","33130","26340"
"In post","2022","65+","Ministry of Defence (excl. agencies)","London","Male","95","85","37480","34640"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Outside London","Female","400","350","25690","21830"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Outside London","Male","1000","915","29610","26670"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Overseas","Male","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Justice (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Justice (excl. agencies)","London","Male","35","30","45630","47040"
"In post","2022","65+","Ministry of Justice (excl. agencies)","Outside London","Female","20","15","[c]","[c]"
"In post","2022","65+","Ministry of Justice (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","Female","5","5","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","Male","20","20","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2022","65+","National Records of Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","National Records of Scotland","Outside London","Male","10","5","[c]","[c]"
"In post","2022","65+","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Female","20","15","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Outside London","Male","10","5","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Outside London","Male","40","25","58860","65270"
"In post","2022","65+","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Outside London","Female","10","5","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Unknown","Male","20","20","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","Outside London","Female","40","30","23660","21300"
"In post","2022","65+","Rural Payments Agency","Outside London","Male","25","20","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","Outside London","Female","40","25","25970","23780"
"In post","2022","65+","Scottish Courts and Tribunals Service","Outside London","Male","25","15","[c]","[c]"
"In post","2022","65+","Scottish Forestry","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Forestry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government (excl. agencies)","Outside London","Female","45","40","37030","30040"
"In post","2022","65+","Scottish Government (excl. agencies)","Outside London","Male","80","70","41520","36130"
"In post","2022","65+","Scottish Housing Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Housing Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Outside London","Male","75","50","35450","35000"
"In post","2022","65+","Scottish Public Pensions Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","Scottish Public Pensions Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","London","Female","5","5","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Outside London","Female","10","5","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Outside London","Male","30","30","43820","42040"
"In post","2022","65+","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","The Insolvency Service","London","Female","5","5","[c]","[c]"
"In post","2022","65+","The Insolvency Service","London","Male","10","10","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Outside London","Male","15","15","[c]","[c]"
"In post","2022","65+","The National Archives","London","Female","10","10","[c]","[c]"
"In post","2022","65+","The National Archives","London","Male","15","10","[c]","[c]"
"In post","2022","65+","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Transport Scotland","Outside London","Male","10","5","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","London","Male","5","5","[c]","[c]"
"In post","2022","65+","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","London","Female","30","25","52960","38240"
"In post","2022","65+","UK Health Security Agency","London","Male","30","25","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Outside London","Female","50","35","35890","29980"
"In post","2022","65+","UK Health Security Agency","Outside London","Male","30","25","61330","56500"
"In post","2022","65+","UK Hydrographic Office","Outside London","Female","5","5","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Outside London","Male","15","10","[c]","[c]"
"In post","2022","65+","UK Space Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","Female","130","85","24150","20350"
"In post","2022","65+","UK Statistics Authority","Outside London","Male","125","80","24310","20350"
"In post","2022","65+","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","London","Male","15","10","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Outside London","Female","30","20","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Outside London","Male","35","25","37770","34000"
"In post","2022","65+","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government (excl. agencies)","Outside London","Female","100","75","37570","29430"
"In post","2022","65+","Welsh Government (excl. agencies)","Outside London","Male","90","75","45210","38160"
"In post","2022","65+","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","Female","35","[c]","21950","21260"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Health Security Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Health Security Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Outside London","Female","55","[c]","23740","24370"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","London","Female","90","[c]","32900","29250"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","London","Male","75","[c]","32830","28000"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Outside London","Female","5","[c]","[c]","[c]"
