"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","White","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","London","80","75","58610","63320"
"In post","2022","Undeclared","White","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","North West (England)","15","10","[c]","[c]"
"In post","2022","Undeclared","White","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","Scotland","25","20","[c]","[c]"
"In post","2022","Undeclared","White","Legal","South East (England)","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Legal","South West (England)","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Legal","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Legal","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Undeclared","White","No function","East Midlands (England)","715","660","29750","27570"
"In post","2022","Undeclared","White","No function","East of England","720","655","30900","30120"
"In post","2022","Undeclared","White","No function","London","1305","1250","42250","36830"
"In post","2022","Undeclared","White","No function","North East (England)","920","820","28710","27570"
"In post","2022","Undeclared","White","No function","North West (England)","1630","1490","28530","27570"
"In post","2022","Undeclared","White","No function","Northern Ireland","70","65","31330","30350"
"In post","2022","Undeclared","White","No function","Overseas","25","25","[c]","[c]"
"In post","2022","Undeclared","White","No function","Scotland","470","435","27770","27570"
"In post","2022","Undeclared","White","No function","South East (England)","1270","1155","30550","30450"
"In post","2022","Undeclared","White","No function","South West (England)","640","575","29380","27570"
"In post","2022","Undeclared","White","No function","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","White","No function","Wales","975","875","27350","26750"
"In post","2022","Undeclared","White","No function","West Midlands (England)","870","800","29530","27570"
"In post","2022","Undeclared","White","No function","Yorkshire and The Humber","985","890","30950","31100"
"In post","2022","Undeclared","White","Project Delivery","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","East of England","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","London","70","70","53620","53070"
"In post","2022","Undeclared","White","Project Delivery","North East (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","North West (England)","50","45","35820","34140"
"In post","2022","Undeclared","White","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","Scotland","35","30","36950","34950"
"In post","2022","Undeclared","White","Project Delivery","South East (England)","65","60","35770","34080"
"In post","2022","Undeclared","White","Project Delivery","South West (England)","370","355","40650","39470"
"In post","2022","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","Wales","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Undeclared","White","Project Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Property","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Undeclared","White","Property","East of England","25","25","[c]","[c]"
"In post","2022","Undeclared","White","Property","London","45","45","47850","44440"
"In post","2022","Undeclared","White","Property","North East (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Property","North West (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Property","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Property","Scotland","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Property","South East (England)","45","45","36210","33870"
"In post","2022","Undeclared","White","Property","South West (England)","60","60","33770","27000"
"In post","2022","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Property","Wales","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Property","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Property","Yorkshire and The Humber","30","30","41260","36740"
"In post","2022","Undeclared","White","Security","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Security","East of England","45","45","36810","33300"
"In post","2022","Undeclared","White","Security","London","65","60","44850","41900"
"In post","2022","Undeclared","White","Security","North East (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Security","North West (England)","25","25","[c]","[c]"
"In post","2022","Undeclared","White","Security","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Security","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Security","Scotland","50","50","31800","33250"
"In post","2022","Undeclared","White","Security","South East (England)","110","105","34800","39070"
"In post","2022","Undeclared","White","Security","South West (England)","80","75","27720","22010"
"In post","2022","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Security","Wales","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Security","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Security","Yorkshire and The Humber","65","65","34600","38750"
"In post","2022","Undeclared","White","Unknown","East Midlands (England)","65","60","25820","21830"
"In post","2022","Undeclared","White","Unknown","East of England","110","100","26990","25000"
"In post","2022","Undeclared","White","Unknown","London","230","220","41570","36950"
"In post","2022","Undeclared","White","Unknown","North East (England)","25","20","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","North West (England)","180","160","27330","25040"
"In post","2022","Undeclared","White","Unknown","Northern Ireland","35","35","26370","22580"
"In post","2022","Undeclared","White","Unknown","Overseas","20","15","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Scotland","280","270","35740","31540"
"In post","2022","Undeclared","White","Unknown","South East (England)","285","265","30390","27370"
"In post","2022","Undeclared","White","Unknown","South West (England)","160","155","30080","26670"
"In post","2022","Undeclared","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Wales","125","115","36440","34630"
"In post","2022","Undeclared","White","Unknown","West Midlands (England)","80","70","30610","26670"
"In post","2022","Undeclared","White","Unknown","Yorkshire and The Humber","155","150","27250","26160"
"In post","2022","Unknown","Asian","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","London","60","60","46580","47990"
"In post","2022","Unknown","Asian","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","South East (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Wales","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","London","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","London","30","30","39860","37340"
"In post","2022","Unknown","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","North West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Wales","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Communications","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","London","40","35","34560","31040"
"In post","2022","Unknown","Asian","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","North West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","South East (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","West Midlands (England)","20","15","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","London","20","15","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","London","110","110","44860","40550"
"In post","2022","Unknown","Asian","Digital, Data & Technology","North East (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","North West (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","South East (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","South West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Wales","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","London","55","55","41590","39140"
"In post","2022","Unknown","Asian","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","North West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","London","35","35","36500","33440"
"In post","2022","Unknown","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","East of England","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","London","75","70","41330","40000"
"In post","2022","Unknown","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","North West (England)","20","15","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","South East (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","West Midlands (England)","30","30","37940","40520"
"In post","2022","Unknown","Asian","Legal","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","No function","East Midlands (England)","70","65","28950","26590"
"In post","2022","Unknown","Asian","No function","East of England","50","45","50020","40650"
"In post","2022","Unknown","Asian","No function","London","605","580","42390","37910"
"In post","2022","Unknown","Asian","No function","North East (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","No function","North West (England)","135","130","30090","28200"
"In post","2022","Unknown","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Scotland","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","No function","South East (England)","70","65","30830","25620"
"In post","2022","Unknown","Asian","No function","South West (England)","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Wales","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","No function","West Midlands (England)","185","175","31710","27570"
"In post","2022","Unknown","Asian","No function","Yorkshire and The Humber","80","80","29910","26820"
"In post","2022","Unknown","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","East of England","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","London","60","55","48130","43810"
"In post","2022","Unknown","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","North West (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","South West (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","London","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","North West (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","East of England","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Security","London","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","South East (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","East of England","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","London","140","140","37030","35050"
"In post","2022","Unknown","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","North West (England)","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Overseas","30","25","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Scotland","50","45","37700","33840"
"In post","2022","Unknown","Asian","Unknown","South East (England)","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Wales","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Yorkshire and The Humber","40","40","28420","24880"
"In post","2022","Unknown","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","London","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Wales","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","London","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
