"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","London","EO","LGBO","35","[c]","29280","30200"
"Leaver CS","2022","Declared disabled","London","EO","Undeclared","35","[c]","29870","30560"
"Leaver CS","2022","Declared disabled","London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G7","Heterosexual / straight","55","[c]","57050","55380"
"Leaver CS","2022","Declared disabled","London","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","HEO","Heterosexual / straight","70","[c]","34670","34710"
"Leaver CS","2022","Declared disabled","London","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SEO","Heterosexual / straight","55","[c]","43350","42010"
"Leaver CS","2022","Declared disabled","London","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AO","Heterosexual / straight","75","[c]","21210","21260"
"Leaver CS","2022","Declared disabled","North East (England)","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","EO","Heterosexual / straight","40","[c]","26750","27570"
"Leaver CS","2022","Declared disabled","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AO","Heterosexual / straight","150","[c]","21060","21260"
"Leaver CS","2022","Declared disabled","North West (England)","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","EO","Heterosexual / straight","105","[c]","27280","27570"
"Leaver CS","2022","Declared disabled","North West (England)","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AO","Heterosexual / straight","80","[c]","22200","21260"
"Leaver CS","2022","Declared disabled","Scotland","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","AO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","EO","Heterosexual / straight","60","[c]","28020","27570"
"Leaver CS","2022","Declared disabled","Scotland","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","HEO","Heterosexual / straight","30","[c]","36870","36130"
"Leaver CS","2022","Declared disabled","Scotland","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AO","Heterosexual / straight","100","[c]","22130","21260"
"Leaver CS","2022","Declared disabled","South East (England)","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","EO","Heterosexual / straight","105","[c]","27960","27570"
"Leaver CS","2022","Declared disabled","South East (England)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","HEO","Heterosexual / straight","40","[c]","34940","33840"
"Leaver CS","2022","Declared disabled","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AO","Heterosexual / straight","90","[c]","22070","21220"
"Leaver CS","2022","Declared disabled","South West (England)","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","EO","Heterosexual / straight","75","[c]","26160","27130"
"Leaver CS","2022","Declared disabled","South West (England)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","HEO","Heterosexual / straight","40","[c]","32630","33150"
"Leaver CS","2022","Declared disabled","South West (England)","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SEO","Heterosexual / straight","35","[c]","41660","40580"
"Leaver CS","2022","Declared disabled","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
