"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Science and Engineering","Female","40","40","35600","33000"
"In post","2022","20-29","Unknown","Science and Engineering","Male","115","115","32420","30510"
"In post","2022","20-29","Unknown","Security","Female","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Male","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Social Research","Female","70","70","37550","33650"
"In post","2022","20-29","Unknown","Social Research","Male","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Statistics","Female","50","50","29960","23670"
"In post","2022","20-29","Unknown","Statistics","Male","60","60","31450","30100"
"In post","2022","20-29","Unknown","Unknown","Female","1695","1670","30200","27940"
"In post","2022","20-29","Unknown","Unknown","Male","1180","1170","29850","27310"
"In post","2022","30-39","Analysis","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","30-39","Analysis","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2022","30-39","Analysis","Economics","Female","120","110","56560","55390"
"In post","2022","30-39","Analysis","Economics","Male","185","180","56680","55430"
"In post","2022","30-39","Analysis","Finance","Female","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Finance","Male","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Geography","Female","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Geography","Male","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Operational Delivery","Female","95","85","36840","34050"
"In post","2022","30-39","Analysis","Operational Delivery","Male","130","130","36350","35900"
"In post","2022","30-39","Analysis","Operational Research","Female","65","60","44950","43530"
"In post","2022","30-39","Analysis","Operational Research","Male","155","150","46870","47010"
"In post","2022","30-39","Analysis","Other","Female","55","50","54980","53820"
"In post","2022","30-39","Analysis","Other","Male","70","70","56240","52000"
"In post","2022","30-39","Analysis","Policy","Female","90","85","51280","52750"
"In post","2022","30-39","Analysis","Policy","Male","85","80","51070","52150"
"In post","2022","30-39","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Science and Engineering","Female","95","90","35100","35900"
"In post","2022","30-39","Analysis","Science and Engineering","Male","110","105","39270","37620"
"In post","2022","30-39","Analysis","Social Research","Female","225","210","43230","39250"
"In post","2022","30-39","Analysis","Social Research","Male","100","100","43790","40500"
"In post","2022","30-39","Analysis","Statistics","Female","295","270","45500","42980"
"In post","2022","30-39","Analysis","Statistics","Male","300","295","43780","39850"
"In post","2022","30-39","Analysis","Statistics","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Unknown","Female","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Unknown","Male","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","Commercial","Female","585","545","37740","36780"
"In post","2022","30-39","Commercial","Commercial","Male","460","455","40400","38670"
"In post","2022","30-39","Commercial","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Finance","Female","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Operational Delivery","Female","40","35","37010","35450"
"In post","2022","30-39","Commercial","Operational Delivery","Male","40","40","41800","41000"
"In post","2022","30-39","Commercial","Other","Female","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Other","Male","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Policy","Female","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Female","200","200","59570","61710"
"In post","2022","30-39","Commercial","Unknown","Male","185","185","63830","64000"
"In post","2022","30-39","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Communications","Female","610","585","43630","40580"
"In post","2022","30-39","Communications","Communications","Male","380","375","44110","40650"
"In post","2022","30-39","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Operational Delivery","Female","260","245","30790","26820"
"In post","2022","30-39","Communications","Operational Delivery","Male","315","310","30670","26820"
"In post","2022","30-39","Communications","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Other","Female","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Other","Male","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Policy","Female","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Tax","Female","370","345","29250","26820"
"In post","2022","30-39","Communications","Tax","Male","500","495","29410","26820"
"In post","2022","30-39","Communications","Unknown","Female","135","130","46390","40600"
"In post","2022","30-39","Communications","Unknown","Male","70","70","43760","40600"
"In post","2022","30-39","Counter Fraud","Counter Fraud","Female","515","465","28540","27570"
"In post","2022","30-39","Counter Fraud","Counter Fraud","Male","325","325","30150","27570"
"In post","2022","30-39","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Intelligence Analysis","Female","35","35","37990","33370"
"In post","2022","30-39","Counter Fraud","Intelligence Analysis","Male","40","40","39090","37930"
"In post","2022","30-39","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Legal","Female","330","320","31460","31020"
"In post","2022","30-39","Counter Fraud","Legal","Male","440","435","32100","31020"
"In post","2022","30-39","Counter Fraud","Operational Delivery","Female","355","330","30100","27570"
"In post","2022","30-39","Counter Fraud","Operational Delivery","Male","380","380","31930","31060"
"In post","2022","30-39","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Other","Female","25","25","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Other","Male","30","30","40430","40180"
"In post","2022","30-39","Counter Fraud","Tax","Female","175","165","39820","37610"
"In post","2022","30-39","Counter Fraud","Tax","Male","285","285","41870","37930"
"In post","2022","30-39","Counter Fraud","Unknown","Female","95","95","33120","30750"
"In post","2022","30-39","Counter Fraud","Unknown","Male","120","120","33690","31020"
"In post","2022","30-39","Debt","Operational Delivery","Female","330","285","23920","21250"
"In post","2022","30-39","Debt","Operational Delivery","Male","265","255","24050","21250"
"In post","2022","30-39","Debt","Other","Female","270","210","22420","21260"
"In post","2022","30-39","Debt","Other","Male","185","180","22570","21260"
"In post","2022","30-39","Debt","Tax","Female","110","100","22690","21250"
"In post","2022","30-39","Debt","Tax","Male","110","110","21870","21250"
"In post","2022","30-39","Debt","Unknown","Female","20","15","[c]","[c]"
"In post","2022","30-39","Debt","Unknown","Male","15","15","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Commercial","Female","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Digital, Data and Technology","Female","1465","1405","40710","38030"
"In post","2022","30-39","Digital, Data & Technology","Digital, Data and Technology","Male","2530","2520","41590","38650"
"In post","2022","30-39","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Knowledge and Information Management","Female","75","70","32330","31000"
"In post","2022","30-39","Digital, Data & Technology","Knowledge and Information Management","Male","80","80","34620","33120"
"In post","2022","30-39","Digital, Data & Technology","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Operational Delivery","Female","55","55","39650","36500"
"In post","2022","30-39","Digital, Data & Technology","Operational Delivery","Male","60","60","37760","34710"
"In post","2022","30-39","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Other","Female","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Other","Male","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Policy","Female","55","50","44980","40230"
"In post","2022","30-39","Digital, Data & Technology","Policy","Male","25","25","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","Female","125","115","36880","37440"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","Male","165","160","37890","38200"
"In post","2022","30-39","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Tax","Female","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Tax","Male","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Unknown","Female","225","215","48810","54700"
"In post","2022","30-39","Digital, Data & Technology","Unknown","Male","290","290","50610","54700"
"In post","2022","30-39","Finance","Commercial","Female","55","55","37190","33510"
"In post","2022","30-39","Finance","Commercial","Male","45","45","38000","31990"
"In post","2022","30-39","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Corporate Finance","Female","20","20","[c]","[c]"
"In post","2022","30-39","Finance","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","30-39","Finance","Digital, Data and Technology","Male","30","30","37040","36500"
"In post","2022","30-39","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Finance","Female","1005","935","39750","36500"
"In post","2022","30-39","Finance","Finance","Male","830","825","43550","40520"
"In post","2022","30-39","Finance","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","Female","135","120","30040","26820"
"In post","2022","30-39","Finance","Operational Delivery","Male","105","105","28590","26590"
"In post","2022","30-39","Finance","Other","Female","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Other","Male","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Policy","Female","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Policy","Male","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Property","Female","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Security","Female","15","15","[c]","[c]"
"In post","2022","30-39","Finance","Security","Male","40","40","45300","41430"
"In post","2022","30-39","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","Female","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Tax","Male","15","15","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","Female","35","35","45210","41980"
"In post","2022","30-39","Finance","Unknown","Male","65","65","46400","43810"
"In post","2022","30-39","Grants Management","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","Female","265","230","24160","21300"
"In post","2022","30-39","Grants Management","Operational Delivery","Male","175","170","24050","21300"
"In post","2022","30-39","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Human Resources","Female","1325","1240","37340","33300"
"In post","2022","30-39","Human Resources","Human Resources","Male","545","540","38500","35310"
"In post","2022","30-39","Human Resources","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Operational Delivery","Female","170","155","29320","27570"
"In post","2022","30-39","Human Resources","Operational Delivery","Male","125","125","30060","27570"
"In post","2022","30-39","Human Resources","Other","Female","20","15","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","Female","25","25","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","Male","25","25","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","Female","270","260","40050","36340"
"In post","2022","30-39","Human Resources","Unknown","Male","105","105","39720","37300"
"In post","2022","30-39","Internal Audit","Internal Audit","Female","70","65","41830","40050"
"In post","2022","30-39","Internal Audit","Internal Audit","Male","50","50","45810","42510"
"In post","2022","30-39","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Finance","Female","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Finance","Male","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Legal","Female","1380","1295","52750","51830"
"In post","2022","30-39","Legal","Legal","Male","695","690","53170","51940"
"In post","2022","30-39","Legal","Operational Delivery","Female","320","290","26300","25480"
"In post","2022","30-39","Legal","Operational Delivery","Male","140","135","27950","26820"
"In post","2022","30-39","Legal","Other","Female","70","65","32920","27580"
"In post","2022","30-39","Legal","Other","Male","35","35","31610","30720"
"In post","2022","30-39","Legal","Policy","Female","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","Female","35","30","40720","33370"
"In post","2022","30-39","Legal","Tax","Male","60","60","42510","40180"
"In post","2022","30-39","Legal","Unknown","Female","45","45","50000","47940"
"In post","2022","30-39","Legal","Unknown","Male","40","40","59570","63190"
"In post","2022","30-39","No function","Commercial","Female","80","75","44050","42970"
"In post","2022","30-39","No function","Commercial","Male","45","45","42770","42630"
"In post","2022","30-39","No function","Communications","Female","30","30","40420","38000"
"In post","2022","30-39","No function","Communications","Male","20","20","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","Male","35","35","43460","40610"
"In post","2022","30-39","No function","Economics","Female","45","45","56040","57850"
"In post","2022","30-39","No function","Economics","Male","75","75","56530","57840"
"In post","2022","30-39","No function","Finance","Female","30","25","[c]","[c]"
"In post","2022","30-39","No function","Finance","Male","20","20","[c]","[c]"
"In post","2022","30-39","No function","Geography","Female","35","30","32650","33290"
"In post","2022","30-39","No function","Geography","Male","65","65","32730","33290"
"In post","2022","30-39","No function","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","Female","75","70","54240","51360"
"In post","2022","30-39","No function","Inspector of Education and Training","Male","25","25","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","Female","105","95","30680","27380"
"In post","2022","30-39","No function","Intelligence Analysis","Male","30","30","31740","30220"
"In post","2022","30-39","No function","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","International Trade","Female","235","230","49500","51710"
"In post","2022","30-39","No function","International Trade","Male","290","285","49870","51970"
"In post","2022","30-39","No function","Knowledge and Information Management","Female","100","95","36260","30830"
"In post","2022","30-39","No function","Knowledge and Information Management","Male","60","60","38360","32130"
"In post","2022","30-39","No function","Legal","Female","175","165","39460","36050"
"In post","2022","30-39","No function","Legal","Male","55","55","36340","34260"
"In post","2022","30-39","No function","Medicine","Female","80","70","62170","54120"
"In post","2022","30-39","No function","Medicine","Male","40","35","69820","76050"
"In post","2022","30-39","No function","Operational Delivery","Female","23245","20820","28120","27570"
"In post","2022","30-39","No function","Operational Delivery","Male","17730","17505","28930","27570"
"In post","2022","30-39","No function","Operational Research","Female","40","40","44530","47010"
"In post","2022","30-39","No function","Operational Research","Male","35","35","43640","43520"
"In post","2022","30-39","No function","Other","Female","970","895","32330","27570"
"In post","2022","30-39","No function","Other","Male","650","645","33840","27570"
"In post","2022","30-39","No function","Planning","Female","20","20","[c]","[c]"
"In post","2022","30-39","No function","Planning","Male","25","25","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","Female","20","15","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","Male","40","40","49660","47660"
"In post","2022","30-39","No function","Policy","Female","3685","3530","48200","50180"
"In post","2022","30-39","No function","Policy","Male","3205","3180","48990","51730"
"In post","2022","30-39","No function","Project Delivery","Female","80","75","42130","39980"
"In post","2022","30-39","No function","Project Delivery","Male","55","55","48660","51730"
"In post","2022","30-39","No function","Property","Female","5","5","[c]","[c]"
"In post","2022","30-39","No function","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Psychology","Female","550","525","35050","31180"
"In post","2022","30-39","No function","Psychology","Male","60","60","34250","31180"
"In post","2022","30-39","No function","Science and Engineering","Female","775","730","37710","38070"
"In post","2022","30-39","No function","Science and Engineering","Male","720","715","40780","40060"
"In post","2022","30-39","No function","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","Female","5","5","[c]","[c]"
"In post","2022","30-39","No function","Statistics","Male","15","15","[c]","[c]"
"In post","2022","30-39","No function","Tax","Female","1485","1385","34220","33080"
"In post","2022","30-39","No function","Tax","Male","1975","1960","37060","33370"
"In post","2022","30-39","No function","Unknown","Female","1000","960","42270","36210"
"In post","2022","30-39","No function","Unknown","Male","1080","1075","40570","33370"
"In post","2022","30-39","No function","Veterinarian","Female","70","65","38670","37240"
"In post","2022","30-39","No function","Veterinarian","Male","30","30","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","Female","110","100","33610","33000"
"In post","2022","30-39","Project Delivery","Commercial","Male","110","110","38530","37400"
"In post","2022","30-39","Project Delivery","Communications","Female","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","Male","35","35","46770","47010"
"In post","2022","30-39","Project Delivery","Economics","Female","20","20","[c]","[c]"
"In post","2022","30-39","Project Delivery","Economics","Male","25","25","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","Female","30","30","43160","42370"
"In post","2022","30-39","Project Delivery","Finance","Male","25","25","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Legal","Male","[c]","[c]","[c]","[c]"
