"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Department for Education","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Human Resources","East Midlands (England)","10","10","36610","36730"
"In post","2022","Human Resources","Department for Education","Human Resources","London","15","15","47980","53420"
"In post","2022","Human Resources","Department for Education","Human Resources","North East (England)","30","30","29590","27680"
"In post","2022","Human Resources","Department for Education","Human Resources","North West (England)","25","25","40120","34400"
"In post","2022","Human Resources","Department for Education","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Human Resources","West Midlands (England)","40","35","33940","30110"
"In post","2022","Human Resources","Department for Education","Human Resources","Yorkshire and The Humber","35","35","33650","29360"
"In post","2022","Human Resources","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","East Midlands (England)","10","10","36700","29570"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","East of England","25","25","37490","36430"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","London","55","55","44800","41640"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","North East (England)","10","10","38090","36570"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","North West (England)","30","30","43000","47550"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","South East (England)","35","35","44920","39630"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","South West (England)","80","75","37420","36520"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","West Midlands (England)","30","25","41010","37530"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Yorkshire and The Humber","40","35","43720","47550"
"In post","2022","Human Resources","Department for International Trade","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","London","110","110","44530","38870"
"In post","2022","Human Resources","Department for International Trade","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","London","35","35","51990","53130"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","North West (England)","35","30","33740","30190"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","South West (England)","20","20","38000","37790"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Human Resources","East Midlands (England)","15","15","37290","38650"
"In post","2022","Human Resources","Department for Transport","Human Resources","East of England","20","15","31340","31780"
"In post","2022","Human Resources","Department for Transport","Human Resources","London","50","45","49980","47740"
"In post","2022","Human Resources","Department for Transport","Human Resources","North East (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Human Resources","South East (England)","45","40","34290","31380"
"In post","2022","Human Resources","Department for Transport","Human Resources","South West (England)","50","45","37020","36920"
"In post","2022","Human Resources","Department for Transport","Human Resources","Wales","210","200","32200","30730"
"In post","2022","Human Resources","Department for Transport","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Human Resources","Yorkshire and The Humber","10","10","44290","38650"
"In post","2022","Human Resources","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Unknown","London","10","10","39300","33280"
"In post","2022","Human Resources","Department for Transport","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Unknown","Wales","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","East Midlands (England)","20","20","34170","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","London","155","150","43540","39000"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","North East (England)","125","115","37380","32900"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","North West (England)","200","185","38590","34290"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","Scotland","30","25","35970","31990"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","South East (England)","15","15","36830","31880"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","South West (England)","10","10","39580","33650"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","Wales","20","20","31280","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","West Midlands (England)","30","30","31780","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Human Resources","Yorkshire and The Humber","205","190","38220","33240"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","East Midlands (England)","25","20","29010","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","East of England","30","25","31930","29530"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","London","90","85","34570","31880"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","North East (England)","85","75","29650","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","North West (England)","200","190","29940","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","Scotland","75","65","28780","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","South East (England)","40","40","29380","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","South West (England)","35","30","28750","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","Wales","50","50","28280","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","West Midlands (England)","65","65","29280","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","95","90","32600","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","East Midlands (England)","10","10","43480","34330"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","East of England","15","15","37220","34160"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","London","295","285","40640","33090"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","South East (England)","10","10","48080","34330"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","South West (England)","15","15","43560","40060"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Human Resources","Yorkshire and The Humber","90","85","45720","48860"
"In post","2022","Human Resources","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","Yorkshire and The Humber","25","20","36710","30810"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","London","205","200","50760","48750"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","Overseas","25","25","45550","39230"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","Scotland","40","40","42390","39630"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","South East (England)","45","40","40140","33990"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","Scotland","20","20","27450","21740"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","East Midlands (England)","70","65","35500","33840"
"In post","2022","Human Resources","HM Land Registry","Human Resources","London","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","South West (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","East Midlands (England)","170","160","41390","40180"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","East of England","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","London","130","125","53330","47430"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","North East (England)","70","65","38500","34260"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","North West (England)","255","240","38280","33770"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","Scotland","25","25","38480","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","South East (England)","10","10","44980","40720"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","South West (England)","25","20","42970","40180"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","Wales","25","25","39880","35980"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","West Midlands (England)","20","20","47540","47890"
"In post","2022","Human Resources","HM Revenue and Customs","Human Resources","Yorkshire and The Humber","50","45","43830","38250"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","East Midlands (England)","65","60","31530","31000"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","London","20","15","36500","30880"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","North East (England)","115","105","26510","26590"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","North West (England)","145","130","29830","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","Scotland","140","125","28000","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","South East (England)","65","55","26920","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","Wales","10","10","28590","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","West Midlands (England)","15","15","26870","26590"
"In post","2022","Human Resources","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","10","10","30170","30090"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","East Midlands (England)","25","25","31310","33080"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","London","25","25","43080","40910"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","North East (England)","25","25","31290","28920"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","North West (England)","40","35","33940","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","Scotland","30","30","35560","33080"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","South West (England)","10","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","Wales","15","15","29530","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","West Midlands (England)","15","15","40110","35980"
"In post","2022","Human Resources","HM Revenue and Customs","Tax","Yorkshire and The Humber","15","15","34890","28920"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","East Midlands (England)","35","35","38770","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","London","30","30","58100","61530"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","North East (England)","15","15","37150","33080"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","North West (England)","50","50","41240","40180"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","Scotland","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","South East (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","Wales","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Human Resources","East of England","15","15","29470","20860"
"In post","2022","Human Resources","HM Treasury","Human Resources","London","65","60","48160","52500"
"In post","2022","Human Resources","HM Treasury","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Operational Delivery","East of England","20","15","28310","24010"
"In post","2022","Human Resources","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","East Midlands (England)","25","25","23830","21830"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","East of England","115","110","35350","33300"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","London","295","285","47870","44500"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","North West (England)","350","320","25870","22330"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Overseas","10","10","37340","33460"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Scotland","425","400","24470","21830"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","South East (England)","225","220","31910","26670"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","South West (England)","590","545","34540","30130"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Wales","15","15","27120","26350"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","West Midlands (England)","45","40","38150","33300"
"In post","2022","Human Resources","Ministry of Defence","Human Resources","Yorkshire and The Humber","25","25","30470","33300"
"In post","2022","Human Resources","Ministry of Defence","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Other","South West (England)","35","35","32260","31090"
"In post","2022","Human Resources","Ministry of Defence","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Communications","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","East Midlands (England)","65","65","37840","31740"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","East of England","50","50","39190","32930"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","London","295","290","48670","43020"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","North East (England)","30","30","37270","32120"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","North West (England)","95","95","38650","34110"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","Scotland","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","South East (England)","100","95","40340","39150"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","South West (England)","60","55","39630","36050"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","Wales","95","95","38310","33160"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","West Midlands (England)","155","145","37430","33520"
"In post","2022","Human Resources","Ministry of Justice","Human Resources","Yorkshire and The Humber","105","100","38720","36050"
"In post","2022","Human Resources","Ministry of Justice","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","London","30","30","40940","35240"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","Wales","10","10","37970","32130"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Policy","London","10","10","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","London","15","15","45550","45860"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","East of England","5","5","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","London","50","45","46290","41470"
"In post","2022","Human Resources","National Crime Agency","Human Resources","North West (England)","40","40","42710","39940"
"In post","2022","Human Resources","National Crime Agency","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","South East (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","South West (England)","50","50","32950","31360"
"In post","2022","Human Resources","National Crime Agency","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","40","40","36680","32010"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","South West (England)","15","15","44100","39850"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","London","15","15","57190","60000"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","Scotland","25","25","34000","35000"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Human Resources","Scotland","210","200","35590","35000"
"In post","2022","Human Resources","Scottish Government","Other","Scotland","40","35","39110","40280"
"In post","2022","Human Resources","The National Archives","Human Resources","London","20","20","36180","30140"
"In post","2022","Human Resources","UK Export Finance","Human Resources","London","30","30","47220","41100"
"In post","2022","Human Resources","UK Statistics Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Human Resources","South East (England)","30","25","42290","36840"
"In post","2022","Human Resources","UK Statistics Authority","Human Resources","Wales","110","100","36960","30810"
"In post","2022","Human Resources","UK Supreme Court","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Human Resources","West Midlands (England)","15","10","41340","40000"
"In post","2022","Human Resources","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","South West (England)","5","5","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Internal Audit","South East (England)","20","20","38080","35410"
"In post","2022","Internal Audit","Department for Transport","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
