"Status","Year","Disability","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Estyn","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","EO","70","70","26940","26750"
"In post","2022","Undeclared","Food Standards Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","G7","30","30","53210","52070"
"In post","2022","Undeclared","Food Standards Agency","Outside London","HEO","75","75","31240","30810"
"In post","2022","Undeclared","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","SEO","95","95","38670","37910"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","G6","30","30","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","G7","30","30","59570","58970"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","HEO","50","50","37470","37560"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","G7","30","30","55090","54470"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","AO","35","30","22600","22600"
"In post","2022","Undeclared","HM Land Registry","Outside London","EO","105","95","27530","27130"
"In post","2022","Undeclared","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","HEO","85","70","34460","33840"
"In post","2022","Undeclared","HM Land Registry","Outside London","SEO","40","40","41670","40860"
"In post","2022","Undeclared","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","London","AO","60","50","26090","26400"
"In post","2022","Undeclared","HM Revenue and Customs","London","EO","115","110","31680","31020"
"In post","2022","Undeclared","HM Revenue and Customs","London","G6","60","55","75750","74850"
"In post","2022","Undeclared","HM Revenue and Customs","London","G7","95","90","62230","62120"
"In post","2022","Undeclared","HM Revenue and Customs","London","HEO","130","125","38360","37930"
"In post","2022","Undeclared","HM Revenue and Customs","London","SCS level","15","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","London","SEO","95","90","45490","43920"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","AA","30","25","21250","21250"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","AO","735","635","21670","21260"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","EO","630","575","27260","26820"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","G6","70","65","68730","67910"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","G7","300","285","54860","55210"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","HEO","715","680","33520","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","SEO","395","375","40850","40520"
"In post","2022","Undeclared","HM Treasury","London","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","G6","30","30","67310","67070"
"In post","2022","Undeclared","HM Treasury","London","G7","120","115","55430","53360"
"In post","2022","Undeclared","HM Treasury","London","HEO","150","150","34270","32320"
"In post","2022","Undeclared","HM Treasury","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","London","AA","10","10","[c]","[c]"
"In post","2022","Undeclared","Home Office","London","AO","65","55","25630","25630"
"In post","2022","Undeclared","Home Office","London","EO","185","170","29640","29140"
"In post","2022","Undeclared","Home Office","London","G6","45","45","70570","68940"
"In post","2022","Undeclared","Home Office","London","G7","95","90","59090","57680"
"In post","2022","Undeclared","Home Office","London","HEO","125","115","35840","35200"
"In post","2022","Undeclared","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","London","SEO","105","105","43510","42410"
"In post","2022","Undeclared","Home Office","Outside London","AA","20","15","[c]","[c]"
"In post","2022","Undeclared","Home Office","Outside London","AO","150","135","21750","21680"
"In post","2022","Undeclared","Home Office","Outside London","EO","500","450","26530","26160"
"In post","2022","Undeclared","Home Office","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","Outside London","G7","35","35","53380","52070"
"In post","2022","Undeclared","Home Office","Outside London","HEO","205","200","31980","31100"
"In post","2022","Undeclared","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Outside London","SEO","95","95","38460","37660"
"In post","2022","Undeclared","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","AA","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","AO","40","40","26410","24840"
"In post","2022","Undeclared","Ministry of Defence","London","EO","45","45","29280","30370"
"In post","2022","Undeclared","Ministry of Defence","London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","G7","40","40","59390","59650"
"In post","2022","Undeclared","Ministry of Defence","London","HEO","65","65","38030","37640"
"In post","2022","Undeclared","Ministry of Defence","London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","SEO","70","70","45140","45200"
"In post","2022","Undeclared","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Outside London","AA","360","345","19780","19810"
"In post","2022","Undeclared","Ministry of Defence","Outside London","AO","740","705","25170","21830"
"In post","2022","Undeclared","Ministry of Defence","Outside London","EO","740","710","28210","26670"
"In post","2022","Undeclared","Ministry of Defence","Outside London","G6","75","70","72120","68630"
"In post","2022","Undeclared","Ministry of Defence","Outside London","G7","210","205","54530","54540"
"In post","2022","Undeclared","Ministry of Defence","Outside London","HEO","750","730","34030","33300"
"In post","2022","Undeclared","Ministry of Defence","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Outside London","SEO","585","565","41960","40820"
"In post","2022","Undeclared","Ministry of Defence","Outside London","Unknown","130","125","44040","41490"
"In post","2022","Undeclared","Ministry of Defence","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","London","AA","155","140","24780","25170"
"In post","2022","Undeclared","Ministry of Justice","London","AO","415","385","30050","29990"
"In post","2022","Undeclared","Ministry of Justice","London","EO","225","215","32330","30320"
"In post","2022","Undeclared","Ministry of Justice","London","G6","35","35","74090","70800"
"In post","2022","Undeclared","Ministry of Justice","London","G7","105","105","60950","59290"
"In post","2022","Undeclared","Ministry of Justice","London","HEO","175","165","37310","35320"
"In post","2022","Undeclared","Ministry of Justice","London","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","London","SEO","145","140","48350","47400"
"In post","2022","Undeclared","Ministry of Justice","London","Unknown","125","120","35090","33700"
"In post","2022","Undeclared","Ministry of Justice","Outside London","AA","815","710","21420","20920"
"In post","2022","Undeclared","Ministry of Justice","Outside London","AO","3105","2765","27790","31550"
"In post","2022","Undeclared","Ministry of Justice","Outside London","EO","1245","1170","30730","32040"
"In post","2022","Undeclared","Ministry of Justice","Outside London","G6","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Outside London","G7","80","80","59360","56920"
"In post","2022","Undeclared","Ministry of Justice","Outside London","HEO","755","715","35370","36480"
"In post","2022","Undeclared","Ministry of Justice","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Outside London","SEO","455","435","47160","46550"
"In post","2022","Undeclared","Ministry of Justice","Outside London","Unknown","645","595","30330","28200"
"In post","2022","Undeclared","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Outside London","AA","30","25","21980","22140"
"In post","2022","Undeclared","Scottish Government","Outside London","AO","45","40","24470","24400"
"In post","2022","Undeclared","Scottish Government","Outside London","EO","65","65","29870","30040"
"In post","2022","Undeclared","Scottish Government","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Outside London","G7","55","50","60030","62170"
"In post","2022","Undeclared","Scottish Government","Outside London","HEO","75","75","34830","36130"
"In post","2022","Undeclared","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Outside London","SEO","85","80","46630","47490"
"In post","2022","Undeclared","Scottish Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","AA","10","5","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","AO","45","30","20370","20350"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","HEO","40","35","37250","38160"
"In post","2022","Undeclared","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","SEO","50","50","46270","47470"
"In post","2022","Unknown","Attorney General's Departments","London","AO","115","110","23680","23770"
"In post","2022","Unknown","Attorney General's Departments","London","EO","135","130","28030","27350"
"In post","2022","Unknown","Attorney General's Departments","London","G6","170","155","69430","67770"
"In post","2022","Unknown","Attorney General's Departments","London","G7","275","260","55790","53390"
"In post","2022","Unknown","Attorney General's Departments","London","HEO","70","70","34740","33100"
"In post","2022","Unknown","Attorney General's Departments","London","SCS level","35","35","98240","80310"
"In post","2022","Unknown","Attorney General's Departments","London","SEO","40","40","40610","40000"
"In post","2022","Unknown","Attorney General's Departments","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Outside London","AO","270","255","22690","22200"
"In post","2022","Unknown","Attorney General's Departments","Outside London","EO","215","210","26490","25920"
"In post","2022","Unknown","Attorney General's Departments","Outside London","G6","25","25","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Outside London","G7","460","430","52660","51470"
"In post","2022","Unknown","Attorney General's Departments","Outside London","HEO","140","135","35770","38000"
"In post","2022","Unknown","Attorney General's Departments","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","London","AO","15","15","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","London","EO","100","95","27520","27500"
"In post","2022","Unknown","Cabinet Office","London","G6","255","250","72710","67510"
"In post","2022","Unknown","Cabinet Office","London","G7","635","630","58730","54980"
"In post","2022","Unknown","Cabinet Office","London","HEO","1280","1275","30440","29250"
"In post","2022","Unknown","Cabinet Office","London","SCS level","165","165","104980","98440"
"In post","2022","Unknown","Cabinet Office","London","SEO","145","145","41150","40600"
"In post","2022","Unknown","Cabinet Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Outside London","AO","105","100","21050","21050"
"In post","2022","Unknown","Cabinet Office","Outside London","EO","135","130","25470","25520"
"In post","2022","Unknown","Cabinet Office","Outside London","G6","175","170","75050","72030"
"In post","2022","Unknown","Cabinet Office","Outside London","G7","495","490","58240","55720"
"In post","2022","Unknown","Cabinet Office","Outside London","HEO","550","545","30380","30420"
"In post","2022","Unknown","Cabinet Office","Outside London","SCS level","70","70","108930","100820"
"In post","2022","Unknown","Cabinet Office","Outside London","SEO","190","190","38840","38980"
"In post","2022","Unknown","Cabinet Office","Unknown","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","G7","25","25","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","HEO","240","235","29980","29250"
"In post","2022","Unknown","Cabinet Office","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","G6","20","15","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","AO","20","15","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","EO","60","55","25210","24440"
"In post","2022","Unknown","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","HEO","60","55","29780","29160"
"In post","2022","Unknown","Charity Commission","Outside London","SEO","30","30","37530","37910"
"In post","2022","Unknown","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","G6","25","25","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","AO","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","EO","80","80","28240","27680"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","G6","75","75","66940","64700"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","G7","220","215","55060","53380"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","HEO","230","230","35270","33570"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","SEO","215","210","41640","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","AA","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","AO","415","380","21450","21130"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","EO","385","370","25650","24250"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","G6","30","30","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","G7","100","95","55090","55840"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","HEO","330","315","32380","31040"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","SEO","220","210","42120","41870"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","G6","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","G7","60","60","54200","52130"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","HEO","70","70","36410","34260"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","London","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Education","London","EO","75","70","28710","28500"
"In post","2022","Unknown","Department for Education","London","G6","55","50","65630","64180"
"In post","2022","Unknown","Department for Education","London","G7","180","175","54060","53420"
"In post","2022","Unknown","Department for Education","London","HEO","130","130","33910","32940"
"In post","2022","Unknown","Department for Education","London","SCS level","30","30","86730","77710"
"In post","2022","Unknown","Department for Education","London","SEO","140","140","41590","40230"
"In post","2022","Unknown","Department for Education","Outside London","AO","35","35","21250","21250"
"In post","2022","Unknown","Department for Education","Outside London","EO","345","340","25110","25000"
"In post","2022","Unknown","Department for Education","Outside London","G6","70","65","63030","61010"
"In post","2022","Unknown","Department for Education","Outside London","G7","285","280","50330","49860"
"In post","2022","Unknown","Department for Education","Outside London","HEO","430","420","30040","29360"
"In post","2022","Unknown","Department for Education","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Education","Outside London","SEO","425","415","37630","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","EO","45","45","27660","27960"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","G6","40","40","65310","64290"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","G7","105","105","54140","53310"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","HEO","130","130","33040","32560"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","SEO","90","85","40100","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Outside London","AO","110","100","22220","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Outside London","EO","110","100","25360","25150"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Outside London","G6","45","40","61900","60250"
