"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Male","50","[c]","33820","29080"
"Leaver CS","2022","Security","Outside London","Female","110","[c]","29900","26470"
"Leaver CS","2022","Security","Outside London","Male","505","[c]","32100","28750"
"Leaver CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","Male","35","[c]","37750","38000"
"Leaver CS","2022","Statistics","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","Male","35","[c]","39820","31350"
"Leaver CS","2022","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Female","835","[c]","43960","35060"
"Leaver CS","2022","Unknown","London","Male","810","[c]","49990","44250"
"Leaver CS","2022","Unknown","Outside London","Female","3760","[c]","30490","27570"
"Leaver CS","2022","Unknown","Outside London","Male","2955","[c]","34080","27570"
"Leaver CS","2022","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","155","[c]","43500","32000"
"Leaver CS","2022","Unknown","Unknown","Male","130","[c]","46770","34550"
"Leaver CS","2022","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","65","[c]","45460","42070"
"Leaver Dept.","2022","Commercial","London","Male","75","[c]","51650","53860"
"Leaver Dept.","2022","Commercial","Outside London","Female","185","[c]","37390","36500"
"Leaver Dept.","2022","Commercial","Outside London","Male","120","[c]","39550","36680"
"Leaver Dept.","2022","Commercial","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","160","[c]","42160","38290"
"Leaver Dept.","2022","Communications","London","Male","125","[c]","47730","40680"
"Leaver Dept.","2022","Communications","Outside London","Female","70","[c]","38120","34920"
"Leaver Dept.","2022","Communications","Outside London","Male","40","[c]","34970","32440"
"Leaver Dept.","2022","Communications","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","40","[c]","27770","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","45","[c]","30380","27570"
"Leaver Dept.","2022","Digital, Data and Technology","London","Female","130","[c]","46620","41170"
"Leaver Dept.","2022","Digital, Data and Technology","London","Male","140","[c]","46830","42920"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","Female","155","[c]","38780","36500"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","Male","270","[c]","40810","37250"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","Female","50","[c]","45990","40050"
"Leaver Dept.","2022","Economics","London","Male","85","[c]","46200","38310"
"Leaver Dept.","2022","Economics","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Female","115","[c]","47880","42050"
"Leaver Dept.","2022","Finance","London","Male","110","[c]","51200","44500"
"Leaver Dept.","2022","Finance","Outside London","Female","190","[c]","36390","33930"
"Leaver Dept.","2022","Finance","Outside London","Male","170","[c]","39930","36960"
"Leaver Dept.","2022","Finance","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Female","205","[c]","40070","33620"
"Leaver Dept.","2022","Human Resources","London","Male","95","[c]","44150","36660"
"Leaver Dept.","2022","Human Resources","Outside London","Female","215","[c]","37170","31990"
"Leaver Dept.","2022","Human Resources","Outside London","Male","75","[c]","39070","35310"
"Leaver Dept.","2022","Human Resources","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","Female","150","[c]","45020","44120"
"Leaver Dept.","2022","Knowledge and Information Management","London","Male","80","[c]","47320","48860"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","Female","45","[c]","39560","36710"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","Male","30","[c]","36030","32640"
"Leaver Dept.","2022","Legal","London","Female","65","[c]","59960","59130"
"Leaver Dept.","2022","Legal","London","Male","35","[c]","60970","61860"
"Leaver Dept.","2022","Legal","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","London","Female","110","[c]","93090","97550"
"Leaver Dept.","2022","Medicine","London","Male","55","[c]","97580","96960"
"Leaver Dept.","2022","Medicine","Outside London","Female","150","[c]","77350","84560"
"Leaver Dept.","2022","Medicine","Outside London","Male","80","[c]","105250","109550"
"Leaver Dept.","2022","Operational Delivery","London","Female","1830","[c]","38640","32650"
"Leaver Dept.","2022","Operational Delivery","London","Male","935","[c]","41350","35050"
"Leaver Dept.","2022","Operational Delivery","Outside London","Female","3530","[c]","29420","27570"
"Leaver Dept.","2022","Operational Delivery","Outside London","Male","2100","[c]","30160","27570"
"Leaver Dept.","2022","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","80","[c]","27790","26130"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","45","[c]","24800","21840"
"Leaver Dept.","2022","Operational Research","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","London","Female","160","[c]","36120","31060"
"Leaver Dept.","2022","Other","London","Male","110","[c]","39330","31180"
"Leaver Dept.","2022","Other","Outside London","Female","290","[c]","27310","27510"
"Leaver Dept.","2022","Other","Outside London","Male","210","[c]","29470","27570"
"Leaver Dept.","2022","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","London","Female","970","[c]","45780","40510"
"Leaver Dept.","2022","Policy","London","Male","840","[c]","48080","42570"
"Leaver Dept.","2022","Policy","Outside London","Female","290","[c]","39960","36780"
"Leaver Dept.","2022","Policy","Outside London","Male","250","[c]","37780","35380"
"Leaver Dept.","2022","Policy","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","Female","95","[c]","44530","39600"
"Leaver Dept.","2022","Project Delivery","London","Male","60","[c]","43720","40510"
"Leaver Dept.","2022","Project Delivery","Outside London","Female","175","[c]","37630","36400"
"Leaver Dept.","2022","Project Delivery","Outside London","Male","185","[c]","40640","37660"
"Leaver Dept.","2022","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","Female","40","[c]","32230","26880"
"Leaver Dept.","2022","Property","Outside London","Male","40","[c]","43340","40070"
"Leaver Dept.","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","London","Female","505","[c]","41580","40070"
"Leaver Dept.","2022","Science and Engineering","London","Male","205","[c]","44670","40210"
"Leaver Dept.","2022","Science and Engineering","Outside London","Female","990","[c]","37920","36330"
"Leaver Dept.","2022","Science and Engineering","Outside London","Male","570","[c]","39920","37000"
"Leaver Dept.","2022","Security","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Male","40","[c]","32250","30130"
"Leaver Dept.","2022","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","London","Female","40","[c]","42010","40640"
"Leaver Dept.","2022","Statistics","London","Male","40","[c]","45610","42420"
"Leaver Dept.","2022","Statistics","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","1255","[c]","43490","35590"
"Leaver Dept.","2022","Unknown","London","Male","1045","[c]","44180","35510"
"Leaver Dept.","2022","Unknown","Outside London","Female","925","[c]","34110","31540"
"Leaver Dept.","2022","Unknown","Outside London","Male","795","[c]","35760","32000"
"Leaver Dept.","2022","Unknown","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","200","[c]","39420","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","160","[c]","41390","33250"
"Leaver Dept.","2022","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","Female","120","[c]","37250","34480"
"New entrant CS","2022","Commercial","London","Male","70","[c]","35980","34710"
"New entrant CS","2022","Commercial","Outside London","Female","345","[c]","30950","29180"
"New entrant CS","2022","Commercial","Outside London","Male","265","[c]","31900","29180"
"New entrant CS","2022","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","Female","250","[c]","37240","34260"
"New entrant CS","2022","Communications","London","Male","140","[c]","37080","33210"
"New entrant CS","2022","Communications","Outside London","Female","130","[c]","34300","33000"
"New entrant CS","2022","Communications","Outside London","Male","70","[c]","33790","30870"
"New entrant CS","2022","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Female","80","[c]","27960","25110"
"New entrant CS","2022","Counter Fraud","London","Male","50","[c]","29650","25110"
"New entrant CS","2022","Counter Fraud","Outside London","Female","325","[c]","25510","27570"
"New entrant CS","2022","Counter Fraud","Outside London","Male","245","[c]","26170","27570"
"New entrant CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","London","Female","295","[c]","42010","40050"
"New entrant CS","2022","Digital, Data and Technology","London","Male","430","[c]","45040","41750"
"New entrant CS","2022","Digital, Data and Technology","Outside London","Female","705","[c]","34590","33080"
"New entrant CS","2022","Digital, Data and Technology","Outside London","Male","1350","[c]","37190","33370"
"New entrant CS","2022","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","London","Female","100","[c]","35030","31800"
"New entrant CS","2022","Economics","London","Male","175","[c]","37890","32390"
"New entrant CS","2022","Economics","Outside London","Female","50","[c]","28930","30710"
"New entrant CS","2022","Economics","Outside London","Male","75","[c]","29550","30350"
"New entrant CS","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Female","135","[c]","41670","40650"
"New entrant CS","2022","Finance","London","Male","125","[c]","42020","37610"
"New entrant CS","2022","Finance","Outside London","Female","490","[c]","33200","29360"
"New entrant CS","2022","Finance","Outside London","Male","445","[c]","33620","30820"
"New entrant CS","2022","Finance","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Outside London","Female","30","[c]","25360","20420"
"New entrant CS","2022","Geography","Outside London","Male","60","[c]","28580","20420"
"New entrant CS","2022","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","Female","260","[c]","36190","32560"
"New entrant CS","2022","Human Resources","London","Male","110","[c]","35080","32320"
"New entrant CS","2022","Human Resources","Outside London","Female","555","[c]","31740","27230"
"New entrant CS","2022","Human Resources","Outside London","Male","215","[c]","34430","30130"
"New entrant CS","2022","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Outside London","Female","110","[c]","56910","51360"
"New entrant CS","2022","Inspector of Education and Training","Outside London","Male","35","[c]","66850","70500"
"New entrant CS","2022","Intelligence Analysis","London","Female","35","[c]","31400","30750"
"New entrant CS","2022","Intelligence Analysis","London","Male","50","[c]","33390","30200"
"New entrant CS","2022","Intelligence Analysis","Outside London","Female","60","[c]","27790","26350"
"New entrant CS","2022","Intelligence Analysis","Outside London","Male","75","[c]","28100","26590"
"New entrant CS","2022","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Female","90","[c]","36420","31800"
"New entrant CS","2022","International Trade","London","Male","80","[c]","35880","31800"
"New entrant CS","2022","International Trade","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Female","50","[c]","36030","32290"
"New entrant CS","2022","Knowledge and Information Management","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Female","80","[c]","27830","26880"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Male","65","[c]","28620","27810"
"New entrant CS","2022","Legal","London","Female","285","[c]","45870","50500"
"New entrant CS","2022","Legal","London","Male","170","[c]","45990","43920"
"New entrant CS","2022","Legal","Outside London","Female","325","[c]","38760","38000"
"New entrant CS","2022","Legal","Outside London","Male","165","[c]","38810","38550"
"New entrant CS","2022","Medicine","London","Female","35","[c]","71100","78190"
"New entrant CS","2022","Medicine","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Female","195","[c]","42090","34170"
"New entrant CS","2022","Medicine","Outside London","Male","85","[c]","57220","47560"
"New entrant CS","2022","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","Female","3105","[c]","32230","30520"
"New entrant CS","2022","Operational Delivery","London","Male","1850","[c]","33710","31060"
"New entrant CS","2022","Operational Delivery","Outside London","Female","18910","[c]","25020","23170"
"New entrant CS","2022","Operational Delivery","Outside London","Male","12650","[c]","25580","23170"
"New entrant CS","2022","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Female","205","[c]","26280","24310"
"New entrant CS","2022","Operational Delivery","Unknown","Male","100","[c]","26380","24800"
"New entrant CS","2022","Operational Research","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Female","35","[c]","31900","29230"
"New entrant CS","2022","Operational Research","Outside London","Male","45","[c]","31810","30710"
"New entrant CS","2022","Other","London","Female","280","[c]","31740","27200"
"New entrant CS","2022","Other","London","Male","225","[c]","36740","28650"
"New entrant CS","2022","Other","Outside London","Female","1015","[c]","24860","21260"
"New entrant CS","2022","Other","Outside London","Male","925","[c]","26660","21260"
"New entrant CS","2022","Other","Overseas","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","40","[c]","22740","16190"
"New entrant CS","2022","Other","Unknown","Male","125","[c]","21480","16190"
"New entrant CS","2022","Planning","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Male","35","[c]","40840","39100"
"New entrant CS","2022","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","Female","1295","[c]","37520","33570"
"New entrant CS","2022","Policy","London","Male","995","[c]","38180","34020"
"New entrant CS","2022","Policy","Outside London","Female","925","[c]","34240","30700"
"New entrant CS","2022","Policy","Outside London","Male","675","[c]","35080","31990"
"New entrant CS","2022","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Female","190","[c]","40670","35050"
"New entrant CS","2022","Project Delivery","London","Male","145","[c]","43230","37920"
"New entrant CS","2022","Project Delivery","Outside London","Female","435","[c]","34020","33000"
"New entrant CS","2022","Project Delivery","Outside London","Male","460","[c]","37120","35300"
"New entrant CS","2022","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","Female","60","[c]","39700","34630"
"New entrant CS","2022","Property","London","Male","75","[c]","37720","31130"
"New entrant CS","2022","Property","Outside London","Female","275","[c]","31350","26350"
"New entrant CS","2022","Property","Outside London","Male","360","[c]","35650","33000"
"New entrant CS","2022","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Outside London","Female","155","[c]","26300","27540"
"New entrant CS","2022","Psychology","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","London","Female","130","[c]","36340","32330"
"New entrant CS","2022","Science and Engineering","London","Male","65","[c]","37790","32820"
"New entrant CS","2022","Science and Engineering","Outside London","Female","580","[c]","31020","28590"
"New entrant CS","2022","Science and Engineering","Outside London","Male","910","[c]","31870","29230"
"New entrant CS","2022","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
