"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Declared non-disabled","Operational Delivery","Undeclared","1510","1165","27310","26590"
"In post","2022","60-64","Declared non-disabled","Operational Delivery","Unknown","2410","1830","26830","26120"
"In post","2022","60-64","Declared non-disabled","Operational Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Operational Research","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Other","Heterosexual / straight","1950","1780","28590","25310"
"In post","2022","60-64","Declared non-disabled","Other","LGBO","35","30","28250","26210"
"In post","2022","60-64","Declared non-disabled","Other","Undeclared","220","200","28660","26670"
"In post","2022","60-64","Declared non-disabled","Other","Unknown","155","130","31580","26120"
"In post","2022","60-64","Declared non-disabled","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectors","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Policy","Heterosexual / straight","665","610","51180","46460"
"In post","2022","60-64","Declared non-disabled","Policy","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Policy","Undeclared","85","75","50330","46730"
"In post","2022","60-64","Declared non-disabled","Policy","Unknown","45","40","47100","43090"
"In post","2022","60-64","Declared non-disabled","Project Delivery","Heterosexual / straight","595","515","44400","40670"
"In post","2022","60-64","Declared non-disabled","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Project Delivery","Undeclared","70","60","41750","38740"
"In post","2022","60-64","Declared non-disabled","Project Delivery","Unknown","75","60","38770","38070"
"In post","2022","60-64","Declared non-disabled","Property","Heterosexual / straight","510","460","38440","34000"
"In post","2022","60-64","Declared non-disabled","Property","LGBO","10","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Property","Undeclared","60","50","39340","33630"
"In post","2022","60-64","Declared non-disabled","Property","Unknown","50","40","38410","35630"
"In post","2022","60-64","Declared non-disabled","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Science and Engineering","Heterosexual / straight","535","490","39070","38070"
"In post","2022","60-64","Declared non-disabled","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Science and Engineering","Undeclared","95","80","38390","35710"
"In post","2022","60-64","Declared non-disabled","Science and Engineering","Unknown","130","110","47270","47010"
"In post","2022","60-64","Declared non-disabled","Security","Heterosexual / straight","510","465","27860","21850"
"In post","2022","60-64","Declared non-disabled","Security","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Security","Undeclared","50","45","29860","23380"
"In post","2022","60-64","Declared non-disabled","Security","Unknown","30","25","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Social Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Statistics","Heterosexual / straight","30","30","45860","39670"
"In post","2022","60-64","Declared non-disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Tax","Heterosexual / straight","585","460","39690","35980"
"In post","2022","60-64","Declared non-disabled","Tax","LGBO","20","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Tax","Undeclared","70","55","41890","35980"
"In post","2022","60-64","Declared non-disabled","Tax","Unknown","90","65","39570","35980"
"In post","2022","60-64","Declared non-disabled","Unknown","Heterosexual / straight","515","465","45560","36130"
"In post","2022","60-64","Declared non-disabled","Unknown","LGBO","15","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Undeclared","40","35","44490","37520"
"In post","2022","60-64","Declared non-disabled","Unknown","Unknown","205","185","39670","35590"
"In post","2022","60-64","Declared non-disabled","Veterinarian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Digital, Data and Technology","Undeclared","45","40","41450","38480"
"In post","2022","60-64","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Finance","Heterosexual / straight","30","30","39410","35770"
"In post","2022","60-64","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Finance","Undeclared","35","35","39060","35640"
"In post","2022","60-64","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Intelligence Analysis","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Operational Delivery","Heterosexual / straight","780","620","27220","26800"
"In post","2022","60-64","Undeclared","Operational Delivery","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Operational Delivery","Undeclared","515","410","27880","26820"
"In post","2022","60-64","Undeclared","Operational Delivery","Unknown","330","240","28840","31470"
"In post","2022","60-64","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Other","Heterosexual / straight","130","120","27460","25970"
"In post","2022","60-64","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Other","Undeclared","115","110","29490","26670"
"In post","2022","60-64","Undeclared","Other","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Policy","Heterosexual / straight","30","30","49150","39200"
"In post","2022","60-64","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Policy","Undeclared","35","35","46440","39910"
"In post","2022","60-64","Undeclared","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Project Delivery","Heterosexual / straight","30","25","41060","39000"
"In post","2022","60-64","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Project Delivery","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Property","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","60-64","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Property","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Property","Unknown","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Science and Engineering","Heterosexual / straight","30","30","34030","35120"
"In post","2022","60-64","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Science and Engineering","Undeclared","60","55","35210","33670"
"In post","2022","60-64","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Security","Heterosexual / straight","40","35","26110","21320"
"In post","2022","60-64","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Security","Undeclared","35","30","33220","33300"
"In post","2022","60-64","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Tax","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Tax","Undeclared","65","50","43590","35980"
"In post","2022","60-64","Undeclared","Tax","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","Unknown","30","25","[c]","[c]"
"In post","2022","60-64","Unknown","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Counter Fraud","Unknown","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data and Technology","Heterosexual / straight","35","30","42500","36740"
"In post","2022","60-64","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data and Technology","Unknown","80","75","45640","40370"
"In post","2022","60-64","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","Unknown","45","40","35130","33660"
"In post","2022","60-64","Unknown","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Geography","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Inspector of Education and Training","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","Unknown","70","60","50970","53050"
"In post","2022","60-64","Unknown","Medicine","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Medicine","Unknown","25","25","[c]","[c]"
"In post","2022","60-64","Unknown","Operational Delivery","Heterosexual / straight","620","485","31510","27830"
"In post","2022","60-64","Unknown","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Operational Delivery","Undeclared","95","75","35690","29500"
"In post","2022","60-64","Unknown","Operational Delivery","Unknown","1790","1425","27770","24630"
"In post","2022","60-64","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Other","Heterosexual / straight","155","145","29050","23340"
"In post","2022","60-64","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Other","Undeclared","35","30","32360","26670"
"In post","2022","60-64","Unknown","Other","Unknown","250","235","35440","32700"
"In post","2022","60-64","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Policy","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Policy","Unknown","55","50","49250","46120"
"In post","2022","60-64","Unknown","Project Delivery","Heterosexual / straight","35","30","44330","40980"
"In post","2022","60-64","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Project Delivery","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Project Delivery","Unknown","50","45","43940","42770"
"In post","2022","60-64","Unknown","Property","Heterosexual / straight","35","30","29490","22040"
"In post","2022","60-64","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Property","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Property","Unknown","80","75","34710","30340"
"In post","2022","60-64","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Science and Engineering","Heterosexual / straight","45","40","45880","43230"
"In post","2022","60-64","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Science and Engineering","Unknown","75","65","46870","44950"
"In post","2022","60-64","Unknown","Security","Heterosexual / straight","55","45","26600","21020"
"In post","2022","60-64","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Security","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Security","Unknown","40","35","30590","25000"
"In post","2022","60-64","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Tax","Heterosexual / straight","30","25","34720","33440"
"In post","2022","60-64","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Tax","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Tax","Unknown","215","175","34800","33370"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","75","65","42120","36130"
"In post","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Unknown","310","285","41440","33190"
"In post","2022","60-64","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Counter Fraud","Heterosexual / straight","35","25","28500","27570"
"In post","2022","65+","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Digital, Data and Technology","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Declared disabled","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Finance","Heterosexual / straight","30","25","38300","37070"
"In post","2022","65+","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
