"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Undeclared","Finance","Unknown","20","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Undeclared","25","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","Undeclared","40","35","45920","48080"
"In post","2022","Unknown","Undeclared","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","Heterosexual / straight","150","140","35910","35000"
"In post","2022","Unknown","Undeclared","No function","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","Undeclared","380","360","39430","35000"
"In post","2022","Unknown","Undeclared","No function","Unknown","630","580","38930","35000"
"In post","2022","Unknown","Undeclared","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","Undeclared","50","50","43100","40180"
"In post","2022","Unknown","Undeclared","Project Delivery","Unknown","35","35","44490","40520"
"In post","2022","Unknown","Undeclared","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","Undeclared","35","35","38210","39070"
"In post","2022","Unknown","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","Undeclared","155","150","42150","37000"
"In post","2022","Unknown","Undeclared","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Analysis","Undeclared","110","105","50120","53360"
"In post","2022","Unknown","Unknown","Analysis","Unknown","650","630","40570","36840"
"In post","2022","Unknown","Unknown","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","Undeclared","85","85","46380","41850"
"In post","2022","Unknown","Unknown","Commercial","Unknown","1605","1580","61390","61710"
"In post","2022","Unknown","Unknown","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","Undeclared","150","145","46370","51070"
"In post","2022","Unknown","Unknown","Communications","Unknown","1830","1785","33270","26820"
"In post","2022","Unknown","Unknown","Counter Fraud","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","Undeclared","20","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","Unknown","1815","1750","32460","31000"
"In post","2022","Unknown","Unknown","Debt","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Debt","Unknown","1130","1050","22590","21250"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","Heterosexual / straight","35","35","45400","42980"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","Undeclared","75","70","42040","36820"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","Unknown","2400","2365","41780","38450"
"In post","2022","Unknown","Unknown","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Finance","Undeclared","160","160","41940","37060"
"In post","2022","Unknown","Unknown","Finance","Unknown","1040","990","36400","33290"
"In post","2022","Unknown","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","Undeclared","40","40","33720","30520"
"In post","2022","Unknown","Unknown","Human Resources","Unknown","820","795","35950","32000"
"In post","2022","Unknown","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Internal Audit","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","Heterosexual / straight","35","30","44540","38000"
"In post","2022","Unknown","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","Unknown","950","895","48270","50500"
"In post","2022","Unknown","Unknown","No function","Heterosexual / straight","465","435","31350","27570"
"In post","2022","Unknown","Unknown","No function","LGBO","55","55","34040","32120"
"In post","2022","Unknown","Unknown","No function","Undeclared","720","690","46320","41030"
"In post","2022","Unknown","Unknown","No function","Unknown","31565","29905","29950","26900"
"In post","2022","Unknown","Unknown","Project Delivery","Heterosexual / straight","45","45","46730","40520"
"In post","2022","Unknown","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","Undeclared","35","35","52210","48200"
"In post","2022","Unknown","Unknown","Project Delivery","Unknown","2015","1965","42970","40180"
"In post","2022","Unknown","Unknown","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Property","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Property","Unknown","1185","1145","31580","26880"
"In post","2022","Unknown","Unknown","Security","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","Unknown","1165","1150","31310","27680"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","105","100","36250","34840"
"In post","2022","Unknown","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","95","90","41470","40650"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10290","9975","35030","30780"
"In post","2022","Unknown","White","Analysis","Heterosexual / straight","510","495","41420","38340"
"In post","2022","Unknown","White","Analysis","LGBO","55","55","37100","33210"
"In post","2022","Unknown","White","Analysis","Undeclared","45","45","44360","36740"
"In post","2022","Unknown","White","Analysis","Unknown","190","180","42810","37280"
"In post","2022","Unknown","White","Commercial","Heterosexual / straight","380","370","38830","36500"
"In post","2022","Unknown","White","Commercial","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","White","Commercial","Undeclared","35","35","45120","40980"
"In post","2022","Unknown","White","Commercial","Unknown","105","100","49290","49060"
"In post","2022","Unknown","White","Communications","Heterosexual / straight","255","250","40160","36840"
"In post","2022","Unknown","White","Communications","LGBO","40","40","36770","33120"
"In post","2022","Unknown","White","Communications","Undeclared","30","25","[c]","[c]"
"In post","2022","Unknown","White","Communications","Unknown","105","100","35310","30350"
"In post","2022","Unknown","White","Counter Fraud","Heterosexual / straight","240","220","34700","33370"
"In post","2022","Unknown","White","Counter Fraud","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Unknown","345","315","32660","31020"
"In post","2022","Unknown","White","Debt","Heterosexual / straight","50","45","24700","21670"
"In post","2022","Unknown","White","Debt","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","White","Debt","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","White","Debt","Unknown","120","105","28310","22080"
"In post","2022","Unknown","White","Digital, Data & Technology","Heterosexual / straight","810","790","40770","37350"
"In post","2022","Unknown","White","Digital, Data & Technology","LGBO","70","70","39110","36500"
"In post","2022","Unknown","White","Digital, Data & Technology","Undeclared","75","70","45720","41540"
"In post","2022","Unknown","White","Digital, Data & Technology","Unknown","285","275","42360","39580"
"In post","2022","Unknown","White","Finance","Heterosexual / straight","470","455","39700","36630"
"In post","2022","Unknown","White","Finance","LGBO","40","40","36210","32790"
"In post","2022","Unknown","White","Finance","Undeclared","40","40","42690","40650"
"In post","2022","Unknown","White","Finance","Unknown","155","140","36070","30440"
"In post","2022","Unknown","White","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Human Resources","Heterosexual / straight","430","400","35850","32770"
"In post","2022","Unknown","White","Human Resources","LGBO","35","35","30620","27270"
"In post","2022","Unknown","White","Human Resources","Undeclared","35","30","35170","33300"
"In post","2022","Unknown","White","Human Resources","Unknown","105","95","32050","28570"
"In post","2022","Unknown","White","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","White","Legal","Heterosexual / straight","710","685","40010","38760"
"In post","2022","Unknown","White","Legal","LGBO","45","45","33660","26950"
"In post","2022","Unknown","White","Legal","Undeclared","45","40","36330","28430"
"In post","2022","Unknown","White","Legal","Unknown","215","190","48400","53050"
"In post","2022","Unknown","White","No function","Heterosexual / straight","7605","7130","36480","34140"
"In post","2022","Unknown","White","No function","LGBO","565","555","35490","32770"
"In post","2022","Unknown","White","No function","Undeclared","560","525","39540","34530"
"In post","2022","Unknown","White","No function","Unknown","2865","2575","34250","28570"
"In post","2022","Unknown","White","Project Delivery","Heterosexual / straight","885","850","42540","40500"
"In post","2022","Unknown","White","Project Delivery","LGBO","40","35","43430","39940"
"In post","2022","Unknown","White","Project Delivery","Undeclared","95","90","39400","39710"
"In post","2022","Unknown","White","Project Delivery","Unknown","355","330","44400","40550"
"In post","2022","Unknown","White","Property","Heterosexual / straight","360","350","34350","32210"
"In post","2022","Unknown","White","Property","LGBO","20","15","[c]","[c]"
"In post","2022","Unknown","White","Property","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","White","Property","Unknown","110","110","31520","29980"
"In post","2022","Unknown","White","Security","Heterosexual / straight","685","670","32200","31370"
"In post","2022","Unknown","White","Security","LGBO","30","30","30030","27680"
"In post","2022","Unknown","White","Security","Undeclared","70","65","33970","39070"
"In post","2022","Unknown","White","Security","Unknown","135","130","35730","39070"
"In post","2022","Unknown","White","Unknown","Heterosexual / straight","3760","3620","38080","32770"
"In post","2022","Unknown","White","Unknown","LGBO","255","250","36340","31280"
"In post","2022","Unknown","White","Unknown","Undeclared","260","250","36000","32550"
"In post","2022","Unknown","White","Unknown","Unknown","600","565","34450","30030"
"Leaver CS","2022","Declared disabled","Asian","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","No function","Heterosexual / straight","100","[c]","28240","27570"
"Leaver CS","2022","Declared disabled","Asian","No function","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","No function","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","No function","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","No function","Heterosexual / straight","85","[c]","31540","28310"
"Leaver CS","2022","Declared disabled","Black","No function","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","No function","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
