"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","Declared disabled","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Transport","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Work and Pensions","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Justice","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Cabinet Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Cabinet Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Education","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Work and Pensions","Female","130","[c]","25250","25110"
"Leaver CS","2022","20-29","Declared disabled","Department for Work and Pensions","Male","95","[c]","24370","21260"
"Leaver CS","2022","20-29","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department of Health and Social Care","Female","40","[c]","26520","26880"
"Leaver CS","2022","20-29","Declared disabled","Department of Health and Social Care","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Revenue and Customs","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Defence","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Defence","Male","30","[c]","27090","25960"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Justice","Female","125","[c]","23360","21170"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Justice","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scottish Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Statistics Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Attorney General's Departments","Female","40","[c]","28960","26950"
"Leaver CS","2022","20-29","Declared non-disabled","Attorney General's Departments","Male","30","[c]","32850","27350"
"Leaver CS","2022","20-29","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Cabinet Office","Female","50","[c]","33250","32000"
"Leaver CS","2022","20-29","Declared non-disabled","Cabinet Office","Male","35","[c]","33450","27500"
"Leaver CS","2022","20-29","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Chancellor's other departments","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Charity Commission","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
