"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Land Registry","Tees Valley and Durham","AA/AO","250","235","22600","22600"
"In post","2022","HM Land Registry","Tees Valley and Durham","EO","275","250","27150","27130"
"In post","2022","HM Land Registry","Tees Valley and Durham","G6/G7","20","20","58800","56750"
"In post","2022","HM Land Registry","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Tees Valley and Durham","SEO/HEO","185","170","36140","33840"
"In post","2022","HM Land Registry","West Midlands","AA/AO","65","65","22600","22600"
"In post","2022","HM Land Registry","West Midlands","EO","95","80","27180","27130"
"In post","2022","HM Land Registry","West Midlands","G6/G7","15","15","61910","61480"
"In post","2022","HM Land Registry","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands","SEO/HEO","90","85","36460","33840"
"In post","2022","HM Land Registry","West Wales and The Valleys","AA/AO","210","195","22600","22600"
"In post","2022","HM Land Registry","West Wales and The Valleys","EO","305","275","27130","27130"
"In post","2022","HM Land Registry","West Wales and The Valleys","G6/G7","20","15","60890","60520"
"In post","2022","HM Land Registry","West Wales and The Valleys","SEO/HEO","235","205","36170","33840"
"In post","2022","HM Revenue and Customs","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Bedfordshire and Hertfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","115","110","22060","21250"
"In post","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","EO","120","115","28980","28920"
"In post","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","45","40","61570","58710"
"In post","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","165","150","38130","37930"
"In post","2022","HM Revenue and Customs","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cornwall and Isles of Scilly","AA/AO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cornwall and Isles of Scilly","SEO/HEO","15","10","38400","35230"
"In post","2022","HM Revenue and Customs","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","715","645","21610","21250"
"In post","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","1040","985","26850","26820"
"In post","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","G6/G7","530","515","57580","55210"
"In post","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SCS level","30","30","86790","79410"
"In post","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO/HEO","1755","1685","35560","33370"
"In post","2022","HM Revenue and Customs","Devon","AA/AO","255","240","21980","22010"
"In post","2022","HM Revenue and Customs","Devon","EO","90","85","26210","26520"
"In post","2022","HM Revenue and Customs","Devon","G6/G7","30","25","56650","56660"
"In post","2022","HM Revenue and Customs","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Devon","SEO/HEO","90","85","37260","34000"
"In post","2022","HM Revenue and Customs","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Anglia","AA/AO","150","135","21670","21720"
"In post","2022","HM Revenue and Customs","East Anglia","EO","185","170","27380","26820"
"In post","2022","HM Revenue and Customs","East Anglia","G6/G7","45","40","58990","57150"
"In post","2022","HM Revenue and Customs","East Anglia","SEO/HEO","250","235","35950","33430"
"In post","2022","HM Revenue and Customs","East Wales","AA/AO","1355","1200","21470","21250"
"In post","2022","HM Revenue and Customs","East Wales","EO","1275","1200","26760","26820"
"In post","2022","HM Revenue and Customs","East Wales","G6/G7","340","330","56560","55210"
"In post","2022","HM Revenue and Customs","East Wales","SCS level","15","15","82770","74700"
"In post","2022","HM Revenue and Customs","East Wales","SEO/HEO","1580","1520","35160","33370"
"In post","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","EO","35","30","26950","26880"
"In post","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","25","38120","34000"
"In post","2022","HM Revenue and Customs","Eastern Scotland","AA/AO","890","835","21370","21250"
"In post","2022","HM Revenue and Customs","Eastern Scotland","EO","530","495","26990","26820"
"In post","2022","HM Revenue and Customs","Eastern Scotland","G6/G7","210","205","57930","55210"
"In post","2022","HM Revenue and Customs","Eastern Scotland","SCS level","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Eastern Scotland","SEO/HEO","695","670","35340","33370"
"In post","2022","HM Revenue and Customs","Essex","AA/AO","125","105","21780","22040"
"In post","2022","HM Revenue and Customs","Essex","EO","185","165","27450","26820"
"In post","2022","HM Revenue and Customs","Essex","G6/G7","110","105","57740","55210"
"In post","2022","HM Revenue and Customs","Essex","SCS level","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Essex","SEO/HEO","390","360","37280","35980"
"In post","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","125","115","21670","21750"
"In post","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","345","320","27120","26820"
"In post","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","315","300","58530","55210"
"In post","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","10","80200","77690"
"In post","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","750","720","35690","33370"
"In post","2022","HM Revenue and Customs","Greater Manchester","AA/AO","1435","1310","21420","21250"
"In post","2022","HM Revenue and Customs","Greater Manchester","EO","1635","1560","26740","26820"
"In post","2022","HM Revenue and Customs","Greater Manchester","G6/G7","890","860","57630","55210"
"In post","2022","HM Revenue and Customs","Greater Manchester","SCS level","35","35","79510","75500"
"In post","2022","HM Revenue and Customs","Greater Manchester","SEO/HEO","2725","2630","35680","33370"
"In post","2022","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","420","355","21540","21250"
"In post","2022","HM Revenue and Customs","Hampshire and Isle of Wight","EO","245","215","27480","26820"
"In post","2022","HM Revenue and Customs","Hampshire and Isle of Wight","G6/G7","80","80","59110","55410"
"In post","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SEO/HEO","295","270","36160","33680"
"In post","2022","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Inner London - East","AA/AO","480","425","25890","26400"
"In post","2022","HM Revenue and Customs","Inner London - East","EO","1205","1140","31610","31020"
"In post","2022","HM Revenue and Customs","Inner London - East","G6/G7","1190","1145","65820","62120"
"In post","2022","HM Revenue and Customs","Inner London - East","SCS level","95","95","86840","82340"
"In post","2022","HM Revenue and Customs","Inner London - East","SEO/HEO","2385","2310","40490","38290"
"In post","2022","HM Revenue and Customs","Inner London - West","AA/AO","15","15","26130","26400"
"In post","2022","HM Revenue and Customs","Inner London - West","EO","55","50","31780","31020"
"In post","2022","HM Revenue and Customs","Inner London - West","G6/G7","625","605","66070","62120"
"In post","2022","HM Revenue and Customs","Inner London - West","SCS level","105","100","91940","82560"
"In post","2022","HM Revenue and Customs","Inner London - West","SEO/HEO","390","380","41440","43430"
"In post","2022","HM Revenue and Customs","Kent","AA/AO","15","15","21760","22080"
"In post","2022","HM Revenue and Customs","Kent","EO","115","105","27270","26820"
"In post","2022","HM Revenue and Customs","Kent","G6/G7","10","10","59220","58090"
"In post","2022","HM Revenue and Customs","Kent","SEO/HEO","110","105","36680","33710"
"In post","2022","HM Revenue and Customs","Lancashire","AA/AO","830","705","21580","21250"
"In post","2022","HM Revenue and Customs","Lancashire","EO","340","300","27190","26820"
"In post","2022","HM Revenue and Customs","Lancashire","G6/G7","145","140","57590","55210"
"In post","2022","HM Revenue and Customs","Lancashire","SCS level","10","10","76090","75450"
"In post","2022","HM Revenue and Customs","Lancashire","SEO/HEO","430","400","36580","35060"
"In post","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","115","100","21580","21250"
"In post","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","EO","40","35","27620","26820"
"In post","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","G6/G7","20","20","58010","55210"
"In post","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","80","75","36140","33480"
"In post","2022","HM Revenue and Customs","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Merseyside","AA/AO","2265","2015","21480","21250"
"In post","2022","HM Revenue and Customs","Merseyside","EO","1290","1205","26680","26820"
"In post","2022","HM Revenue and Customs","Merseyside","G6/G7","625","605","57490","55210"
"In post","2022","HM Revenue and Customs","Merseyside","SCS level","25","25","82640","75180"
"In post","2022","HM Revenue and Customs","Merseyside","SEO/HEO","1875","1805","35720","33370"
"In post","2022","HM Revenue and Customs","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Northern Ireland","AA/AO","730","660","21400","21250"
"In post","2022","HM Revenue and Customs","Northern Ireland","EO","645","605","26810","26820"
"In post","2022","HM Revenue and Customs","Northern Ireland","G6/G7","190","185","57120","55210"
"In post","2022","HM Revenue and Customs","Northern Ireland","SCS level","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Northern Ireland","SEO/HEO","790","765","35310","33370"
"In post","2022","HM Revenue and Customs","Northumberland, and Tyne and Wear","AA/AO","4320","3545","21570","21250"
"In post","2022","HM Revenue and Customs","Northumberland, and Tyne and Wear","EO","2445","2265","26750","26820"
"In post","2022","HM Revenue and Customs","Northumberland, and Tyne and Wear","G6/G7","970","950","57100","55210"
"In post","2022","HM Revenue and Customs","Northumberland, and Tyne and Wear","SCS level","40","40","81540","75460"
"In post","2022","HM Revenue and Customs","Northumberland, and Tyne and Wear","SEO/HEO","3070","2950","35800","33370"
"In post","2022","HM Revenue and Customs","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Outer London - South","AA/AO","360","330","25710","25330"
"In post","2022","HM Revenue and Customs","Outer London - South","EO","670","635","31310","31020"
"In post","2022","HM Revenue and Customs","Outer London - South","G6/G7","595","570","66280","62120"
"In post","2022","HM Revenue and Customs","Outer London - South","SCS level","40","40","86110","80980"
"In post","2022","HM Revenue and Customs","Outer London - South","SEO/HEO","1335","1280","40170","37930"
"In post","2022","HM Revenue and Customs","Outer London - West and North West","AA/AO","35","35","25600","25750"
"In post","2022","HM Revenue and Customs","Outer London - West and North West","EO","65","60","30430","30600"
"In post","2022","HM Revenue and Customs","Outer London - West and North West","G6/G7","15","15","65050","63750"
"In post","2022","HM Revenue and Customs","Outer London - West and North West","SEO/HEO","70","70","40470","38000"
"In post","2022","HM Revenue and Customs","Shropshire and Staffordshire","AA/AO","70","55","21760","22040"
"In post","2022","HM Revenue and Customs","Shropshire and Staffordshire","EO","130","115","27040","26820"
"In post","2022","HM Revenue and Customs","Shropshire and Staffordshire","G6/G7","255","250","57650","55210"
"In post","2022","HM Revenue and Customs","Shropshire and Staffordshire","SCS level","15","15","80400","74700"
"In post","2022","HM Revenue and Customs","Shropshire and Staffordshire","SEO/HEO","420","400","37720","40180"
"In post","2022","HM Revenue and Customs","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South Yorkshire","EO","15","15","26440","26790"
"In post","2022","HM Revenue and Customs","South Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South Yorkshire","SEO/HEO","25","20","40780","42850"
"In post","2022","HM Revenue and Customs","Southern Scotland","AA/AO","1160","990","21450","21250"
"In post","2022","HM Revenue and Customs","Southern Scotland","EO","485","415","26790","26820"
"In post","2022","HM Revenue and Customs","Southern Scotland","G6/G7","100","100","55740","55210"
"In post","2022","HM Revenue and Customs","Southern Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Southern Scotland","SEO/HEO","445","415","35360","33370"
"In post","2022","HM Revenue and Customs","Surrey, East and West Sussex","AA/AO","125","110","21840","22080"
"In post","2022","HM Revenue and Customs","Surrey, East and West Sussex","EO","185","160","27680","27560"
"In post","2022","HM Revenue and Customs","Surrey, East and West Sussex","G6/G7","100","100","56930","55210"
"In post","2022","HM Revenue and Customs","Surrey, East and West Sussex","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Surrey, East and West Sussex","SEO/HEO","255","240","37090","35980"
"In post","2022","HM Revenue and Customs","Tees Valley and Durham","AA/AO","550","505","21760","22010"
"In post","2022","HM Revenue and Customs","Tees Valley and Durham","EO","165","155","26170","26590"
"In post","2022","HM Revenue and Customs","Tees Valley and Durham","G6/G7","25","25","58400","57150"
"In post","2022","HM Revenue and Customs","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tees Valley and Durham","SEO/HEO","85","80","35970","33430"
"In post","2022","HM Revenue and Customs","West Central Scotland","AA/AO","1155","970","21510","21250"
"In post","2022","HM Revenue and Customs","West Central Scotland","EO","735","675","26800","26820"
"In post","2022","HM Revenue and Customs","West Central Scotland","G6/G7","250","245","57990","55210"
"In post","2022","HM Revenue and Customs","West Central Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","West Central Scotland","SEO/HEO","1095","1045","35320","33370"
"In post","2022","HM Revenue and Customs","West Midlands","AA/AO","900","825","21400","21250"
"In post","2022","HM Revenue and Customs","West Midlands","EO","985","935","26940","26820"
"In post","2022","HM Revenue and Customs","West Midlands","G6/G7","395","375","58180","55210"
"In post","2022","HM Revenue and Customs","West Midlands","SCS level","20","20","87070","75970"
"In post","2022","HM Revenue and Customs","West Midlands","SEO/HEO","1575","1515","35640","33370"
"In post","2022","HM Revenue and Customs","West Wales and The Valleys","AA/AO","20","20","21990","22040"
"In post","2022","HM Revenue and Customs","West Wales and The Valleys","EO","25","20","26930","26880"
"In post","2022","HM Revenue and Customs","West Wales and The Valleys","G6/G7","20","20","57830","57150"
"In post","2022","HM Revenue and Customs","West Wales and The Valleys","SEO/HEO","30","30","37490","34000"
"In post","2022","HM Revenue and Customs","West Yorkshire","AA/AO","1550","1360","21440","21250"
"In post","2022","HM Revenue and Customs","West Yorkshire","EO","1470","1390","26910","26820"
"In post","2022","HM Revenue and Customs","West Yorkshire","G6/G7","585","565","58020","55210"
"In post","2022","HM Revenue and Customs","West Yorkshire","SCS level","25","25","85960","78400"
"In post","2022","HM Revenue and Customs","West Yorkshire","SEO/HEO","1820","1750","35520","33370"
"In post","2022","HM Treasury","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","37710","34090"
"In post","2022","HM Treasury","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Anglia","AA/AO","15","15","21100","20750"
"In post","2022","HM Treasury","East Anglia","EO","25","25","24540","24000"
"In post","2022","HM Treasury","East Anglia","G6/G7","10","10","[c]","[c]"
"In post","2022","HM Treasury","East Anglia","SEO/HEO","20","20","32640","29930"
"In post","2022","HM Treasury","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","10","10","57820","59310"
"In post","2022","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","20","20","41100","40120"
"In post","2022","HM Treasury","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Inner London - West","AA/AO","45","45","23150","22750"
"In post","2022","HM Treasury","Inner London - West","EO","200","195","27390","26780"
"In post","2022","HM Treasury","Inner London - West","G6/G7","1030","1005","59220","57000"
"In post","2022","HM Treasury","Inner London - West","SCS level","175","170","87760","78000"
"In post","2022","HM Treasury","Inner London - West","SEO/HEO","855","845","35820","33570"
"In post","2022","HM Treasury","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Lancashire","SEO/HEO","15","10","38310","39200"
"In post","2022","HM Treasury","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Merseyside","G6/G7","10","10","55870","52160"
"In post","2022","HM Treasury","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Merseyside","SEO/HEO","10","10","37110","39200"
"In post","2022","HM Treasury","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2022","HM Treasury","Northumberland, and Tyne and Wear","SEO/HEO","10","10","42310","43300"
"In post","2022","HM Treasury","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","South Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","HM Treasury","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","South Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tees Valley and Durham","EO","20","20","25490","24190"
"In post","2022","HM Treasury","Tees Valley and Durham","G6/G7","45","40","54640","52500"
"In post","2022","HM Treasury","Tees Valley and Durham","SCS level","5","5","[c]","[c]"
"In post","2022","HM Treasury","Tees Valley and Durham","SEO/HEO","50","45","31390","29320"
"In post","2022","HM Treasury","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Midlands","G6/G7","10","10","56760","53940"
"In post","2022","HM Treasury","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Midlands","SEO/HEO","15","15","41520","43140"
"In post","2022","HM Treasury","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Wales and The Valleys","G6/G7","10","10","56780","59310"
"In post","2022","HM Treasury","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Yorkshire","G6/G7","15","15","53680","49830"
"In post","2022","HM Treasury","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","West Yorkshire","SEO/HEO","25","20","36030","35710"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","AA/AO","30","30","21680","21680"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","EO","190","170","27520","26070"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","SEO/HEO","60","60","34110","32740"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","30","30","24310","25630"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","EO","25","20","27320","28650"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","15","15","36560","35200"
"In post","2022","Home Office","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Devon","AA/AO","5","5","[c]","[c]"
"In post","2022","Home Office","Devon","EO","65","55","26890","25310"
"In post","2022","Home Office","Devon","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Devon","SEO/HEO","35","35","34240","32770"
"In post","2022","Home Office","Dorset and Somerset","AA/AO","10","10","[c]","[c]"
"In post","2022","Home Office","Dorset and Somerset","EO","60","55","26160","25630"
"In post","2022","Home Office","Dorset and Somerset","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Dorset and Somerset","SEO/HEO","20","15","33560","32870"
"In post","2022","Home Office","East Anglia","AA/AO","390","335","21260","21680"
"In post","2022","Home Office","East Anglia","EO","270","250","25750","25310"
"In post","2022","Home Office","East Anglia","G6/G7","25","25","55700","52280"
"In post","2022","Home Office","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Anglia","SEO/HEO","110","110","33280","31000"
"In post","2022","Home Office","East Wales","AA/AO","130","110","21360","21680"
"In post","2022","Home Office","East Wales","EO","240","225","25690","24980"
"In post","2022","Home Office","East Wales","G6/G7","40","40","55760","52310"
"In post","2022","Home Office","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Wales","SEO/HEO","150","145","33300","31100"
"In post","2022","Home Office","East Yorkshire and Northern Lincolnshire","AA/AO","80","80","21590","21680"
"In post","2022","Home Office","East Yorkshire and Northern Lincolnshire","EO","145","140","25650","25220"
"In post","2022","Home Office","East Yorkshire and Northern Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","East Yorkshire and Northern Lincolnshire","SEO/HEO","55","55","33420","30980"
"In post","2022","Home Office","Eastern Scotland","AA/AO","20","20","21680","21680"
"In post","2022","Home Office","Eastern Scotland","EO","135","120","26430","25310"
"In post","2022","Home Office","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Eastern Scotland","SEO/HEO","35","35","32770","30830"
"In post","2022","Home Office","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Essex","AA/AO","130","130","21680","21680"
"In post","2022","Home Office","Essex","EO","515","455","26930","25310"
"In post","2022","Home Office","Essex","G6/G7","20","20","55680","52280"
"In post","2022","Home Office","Essex","SCS level","[c]","[c]","[c]","[c]"
