"Status","Year","Age","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Asian","Ministry of Justice","Female","65","[c]","23900","21570"
"Leaver CS","2022","20-29","Asian","Ministry of Justice","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Statistics Authority","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Statistics Authority","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Education","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for International Trade","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department for Work and Pensions","Female","100","[c]","28440","31060"
"Leaver CS","2022","20-29","Black","Department for Work and Pensions","Male","45","[c]","28080","29290"
"Leaver CS","2022","20-29","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department of Health and Social Care","Female","30","[c]","28120","26880"
"Leaver CS","2022","20-29","Black","Department of Health and Social Care","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Revenue and Customs","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Revenue and Customs","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Ministry of Justice","Female","85","[c]","25450","23720"
"Leaver CS","2022","20-29","Black","Ministry of Justice","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department for Work and Pensions","Female","55","[c]","25930","27570"
"Leaver CS","2022","20-29","Mixed","Department for Work and Pensions","Male","35","[c]","25610","27570"
"Leaver CS","2022","20-29","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department of Health and Social Care","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Revenue and Customs","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Treasury","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Home Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Justice","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Justice","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
