"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","West Midlands","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Devon","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","East Wales","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Inner London - East","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Inner London - West","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Inner London - West","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Inner London - East","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Inner London - West","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Inner London - East","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Inner London - West","55","55","49490","51250"
"In post","2022","Other ethnicity","Legal","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Bedfordshire and Hertfordshire","30","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Berkshire, Buckinghamshire and Oxfordshire","35","35","34000","28140"
"In post","2022","Other ethnicity","No function","Cheshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Devon","15","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Other ethnicity","No function","East Anglia","40","40","30770","27570"
"In post","2022","Other ethnicity","No function","East Wales","40","35","31050","24620"
"In post","2022","Other ethnicity","No function","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","No function","Eastern Scotland","20","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Essex","25","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","33480","28870"
"In post","2022","Other ethnicity","No function","Greater Manchester","55","50","28700","27570"
"In post","2022","Other ethnicity","No function","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Inner London - East","195","185","37930","32070"
"In post","2022","Other ethnicity","No function","Inner London - West","370","360","41640","37560"
"In post","2022","Other ethnicity","No function","Kent","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Lancashire","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Merseyside","20","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northumberland, and Tyne and Wear","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","Outer London - East and North East","55","50","32000","31060"
"In post","2022","Other ethnicity","No function","Outer London - South","40","40","35730","31040"
"In post","2022","Other ethnicity","No function","Outer London - West and North West","95","90","34990","31060"
"In post","2022","Other ethnicity","No function","Overseas","20","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","Shropshire and Staffordshire","20","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","South Yorkshire","15","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Surrey, East and West Sussex","40","35","30240","27570"
"In post","2022","Other ethnicity","No function","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","West Central Scotland","20","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","West Midlands","95","90","30180","27570"
"In post","2022","Other ethnicity","No function","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","West Yorkshire","35","35","33210","30450"
"In post","2022","Other ethnicity","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
