"Status","Year","Function_of_post","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","London","Male","5","5","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Northern Ireland","Male","30","25","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Scotland","Female","50","45","33090","30100"
"In post","2022","No function","Maritime and Coastguard Agency","Scotland","Male","105","105","40970","36180"
"In post","2022","No function","Maritime and Coastguard Agency","South East (England)","Female","195","190","34220","30730"
"In post","2022","No function","Maritime and Coastguard Agency","South East (England)","Male","285","285","38450","35730"
"In post","2022","No function","Maritime and Coastguard Agency","South West (England)","Female","15","10","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","South West (England)","Male","50","50","41100","36110"
"In post","2022","No function","Maritime and Coastguard Agency","Wales","Female","30","30","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Wales","Male","70","65","35450","31780"
"In post","2022","No function","Maritime and Coastguard Agency","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Yorkshire and The Humber","Male","45","45","42960","35730"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East of England","Female","165","160","46130","41100"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East of England","Male","125","125","46970","41040"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","Female","325","305","52520","53100"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","Male","170","170","54680","53620"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","Female","35","35","28770","25120"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","Female","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","Male","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","Female","1095","1055","43080","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","Male","630","620","44720","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","Female","40","40","34860","30530"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","Male","20","20","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","Male","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","Female","90","90","26470","21490"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","Male","35","35","33280","29680"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Female","60","60","39540","36050"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Male","30","30","[c]","[c]"
"In post","2022","No function","National Crime Agency","East Midlands (England)","Female","55","50","36600","36410"
"In post","2022","No function","National Crime Agency","East Midlands (England)","Male","80","80","40730","38540"
"In post","2022","No function","National Crime Agency","East of England","Female","80","75","35950","34770"
"In post","2022","No function","National Crime Agency","East of England","Male","80","80","40140","39420"
"In post","2022","No function","National Crime Agency","London","Female","565","545","41320","39840"
"In post","2022","No function","National Crime Agency","London","Male","765","760","45860","43630"
"In post","2022","No function","National Crime Agency","North East (England)","Female","40","35","35160","34160"
"In post","2022","No function","National Crime Agency","North East (England)","Male","65","65","39830","36690"
"In post","2022","No function","National Crime Agency","North West (England)","Female","555","535","35260","33920"
"In post","2022","No function","National Crime Agency","North West (England)","Male","610","605","38230","36410"
"In post","2022","No function","National Crime Agency","Northern Ireland","Female","40","40","37500","36580"
"In post","2022","No function","National Crime Agency","Northern Ireland","Male","55","55","41740","40210"
"In post","2022","No function","National Crime Agency","Overseas","Female","20","20","[c]","[c]"
"In post","2022","No function","National Crime Agency","Overseas","Male","110","110","63940","61370"
"In post","2022","No function","National Crime Agency","Scotland","Female","20","20","[c]","[c]"
"In post","2022","No function","National Crime Agency","Scotland","Male","40","40","40180","39320"
"In post","2022","No function","National Crime Agency","South East (England)","Female","165","155","38010","37560"
"In post","2022","No function","National Crime Agency","South East (England)","Male","270","265","41540","40060"
"In post","2022","No function","National Crime Agency","South West (England)","Female","170","165","35390","34140"
"In post","2022","No function","National Crime Agency","South West (England)","Male","170","170","39230","36740"
"In post","2022","No function","National Crime Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","Male","35","35","47520","47130"
"In post","2022","No function","National Crime Agency","Wales","Female","25","25","[c]","[c]"
"In post","2022","No function","National Crime Agency","Wales","Male","40","40","40580","39800"
"In post","2022","No function","National Crime Agency","West Midlands (England)","Female","200","190","35410","35720"
"In post","2022","No function","National Crime Agency","West Midlands (England)","Male","265","260","39850","37540"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","Female","110","105","35840","35100"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","Male","135","135","40200","36950"
"In post","2022","No function","National Infrastructure Commission","London","Female","20","20","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","Male","25","25","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","Female","25","25","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","Male","15","15","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","Female","35","35","52130","47580"
"In post","2022","No function","Northern Ireland Office","London","Male","30","30","50530","45270"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","Female","30","30","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","Male","25","25","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","130","120","45000","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","50","45","55800","55290"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","Female","75","70","57440","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","Male","25","25","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","Female","125","120","51790","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","Male","60","60","54950","42850"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","35","35","63640","57930"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","235","220","42560","39850"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","110","110","39360","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","95","90","60810","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","35","35","71360","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","135","125","49400","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","55","55","55240","59810"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Wales","Female","15","15","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Female","90","85","53050","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Male","35","35","72120","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Female","80","75","62350","64500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","London","Female","205","195","43970","37150"
"In post","2022","No function","Office of Gas and Electricity Markets","London","Male","250","250","48110","42300"
"In post","2022","No function","Office of Gas and Electricity Markets","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","Female","190","185","33320","30950"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","Male","225","220","33310","30950"
"In post","2022","No function","Office of Gas and Electricity Markets","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","Female","145","135","42700","38000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","Male","70","70","49120","46660"
"In post","2022","No function","Office of Rail and Road","London","Female","55","50","50390","54950"
"In post","2022","No function","Office of Rail and Road","London","Male","75","70","62570","60670"
"In post","2022","No function","Office of Rail and Road","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","North West (England)","Male","15","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Scotland","Female","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Scotland","Male","15","15","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","Female","230","205","24580","25120"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","Male","175","170","24180","25120"
"In post","2022","No function","Office of the Public Guardian","London","Female","5","5","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","Female","560","505","23520","20970"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","Male","460","430","23950","20970"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","20","20","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","15","15","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Male","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","Female","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","Male","10","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","Female","10","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","East Midlands (England)","Male","30","30","56110","58810"
"In post","2022","No function","Planning Inspectorate","East of England","Female","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","East of England","Male","20","20","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","London","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","London","Male","20","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North East (England)","Female","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North East (England)","Male","25","20","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North West (England)","Female","20","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North West (England)","Male","25","20","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","South East (England)","Female","15","10","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","South East (England)","Male","30","25","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","South West (England)","Female","200","180","31790","26050"
"In post","2022","No function","Planning Inspectorate","South West (England)","Male","190","175","35000","27530"
"In post","2022","No function","Planning Inspectorate","Wales","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Wales","Male","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","West Midlands (England)","Male","20","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Scotland","Female","470","435","32090","30840"
"In post","2022","No function","Registers of Scotland","Scotland","Male","450","440","31990","30840"
"In post","2022","No function","Scottish Courts and Tribunals Service","Scotland","Female","1195","1070","27190","23780"
"In post","2022","No function","Scottish Courts and Tribunals Service","Scotland","Male","510","480","27620","23780"
"In post","2022","No function","Scottish Prison Service","Scotland","Female","1370","1295","30850","29550"
"In post","2022","No function","Scottish Prison Service","Scotland","Male","2565","2385","33480","35000"
"In post","2022","No function","Serious Fraud Office","London","Female","35","30","44490","40000"
"In post","2022","No function","Serious Fraud Office","London","Male","25","25","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","Female","30","25","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","Male","10","10","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","West Midlands (England)","Female","35","35","40750","37030"
"In post","2022","No function","Standards and Testing Agency","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","West Midlands (England)","Female","50","45","28890","25000"
"In post","2022","No function","Teaching Regulation Agency","West Midlands (England)","Male","30","30","[c]","[c]"
"In post","2022","No function","The Insolvency Service","East Midlands (England)","Female","35","30","26790","26000"
"In post","2022","No function","The Insolvency Service","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","The Insolvency Service","East of England","Female","65","60","28610","24870"
"In post","2022","No function","The Insolvency Service","East of England","Male","30","30","29910","26410"
"In post","2022","No function","The Insolvency Service","London","Female","105","95","33770","28490"
"In post","2022","No function","The Insolvency Service","London","Male","75","70","42460","34800"
"In post","2022","No function","The Insolvency Service","North East (England)","Female","25","25","[c]","[c]"
"In post","2022","No function","The Insolvency Service","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","No function","The Insolvency Service","North West (England)","Female","95","90","28010","22720"
"In post","2022","No function","The Insolvency Service","North West (England)","Male","50","50","28830","23810"
"In post","2022","No function","The Insolvency Service","Scotland","Female","40","35","23180","21130"
"In post","2022","No function","The Insolvency Service","Scotland","Male","25","25","[c]","[c]"
"In post","2022","No function","The Insolvency Service","South East (England)","Female","70","65","29820","26290"
"In post","2022","No function","The Insolvency Service","South East (England)","Male","25","25","[c]","[c]"
"In post","2022","No function","The Insolvency Service","South West (England)","Female","65","60","27630","21130"
"In post","2022","No function","The Insolvency Service","South West (England)","Male","45","40","29030","24020"
"In post","2022","No function","The Insolvency Service","Wales","Female","25","20","[c]","[c]"
"In post","2022","No function","The Insolvency Service","Wales","Male","25","25","[c]","[c]"
"In post","2022","No function","The Insolvency Service","West Midlands (England)","Female","155","145","25330","21130"
"In post","2022","No function","The Insolvency Service","West Midlands (England)","Male","105","100","27160","21130"
"In post","2022","No function","The Insolvency Service","Yorkshire and The Humber","Female","50","50","28440","25600"
"In post","2022","No function","The Insolvency Service","Yorkshire and The Humber","Male","30","30","28750","23920"
"In post","2022","No function","The National Archives","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","London","Female","185","180","34090","30830"
"In post","2022","No function","The National Archives","London","Male","150","145","33640","28460"
"In post","2022","No function","The National Archives","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","East Midlands (England)","Female","125","115","38480","32310"
"In post","2022","No function","UK Health Security Agency","East Midlands (England)","Male","40","40","43490","36330"
"In post","2022","No function","UK Health Security Agency","East of England","Female","225","200","39480","33210"
"In post","2022","No function","UK Health Security Agency","East of England","Male","90","85","47230","36330"
"In post","2022","No function","UK Health Security Agency","London","Female","1580","1475","44490","40070"
"In post","2022","No function","UK Health Security Agency","London","Male","825","790","50470","41970"
"In post","2022","No function","UK Health Security Agency","North East (England)","Female","55","50","42860","38890"
"In post","2022","No function","UK Health Security Agency","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","North West (England)","Female","270","240","34290","28590"
"In post","2022","No function","UK Health Security Agency","North West (England)","Male","145","140","41470","28590"
"In post","2022","No function","UK Health Security Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Scotland","Female","20","20","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Scotland","Male","10","10","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","South East (England)","Female","290","245","44260","39400"
"In post","2022","No function","UK Health Security Agency","South East (England)","Male","155","145","46900","40560"
"In post","2022","No function","UK Health Security Agency","South West (England)","Female","675","610","36510","32310"
"In post","2022","No function","UK Health Security Agency","South West (England)","Male","310","300","44260","37570"
"In post","2022","No function","UK Health Security Agency","Wales","Female","10","10","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Wales","Male","15","10","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","West Midlands (England)","Female","250","220","39000","33540"
"In post","2022","No function","UK Health Security Agency","West Midlands (England)","Male","90","80","47250","35110"
"In post","2022","No function","UK Health Security Agency","Yorkshire and The Humber","Female","380","355","39350","36820"
"In post","2022","No function","UK Health Security Agency","Yorkshire and The Humber","Male","215","210","43340","36820"
"In post","2022","No function","UK Hydrographic Office","South West (England)","Female","180","165","30660","29290"
"In post","2022","No function","UK Hydrographic Office","South West (England)","Male","360","345","31860","33290"
"In post","2022","No function","UK Statistics Authority","London","Female","35","35","43270","33870"
"In post","2022","No function","UK Statistics Authority","London","Male","30","30","51330","53210"
"In post","2022","No function","UK Statistics Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","South East (England)","Female","920","680","24800","20350"
"In post","2022","No function","UK Statistics Authority","South East (England)","Male","640","470","24070","20350"
"In post","2022","No function","UK Statistics Authority","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","Wales","Female","670","605","28580","24250"
"In post","2022","No function","UK Statistics Authority","Wales","Male","310","305","32060","30210"
"In post","2022","No function","UK Statistics Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","East Midlands (England)","Male","45","40","40620","38150"
"In post","2022","No function","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","Overseas","Male","10","10","[c]","[c]"
