"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Justice","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Justice","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Work and Pensions","Female","40","[c]","30440","29290"
"Leaver CS","2022","Declared disabled","Black","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Home Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Home Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Justice","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Work and Pensions","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Work and Pensions","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Revenue and Customs","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Home Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Justice","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Justice","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Scottish Government","Female","[c]","[c]","[c]","[c]"
