"Status","Year","Function_of_post","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Scottish Government","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Scotland","Unknown","70","70","33620","30840"
"In post","2022","Finance","The National Archives","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","London","Heterosexual / straight","55","50","45390","37930"
"In post","2022","Finance","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Wales","Heterosexual / straight","35","30","34200","30210"
"In post","2022","Finance","UK Statistics Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Welsh Government","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","35","30","25500","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","60","55","24150","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","East of England","Unknown","35","35","23850","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","195","180","24990","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","175","165","23930","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","385","335","24840","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","30","25","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","30","25","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","450","410","23460","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","95","90","30820","26520"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","70","70","26580","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","140","125","26880","25720"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","100","90","26220","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","65","60","25160","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","95","90","25080","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","100","95","28510","25390"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","130","120","24180","21300"
"In post","2022","Grants Management","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Heterosexual / straight","95","90","40900","33900"
"In post","2022","Human Resources","Attorney General's Departments","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","North West (England)","Heterosexual / straight","45","45","33330","30130"
"In post","2022","Human Resources","Attorney General's Departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Yorkshire and The Humber","Heterosexual / straight","35","35","45130","38180"
"In post","2022","Human Resources","Attorney General's Departments","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","East of England","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","London","Heterosexual / straight","335","325","48770","42270"
"In post","2022","Human Resources","Cabinet Office","London","LGBO","35","35","43470","41820"
"In post","2022","Human Resources","Cabinet Office","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","London","Unknown","45","45","44120","37300"
"In post","2022","Human Resources","Cabinet Office","North East (England)","Heterosexual / straight","295","270","27630","24100"
"In post","2022","Human Resources","Cabinet Office","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","North East (England)","Unknown","30","30","23290","21050"
"In post","2022","Human Resources","Cabinet Office","North West (England)","Heterosexual / straight","115","110","40640","37300"
"In post","2022","Human Resources","Cabinet Office","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Scotland","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","85","80","42340","38420"
"In post","2022","Human Resources","Cabinet Office","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","London","Heterosexual / straight","30","30","48430","42770"
"In post","2022","Human Resources","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","85","85","49180","49100"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","65","65","39520","36740"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","10","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","120","110","38110","34000"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","45","40","44400","35520"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Yorkshire and The Humber","Heterosexual / straight","30","30","34600","30830"
"In post","2022","Human Resources","Department for Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East of England","Unknown","10","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","45","40","45590","42680"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","5","5","[c]","[c]"
