"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Unknown","40","[c]","65230","65030"
"Leaver CS","2022","Commercial","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","Unknown","70","[c]","69980","68140"
"Leaver CS","2022","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Heterosexual / straight","60","[c]","37200","36820"
"Leaver CS","2022","Commercial","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Heterosexual / straight","75","[c]","37600","36890"
"Leaver CS","2022","Commercial","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Heterosexual / straight","75","[c]","37670","37520"
"Leaver CS","2022","Communications","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Unknown","40","[c]","38180","39930"
"Leaver CS","2022","Communications","SEO/HEO","Male","Heterosexual / straight","40","[c]","38910","36980"
"Leaver CS","2022","Communications","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Female","Heterosexual / straight","35","[c]","21610","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Female","Heterosexual / straight","45","[c]","27870","27570"
"Leaver CS","2022","Counter Fraud","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Female","Unknown","30","[c]","27930","27570"
"Leaver CS","2022","Counter Fraud","EO","Male","Heterosexual / straight","35","[c]","27840","27570"
"Leaver CS","2022","Counter Fraud","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Female","Heterosexual / straight","75","[c]","21410","21260"
"Leaver CS","2022","Debt","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Male","Heterosexual / straight","50","[c]","21370","21260"
"Leaver CS","2022","Debt","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Male","Heterosexual / straight","35","[c]","20930","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Female","Heterosexual / straight","60","[c]","27370","26700"
"Leaver CS","2022","Digital, Data & Technology","EO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Male","Heterosexual / straight","80","[c]","27470","27320"
"Leaver CS","2022","Digital, Data & Technology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Male","Unknown","40","[c]","26710","26760"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Female","Heterosexual / straight","65","[c]","57490","56330"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Male","Heterosexual / straight","170","[c]","60140","59150"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Male","Undeclared","35","[c]","57840","56640"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Male","Unknown","60","[c]","56140","54470"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Female","Heterosexual / straight","95","[c]","37630","37050"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Female","Unknown","35","[c]","36010","36730"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Male","Heterosexual / straight","250","[c]","39020","38450"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Male","Undeclared","65","[c]","38580","38470"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Male","Unknown","115","[c]","37200","36480"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Male","Heterosexual / straight","35","[c]","59680","58000"
"Leaver CS","2022","Finance","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Female","Heterosexual / straight","75","[c]","37730","36450"
"Leaver CS","2022","Finance","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Male","Heterosexual / straight","70","[c]","39230","38020"
