"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Commercial","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Human Resources","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Legal","10","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Other","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Policy","175","175","50860","51310"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Property","25","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Security","25","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Digital, Data and Technology","35","30","39340","38450"
"In post","2022","Undeclared","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Legal","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Operational Delivery","180","155","31750","33840"
"In post","2022","Undeclared","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Commercial","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Digital, Data and Technology","100","95","41470","40180"
"In post","2022","Undeclared","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Finance","40","40","40460","38250"
"In post","2022","Undeclared","HM Revenue and Customs","Human Resources","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","International Trade","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Legal","215","205","37320","33440"
"In post","2022","Undeclared","HM Revenue and Customs","Operational Delivery","1020","915","27970","26400"
"In post","2022","Undeclared","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Other","25","25","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Policy","65","60","55800","62120"
"In post","2022","Undeclared","HM Revenue and Customs","Project Delivery","110","105","44220","40520"
"In post","2022","Undeclared","HM Revenue and Customs","Property","370","335","37540","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Security","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Statistics","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Tax","750","700","41320","37930"
"In post","2022","Undeclared","HM Revenue and Customs","Unknown","80","80","41630","33370"
"In post","2022","Undeclared","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Economics","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Finance","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Internal Audit","15","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Policy","55","50","47340","49500"
"In post","2022","Undeclared","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Commercial","10","10","[c]","[c]"
"In post","2022","Undeclared","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Digital, Data and Technology","80","80","49440","45810"
"In post","2022","Undeclared","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Finance","25","25","[c]","[c]"
"In post","2022","Undeclared","Home Office","Human Resources","25","25","[c]","[c]"
"In post","2022","Undeclared","Home Office","Intelligence Analysis","95","90","30610","28990"
"In post","2022","Undeclared","Home Office","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","Home Office","Operational Delivery","1425","1305","29960","27370"
"In post","2022","Undeclared","Home Office","Other","70","65","38160","35200"
"In post","2022","Undeclared","Home Office","Policy","105","105","52150","57430"
"In post","2022","Undeclared","Home Office","Project Delivery","80","80","49770","52050"
"In post","2022","Undeclared","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","Security","20","20","[c]","[c]"
"In post","2022","Undeclared","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Commercial","100","95","40700","39060"
"In post","2022","Undeclared","Ministry of Defence","Communications","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Digital, Data and Technology","200","195","36290","35550"
"In post","2022","Undeclared","Ministry of Defence","Finance","215","210","37950","33630"
"In post","2022","Undeclared","Ministry of Defence","Geography","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Human Resources","90","85","32780","32780"
"In post","2022","Undeclared","Ministry of Defence","Intelligence Analysis","65","65","39520","36460"
"In post","2022","Undeclared","Ministry of Defence","Internal Audit","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Knowledge and Information Management","75","70","35050","33300"
"In post","2022","Undeclared","Ministry of Defence","Legal","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Medicine","40","35","53210","42730"
"In post","2022","Undeclared","Ministry of Defence","Operational Delivery","45","40","39410","38090"
"In post","2022","Undeclared","Ministry of Defence","Operational Research","40","40","44730","47010"
"In post","2022","Undeclared","Ministry of Defence","Other","690","665","28790","26670"
"In post","2022","Undeclared","Ministry of Defence","Policy","85","80","47130","44500"
"In post","2022","Undeclared","Ministry of Defence","Project Delivery","315","310","44890","41330"
"In post","2022","Undeclared","Ministry of Defence","Property","95","90","33460","33300"
"In post","2022","Undeclared","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Science and Engineering","645","630","40880","40070"
"In post","2022","Undeclared","Ministry of Defence","Security","305","300","33790","37680"
"In post","2022","Undeclared","Ministry of Defence","Statistics","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Commercial","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Communications","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Digital, Data and Technology","50","50","48290","50430"
"In post","2022","Undeclared","Ministry of Justice","Finance","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Human Resources","35","35","40890","34260"
"In post","2022","Undeclared","Ministry of Justice","Intelligence Analysis","10","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Legal","60","55","45190","44780"
"In post","2022","Undeclared","Ministry of Justice","Operational Delivery","1925","1795","29480","27980"
"In post","2022","Undeclared","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Policy","30","30","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Property","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Psychology","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Security","30","30","40960","41430"
"In post","2022","Undeclared","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Statistics","5","5","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Operational Delivery","180","180","39420","37560"
"In post","2022","Undeclared","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Operational Delivery","20","15","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Commercial","5","5","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Legal","30","25","57450","55200"
"In post","2022","Undeclared","Scottish Government","Operational Delivery","335","305","34200","35000"
"In post","2022","Undeclared","Scottish Government","Other","50","45","36210","35000"
"In post","2022","Undeclared","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Unknown","230","220","43410","39660"
"In post","2022","Undeclared","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Operational Delivery","45","40","28330","24070"
"In post","2022","Undeclared","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Statistics","5","5","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Communications","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Legal","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Operational Delivery","75","70","41880","38160"
"In post","2022","Undeclared","Welsh Government","Other","20","20","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Policy","65","60","46040","41980"
"In post","2022","Undeclared","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Statistics","10","10","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Communications","10","10","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Counter Fraud","55","55","49940","42020"
"In post","2022","Unknown","Attorney General's Departments","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Finance","20","20","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Human Resources","20","20","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Legal","600","555","59740","58590"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","250","230","26290","25480"
"In post","2022","Unknown","Attorney General's Departments","Other","65","60","36370","30000"
"In post","2022","Unknown","Attorney General's Departments","Policy","15","10","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Security","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","45","40","34180","30940"
"In post","2022","Unknown","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","35","35","38560","37300"
"In post","2022","Unknown","Cabinet Office","Other","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","15","15","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","4130","4090","46640","34490"
"In post","2022","Unknown","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","20","20","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Legal","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Operational Delivery","70","65","28090","24440"
"In post","2022","Unknown","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Economics","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Legal","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Communications","45","45","44330","43380"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","75","75","36840","36060"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","140","140","38770","36160"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Economics","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Finance","35","35","34260","33570"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Legal","30","30","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","765","730","27310","24030"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Policy","425","420","46190","40800"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","65","65","42610","40610"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","145","130","43660","41890"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Security","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","International Trade","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Other","10","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Policy","70","70","46160","46100"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","Commercial","40","40","38840","36500"
"In post","2022","Unknown","Department for Education","Communications","50","50","36550","33500"
"In post","2022","Unknown","Department for Education","Digital, Data and Technology","135","130","42170","40230"
"In post","2022","Unknown","Department for Education","Finance","75","75","41400","36500"
"In post","2022","Unknown","Department for Education","Human Resources","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Education","Legal","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Education","Operational Delivery","95","95","38030","36570"
"In post","2022","Unknown","Department for Education","Policy","390","375","43180","40230"
"In post","2022","Unknown","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","Property","50","50","52760","52030"
"In post","2022","Unknown","Department for Education","Security","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Commercial","20","15","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Communications","45","40","41490","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","90","85","42810","40610"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Economics","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Finance","50","45","39660","36840"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","35","35","36940","33120"
