"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","115","115","20480","20910"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","250","245","28240","27380"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","425","400","55540","54650"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","15","15","101710","91840"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","1270","1215","38440","39120"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","AA/AO","15","15","21560","21250"
"In post","2022","Digital, Data & Technology","Department for Education","EO","130","125","26480","26000"
"In post","2022","Digital, Data & Technology","Department for Education","G6/G7","360","350","54960","53420"
"In post","2022","Digital, Data & Technology","Department for Education","SCS level","20","20","76540","74100"
"In post","2022","Digital, Data & Technology","Department for Education","SEO/HEO","465","455","35440","36500"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","25","20","22200","21510"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","120","115","26220","25300"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","415","410","52870","49370"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","15","15","93020","91420"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","350","340","35190","35900"
"In post","2022","Digital, Data & Technology","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","EO","15","15","28310","26510"
"In post","2022","Digital, Data & Technology","Department for International Trade","G6/G7","75","70","58600","56000"
"In post","2022","Digital, Data & Technology","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","SEO/HEO","70","65","38490","38160"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","20","15","27740","27530"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","75","70","55980","53130"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","75","75","38070","39600"
"In post","2022","Digital, Data & Technology","Department for Transport","AA/AO","60","60","21470","21840"
"In post","2022","Digital, Data & Technology","Department for Transport","EO","295","290","27000","26470"
"In post","2022","Digital, Data & Technology","Department for Transport","G6/G7","220","220","61610","58850"
"In post","2022","Digital, Data & Technology","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Transport","SEO/HEO","700","685","39200","39040"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","AA/AO","65","65","21270","21260"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","EO","895","825","27880","27570"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","G6/G7","1290","1265","58790","57710"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SCS level","50","50","94800","89550"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","1820","1760","36570","35310"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","AA/AO","15","15","22950","23800"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","EO","40","40","27200","27400"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","G6/G7","130","130","57900","53620"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SCS level","20","20","86540","79690"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","250","245","36070","33950"
"In post","2022","Digital, Data & Technology","Food Standards Agency","G6/G7","20","20","55290","52070"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SEO/HEO","35","35","37210","37910"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","60","60","28570","26120"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","85","80","57560","55400"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","180","180","39580","38500"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","AA/AO","55","50","22190","22600"
"In post","2022","Digital, Data & Technology","HM Land Registry","EO","190","180","29500","29760"
"In post","2022","Digital, Data & Technology","HM Land Registry","G6/G7","55","55","60010","56750"
"In post","2022","Digital, Data & Technology","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","SEO/HEO","405","385","40500","38550"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","AA/AO","45","40","21780","21250"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","EO","400","380","27520","26820"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","G6/G7","735","720","58440","55210"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SCS level","60","60","93620","82340"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","1780","1720","36970","35980"
"In post","2022","Digital, Data & Technology","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","EO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","G6/G7","30","30","64200","60980"
"In post","2022","Digital, Data & Technology","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","SEO/HEO","30","30","40190","39820"
"In post","2022","Digital, Data & Technology","Ministry of Defence","AA/AO","455","440","21980","21380"
"In post","2022","Digital, Data & Technology","Ministry of Defence","EO","825","805","27350","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence","G6/G7","270","265","58060","54540"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SCS level","25","25","98810","91190"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SEO/HEO","1575","1545","36740","35480"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Unknown","60","60","35820","34020"
"In post","2022","Digital, Data & Technology","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","EO","125","125","26560","25410"
"In post","2022","Digital, Data & Technology","Ministry of Justice","G6/G7","530","520","59910","59000"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SCS level","15","15","93050","90000"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SEO/HEO","585","580","37820","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","AA/AO","20","20","23110","21970"
"In post","2022","Digital, Data & Technology","National Crime Agency","EO","70","65","31330","31940"
"In post","2022","Digital, Data & Technology","National Crime Agency","G6/G7","40","40","63990","60220"
"In post","2022","Digital, Data & Technology","National Crime Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","SEO/HEO","135","130","43370","43490"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","10","10","26370","25880"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","25","25","65300","62810"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","40","35","36920","39460"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","40","40","64570","64500"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","25","25","39470","39890"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","10","10","37360","38000"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","AA/AO","15","15","25370","25610"
"In post","2022","Digital, Data & Technology","Scottish Government","EO","85","85","30420","30450"
"In post","2022","Digital, Data & Technology","Scottish Government","G6/G7","35","35","61530","60820"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO/HEO","105","105","41420","40130"
"In post","2022","Digital, Data & Technology","The National Archives","AA/AO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","15","10","25480","25000"
"In post","2022","Digital, Data & Technology","The National Archives","G6/G7","25","25","53400","51720"
"In post","2022","Digital, Data & Technology","The National Archives","SEO/HEO","85","85","40680","39390"
"In post","2022","Digital, Data & Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G6/G7","15","15","66640","65630"
"In post","2022","Digital, Data & Technology","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO/HEO","15","15","47020","49200"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","85","80","24490","23880"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6/G7","260","255","53520","51210"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","15","15","83130","77190"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","300","295","35200","36840"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","15","15","47500","47000"
"In post","2022","Digital, Data & Technology","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AA/AO","35","30","22320","22200"
"In post","2022","Finance","Attorney General's Departments","EO","40","35","26470","26220"
"In post","2022","Finance","Attorney General's Departments","G6/G7","25","25","60050","58730"
"In post","2022","Finance","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO/HEO","40","40","34790","32940"
"In post","2022","Finance","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","25","25","27030","27500"
"In post","2022","Finance","Cabinet Office","G6/G7","60","60","57620","56330"
"In post","2022","Finance","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO/HEO","45","45","37560","38330"
"In post","2022","Finance","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO/HEO","15","15","41880","44810"
"In post","2022","Finance","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","40","35","21490","21250"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","40","35","26310","26280"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","110","105","59850","58930"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SCS level","15","15","91500","87740"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","140","135","38950","39820"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G6/G7","30","30","61200","58720"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","25","25","41120","41380"
"In post","2022","Finance","Department for Education","AA/AO","10","10","21750","21250"
"In post","2022","Finance","Department for Education","EO","140","135","25850","25000"
"In post","2022","Finance","Department for Education","G6/G7","385","375","54820","50630"
"In post","2022","Finance","Department for Education","SCS level","25","25","78130","75000"
"In post","2022","Finance","Department for Education","SEO/HEO","715","690","34970","36500"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","AA/AO","15","10","22770","22240"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","EO","55","55","25590","25440"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G6/G7","140","140","54860","52620"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","15","15","80990","75360"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","230","220","35550","36520"
"In post","2022","Finance","Department for International Trade","EO","15","15","28560","27620"
"In post","2022","Finance","Department for International Trade","G6/G7","40","40","58090","55250"
"In post","2022","Finance","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SEO/HEO","35","35","39250","38540"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G6/G7","65","60","58580","54940"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","10","10","80450","79070"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","55","55","38460","39350"
"In post","2022","Finance","Department for Transport","AA/AO","45","45","21190","21840"
"In post","2022","Finance","Department for Transport","EO","85","80","26440","26350"
"In post","2022","Finance","Department for Transport","G6/G7","135","135","57580","54760"
"In post","2022","Finance","Department for Transport","SCS level","10","10","86320","84830"
"In post","2022","Finance","Department for Transport","SEO/HEO","195","190","37850","38650"
"In post","2022","Finance","Department for Work and Pensions","AA/AO","185","155","21100","21260"
"In post","2022","Finance","Department for Work and Pensions","EO","270","250","28060","27570"
"In post","2022","Finance","Department for Work and Pensions","G6/G7","420","405","56950","54070"
"In post","2022","Finance","Department for Work and Pensions","SCS level","20","20","87780","80630"
"In post","2022","Finance","Department for Work and Pensions","SEO/HEO","1065","1005","35450","35310"
"In post","2022","Finance","Department of Health and Social Care","AA/AO","15","15","21670","20010"
"In post","2022","Finance","Department of Health and Social Care","EO","110","105","25260","23690"
"In post","2022","Finance","Department of Health and Social Care","G6/G7","190","185","56720","53360"
"In post","2022","Finance","Department of Health and Social Care","SCS level","30","30","82920","76660"
"In post","2022","Finance","Department of Health and Social Care","SEO/HEO","305","295","36100","36820"
"In post","2022","Finance","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G6/G7","20","20","56400","52070"
"In post","2022","Finance","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SEO/HEO","25","20","35950","37350"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","AA/AO","20","20","22830","22170"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","EO","45","40","27640","26120"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","G6/G7","105","105","57500","55620"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","SCS level","20","15","81960","77280"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","125","120","38040","38500"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","EO","10","10","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G6/G7","15","15","63920","62300"
"In post","2022","Finance","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SEO/HEO","25","25","42320","42100"
"In post","2022","Finance","HM Revenue and Customs","AA/AO","1005","820","21730","21250"
"In post","2022","Finance","HM Revenue and Customs","EO","410","375","27740","26820"
"In post","2022","Finance","HM Revenue and Customs","G6/G7","410","400","60580","58600"
"In post","2022","Finance","HM Revenue and Customs","SCS level","45","45","87850","79560"
"In post","2022","Finance","HM Revenue and Customs","SEO/HEO","895","865","37670","37930"
"In post","2022","Finance","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2022","Finance","HM Treasury","EO","20","15","25740","24300"
"In post","2022","Finance","HM Treasury","G6/G7","60","60","62560","59840"
"In post","2022","Finance","HM Treasury","SCS level","10","10","80450","77000"
"In post","2022","Finance","HM Treasury","SEO/HEO","30","30","38740","39980"
"In post","2022","Finance","Ministry of Defence","AA/AO","200","180","21690","21380"
"In post","2022","Finance","Ministry of Defence","EO","595","575","26140","26670"
"In post","2022","Finance","Ministry of Defence","G6/G7","280","275","60110","58370"
"In post","2022","Finance","Ministry of Defence","SCS level","50","50","90760","87210"
"In post","2022","Finance","Ministry of Defence","SEO/HEO","900","870","39210","39100"
"In post","2022","Finance","Ministry of Defence","Unknown","50","45","52820","46000"
"In post","2022","Finance","Ministry of Justice","AA/AO","45","40","21630","21380"
"In post","2022","Finance","Ministry of Justice","EO","125","120","26880","26900"
"In post","2022","Finance","Ministry of Justice","G6/G7","170","165","60970","60150"
"In post","2022","Finance","Ministry of Justice","SCS level","20","20","91940","83610"
"In post","2022","Finance","Ministry of Justice","SEO/HEO","355","345","38970","41100"
"In post","2022","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","AA/AO","10","10","24480","24940"
"In post","2022","Finance","National Crime Agency","EO","15","15","29220","28840"
"In post","2022","Finance","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Finance","National Crime Agency","SEO/HEO","25","25","43240","45480"
"In post","2022","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","10","35730","32010"
"In post","2022","Finance","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","G6/G7","10","10","62080","59160"
"In post","2022","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","SEO/HEO","10","10","41690","42000"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","AA/AO","55","50","24470","25050"
"In post","2022","Finance","Scottish Government","EO","20","20","30840","30650"
"In post","2022","Finance","Scottish Government","G6/G7","15","15","60100","57190"
"In post","2022","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","SEO/HEO","60","55","40030","40290"
"In post","2022","Finance","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Finance","UK Export Finance","EO","20","20","29390","29000"
"In post","2022","Finance","UK Export Finance","G6/G7","15","15","67490","68590"
"In post","2022","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","SEO/HEO","25","25","41020","41000"
"In post","2022","Finance","UK Statistics Authority","AA/AO","10","10","20060","19860"
"In post","2022","Finance","UK Statistics Authority","EO","10","10","24430","23880"
"In post","2022","Finance","UK Statistics Authority","G6/G7","15","10","54350","51210"
"In post","2022","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","SEO/HEO","15","15","33280","31250"
"In post","2022","Finance","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","G6/G7","10","10","79690","77890"
"In post","2022","Finance","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","SEO/HEO","15","15","46330","42840"
"In post","2022","Finance","Welsh Government","EO","5","5","[c]","[c]"
"In post","2022","Finance","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","1285","1170","21280","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","EO","605","555","25440","25190"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","65","65","51810","49370"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","SCS level","10","5","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","360","335","32600","31080"
"In post","2022","Grants Management","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","AA/AO","35","30","22600","23320"
"In post","2022","Human Resources","Attorney General's Departments","EO","50","50","26750","26950"
"In post","2022","Human Resources","Attorney General's Departments","G6/G7","80","75","58920","55610"
"In post","2022","Human Resources","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","SEO/HEO","90","85","34430","33700"
"In post","2022","Human Resources","Cabinet Office","AA/AO","185","165","21160","21050"
"In post","2022","Human Resources","Cabinet Office","EO","200","190","25930","25550"
"In post","2022","Human Resources","Cabinet Office","G6/G7","305","300","56930","54700"
"In post","2022","Human Resources","Cabinet Office","SCS level","50","45","89890","81060"
"In post","2022","Human Resources","Cabinet Office","SEO/HEO","445","430","36030","36320"
"In post","2022","Human Resources","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","SEO/HEO","10","10","33410","31040"
"In post","2022","Human Resources","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","G6/G7","15","15","61910","59000"
"In post","2022","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","SEO/HEO","20","15","39190","38660"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","21890","21810"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","EO","60","55","26030","25630"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","115","115","55640","53940"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","10","10","90000","92940"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","185","175","36520","36740"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
