"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions","Female","40","35","37980","35310"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Female","730","655","32850","28990"
"In post","2022","Undeclared","Unknown","Home Office","Male","930","890","33660","30410"
"In post","2022","Undeclared","Unknown","Ministry of Defence","Female","585","550","29230","26340"
"In post","2022","Undeclared","Unknown","Ministry of Defence","Male","750","735","31810","27750"
"In post","2022","Undeclared","Unknown","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Government","Female","140","135","38780","36130"
"In post","2022","Undeclared","Unknown","Scottish Government","Male","95","95","41270","39660"
"In post","2022","Undeclared","Unknown","Welsh Government","Female","90","85","41250","38160"
"In post","2022","Undeclared","Unknown","Welsh Government","Male","95","90","44030","41980"
"In post","2022","Unknown","Analysis","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Chancellor's other departments","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Chancellor's other departments","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Male","30","30","40800","37890"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Female","50","45","33650","30220"
"In post","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Male","75","75","40800","37280"
"In post","2022","Unknown","Analysis","Department for International Trade","Female","30","30","42590","38350"
"In post","2022","Unknown","Analysis","Department for International Trade","Male","55","55","42400","38710"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport","Male","45","40","43500","40750"
"In post","2022","Unknown","Analysis","Department for Work and Pensions","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care","Female","160","155","49390","53360"
"In post","2022","Unknown","Analysis","Department of Health and Social Care","Male","120","120","50590","53360"
"In post","2022","Unknown","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Revenue and Customs","Female","40","35","42000","39790"
"In post","2022","Unknown","Analysis","HM Revenue and Customs","Male","65","65","41570","37930"
"In post","2022","Unknown","Analysis","HM Treasury","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Treasury","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Defence","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Justice","Female","40","40","41610","34260"
"In post","2022","Unknown","Analysis","Ministry of Justice","Male","50","50","43480","41750"
"In post","2022","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Female","360","345","36710","34970"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Male","310","310","36760","33710"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Cabinet Office","Female","705","690","61750","61710"
"In post","2022","Unknown","Commercial","Cabinet Office","Male","765","760","66390","64500"
"In post","2022","Unknown","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Education","Female","65","60","33870","36500"
"In post","2022","Unknown","Commercial","Department for Education","Male","35","35","33210","31810"
"In post","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Transport","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Transport","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Department of Health and Social Care","Female","145","140","48480","49530"
"In post","2022","Unknown","Commercial","Department of Health and Social Care","Male","120","115","47860","46900"
"In post","2022","Unknown","Commercial","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Revenue and Customs","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","HM Treasury","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Ministry of Defence","Female","110","105","34610","33290"
"In post","2022","Unknown","Commercial","Ministry of Defence","Male","110","110","39970","39050"
"In post","2022","Unknown","Commercial","Ministry of Justice","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Ministry of Justice","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","National Crime Agency","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Scottish Government","Female","35","35","28540","26900"
"In post","2022","Unknown","Commercial","Scottish Government","Male","45","45","32950","26960"
"In post","2022","Unknown","Commercial","The National Archives","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","The National Archives","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","UK Statistics Authority","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Cabinet Office","Female","75","75","47200","42590"
"In post","2022","Unknown","Communications","Cabinet Office","Male","35","35","48330","40600"
"In post","2022","Unknown","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Charity Commission","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Charity Commission","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Female","30","30","47590","43750"
"In post","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Education","Female","45","45","35130","33220"
"In post","2022","Unknown","Communications","Department for Education","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Female","30","25","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Department for International Trade","Female","35","35","41870","38160"
"In post","2022","Unknown","Communications","Department for International Trade","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Transport","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Transport","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Work and Pensions","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Department of Health and Social Care","Female","190","185","46750","49530"
"In post","2022","Unknown","Communications","Department of Health and Social Care","Male","105","105","45310","42630"
"In post","2022","Unknown","Communications","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","HM Revenue and Customs","Female","690","655","29300","26820"
"In post","2022","Unknown","Communications","HM Revenue and Customs","Male","870","860","29150","26820"
"In post","2022","Unknown","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Ministry of Defence","Female","45","40","38210","37000"
"In post","2022","Unknown","Communications","Ministry of Defence","Male","55","55","41050","33590"
"In post","2022","Unknown","Communications","Ministry of Justice","Female","30","25","[c]","[c]"
"In post","2022","Unknown","Communications","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","National Crime Agency","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","UK Statistics Authority","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Attorney General's Departments","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Attorney General's Departments","Male","40","40","49930","43830"
"In post","2022","Unknown","Counter Fraud","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","45","35","27830","24500"
"In post","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","55","55","32010","33890"
"In post","2022","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions","Female","95","85","27410","27570"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions","Male","70","70","27430","27570"
"In post","2022","Unknown","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","HM Revenue and Customs","Female","1105","1020","31840","30750"
"In post","2022","Unknown","Counter Fraud","HM Revenue and Customs","Male","1270","1235","33820","33080"
"In post","2022","Unknown","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Department for Work and Pensions","Female","45","40","21350","21260"
"In post","2022","Unknown","Debt","Department for Work and Pensions","Male","35","35","22330","21260"
"In post","2022","Unknown","Debt","HM Revenue and Customs","Female","720","635","23360","21250"
"In post","2022","Unknown","Debt","HM Revenue and Customs","Male","615","590","23050","21250"
"In post","2022","Unknown","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","HM Treasury","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Cabinet Office","Female","95","95","49730","51100"
"In post","2022","Unknown","Digital, Data & Technology","Cabinet Office","Male","115","115","48010","49700"
"In post","2022","Unknown","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Charity Commission","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Charity Commission","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","40","40","39900","36630"
"In post","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","120","115","42140","39970"
"In post","2022","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Education","Female","165","160","41730","36660"
"In post","2022","Unknown","Digital, Data & Technology","Department for Education","Male","175","175","42030","40210"
"In post","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","40","40","41280","38750"
"In post","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","55","55","43760","47550"
"In post","2022","Unknown","Digital, Data & Technology","Department for International Trade","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for International Trade","Male","35","35","49190","49100"
"In post","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Transport","Female","40","40","36010","33350"
"In post","2022","Unknown","Digital, Data & Technology","Department for Transport","Male","135","135","37880","33260"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Female","105","100","43450","38970"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Male","290","290","43360","40040"
"In post","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","Female","115","115","43940","40650"
"In post","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","Male","115","115","43540","39780"
"In post","2022","Unknown","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","75","75","41600","38500"
"In post","2022","Unknown","Digital, Data & Technology","HM Land Registry","Female","55","55","33980","33840"
"In post","2022","Unknown","Digital, Data & Technology","HM Land Registry","Male","135","135","34200","31740"
"In post","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs","Female","260","245","39800","34710"
"In post","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs","Male","535","525","41770","37930"
