"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","London","240","[c]","40210","34020"
"Leaver CS","2022","Undeclared","No function","Outside London","1035","[c]","27900","25580"
"Leaver CS","2022","Undeclared","No function","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Outside London","60","[c]","37860","36840"
"Leaver CS","2022","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Outside London","35","[c]","32550","27000"
"Leaver CS","2022","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Outside London","50","[c]","32980","35530"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","95","[c]","40910","36570"
"Leaver CS","2022","Undeclared","Unknown","Outside London","425","[c]","28740","26120"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","London","85","[c]","38320","35000"
"Leaver CS","2022","Unknown","Analysis","Outside London","70","[c]","29410","27570"
"Leaver CS","2022","Unknown","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","100","[c]","74440","68000"
"Leaver CS","2022","Unknown","Commercial","Outside London","115","[c]","53680","42410"
"Leaver CS","2022","Unknown","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","115","[c]","43910","40600"
"Leaver CS","2022","Unknown","Communications","Outside London","40","[c]","36330","31160"
"Leaver CS","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","London","140","[c]","44040","41010"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Outside London","250","[c]","37790","36420"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Outside London","70","[c]","39070","35310"
"Leaver CS","2022","Unknown","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","65","[c]","39450","32960"
"Leaver CS","2022","Unknown","Human Resources","Outside London","80","[c]","29150","27130"
"Leaver CS","2022","Unknown","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","London","75","[c]","49150","53050"
"Leaver CS","2022","Unknown","Legal","Outside London","115","[c]","37360","38000"
"Leaver CS","2022","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","London","1645","[c]","39890","32790"
"Leaver CS","2022","Unknown","No function","Outside London","3545","[c]","29360","25120"
"Leaver CS","2022","Unknown","No function","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","305","[c]","24790","21840"
"Leaver CS","2022","Unknown","Project Delivery","London","75","[c]","52740","51610"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","165","[c]","35470","32710"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","150","[c]","26500","22030"
"Leaver CS","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","195","[c]","30600","26750"
"Leaver CS","2022","Unknown","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","520","[c]","34580","31060"
"Leaver CS","2022","Unknown","Unknown","Outside London","2765","[c]","30030","27230"
"Leaver CS","2022","Unknown","Unknown","Overseas","45","[c]","40180","40120"
"Leaver CS","2022","Unknown","Unknown","Unknown","295","[c]","35750","32980"
"Leaver Dept.","2022","Declared disabled","Analysis","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Outside London","30","[c]","35900","34180"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Outside London","40","[c]","37340","32000"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","London","475","[c]","40520","34550"
"Leaver Dept.","2022","Declared disabled","No function","Outside London","670","[c]","30900","27570"
"Leaver Dept.","2022","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Outside London","60","[c]","36190","33930"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","London","105","[c]","45910","41970"
"Leaver Dept.","2022","Declared disabled","Unknown","Outside London","170","[c]","29020","25240"
"Leaver Dept.","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","London","180","[c]","45040","40310"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Outside London","85","[c]","40700","38360"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","London","75","[c]","49690","46360"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Outside London","120","[c]","39680","37400"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","London","170","[c]","44700","38600"
"Leaver Dept.","2022","Declared non-disabled","Communications","Outside London","75","[c]","36010","34290"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Outside London","70","[c]","29900","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Outside London","40","[c]","23250","21260"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","London","170","[c]","45930","40510"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Outside London","250","[c]","40600","36760"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","London","120","[c]","47050","41950"
"Leaver Dept.","2022","Declared non-disabled","Finance","Outside London","195","[c]","38760","35310"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Outside London","55","[c]","24630","21300"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","London","230","[c]","40690","33950"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Outside London","245","[c]","34870","30130"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","London","100","[c]","46320","51250"
"Leaver Dept.","2022","Declared non-disabled","Legal","Outside London","30","[c]","38240","29270"
"Leaver Dept.","2022","Declared non-disabled","No function","London","3910","[c]","43450","39030"
"Leaver Dept.","2022","Declared non-disabled","No function","Outside London","5030","[c]","33270","27570"
"Leaver Dept.","2022","Declared non-disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","190","[c]","37970","33250"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","London","100","[c]","50900","40500"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Outside London","360","[c]","36690","33730"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Outside London","70","[c]","35650","34070"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","London","45","[c]","43060","37990"
"Leaver Dept.","2022","Declared non-disabled","Security","Outside London","55","[c]","34950","33300"
"Leaver Dept.","2022","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","London","835","[c]","45240","41970"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Outside London","1425","[c]","29490","25240"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","London","220","[c]","40640","35510"
"Leaver Dept.","2022","Undeclared","No function","Outside London","300","[c]","30310","27570"
"Leaver Dept.","2022","Undeclared","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Outside London","35","[c]","39190","39310"
"Leaver Dept.","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Outside London","75","[c]","31530","27570"
"Leaver Dept.","2022","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","London","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Outside London","55","[c]","34330","31060"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","London","90","[c]","49790","53370"
"Leaver Dept.","2022","Unknown","Commercial","Outside London","95","[c]","47640","42700"
"Leaver Dept.","2022","Unknown","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","London","135","[c]","42290","38600"
"Leaver Dept.","2022","Unknown","Communications","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","London","115","[c]","47540","44430"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Outside London","105","[c]","38900","37590"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","London","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Outside London","95","[c]","38470","34530"
"Leaver Dept.","2022","Unknown","Finance","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","London","70","[c]","42120","34550"
"Leaver Dept.","2022","Unknown","Human Resources","Outside London","60","[c]","33300","28840"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","London","55","[c]","49390","52560"
"Leaver Dept.","2022","Unknown","Legal","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","London","2090","[c]","44750","37040"
"Leaver Dept.","2022","Unknown","No function","Outside London","1640","[c]","40860","34530"
"Leaver Dept.","2022","Unknown","No function","Unknown","215","[c]","36370","32000"
"Leaver Dept.","2022","Unknown","Project Delivery","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Outside London","55","[c]","39110","37710"
"Leaver Dept.","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","35","[c]","28030","24840"
"Leaver Dept.","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","390","[c]","40710","35050"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","625","[c]","32100","27570"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","London","35","[c]","31200","33120"
"New entrant CS","2022","Declared disabled","Analysis","Outside London","80","[c]","30200","30710"
"New entrant CS","2022","Declared disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Outside London","40","[c]","32050","29180"
"New entrant CS","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Outside London","45","[c]","28990","26590"
"New entrant CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Outside London","115","[c]","25750","26590"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Outside London","75","[c]","21500","21260"
"New entrant CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","London","60","[c]","41270","39780"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Outside London","140","[c]","34370","33040"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Outside London","50","[c]","30710","28230"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","London","40","[c]","33210","28330"
"New entrant CS","2022","Declared disabled","Human Resources","Outside London","80","[c]","30600","27570"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","London","50","[c]","38790","33700"
"New entrant CS","2022","Declared disabled","Legal","Outside London","65","[c]","32350","26970"
"New entrant CS","2022","Declared disabled","No function","London","645","[c]","33770","31060"
"New entrant CS","2022","Declared disabled","No function","Outside London","2865","[c]","27010","24800"
"New entrant CS","2022","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Outside London","110","[c]","31130","27540"
"New entrant CS","2022","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Outside London","45","[c]","30700","25570"
"New entrant CS","2022","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","London","55","[c]","37310","31060"
"New entrant CS","2022","Declared disabled","Unknown","Outside London","435","[c]","28390","27230"
"New entrant CS","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","London","340","[c]","37680","34260"
"New entrant CS","2022","Declared non-disabled","Analysis","Outside London","595","[c]","31240","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","London","110","[c]","37300","34140"
"New entrant CS","2022","Declared non-disabled","Commercial","Outside London","285","[c]","32700","30420"
"New entrant CS","2022","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","London","175","[c]","39020","35360"
"New entrant CS","2022","Declared non-disabled","Communications","Outside London","575","[c]","28510","26590"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","London","210","[c]","30300","30750"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Outside London","830","[c]","26120","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Outside London","605","[c]","21610","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","London","365","[c]","44010","41750"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Outside London","1270","[c]","35950","33080"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","London","130","[c]","40010","36650"
"New entrant CS","2022","Declared non-disabled","Finance","Outside London","430","[c]","31840","27660"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Outside London","500","[c]","21600","21300"
"New entrant CS","2022","Declared non-disabled","Human Resources","London","195","[c]","37040","32640"
"New entrant CS","2022","Declared non-disabled","Human Resources","Outside London","575","[c]","31310","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","London","455","[c]","40970","41350"
"New entrant CS","2022","Declared non-disabled","Legal","Outside London","445","[c]","33760","27230"
