"Status","Year","Ethnicity","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Office for Budget Responsibility","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Female","Heterosexual / straight","40","35","45150","43000"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Housing Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
