"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Property","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Property","530","505","38600","34320"
"In post","2022","Undeclared","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Intelligence Analysis","85","85","39660","37000"
"In post","2022","Undeclared","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Security","725","705","34410","35200"
"In post","2022","Undeclared","Security","Unknown","50","50","35380","33300"
"In post","2022","Undeclared","Unknown","Commercial","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","65","65","49630","48070"
"In post","2022","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","185","180","36820","33300"
"In post","2022","Undeclared","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","95","90","31280","28800"
"In post","2022","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","75","65","51740","40060"
"In post","2022","Undeclared","Unknown","Operational Delivery","1250","1145","30350","27370"
"In post","2022","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other","950","915","27070","22330"
"In post","2022","Undeclared","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Policy","270","260","44660","41950"
"In post","2022","Undeclared","Unknown","Project Delivery","80","75","47900","42420"
"In post","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","160","155","36310","33300"
"In post","2022","Undeclared","Unknown","Security","25","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","265","255","39460","36130"
"In post","2022","Undeclared","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Commercial","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Digital, Data and Technology","50","50","44520","41990"
"In post","2022","Unknown","Analysis","Economics","330","320","42710","36760"
"In post","2022","Unknown","Analysis","Finance","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Geography","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Medicine","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Delivery","225","220","35130","30710"
"In post","2022","Unknown","Analysis","Operational Research","65","60","41800","37930"
"In post","2022","Unknown","Analysis","Other","75","70","53460","51150"
"In post","2022","Unknown","Analysis","Policy","165","160","52020","53360"
"In post","2022","Unknown","Analysis","Science and Engineering","150","140","40620","37280"
"In post","2022","Unknown","Analysis","Social Research","260","255","38190","38340"
"In post","2022","Unknown","Analysis","Statistics","370","360","41470","38340"
"In post","2022","Unknown","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","1020","985","39180","36820"
"In post","2022","Unknown","Commercial","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","35","30","38920","27940"
"In post","2022","Unknown","Commercial","Other","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","1270","1255","68810","64500"
"In post","2022","Unknown","Communications","Commercial","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","925","905","43370","39750"
"In post","2022","Unknown","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Operational Delivery","525","510","28570","26820"
"In post","2022","Unknown","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","915","890","28400","26820"
"In post","2022","Unknown","Communications","Unknown","190","185","42510","40180"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","315","295","33520","27570"
"In post","2022","Unknown","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","65","60","36160","33370"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","905","865","32800","33080"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","725","675","29500","26820"
"In post","2022","Unknown","Counter Fraud","Operational Research","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other","55","50","39670","33440"
"In post","2022","Unknown","Counter Fraud","Tax","400","380","38160","33370"
"In post","2022","Unknown","Counter Fraud","Unknown","250","250","31960","29380"
"In post","2022","Unknown","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Operational Delivery","920","835","24160","21250"
"In post","2022","Unknown","Debt","Other","80","75","21760","21260"
"In post","2022","Unknown","Debt","Tax","390","370","22030","21250"
"In post","2022","Unknown","Debt","Unknown","35","35","25990","21250"
"In post","2022","Unknown","Digital, Data & Technology","Commercial","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","3550","3495","41460","38000"
"In post","2022","Unknown","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","100","95","34310","29200"
"In post","2022","Unknown","Digital, Data & Technology","Medicine","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Delivery","115","110","37300","33370"
"In post","2022","Unknown","Digital, Data & Technology","Operational Research","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Policy","65","65","42810","40230"
"In post","2022","Unknown","Digital, Data & Technology","Project Delivery","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Science and Engineering","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Tax","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","275","270","48340","43810"
"In post","2022","Unknown","Finance","Commercial","45","45","38330","35900"
"In post","2022","Unknown","Finance","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Corporate Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Finance","1560","1510","39500","36500"
"In post","2022","Unknown","Finance","Human Resources","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Operational Delivery","335","300","26270","21680"
"In post","2022","Unknown","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Security","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Tax","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","85","85","45640","41140"
"In post","2022","Unknown","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Human Resources","1225","1175","35940","32560"
"In post","2022","Unknown","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Operational Delivery","160","145","27950","26820"
"In post","2022","Unknown","Human Resources","Other","40","35","38770","39900"
"In post","2022","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Tax","50","45","34480","31500"
"In post","2022","Unknown","Human Resources","Unknown","155","150","37420","33080"
"In post","2022","Unknown","Internal Audit","Internal Audit","45","45","43090","40950"
"In post","2022","Unknown","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Human Resources","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Legal","1425","1345","53480","53050"
"In post","2022","Unknown","Legal","Operational Delivery","690","655","25690","24590"
"In post","2022","Unknown","Legal","Other","75","75","34590","27710"
"In post","2022","Unknown","Legal","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Property","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Tax","70","65","40370","39050"
"In post","2022","Unknown","Legal","Unknown","60","55","49040","47750"
"In post","2022","Unknown","No function","Commercial","40","40","39590","38220"
"In post","2022","Unknown","No function","Communications","45","45","38490","32940"
"In post","2022","Unknown","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Economics","40","40","48330","47300"
"In post","2022","Unknown","No function","Finance","30","30","[c]","[c]"
"In post","2022","Unknown","No function","Geography","130","125","30470","29130"
"In post","2022","Unknown","No function","Human Resources","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Inspector of Education and Training","65","60","59270","51360"
"In post","2022","Unknown","No function","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Unknown","No function","International Trade","590","585","46060","40520"
"In post","2022","Unknown","No function","Knowledge and Information Management","100","95","37870","33290"
"In post","2022","Unknown","No function","Legal","175","170","36360","34260"
"In post","2022","Unknown","No function","Medicine","230","210","92160","87600"
"In post","2022","Unknown","No function","Operational Delivery","33195","30965","29260","26780"
"In post","2022","Unknown","No function","Operational Research","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Other","890","830","37160","31990"
"In post","2022","Unknown","No function","Planning","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Planning Inspectors","70","65","56070","58810"
"In post","2022","Unknown","No function","Policy","3990","3910","44380","40050"
"In post","2022","Unknown","No function","Project Delivery","60","55","45040","50820"
"In post","2022","Unknown","No function","Property","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Psychology","155","150","32780","29750"
"In post","2022","Unknown","No function","Science and Engineering","980","920","45230","42000"
"In post","2022","Unknown","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Statistics","10","5","[c]","[c]"
"In post","2022","Unknown","No function","Tax","3490","3320","31220","28920"
"In post","2022","Unknown","No function","Unknown","3485","3425","34490","29250"
"In post","2022","Unknown","No function","Veterinarian","35","30","38500","37110"
"In post","2022","Unknown","Project Delivery","Commercial","90","85","41140","37400"
"In post","2022","Unknown","Project Delivery","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Economics","40","40","51490","55340"
"In post","2022","Unknown","Project Delivery","Finance","30","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Medicine","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Operational Delivery","235","225","35200","33080"
"In post","2022","Unknown","Project Delivery","Other","410","395","36740","32220"
"In post","2022","Unknown","Project Delivery","Policy","580","555","52420","53000"
"In post","2022","Unknown","Project Delivery","Project Delivery","1705","1650","44540","40520"
"In post","2022","Unknown","Project Delivery","Property","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Science and Engineering","405","400","36270","33000"
"In post","2022","Unknown","Project Delivery","Security","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Statistics","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Tax","160","150","34380","33370"
"In post","2022","Unknown","Project Delivery","Unknown","75","75","50040","47470"
"In post","2022","Unknown","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Operational Delivery","335","320","24420","22010"
"In post","2022","Unknown","Property","Other","250","245","30410","29900"
"In post","2022","Unknown","Property","Policy","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Project Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Property","1205","1170","34430","31000"
"In post","2022","Unknown","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Intelligence Analysis","155","150","38790","36210"
"In post","2022","Unknown","Security","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Other","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Security","1820","1790","31620","28890"
"In post","2022","Unknown","Security","Unknown","250","235","30690","26670"
"In post","2022","Unknown","Unknown","Commercial","35","35","35680","33820"
"In post","2022","Unknown","Unknown","Communications","60","60","41900","40650"
"In post","2022","Unknown","Unknown","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","505","500","47420","41970"
"In post","2022","Unknown","Unknown","Economics","75","70","38880","35050"
"In post","2022","Unknown","Unknown","Finance","275","270","37760","33300"
"In post","2022","Unknown","Unknown","Human Resources","130","130","40050","35050"
"In post","2022","Unknown","Unknown","Intelligence Analysis","115","110","28490","24880"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Medicine","485","420","46220","39030"
"In post","2022","Unknown","Unknown","Operational Delivery","3470","3325","26510","24880"
"In post","2022","Unknown","Unknown","Operational Research","30","30","37140","36590"
"In post","2022","Unknown","Unknown","Other","3810","3745","33200","30780"
"In post","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","905","890","45320","41950"
"In post","2022","Unknown","Unknown","Project Delivery","325","320","41390","37450"
"In post","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","245","245","33970","28000"
"In post","2022","Unknown","Unknown","Security","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","70","70","39560","35180"
"In post","2022","Unknown","Unknown","Statistics","80","80","29760","24880"
"In post","2022","Unknown","Unknown","Unknown","5470","5250","39580","34290"
"In post","2022","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Commercial","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Communications","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Counter Fraud","40","[c]","27050","27570"
"Leaver CS","2022","Declared disabled","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Other","30","[c]","21980","21260"
"Leaver CS","2022","Declared disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","95","[c]","38060","33930"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Finance","40","[c]","37720","33000"
"Leaver CS","2022","Declared disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Human Resources","65","[c]","34940","31180"
"Leaver CS","2022","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Legal","40","[c]","58850","55610"
"Leaver CS","2022","Declared disabled","Legal","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","International Trade","5","[c]","[c]","[c]"
