"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","215","[c]","21240","21260"
"Leaver Dept.","2022","Declared disabled","White","EO","355","[c]","26900","27570"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","230","[c]","57370","54860"
"Leaver Dept.","2022","Declared disabled","White","SCS level","40","[c]","92480","85380"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","520","[c]","35140","34550"
"Leaver Dept.","2022","Declared disabled","White","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","330","[c]","21750","21260"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","630","[c]","27530","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","235","[c]","58700","54700"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","55","[c]","96350","97340"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","610","[c]","36130","35290"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","135","[c]","22190","21280"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","320","[c]","27960","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","115","[c]","57300","53860"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","380","[c]","36070","35220"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","45","[c]","21260","21260"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","120","[c]","27340","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","80","[c]","57200","54760"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","205","[c]","36120","35200"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","35","[c]","26940","27500"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","45","[c]","35520","35060"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","45","[c]","22180","21260"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","70","[c]","27170","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","G6/G7","65","[c]","56870","55710"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SEO/HEO","120","[c]","35910","35130"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","55","[c]","21520","21300"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","70","[c]","27050","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","45","[c]","58660","55940"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","100","[c]","36490","35560"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","AA/AO","1530","[c]","21300","21260"
"Leaver Dept.","2022","Declared non-disabled","White","EO","2325","[c]","26640","27570"
"Leaver Dept.","2022","Declared non-disabled","White","G6/G7","2225","[c]","58000","55130"
"Leaver Dept.","2022","Declared non-disabled","White","SCS level","400","[c]","94930","92860"
"Leaver Dept.","2022","Declared non-disabled","White","SEO/HEO","3805","[c]","35800","35310"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","G6/G7","50","[c]","58150","55210"
"Leaver Dept.","2022","Undeclared","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","SEO/HEO","110","[c]","37150","36650"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","AA/AO","60","[c]","21480","21260"
"Leaver Dept.","2022","Undeclared","White","EO","105","[c]","26900","27570"
"Leaver Dept.","2022","Undeclared","White","G6/G7","55","[c]","57690","53600"
"Leaver Dept.","2022","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","SEO/HEO","185","[c]","36010","35780"
"Leaver Dept.","2022","Undeclared","White","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","AA/AO","45","[c]","22160","22030"
"Leaver Dept.","2022","Unknown","Asian","EO","55","[c]","26860","26880"
"Leaver Dept.","2022","Unknown","Asian","G6/G7","65","[c]","57200","55000"
"Leaver Dept.","2022","Unknown","Asian","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","SEO/HEO","110","[c]","37580","38080"
"Leaver Dept.","2022","Unknown","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","SEO/HEO","60","[c]","37910","40060"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","AA/AO","45","[c]","21470","20770"
"Leaver Dept.","2022","Unknown","Undeclared","EO","45","[c]","26670","26880"
"Leaver Dept.","2022","Unknown","Undeclared","G6/G7","160","[c]","58520","54780"
"Leaver Dept.","2022","Unknown","Undeclared","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","SEO/HEO","190","[c]","36360","36330"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","525","[c]","21550","21170"
"Leaver Dept.","2022","Unknown","Unknown","EO","625","[c]","27540","27570"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","800","[c]","58560","54800"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","135","[c]","88300","81660"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","1715","[c]","34120","32000"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","AA/AO","150","[c]","21730","22010"
"Leaver Dept.","2022","Unknown","White","EO","200","[c]","27220","27510"
"Leaver Dept.","2022","Unknown","White","G6/G7","500","[c]","58210","55120"
"Leaver Dept.","2022","Unknown","White","SCS level","100","[c]","113760","114000"
"Leaver Dept.","2022","Unknown","White","SEO/HEO","610","[c]","37340","37480"
"Leaver Dept.","2022","Unknown","White","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","AA/AO","85","[c]","21570","21250"
"New entrant CS","2022","Declared disabled","Asian","EO","110","[c]","27870","27570"
"New entrant CS","2022","Declared disabled","Asian","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","SEO/HEO","70","[c]","35350","34260"
"New entrant CS","2022","Declared disabled","Asian","Unknown","40","[c]","27290","25910"
"New entrant CS","2022","Declared disabled","Black","AA/AO","55","[c]","23780","23160"
"New entrant CS","2022","Declared disabled","Black","EO","90","[c]","28720","28500"
"New entrant CS","2022","Declared disabled","Black","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","SEO/HEO","40","[c]","36080","35900"
"New entrant CS","2022","Declared disabled","Black","Unknown","105","[c]","31640","30200"
"New entrant CS","2022","Declared disabled","Mixed","AA/AO","60","[c]","21540","21250"
"New entrant CS","2022","Declared disabled","Mixed","EO","80","[c]","27400","27570"
"New entrant CS","2022","Declared disabled","Mixed","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","SEO/HEO","45","[c]","35170","34550"
"New entrant CS","2022","Declared disabled","Mixed","Unknown","45","[c]","30430","27060"
"New entrant CS","2022","Declared disabled","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","40","[c]","21850","21680"
"New entrant CS","2022","Declared disabled","Unknown","EO","35","[c]","27010","27230"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","AA/AO","1345","[c]","21670","21260"
"New entrant CS","2022","Declared disabled","White","EO","835","[c]","26970","27570"
"New entrant CS","2022","Declared disabled","White","G6/G7","190","[c]","55320","53380"
"New entrant CS","2022","Declared disabled","White","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","SEO/HEO","755","[c]","34340","33080"
"New entrant CS","2022","Declared disabled","White","Unknown","930","[c]","29190","26890"
"New entrant CS","2022","Declared non-disabled","Asian","AA/AO","1345","[c]","21970","21260"
"New entrant CS","2022","Declared non-disabled","Asian","EO","1355","[c]","27780","27570"
"New entrant CS","2022","Declared non-disabled","Asian","G6/G7","235","[c]","56500","54110"
"New entrant CS","2022","Declared non-disabled","Asian","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","SEO/HEO","840","[c]","35670","34260"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","205","[c]","27830","24770"
"New entrant CS","2022","Declared non-disabled","Black","AA/AO","575","[c]","23110","21260"
"New entrant CS","2022","Declared non-disabled","Black","EO","675","[c]","28250","27570"
"New entrant CS","2022","Declared non-disabled","Black","G6/G7","85","[c]","54650","53620"
"New entrant CS","2022","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","SEO/HEO","450","[c]","36110","34710"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","330","[c]","29790","27980"
"New entrant CS","2022","Declared non-disabled","Mixed","AA/AO","380","[c]","22670","21260"
"New entrant CS","2022","Declared non-disabled","Mixed","EO","290","[c]","27340","27530"
"New entrant CS","2022","Declared non-disabled","Mixed","G6/G7","70","[c]","55430","54110"
"New entrant CS","2022","Declared non-disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","SEO/HEO","245","[c]","34880","34020"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","145","[c]","28230","24800"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","AA/AO","115","[c]","23300","21260"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","EO","75","[c]","27960","27570"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","70","[c]","36640","36610"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Unknown","35","[c]","30260","27980"
"New entrant CS","2022","Declared non-disabled","Undeclared","AA/AO","145","[c]","22060","21260"
"New entrant CS","2022","Declared non-disabled","Undeclared","EO","105","[c]","27670","27570"
"New entrant CS","2022","Declared non-disabled","Undeclared","G6/G7","30","[c]","55280","53790"
"New entrant CS","2022","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","SEO/HEO","100","[c]","36240","35900"
"New entrant CS","2022","Declared non-disabled","Undeclared","Unknown","50","[c]","29040","26940"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","535","[c]","21140","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","115","[c]","25590","24920"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","55","[c]","53690","50420"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","220","[c]","32630","31850"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","AA/AO","10210","[c]","22000","21260"
"New entrant CS","2022","Declared non-disabled","White","EO","6035","[c]","26840","27230"
"New entrant CS","2022","Declared non-disabled","White","G6/G7","2030","[c]","55880","53380"
"New entrant CS","2022","Declared non-disabled","White","SCS level","155","[c]","94540","87500"
"New entrant CS","2022","Declared non-disabled","White","SEO/HEO","6145","[c]","35130","33210"
"New entrant CS","2022","Declared non-disabled","White","Unknown","3405","[c]","28930","24800"
"New entrant CS","2022","Undeclared","Asian","AA/AO","60","[c]","21730","21260"
"New entrant CS","2022","Undeclared","Asian","EO","50","[c]","27990","27570"
"New entrant CS","2022","Undeclared","Asian","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","SEO/HEO","45","[c]","34670","33970"
"New entrant CS","2022","Undeclared","Asian","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","AA/AO","70","[c]","22060","21260"
"New entrant CS","2022","Undeclared","Undeclared","EO","70","[c]","27620","27570"
"New entrant CS","2022","Undeclared","Undeclared","G6/G7","40","[c]","55730","54400"
"New entrant CS","2022","Undeclared","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","SEO/HEO","90","[c]","35550","34260"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","50","[c]","33910","29900"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","AA/AO","390","[c]","21550","21260"
"New entrant CS","2022","Undeclared","White","EO","260","[c]","26850","27230"
"New entrant CS","2022","Undeclared","White","G6/G7","70","[c]","54130","52680"
"New entrant CS","2022","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","SEO/HEO","280","[c]","35050","33570"
"New entrant CS","2022","Undeclared","White","Unknown","190","[c]","28900","27580"
"New entrant CS","2022","Unknown","Asian","AA/AO","155","[c]","21920","21250"
"New entrant CS","2022","Unknown","Asian","EO","215","[c]","27310","26590"
"New entrant CS","2022","Unknown","Asian","G6/G7","40","[c]","56630","53360"
"New entrant CS","2022","Unknown","Asian","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","SEO/HEO","200","[c]","35870","35000"
"New entrant CS","2022","Unknown","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","AA/AO","40","[c]","22460","21250"
"New entrant CS","2022","Unknown","Black","EO","80","[c]","27710","27570"
"New entrant CS","2022","Unknown","Black","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","SEO/HEO","70","[c]","36190","36500"
"New entrant CS","2022","Unknown","Black","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","EO","65","[c]","27480","26880"
"New entrant CS","2022","Unknown","Mixed","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","SEO/HEO","65","[c]","35810","35050"
"New entrant CS","2022","Unknown","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","AA/AO","30","[c]","20570","19860"
"New entrant CS","2022","Unknown","Undeclared","EO","35","[c]","26930","25860"
"New entrant CS","2022","Unknown","Undeclared","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","SEO/HEO","50","[c]","35170","33950"
"New entrant CS","2022","Unknown","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","7470","[c]","22150","21260"
"New entrant CS","2022","Unknown","Unknown","EO","4470","[c]","26960","26820"
"New entrant CS","2022","Unknown","Unknown","G6/G7","1195","[c]","59420","57190"
"New entrant CS","2022","Unknown","Unknown","SCS level","130","[c]","102240","88600"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","3825","[c]","34270","33080"
"New entrant CS","2022","Unknown","Unknown","Unknown","3395","[c]","27660","25890"
"New entrant CS","2022","Unknown","White","AA/AO","920","[c]","21820","21250"
"New entrant CS","2022","Unknown","White","EO","1075","[c]","27560","26590"
"New entrant CS","2022","Unknown","White","G6/G7","360","[c]","57130","53500"
"New entrant CS","2022","Unknown","White","SCS level","30","[c]","100340","97110"
"New entrant CS","2022","Unknown","White","SEO/HEO","1145","[c]","35820","36330"
"New entrant CS","2022","Unknown","White","Unknown","150","[c]","28820","26310"
