"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Security","Unknown","1015","1010","31840","27700"
"In post","2022","Unknown","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Unknown","145","140","39680","38340"
"In post","2022","Unknown","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","250","245","38760","36360"
"In post","2022","Unknown","Tax","Heterosexual / straight","120","105","38420","33430"
"In post","2022","Unknown","Tax","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Tax","Undeclared","65","60","40880","34890"
"In post","2022","Unknown","Tax","Unknown","4380","4205","29490","26820"
"In post","2022","Unknown","Unknown","Heterosexual / straight","95","90","48230","47490"
"In post","2022","Unknown","Unknown","LGBO","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","80","80","45470","40650"
"In post","2022","Unknown","Unknown","Unknown","9180","8965","40700","32000"
"In post","2022","Unknown","Veterinarian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Unknown","35","30","39790","37240"
"In post","2022","White","Commercial","Heterosexual / straight","3825","3675","40510","37470"
"In post","2022","White","Commercial","LGBO","230","225","37670","34610"
"In post","2022","White","Commercial","Undeclared","310","295","39590","36810"
"In post","2022","White","Commercial","Unknown","250","235","38620","36650"
"In post","2022","White","Communications","Heterosexual / straight","2345","2255","42770","39460"
"In post","2022","White","Communications","LGBO","225","220","41020","38620"
"In post","2022","White","Communications","Undeclared","185","180","41150","37740"
"In post","2022","White","Communications","Unknown","145","135","42090","38620"
"In post","2022","White","Corporate Finance","Heterosexual / straight","45","45","56090","48540"
"In post","2022","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","Unknown","50","50","42490","38580"
"In post","2022","White","Counter Fraud","Heterosexual / straight","3460","3130","29260","27570"
"In post","2022","White","Counter Fraud","LGBO","190","185","29220","27570"
"In post","2022","White","Counter Fraud","Undeclared","360","315","28040","27570"
"In post","2022","White","Counter Fraud","Unknown","665","565","28270","27570"
"In post","2022","White","Digital, Data and Technology","Heterosexual / straight","10980","10650","42390","39000"
"In post","2022","White","Digital, Data and Technology","LGBO","740","730","40370","36500"
"In post","2022","White","Digital, Data and Technology","Undeclared","935","905","41190","38160"
"In post","2022","White","Digital, Data and Technology","Unknown","935","890","41420","38030"
"In post","2022","White","Economics","Heterosexual / straight","1070","1040","49880","51500"
"In post","2022","White","Economics","LGBO","115","115","44770","39910"
"In post","2022","White","Economics","Undeclared","90","85","46930","44410"
"In post","2022","White","Economics","Unknown","50","50","58500","58590"
"In post","2022","White","Finance","Heterosexual / straight","7505","7190","40630","36160"
"In post","2022","White","Finance","LGBO","340","335","41590","36780"
"In post","2022","White","Finance","Undeclared","620","590","40180","35360"
"In post","2022","White","Finance","Unknown","440","410","38800","35310"
"In post","2022","White","Geography","Heterosexual / straight","285","270","31770","33290"
"In post","2022","White","Geography","LGBO","15","15","[c]","[c]"
"In post","2022","White","Geography","Undeclared","20","15","[c]","[c]"
"In post","2022","White","Geography","Unknown","15","15","[c]","[c]"
"In post","2022","White","Human Resources","Heterosexual / straight","6225","5880","39580","35310"
"In post","2022","White","Human Resources","LGBO","440","430","40290","35310"
"In post","2022","White","Human Resources","Undeclared","380","360","36690","33310"
"In post","2022","White","Human Resources","Unknown","285","260","35720","32590"
"In post","2022","White","Inspector of Education and Training","Heterosexual / straight","730","710","65990","70500"
"In post","2022","White","Inspector of Education and Training","LGBO","50","50","71020","75500"
"In post","2022","White","Inspector of Education and Training","Undeclared","30","30","[c]","[c]"
"In post","2022","White","Inspector of Education and Training","Unknown","25","25","[c]","[c]"
"In post","2022","White","Intelligence Analysis","Heterosexual / straight","2060","1965","33620","30820"
"In post","2022","White","Intelligence Analysis","LGBO","105","100","33980","30480"
"In post","2022","White","Intelligence Analysis","Undeclared","205","195","34410","30970"
"In post","2022","White","Intelligence Analysis","Unknown","85","80","35150","31530"
"In post","2022","White","Internal Audit","Heterosexual / straight","470","450","46540","43490"
"In post","2022","White","Internal Audit","LGBO","30","30","48280","42720"
"In post","2022","White","Internal Audit","Undeclared","50","50","46930","40580"
"In post","2022","White","Internal Audit","Unknown","20","20","[c]","[c]"
"In post","2022","White","International Trade","Heterosexual / straight","700","690","48940","51370"
"In post","2022","White","International Trade","LGBO","90","90","48180","49370"
"In post","2022","White","International Trade","Undeclared","45","45","48380","47870"
"In post","2022","White","International Trade","Unknown","30","30","[c]","[c]"
"In post","2022","White","Knowledge and Information Management","Heterosexual / straight","1390","1335","35600","32400"
"In post","2022","White","Knowledge and Information Management","LGBO","100","95","34270","31990"
"In post","2022","White","Knowledge and Information Management","Undeclared","165","155","34870","33280"
"In post","2022","White","Knowledge and Information Management","Unknown","135","125","37390","33240"
"In post","2022","White","Legal","Heterosexual / straight","6575","6135","49140","49860"
"In post","2022","White","Legal","LGBO","420","405","50110","51250"
"In post","2022","White","Legal","Undeclared","490","450","49600","47240"
"In post","2022","White","Legal","Unknown","1035","940","52110","55610"
"In post","2022","White","Medicine","Heterosexual / straight","1455","1290","52020","40060"
"In post","2022","White","Medicine","LGBO","55","55","59460","46440"
"In post","2022","White","Medicine","Undeclared","130","115","64130","47470"
"In post","2022","White","Medicine","Unknown","90","75","76010","68290"
"In post","2022","White","Operational Delivery","Heterosexual / straight","139050","127300","29060","27380"
"In post","2022","White","Operational Delivery","LGBO","9175","8855","28710","27470"
"In post","2022","White","Operational Delivery","Undeclared","12635","11225","28320","26910"
"In post","2022","White","Operational Delivery","Unknown","16960","14475","27740","27130"
"In post","2022","White","Operational Research","Heterosexual / straight","470","445","47020","47010"
"In post","2022","White","Operational Research","LGBO","65","65","39850","38020"
"In post","2022","White","Operational Research","Undeclared","35","35","46620","41750"
"In post","2022","White","Operational Research","Unknown","290","275","45630","47010"
"In post","2022","White","Other","Heterosexual / straight","18220","17220","29970","26670"
"In post","2022","White","Other","LGBO","900","875","30190","27570"
"In post","2022","White","Other","Undeclared","1535","1445","29860","26670"
"In post","2022","White","Other","Unknown","1255","1140","32390","27570"
"In post","2022","White","Planning","Heterosexual / straight","160","150","46700","42980"
"In post","2022","White","Planning","LGBO","15","15","[c]","[c]"
"In post","2022","White","Planning","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Planning","Unknown","5","5","[c]","[c]"
"In post","2022","White","Planning Inspectors","Heterosexual / straight","270","245","56200","58810"
"In post","2022","White","Planning Inspectors","LGBO","10","10","[c]","[c]"
"In post","2022","White","Planning Inspectors","Undeclared","20","15","[c]","[c]"
"In post","2022","White","Planning Inspectors","Unknown","15","10","[c]","[c]"
"In post","2022","White","Policy","Heterosexual / straight","18405","17800","48600","47470"
"In post","2022","White","Policy","LGBO","2035","2005","46960","42460"
"In post","2022","White","Policy","Undeclared","1580","1530","46970","42200"
"In post","2022","White","Policy","Unknown","640","605","50650","50130"
"In post","2022","White","Project Delivery","Heterosexual / straight","9690","9300","44130","40520"
"In post","2022","White","Project Delivery","LGBO","540","535","42900","40040"
"In post","2022","White","Project Delivery","Undeclared","705","665","43960","40520"
"In post","2022","White","Project Delivery","Unknown","865","805","41540","40000"
"In post","2022","White","Property","Heterosexual / straight","4755","4565","38510","33960"
"In post","2022","White","Property","LGBO","200","195","37990","33310"
"In post","2022","White","Property","Undeclared","350","330","39350","35970"
"In post","2022","White","Property","Unknown","250","240","36790","36400"
"In post","2022","White","Psychology","Heterosexual / straight","1020","975","36070","31180"
"In post","2022","White","Psychology","LGBO","65","65","31480","29060"
"In post","2022","White","Psychology","Undeclared","60","55","35690","31180"
"In post","2022","White","Psychology","Unknown","65","60","42940","43870"
"In post","2022","White","Science and Engineering","Heterosexual / straight","7405","7130","38930","37400"
"In post","2022","White","Science and Engineering","LGBO","415","405","35390","31770"
"In post","2022","White","Science and Engineering","Undeclared","820","775","38940","36290"
"In post","2022","White","Science and Engineering","Unknown","2215","2120","41550","38820"
"In post","2022","White","Security","Heterosexual / straight","5980","5835","31630","28080"
"In post","2022","White","Security","LGBO","265","265","33700","31990"
"In post","2022","White","Security","Undeclared","510","495","34990","38200"
"In post","2022","White","Security","Unknown","345","335","37540","38160"
"In post","2022","White","Social Research","Heterosexual / straight","835","795","43100","39100"
"In post","2022","White","Social Research","LGBO","105","105","40340","37610"
"In post","2022","White","Social Research","Undeclared","60","55","42880","38340"
"In post","2022","White","Social Research","Unknown","45","40","44050","40320"
"In post","2022","White","Statistics","Heterosexual / straight","1410","1350","45350","40910"
"In post","2022","White","Statistics","LGBO","165","160","40450","38250"
"In post","2022","White","Statistics","Undeclared","110","105","42000","38340"
"In post","2022","White","Statistics","Unknown","90","85","44590","39850"
"In post","2022","White","Tax","Heterosexual / straight","8980","8500","37520","33370"
"In post","2022","White","Tax","LGBO","770","750","34110","33080"
"In post","2022","White","Tax","Undeclared","630","590","38040","33370"
"In post","2022","White","Tax","Unknown","965","880","36950","33370"
"In post","2022","White","Unknown","Heterosexual / straight","15290","14760","43080","37300"
"In post","2022","White","Unknown","LGBO","1520","1500","39820","34550"
"In post","2022","White","Unknown","Undeclared","875","850","43830","39660"
"In post","2022","White","Unknown","Unknown","1855","1740","39590","34600"
"In post","2022","White","Veterinarian","Heterosexual / straight","250","240","43750","39330"
"In post","2022","White","Veterinarian","LGBO","10","10","[c]","[c]"
"In post","2022","White","Veterinarian","Undeclared","35","35","48360","50570"
"In post","2022","White","Veterinarian","Unknown","20","20","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Heterosexual / straight","100","[c]","39810","38050"
"Leaver CS","2022","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Heterosexual / straight","35","[c]","41790","39990"
"Leaver CS","2022","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Heterosexual / straight","40","[c]","38570","35840"
"Leaver CS","2022","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Heterosexual / straight","30","[c]","35140","33650"
"Leaver CS","2022","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Heterosexual / straight","30","[c]","47570","51250"
"Leaver CS","2022","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Heterosexual / straight","30","[c]","66400","72760"
"Leaver CS","2022","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Heterosexual / straight","930","[c]","28180","27570"
"Leaver CS","2022","Asian","Operational Delivery","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Undeclared","70","[c]","28400","26880"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","70","[c]","27720","25460"
"Leaver CS","2022","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Heterosexual / straight","90","[c]","29830","27350"
"Leaver CS","2022","Asian","Other","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Heterosexual / straight","110","[c]","42260","39550"
"Leaver CS","2022","Asian","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Heterosexual / straight","60","[c]","34100","32640"
"Leaver CS","2022","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Heterosexual / straight","140","[c]","38950","30660"
"Leaver CS","2022","Asian","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","315","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Heterosexual / straight","40","[c]","45080","42230"
"Leaver CS","2022","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Heterosexual / straight","715","[c]","29380","28170"
"Leaver CS","2022","Black","Operational Delivery","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Undeclared","50","[c]","31130","27570"
"Leaver CS","2022","Black","Operational Delivery","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Heterosexual / straight","75","[c]","30900","31060"
"Leaver CS","2022","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","[c]","[c]","[c]","[c]"
