"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","2870","[c]","36840","32000"
"Leaver Dept.","2022","Unknown","White","Heterosexual / straight","765","[c]","43290","38200"
"Leaver Dept.","2022","Unknown","White","LGBO","80","[c]","40070","36210"
"Leaver Dept.","2022","Unknown","White","Undeclared","170","[c]","48560","41170"
"Leaver Dept.","2022","Unknown","White","Unknown","560","[c]","50090","42480"
"New entrant CS","2022","Declared disabled","Asian","Heterosexual / straight","285","[c]","29110","27570"
"New entrant CS","2022","Declared disabled","Asian","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","Heterosexual / straight","260","[c]","30530","28690"
"New entrant CS","2022","Declared disabled","Black","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","Heterosexual / straight","165","[c]","30120","27570"
"New entrant CS","2022","Declared disabled","Mixed","LGBO","55","[c]","27390","26910"
"New entrant CS","2022","Declared disabled","Mixed","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Undeclared","60","[c]","32880","30090"
"New entrant CS","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","100","[c]","29860","26720"
"New entrant CS","2022","Declared disabled","White","Heterosexual / straight","3000","[c]","28920","26590"
"New entrant CS","2022","Declared disabled","White","LGBO","780","[c]","27960","26590"
"New entrant CS","2022","Declared disabled","White","Undeclared","245","[c]","29300","27540"
"New entrant CS","2022","Declared disabled","White","Unknown","60","[c]","28990","25780"
"New entrant CS","2022","Declared non-disabled","Asian","Heterosexual / straight","3665","[c]","29520","27570"
"New entrant CS","2022","Declared non-disabled","Asian","LGBO","95","[c]","29460","27570"
"New entrant CS","2022","Declared non-disabled","Asian","Undeclared","135","[c]","29380","27570"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","95","[c]","28880","26110"
"New entrant CS","2022","Declared non-disabled","Black","Heterosexual / straight","1975","[c]","29820","27680"
"New entrant CS","2022","Declared non-disabled","Black","LGBO","45","[c]","30940","29510"
"New entrant CS","2022","Declared non-disabled","Black","Undeclared","55","[c]","30390","29290"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Heterosexual / straight","930","[c]","29420","27500"
"New entrant CS","2022","Declared non-disabled","Mixed","LGBO","110","[c]","29190","27310"
"New entrant CS","2022","Declared non-disabled","Mixed","Undeclared","70","[c]","28090","26140"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Heterosexual / straight","270","[c]","29700","27570"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Heterosexual / straight","190","[c]","28970","26880"
"New entrant CS","2022","Declared non-disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Undeclared","215","[c]","31580","27570"
"New entrant CS","2022","Declared non-disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","170","[c]","32740","29230"
"New entrant CS","2022","Declared non-disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Undeclared","45","[c]","29480","26860"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","730","[c]","25010","21300"
"New entrant CS","2022","Declared non-disabled","White","Heterosexual / straight","23805","[c]","29780","26590"
"New entrant CS","2022","Declared non-disabled","White","LGBO","2490","[c]","29200","26590"
"New entrant CS","2022","Declared non-disabled","White","Undeclared","1085","[c]","30680","27570"
"New entrant CS","2022","Declared non-disabled","White","Unknown","600","[c]","28550","26030"
"New entrant CS","2022","Undeclared","Asian","Heterosexual / straight","145","[c]","29190","27570"
"New entrant CS","2022","Undeclared","Asian","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Heterosexual / straight","60","[c]","31240","30210"
"New entrant CS","2022","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Heterosexual / straight","50","[c]","31360","28500"
"New entrant CS","2022","Undeclared","Mixed","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Heterosexual / straight","30","[c]","30540","27760"
"New entrant CS","2022","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Undeclared","275","[c]","33860","30260"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Heterosexual / straight","830","[c]","29040","27060"
"New entrant CS","2022","Undeclared","White","LGBO","165","[c]","27530","26170"
"New entrant CS","2022","Undeclared","White","Undeclared","170","[c]","30640","28200"
"New entrant CS","2022","Undeclared","White","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Heterosexual / straight","435","[c]","31390","27680"
"New entrant CS","2022","Unknown","Asian","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","150","[c]","30890","28540"
"New entrant CS","2022","Unknown","Black","Heterosexual / straight","165","[c]","32840","28840"
"New entrant CS","2022","Unknown","Black","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","45","[c]","32360","30910"
"New entrant CS","2022","Unknown","Mixed","Heterosexual / straight","130","[c]","32000","29360"
"New entrant CS","2022","Unknown","Mixed","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Heterosexual / straight","30","[c]","29750","27620"
"New entrant CS","2022","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Undeclared","80","[c]","35520","32770"
"New entrant CS","2022","Unknown","Undeclared","Unknown","50","[c]","34990","30280"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","160","[c]","30260","27570"
"New entrant CS","2022","Unknown","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","555","[c]","36620","32790"
"New entrant CS","2022","Unknown","Unknown","Unknown","19740","[c]","29010","26140"
"New entrant CS","2022","Unknown","White","Heterosexual / straight","2680","[c]","32680","28970"
"New entrant CS","2022","Unknown","White","LGBO","310","[c]","30450","27680"
"New entrant CS","2022","Unknown","White","Undeclared","175","[c]","33080","30350"
"New entrant CS","2022","Unknown","White","Unknown","510","[c]","31070","26590"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
