"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","White","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","London","100","95","41550","39020"
"In post","2022","Declared non-disabled","Asian","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","South East (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","South West (England)","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","West Midlands (England)","30","30","38800","36780"
"In post","2022","Declared non-disabled","Asian","Commercial","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","London","90","85","43100","40330"
"In post","2022","Declared non-disabled","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Corporate Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","East of England","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","London","275","245","29230","26200"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","North West (England)","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Scotland","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","South East (England)","40","35","27830","28060"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Wales","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","West Midlands (England)","65","60","26560","27570"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Yorkshire and The Humber","35","30","27720","27570"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","East of England","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","London","480","470","47710","43470"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","North East (England)","65","65","43810","40670"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","North West (England)","115","115","40050","36080"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","South East (England)","30","30","38550","35970"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","South West (England)","55","55","35610","32500"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Wales","30","30","37630","38080"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","West Midlands (England)","110","110","39690","36070"
"In post","2022","Declared non-disabled","Asian","Digital, Data and Technology","Yorkshire and The Humber","90","90","40630","36980"
"In post","2022","Declared non-disabled","Asian","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","London","150","150","44420","38020"
"In post","2022","Declared non-disabled","Asian","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Wales","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","East of England","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","London","405","395","44420","40940"
"In post","2022","Declared non-disabled","Asian","Finance","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","North West (England)","40","40","37940","31990"
"In post","2022","Declared non-disabled","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","Scotland","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","South East (England)","45","45","33850","30730"
"In post","2022","Declared non-disabled","Asian","Finance","South West (England)","40","40","39360","33150"
"In post","2022","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","Wales","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","West Midlands (England)","95","95","36100","33300"
"In post","2022","Declared non-disabled","Asian","Finance","Yorkshire and The Humber","55","50","38160","33370"
"In post","2022","Declared non-disabled","Asian","Geography","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","East Midlands (England)","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","East of England","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","London","250","240","41620","36650"
"In post","2022","Declared non-disabled","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","North West (England)","30","30","28570","26350"
"In post","2022","Declared non-disabled","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Scotland","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","South East (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Wales","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","London","120","115","33290","29620"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Intelligence Analysis","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","London","35","35","47390","48250"
"In post","2022","Declared non-disabled","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","London","70","70","44910","38540"
"In post","2022","Declared non-disabled","Asian","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","London","60","55","37140","34260"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","East Midlands (England)","35","35","44280","46980"
"In post","2022","Declared non-disabled","Asian","Legal","East of England","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","London","455","430","52820","52500"
"In post","2022","Declared non-disabled","Asian","Legal","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","North West (England)","60","55","42770","40180"
"In post","2022","Declared non-disabled","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","Scotland","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","South East (England)","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","Wales","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","West Midlands (England)","90","85","41030","40740"
"In post","2022","Declared non-disabled","Asian","Legal","Yorkshire and The Humber","60","55","43700","44780"
"In post","2022","Declared non-disabled","Asian","Medicine","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","East of England","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","London","45","35","70550","65920"
"In post","2022","Declared non-disabled","Asian","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","South East (England)","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","South West (England)","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Wales","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","East Midlands (England)","1095","985","25620","25120"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","East of England","660","600","27270","26560"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","London","4955","4570","31380","30330"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","North East (England)","260","230","25180","21680"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","North West (England)","1515","1375","25680","24880"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Scotland","235","215","28940","23230"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","South East (England)","685","620","28370","27570"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","South West (England)","175","155","26970","26660"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Unknown","70","65","29520","30330"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Wales","215","200","26100","23920"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","West Midlands (England)","2550","2350","25830","25120"
"In post","2022","Declared non-disabled","Asian","Operational Delivery","Yorkshire and The Humber","1415","1295","26230","26120"
"In post","2022","Declared non-disabled","Asian","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","East Midlands (England)","35","35","26440","27570"
"In post","2022","Declared non-disabled","Asian","Other","East of England","55","50","28230","27570"
"In post","2022","Declared non-disabled","Asian","Other","London","615","600","34540","31060"
"In post","2022","Declared non-disabled","Asian","Other","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","North West (England)","100","90","25800","22250"
"In post","2022","Declared non-disabled","Asian","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","Scotland","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","South East (England)","80","75","25290","23170"
"In post","2022","Declared non-disabled","Asian","Other","South West (England)","55","50","30310","27570"
"In post","2022","Declared non-disabled","Asian","Other","Unknown","45","35","25170","25110"
"In post","2022","Declared non-disabled","Asian","Other","Wales","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Other","West Midlands (England)","135","120","24910","21380"
"In post","2022","Declared non-disabled","Asian","Other","Yorkshire and The Humber","145","130","24560","21260"
"In post","2022","Declared non-disabled","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","East of England","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","London","1465","1430","45080","40460"
"In post","2022","Declared non-disabled","Asian","Policy","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","North West (England)","45","45","39400","36740"
"In post","2022","Declared non-disabled","Asian","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","Overseas","65","65","46360","40660"
"In post","2022","Declared non-disabled","Asian","Policy","Scotland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","Wales","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Policy","West Midlands (England)","95","95","37530","36500"
"In post","2022","Declared non-disabled","Asian","Policy","Yorkshire and The Humber","65","60","37680","35310"
"In post","2022","Declared non-disabled","Asian","Project Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Project Delivery","East of England","30","30","38850","37000"
"In post","2022","Declared non-disabled","Asian","Project Delivery","London","405","390","43100","41000"
