"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Unknown","Unknown","130","125","35290","33000"
"Leaver CS","2022","Asian","Analysis","London","50","[c]","37060","34500"
"Leaver CS","2022","Asian","Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","London","50","[c]","47410","40810"
"Leaver CS","2022","Asian","Digital, Data & Technology","Outside London","65","[c]","38090","37720"
"Leaver CS","2022","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","London","40","[c]","43280","50500"
"Leaver CS","2022","Asian","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","London","615","[c]","36230","31060"
"Leaver CS","2022","Asian","No function","Outside London","680","[c]","29070","27570"
"Leaver CS","2022","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","London","245","[c]","33020","29080"
"Leaver CS","2022","Asian","Unknown","Outside London","335","[c]","26270","24630"
"Leaver CS","2022","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","London","575","[c]","33020","31060"
"Leaver CS","2022","Black","No function","Outside London","375","[c]","28070","27570"
"Leaver CS","2022","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","London","130","[c]","32940","30650"
"Leaver CS","2022","Black","Unknown","Outside London","120","[c]","27610","25040"
"Leaver CS","2022","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","London","220","[c]","35200","31060"
"Leaver CS","2022","Mixed","No function","Outside London","340","[c]","26260","26580"
"Leaver CS","2022","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","London","45","[c]","38250","31470"
"Leaver CS","2022","Mixed","Unknown","Outside London","100","[c]","28100","25180"
"Leaver CS","2022","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","London","90","[c]","38870","31060"
"Leaver CS","2022","Other ethnicity","No function","Outside London","80","[c]","29850","27570"
"Leaver CS","2022","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Outside London","35","[c]","24590","19610"
"Leaver CS","2022","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Outside London","30","[c]","27570","27570"
"Leaver CS","2022","Undeclared","Debt","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Outside London","75","[c]","37720","34910"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","London","205","[c]","42340","38290"
"Leaver CS","2022","Undeclared","No function","Outside London","620","[c]","30110","27540"
"Leaver CS","2022","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Outside London","65","[c]","39730","38250"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Outside London","45","[c]","31320","26950"
"Leaver CS","2022","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Outside London","40","[c]","33870","39070"
"Leaver CS","2022","Undeclared","Unknown","London","100","[c]","38590","35070"
"Leaver CS","2022","Undeclared","Unknown","Outside London","360","[c]","29270","27370"
"Leaver CS","2022","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","London","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","95","[c]","75080","68000"
"Leaver CS","2022","Unknown","Commercial","Outside London","85","[c]","60440","53320"
"Leaver CS","2022","Unknown","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","95","[c]","45210","40600"
"Leaver CS","2022","Unknown","Communications","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","London","95","[c]","47070","49700"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Outside London","185","[c]","37720","36000"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Outside London","50","[c]","35360","27230"
"Leaver CS","2022","Unknown","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Outside London","75","[c]","22570","21300"
"Leaver CS","2022","Unknown","Human Resources","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Outside London","50","[c]","27980","26350"
"Leaver CS","2022","Unknown","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","London","30","[c]","59670","55340"
"Leaver CS","2022","Unknown","Legal","Outside London","50","[c]","38720","37120"
"Leaver CS","2022","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","London","1315","[c]","36560","31060"
"Leaver CS","2022","Unknown","No function","Outside London","3050","[c]","26240","22600"
"Leaver CS","2022","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","295","[c]","24420","21840"
"Leaver CS","2022","Unknown","Project Delivery","London","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","135","[c]","33610","31550"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","120","[c]","26210","22040"
"Leaver CS","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","125","[c]","28470","26570"
"Leaver CS","2022","Unknown","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","435","[c]","35080","31060"
"Leaver CS","2022","Unknown","Unknown","Outside London","2265","[c]","28930","27230"
"Leaver CS","2022","Unknown","Unknown","Overseas","30","[c]","41380","41600"
"Leaver CS","2022","Unknown","Unknown","Unknown","295","[c]","35680","32700"
"Leaver CS","2022","White","Analysis","London","130","[c]","43130","37530"
"Leaver CS","2022","White","Analysis","Outside London","180","[c]","36920","32010"
"Leaver CS","2022","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","50","[c]","58890","54700"
"Leaver CS","2022","White","Commercial","Outside London","180","[c]","38250","36460"
"Leaver CS","2022","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","London","130","[c]","43570","40050"
"Leaver CS","2022","White","Communications","Outside London","75","[c]","37070","36000"
"Leaver CS","2022","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","30","[c]","36130","33770"
"Leaver CS","2022","White","Counter Fraud","Outside London","220","[c]","28390","27570"
"Leaver CS","2022","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Outside London","165","[c]","22520","21260"
"Leaver CS","2022","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","London","180","[c]","51110","53100"
"Leaver CS","2022","White","Digital, Data & Technology","Outside London","590","[c]","39590","36840"
"Leaver CS","2022","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","London","65","[c]","50310","41920"
"Leaver CS","2022","White","Finance","Outside London","235","[c]","38240","34290"
"Leaver CS","2022","White","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","Outside London","75","[c]","25110","24920"
"Leaver CS","2022","White","Human Resources","London","125","[c]","46330","40490"
"Leaver CS","2022","White","Human Resources","Outside London","305","[c]","32330","27570"
"Leaver CS","2022","White","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","215","[c]","51910","51250"
"Leaver CS","2022","White","Legal","Outside London","290","[c]","44230","44750"
"Leaver CS","2022","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","London","2510","[c]","43260","36800"
"Leaver CS","2022","White","No function","Outside London","13085","[c]","29330","27570"
"Leaver CS","2022","White","No function","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","335","[c]","23640","21840"
"Leaver CS","2022","White","Project Delivery","London","100","[c]","56380","56110"
"Leaver CS","2022","White","Project Delivery","Outside London","790","[c]","36620","34050"
"Leaver CS","2022","White","Project Delivery","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","40","[c]","50560","45040"
"Leaver CS","2022","White","Property","Outside London","340","[c]","32090","27000"
"Leaver CS","2022","White","Property","Overseas","5","[c]","[c]","[c]"
