"Status","Year","Age","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Inner London - East","London","10","10","52660","46940"
"In post","2022","60-64","Intelligence Analysis","Inner London - West","London","20","20","48450","46860"
"In post","2022","60-64","Intelligence Analysis","Kent","Outside London","20","20","29130","27370"
"In post","2022","60-64","Intelligence Analysis","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Lincolnshire","Outside London","10","10","32110","32670"
"In post","2022","60-64","Intelligence Analysis","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Outer London - West and North West","London","35","30","34670","31870"
"In post","2022","60-64","Intelligence Analysis","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Inner London - West","London","20","20","51170","49750"
"In post","2022","60-64","Internal Audit","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","Inner London - West","London","30","30","52600","55780"
"In post","2022","60-64","International Trade","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","60-64","International Trade","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","41000","39430"
"In post","2022","60-64","Knowledge and Information Management","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Dorset and Somerset","Outside London","10","10","27670","22330"
"In post","2022","60-64","Knowledge and Information Management","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","East Wales","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30","30","35940","33080"
"In post","2022","60-64","Knowledge and Information Management","Hampshire and Isle of Wight","Outside London","15","15","30480","29200"
"In post","2022","60-64","Knowledge and Information Management","Inner London - East","London","5","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Inner London - West","London","50","50","40960","34730"
"In post","2022","60-64","Knowledge and Information Management","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Merseyside","Outside London","15","10","28940","27570"
"In post","2022","60-64","Knowledge and Information Management","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Outer London - West and North West","London","10","10","34970","31840"
"In post","2022","60-64","Knowledge and Information Management","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","West Yorkshire","Outside London","10","10","29100","27570"
"In post","2022","60-64","Legal","Bedfordshire and Hertfordshire","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","15","50410","53430"
"In post","2022","60-64","Legal","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Derbyshire and Nottinghamshire","Outside London","15","15","40130","38560"
"In post","2022","60-64","Legal","Devon","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Legal","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","East Anglia","Outside London","25","20","38920","35980"
"In post","2022","60-64","Legal","East Wales","Outside London","35","25","40510","34930"
"In post","2022","60-64","Legal","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Legal","Essex","Outside London","10","10","53070","57600"
"In post","2022","60-64","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","35","30","46660","44780"
"In post","2022","60-64","Legal","Greater Manchester","Outside London","45","35","44220","43710"
"In post","2022","60-64","Legal","Hampshire and Isle of Wight","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Inner London - East","London","70","60","48170","43710"
"In post","2022","60-64","Legal","Inner London - West","London","140","125","67750","66290"
"In post","2022","60-64","Legal","Kent","Outside London","15","10","43560","36240"
"In post","2022","60-64","Legal","Lancashire","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Legal","Merseyside","Outside London","25","20","48070","51470"
"In post","2022","60-64","Legal","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Legal","Northumberland, and Tyne and Wear","Outside London","20","15","47070","50300"
"In post","2022","60-64","Legal","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Outer London - South","London","35","25","46280","40910"
"In post","2022","60-64","Legal","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","60-64","Legal","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","South Yorkshire","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Surrey, East and West Sussex","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Legal","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Legal","West Central Scotland","Outside London","40","35","48200","43930"
"In post","2022","60-64","Legal","West Midlands","Outside London","30","25","49940","52410"
"In post","2022","60-64","Legal","West Wales and The Valleys","Outside London","10","10","51060","54200"
"In post","2022","60-64","Legal","West Yorkshire","Outside London","25","20","50160","53350"
"In post","2022","60-64","Medicine","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","48680","39030"
"In post","2022","60-64","Medicine","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Derbyshire and Nottinghamshire","Outside London","10","10","43010","37160"
"In post","2022","60-64","Medicine","Devon","Outside London","10","10","31970","19550"
"In post","2022","60-64","Medicine","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","East Anglia","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Medicine","East Wales","Outside London","15","15","48460","33670"
"In post","2022","60-64","Medicine","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Medicine","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","82120","85230"
"In post","2022","60-64","Medicine","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Hampshire and Isle of Wight","Outside London","20","15","53850","40870"
"In post","2022","60-64","Medicine","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Inner London - East","London","15","10","87340","81720"
"In post","2022","60-64","Medicine","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Medicine","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Medicine","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Medicine","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Outer London - West and North West","London","10","10","120280","118730"
"In post","2022","60-64","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Medicine","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Medicine","West Wales and The Valleys","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","270","240","29890","29000"
"In post","2022","60-64","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","405","340","29190","27570"
"In post","2022","60-64","Operational Delivery","Cheshire","Outside London","270","220","28790","27370"
"In post","2022","60-64","Operational Delivery","Cornwall and Isles of Scilly","Outside London","110","90","25900","26840"
"In post","2022","60-64","Operational Delivery","Cumbria","Outside London","145","120","25220","22180"
"In post","2022","60-64","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","720","575","27480","26820"
"In post","2022","60-64","Operational Delivery","Devon","Outside London","495","385","27320","25880"
"In post","2022","60-64","Operational Delivery","Dorset and Somerset","Outside London","275","220","28170","27570"
"In post","2022","60-64","Operational Delivery","East Anglia","Outside London","705","580","27510","26830"
"In post","2022","60-64","Operational Delivery","East Wales","Outside London","805","635","27760","24630"
"In post","2022","60-64","Operational Delivery","East Yorkshire and Northern Lincolnshire","Outside London","325","245","28290","27570"
"In post","2022","60-64","Operational Delivery","Eastern Scotland","Outside London","725","550","28290","27570"
"In post","2022","60-64","Operational Delivery","Essex","Outside London","350","280","28030","27370"
"In post","2022","60-64","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","565","455","30030","27570"
"In post","2022","60-64","Operational Delivery","Greater Manchester","Outside London","1025","815","26430","25600"
"In post","2022","60-64","Operational Delivery","Hampshire and Isle of Wight","Outside London","775","600","26310","23470"
"In post","2022","60-64","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","225","190","27570","26120"
"In post","2022","60-64","Operational Delivery","Highlands and Islands","Outside London","95","75","27880","27570"
"In post","2022","60-64","Operational Delivery","Inner London - East","London","735","655","34660","31060"
"In post","2022","60-64","Operational Delivery","Inner London - West","London","700","645","35410","30110"
"In post","2022","60-64","Operational Delivery","Kent","Outside London","590","475","28970","27370"
"In post","2022","60-64","Operational Delivery","Lancashire","Outside London","1030","800","26060","25120"
"In post","2022","60-64","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","435","365","25990","26120"
"In post","2022","60-64","Operational Delivery","Lincolnshire","Outside London","160","130","27360","27570"
"In post","2022","60-64","Operational Delivery","Merseyside","Outside London","1370","1075","26150","22510"
"In post","2022","60-64","Operational Delivery","North Eastern Scotland","Outside London","80","60","33700","27390"
"In post","2022","60-64","Operational Delivery","North Yorkshire","Outside London","130","105","28810","26780"
"In post","2022","60-64","Operational Delivery","Northern Ireland","Outside London","100","80","28430","26820"
"In post","2022","60-64","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","1620","1200","24650","22080"
"In post","2022","60-64","Operational Delivery","Outer London - East and North East","London","265","215","30760","30780"
"In post","2022","60-64","Operational Delivery","Outer London - South","London","600","535","32090","29370"
"In post","2022","60-64","Operational Delivery","Outer London - West and North West","London","580","480","30770","30430"
"In post","2022","60-64","Operational Delivery","Overseas","Overseas","20","20","55870","59120"
"In post","2022","60-64","Operational Delivery","Shropshire and Staffordshire","Outside London","545","425","27350","26750"
"In post","2022","60-64","Operational Delivery","South Yorkshire","Outside London","520","395","26370","26060"
"In post","2022","60-64","Operational Delivery","Southern Scotland","Outside London","375","275","25830","23780"
"In post","2022","60-64","Operational Delivery","Surrey, East and West Sussex","Outside London","685","545","28060","27570"
"In post","2022","60-64","Operational Delivery","Tees Valley and Durham","Outside London","765","570","26870","26590"
"In post","2022","60-64","Operational Delivery","Unknown","Unknown","55","45","31460","29860"
"In post","2022","60-64","Operational Delivery","West Central Scotland","Outside London","990","740","26510","25610"
"In post","2022","60-64","Operational Delivery","West Midlands","Outside London","1095","895","27690","26780"
"In post","2022","60-64","Operational Delivery","West Wales and The Valleys","Outside London","1145","855","25750","21840"
"In post","2022","60-64","Operational Delivery","West Yorkshire","Outside London","825","640","27420","26780"
"In post","2022","60-64","Operational Research","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Hampshire and Isle of Wight","Outside London","25","20","50150","48090"
"In post","2022","60-64","Operational Research","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","60-64","Operational Research","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Bedfordshire and Hertfordshire","Outside London","55","45","28500","26670"
"In post","2022","60-64","Other","Berkshire, Buckinghamshire and Oxfordshire","Outside London","110","105","29700","26510"
"In post","2022","60-64","Other","Cheshire","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Other","Cornwall and Isles of Scilly","Outside London","45","45","24690","21380"
"In post","2022","60-64","Other","Cumbria","Outside London","20","20","22930","21000"
"In post","2022","60-64","Other","Derbyshire and Nottinghamshire","Outside London","45","40","29360","25880"
"In post","2022","60-64","Other","Devon","Outside London","75","70","26490","21830"
"In post","2022","60-64","Other","Dorset and Somerset","Outside London","120","115","27220","21830"
"In post","2022","60-64","Other","East Anglia","Outside London","180","175","24100","21380"
"In post","2022","60-64","Other","East Wales","Outside London","95","90","27400","25720"
"In post","2022","60-64","Other","East Yorkshire and Northern Lincolnshire","Outside London","95","85","26930","26930"
"In post","2022","60-64","Other","Eastern Scotland","Outside London","85","70","31770","27570"
"In post","2022","60-64","Other","Essex","Outside London","20","20","24810","23300"
"In post","2022","60-64","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","375","345","34420","32140"
"In post","2022","60-64","Other","Greater Manchester","Outside London","75","65","24220","21260"
"In post","2022","60-64","Other","Hampshire and Isle of Wight","Outside London","290","280","27840","22730"
"In post","2022","60-64","Other","Herefordshire, Worcestershire and Warwickshire","Outside London","60","45","23910","21260"
"In post","2022","60-64","Other","Highlands and Islands","Outside London","55","45","23010","21260"
"In post","2022","60-64","Other","Inner London - East","London","45","40","48170","40860"
"In post","2022","60-64","Other","Inner London - West","London","155","145","40170","30000"
"In post","2022","60-64","Other","Kent","Outside London","35","30","25790","22330"
"In post","2022","60-64","Other","Lancashire","Outside London","40","35","25990","22080"
"In post","2022","60-64","Other","Leicestershire, Rutland and Northamptonshire","Outside London","40","35","24470","21320"
"In post","2022","60-64","Other","Lincolnshire","Outside London","100","95","22930","21170"
"In post","2022","60-64","Other","Merseyside","Outside London","70","55","25310","22330"
"In post","2022","60-64","Other","North Eastern Scotland","Outside London","10","10","28500","26790"
"In post","2022","60-64","Other","North Yorkshire","Outside London","115","110","23350","21170"
"In post","2022","60-64","Other","Northern Ireland","Outside London","40","40","23070","22580"
"In post","2022","60-64","Other","Northumberland, and Tyne and Wear","Outside London","110","90","23710","21260"
"In post","2022","60-64","Other","Outer London - East and North East","London","15","15","28040","24980"
"In post","2022","60-64","Other","Outer London - South","London","55","50","37170","29780"
"In post","2022","60-64","Other","Outer London - West and North West","London","75","75","28010","25890"
"In post","2022","60-64","Other","Overseas","Overseas","20","20","49980","36780"
"In post","2022","60-64","Other","Shropshire and Staffordshire","Outside London","140","130","29070","29350"
"In post","2022","60-64","Other","South Yorkshire","Outside London","45","35","24890","21550"
"In post","2022","60-64","Other","Southern Scotland","Outside London","45","40","27670","26020"
"In post","2022","60-64","Other","Surrey, East and West Sussex","Outside London","50","40","28260","27570"
"In post","2022","60-64","Other","Tees Valley and Durham","Outside London","25","20","25330","25310"
"In post","2022","60-64","Other","Unknown","Unknown","140","135","37480","34460"
"In post","2022","60-64","Other","West Central Scotland","Outside London","95","85","30020","27570"
"In post","2022","60-64","Other","West Midlands","Outside London","75","60","24260","21550"
"In post","2022","60-64","Other","West Wales and The Valleys","Outside London","90","75","35830","29430"
"In post","2022","60-64","Other","West Yorkshire","Outside London","50","40","24680","21380"
"In post","2022","60-64","Planning","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Policy","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Derbyshire and Nottinghamshire","Outside London","15","10","39780","35980"
"In post","2022","60-64","Policy","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Policy","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","East Anglia","Outside London","10","10","38860","31680"
"In post","2022","60-64","Policy","East Wales","Outside London","80","75","46890","38160"
"In post","2022","60-64","Policy","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Essex","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","57060","46480"
"In post","2022","60-64","Policy","Greater Manchester","Outside London","10","10","35400","30360"
"In post","2022","60-64","Policy","Hampshire and Isle of Wight","Outside London","20","20","37920","34800"
"In post","2022","60-64","Policy","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Inner London - East","London","40","35","54810","55980"
"In post","2022","60-64","Policy","Inner London - West","London","575","540","51090","46460"
"In post","2022","60-64","Policy","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Lancashire","Outside London","10","10","38950","34180"
"In post","2022","60-64","Policy","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Merseyside","Outside London","20","20","49720","45870"
