"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Government Legal Department","Other","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","Other","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","Project Delivery","Female","25","25","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Communications","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Communications","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Female","105","105","37670","38550"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Male","75","75","40230","38550"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","155","145","34600","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","110","105","35270","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Female","45","40","43230","40520"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Male","40","40","44880","40720"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Female","550","515","53590","55210"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Male","570","545","56590","58600"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","1455","1385","45190","40520"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","1265","1235","46860","40520"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Female","305","280","35030","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Male","335","315","35370","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","Female","75","70","43600","40180"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","Male","85","80","48650","40180"
"In post","2022","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Legal","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Project Delivery","Female","25","25","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Met Office","Operational Delivery","Female","60","60","40140","39650"
"In post","2022","Project Delivery","Met Office","Operational Delivery","Male","150","150","42670","40320"
"In post","2022","Project Delivery","Met Office","Project Delivery","Female","95","90","39730","39650"
"In post","2022","Project Delivery","Met Office","Project Delivery","Male","105","100","41530","40040"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Female","1210","1170","41270","40000"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Male","1470","1445","45730","40580"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Female","30","30","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Male","30","30","41910","41750"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Female","100","100","42030","41750"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Male","75","75","42460","36630"
"In post","2022","Project Delivery","National Crime Agency","Project Delivery","Female","55","50","43180","40170"
"In post","2022","Project Delivery","National Crime Agency","Project Delivery","Male","35","35","48090","48060"
"In post","2022","Project Delivery","National Savings and Investments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Savings and Investments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Savings and Investments","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Planning Inspectorate","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Planning Inspectorate","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Registers of Scotland","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Registers of Scotland","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Rural Payments Agency","Project Delivery","Female","75","65","37780","35900"
"In post","2022","Project Delivery","Rural Payments Agency","Project Delivery","Male","75","70","36940","35900"
"In post","2022","Project Delivery","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scottish Prison Service","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Serious Fraud Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Serious Fraud Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Submarine Delivery Agency","Operational Delivery","Female","180","165","31240","28780"
"In post","2022","Project Delivery","Submarine Delivery Agency","Operational Delivery","Male","145","140","35860","33900"
"In post","2022","Project Delivery","Submarine Delivery Agency","Policy","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Submarine Delivery Agency","Policy","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Submarine Delivery Agency","Project Delivery","Female","175","165","41250","39860"
"In post","2022","Project Delivery","Submarine Delivery Agency","Project Delivery","Male","320","320","47150","44890"
"In post","2022","Project Delivery","Submarine Delivery Agency","Science and Engineering","Female","85","85","39920","34000"
"In post","2022","Project Delivery","Submarine Delivery Agency","Science and Engineering","Male","690","685","41340","39950"
"In post","2022","Project Delivery","The Insolvency Service","Project Delivery","Female","30","30","[c]","[c]"
"In post","2022","Project Delivery","The Insolvency Service","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","UK Debt Management Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","UK Debt Management Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","UK Export Finance","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","UK Export Finance","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","UK Hydrographic Office","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","UK Hydrographic Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","UK Space Agency","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","UK Space Agency","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","UK Space Agency","Policy","Female","30","30","47790","49100"
"In post","2022","Project Delivery","UK Space Agency","Policy","Male","40","40","49440","52900"
"In post","2022","Project Delivery","UK Space Agency","Project Delivery","Female","45","45","45130","40050"
"In post","2022","Project Delivery","UK Space Agency","Project Delivery","Male","45","45","51340","49080"
"In post","2022","Project Delivery","UK Statistics Authority","Project Delivery","Female","165","155","39440","36840"
"In post","2022","Project Delivery","UK Statistics Authority","Project Delivery","Male","90","85","44150","38160"
"In post","2022","Project Delivery","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Valuation Office Agency","Project Delivery","Female","45","45","41020","40160"
"In post","2022","Project Delivery","Valuation Office Agency","Project Delivery","Male","30","25","[c]","[c]"
"In post","2022","Project Delivery","Vehicle Certification Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Vehicle Certification Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Policy","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Project Delivery","Female","20","15","[c]","[c]"
"In post","2022","Project Delivery","Wilton Park","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Cabinet Office (excl. agencies)","Unknown","Female","60","60","46630","40600"
"In post","2022","Property","Cabinet Office (excl. agencies)","Unknown","Male","50","50","53610","53960"
"In post","2022","Property","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Companies House","Property","Female","5","5","[c]","[c]"
"In post","2022","Property","Companies House","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Crown Prosecution Service","Property","Female","15","15","[c]","[c]"
"In post","2022","Property","Crown Prosecution Service","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Defence Electronics and Components Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Electronics and Components Agency","Property","Male","15","15","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Other","Female","75","70","26650","22700"
"In post","2022","Property","Defence Equipment and Support","Other","Male","170","165","23940","20700"
"In post","2022","Property","Defence Equipment and Support","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Property","Female","10","10","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Property","Male","30","30","36170","34130"
"In post","2022","Property","Defence Equipment and Support","Security","Female","5","5","[c]","[c]"
"In post","2022","Property","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Defence Science and Technology Laboratory","Property","Female","10","10","[c]","[c]"
"In post","2022","Property","Defence Science and Technology Laboratory","Property","Male","30","30","46490","47010"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Policy","Female","15","15","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Policy","Male","5","5","[c]","[c]"
"In post","2022","Property","Department for Education (excl. agencies)","Property","Female","220","215","48500","50400"
"In post","2022","Property","Department for Education (excl. agencies)","Property","Male","320","315","53630","55410"
"In post","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","235","220","36070","32560"
"In post","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","180","175","42560","38750"
"In post","2022","Property","Department for International Trade","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for International Trade","Property","Male","5","5","[c]","[c]"
"In post","2022","Property","Department for Transport (excl. agencies)","Property","Female","10","10","[c]","[c]"
"In post","2022","Property","Department for Transport (excl. agencies)","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Department for Work and Pensions (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Work and Pensions (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Work and Pensions (excl. agencies)","Property","Female","85","80","41220","37590"
"In post","2022","Property","Department for Work and Pensions (excl. agencies)","Property","Male","105","100","45480","39540"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Female","15","15","[c]","[c]"
"In post","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Male","15","15","[c]","[c]"
"In post","2022","Property","Driver and Vehicle Licensing Agency","Property","Female","35","30","30060","30730"
"In post","2022","Property","Driver and Vehicle Licensing Agency","Property","Male","35","30","31470","30730"
"In post","2022","Property","Driver and Vehicle Standards Agency","Property","Female","20","20","[c]","[c]"
"In post","2022","Property","Driver and Vehicle Standards Agency","Property","Male","20","20","[c]","[c]"
"In post","2022","Property","Estyn","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Estyn","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","FCDO Services","Property","Female","45","45","37140","31420"
"In post","2022","Property","FCDO Services","Property","Male","300","300","40530","40090"
"In post","2022","Property","Food Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Food Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Female","20","20","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Male","45","45","58790","61090"
"In post","2022","Property","Government Property Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Property","Government Property Agency","Finance","Female","25","25","[c]","[c]"
"In post","2022","Property","Government Property Agency","Finance","Male","30","30","[c]","[c]"
"In post","2022","Property","Government Property Agency","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Property","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Other","Female","15","15","[c]","[c]"
"In post","2022","Property","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Property","Government Property Agency","Project Delivery","Male","25","25","[c]","[c]"
"In post","2022","Property","Government Property Agency","Property","Female","55","55","50030","49700"
"In post","2022","Property","Government Property Agency","Property","Male","95","90","52250","53220"
"In post","2022","Property","Government Property Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Government Property Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Property","Health and Safety Executive","Property","Female","10","5","[c]","[c]"
"In post","2022","Property","Health and Safety Executive","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Courts and Tribunals Service","Property","Female","45","45","35440","34260"
"In post","2022","Property","HM Courts and Tribunals Service","Property","Male","60","60","45590","41750"
"In post","2022","Property","HM Land Registry","Property","Female","10","10","[c]","[c]"
"In post","2022","Property","HM Land Registry","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","HM Revenue and Customs (excl. agencies)","Property","Female","105","100","40530","40520"
"In post","2022","Property","HM Revenue and Customs (excl. agencies)","Property","Male","145","140","42440","40180"
"In post","2022","Property","HM Treasury (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Intellectual Property Office","Operational Delivery","Female","15","10","[c]","[c]"
"In post","2022","Property","Intellectual Property Office","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Property","Maritime and Coastguard Agency","Property","Female","5","5","[c]","[c]"
"In post","2022","Property","Maritime and Coastguard Agency","Property","Male","5","5","[c]","[c]"
"In post","2022","Property","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Met Office","Property","Female","15","10","[c]","[c]"
"In post","2022","Property","Met Office","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Ministry of Defence (excl. agencies)","Property","Female","800","765","30690","33000"
"In post","2022","Property","Ministry of Defence (excl. agencies)","Property","Male","1290","1260","32260","33300"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Finance","Female","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Finance","Male","10","10","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Policy","Female","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Project Delivery","Female","5","5","[c]","[c]"
