"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","AA","535","[c]","19170","19050"
"Leaver CS","2022","Unknown","No function","AA/AO","AO","1910","[c]","21940","21260"
"Leaver CS","2022","Unknown","No function","EO","EO","1005","[c]","28260","27570"
"Leaver CS","2022","Unknown","No function","G6/G7","G6","130","[c]","69960","66580"
"Leaver CS","2022","Unknown","No function","G6/G7","G7","310","[c]","53800","53360"
"Leaver CS","2022","Unknown","No function","SCS level","SCS level","115","[c]","100070","93000"
"Leaver CS","2022","Unknown","No function","SEO/HEO","HEO","550","[c]","33290","32790"
"Leaver CS","2022","Unknown","No function","SEO/HEO","SEO","365","[c]","41500","40650"
"Leaver CS","2022","Unknown","No function","Unknown","Unknown","580","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","EO","45","[c]","23440","23230"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","HEO","50","[c]","32400","33000"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","SEO","50","[c]","41480","40580"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","AA","45","[c]","19180","19010"
"Leaver CS","2022","Unknown","Property","AA/AO","AO","55","[c]","22720","22010"
"Leaver CS","2022","Unknown","Property","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","AA","55","[c]","22040","21030"
"Leaver CS","2022","Unknown","Security","AA/AO","AO","105","[c]","32700","39070"
"Leaver CS","2022","Unknown","Security","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AA","180","[c]","21650","21050"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AO","1490","[c]","22090","21260"
"Leaver CS","2022","Unknown","Unknown","EO","EO","845","[c]","27540","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G6","75","[c]","70560","75340"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G7","120","[c]","57630","57190"
"Leaver CS","2022","Unknown","Unknown","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","HEO","375","[c]","35710","35050"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","SEO","185","[c]","43350","41950"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","340","[c]","36030","33270"
"Leaver Dept.","2022","Declared disabled","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","AO","160","[c]","21330","21260"
"Leaver Dept.","2022","Declared disabled","No function","EO","EO","355","[c]","27490","27570"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","G6","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","G7","125","[c]","53800","53260"
"Leaver Dept.","2022","Declared disabled","No function","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","HEO","260","[c]","32260","32330"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","SEO","155","[c]","39600","40050"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","AO","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","EO","65","[c]","26930","26330"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","G6/G7","G7","65","[c]","54460","53600"
"Leaver Dept.","2022","Declared non-disabled","Analysis","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","SEO/HEO","HEO","100","[c]","33220","33290"
"Leaver Dept.","2022","Declared non-disabled","Analysis","SEO/HEO","SEO","65","[c]","42310","42580"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G6/G7","G7","40","[c]","53730","53860"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SEO/HEO","HEO","40","[c]","32470","33000"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SEO/HEO","SEO","55","[c]","40580","40580"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","SEO/HEO","HEO","95","[c]","34150","33950"
"Leaver Dept.","2022","Declared non-disabled","Communications","SEO/HEO","SEO","55","[c]","41010","40640"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","EO","EO","50","[c]","27830","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","AA/AO","AO","35","[c]","21230","21260"
"Leaver Dept.","2022","Declared non-disabled","Debt","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","EO","EO","65","[c]","27660","27460"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","G7","95","[c]","55030","54700"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","HEO","110","[c]","32930","32870"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","SEO","125","[c]","39750","39640"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","EO","EO","45","[c]","25770","25120"
"Leaver Dept.","2022","Declared non-disabled","Finance","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","G6/G7","G7","70","[c]","54500","54700"
"Leaver Dept.","2022","Declared non-disabled","Finance","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","SEO/HEO","HEO","65","[c]","32880","32010"
"Leaver Dept.","2022","Declared non-disabled","Finance","SEO/HEO","SEO","85","[c]","39670","39960"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","AA/AO","AO","30","[c]","21130","21300"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AA/AO","AO","35","[c]","21630","21170"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","EO","EO","130","[c]","27190","27570"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G6/G7","G6","35","[c]","65400","64700"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G6/G7","G7","60","[c]","53510","53190"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SEO/HEO","HEO","135","[c]","32200","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SEO/HEO","SEO","70","[c]","40120","40070"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","EO","EO","30","[c]","27230","27350"
"Leaver Dept.","2022","Declared non-disabled","Legal","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","G6/G7","G7","40","[c]","54860","52070"
"Leaver Dept.","2022","Declared non-disabled","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","AA/AO","AA","135","[c]","19990","19100"
"Leaver Dept.","2022","Declared non-disabled","No function","AA/AO","AO","1275","[c]","21390","21260"
"Leaver Dept.","2022","Declared non-disabled","No function","EO","EO","2355","[c]","27100","27570"
"Leaver Dept.","2022","Declared non-disabled","No function","G6/G7","G6","455","[c]","69360","66180"
"Leaver Dept.","2022","Declared non-disabled","No function","G6/G7","G7","1260","[c]","53290","53360"
"Leaver Dept.","2022","Declared non-disabled","No function","SCS level","SCS level","350","[c]","96240","95140"
"Leaver Dept.","2022","Declared non-disabled","No function","SEO/HEO","HEO","1830","[c]","32190","32330"
"Leaver Dept.","2022","Declared non-disabled","No function","SEO/HEO","SEO","1375","[c]","39690","40070"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","EO","EO","95","[c]","24520","25500"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","G6/G7","G6","35","[c]","66010","66150"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","G6/G7","G7","80","[c]","53090","53130"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SEO/HEO","HEO","135","[c]","31400","31970"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SEO/HEO","SEO","100","[c]","40170","40550"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
