"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","Male","2450","2425","59370","57580"
"In post","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SCS level","Female","70","70","86260","79560"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SCS level","Male","135","135","93750","90000"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Female","2315","2200","36920","36320"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Male","4110","4050","38350","37890"
"In post","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","AA/AO","Male","35","35","21770","19860"
"In post","2022","Declared non-disabled","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","EO","Female","50","50","27100","26820"
"In post","2022","Declared non-disabled","Economics","EO","Male","35","35","27130","27680"
"In post","2022","Declared non-disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","G6/G7","Female","250","235","59730","57620"
"In post","2022","Declared non-disabled","Economics","G6/G7","Male","395","390","60390","58000"
"In post","2022","Declared non-disabled","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","SCS level","Female","30","30","85120","79800"
"In post","2022","Declared non-disabled","Economics","SCS level","Male","45","45","96810","82740"
"In post","2022","Declared non-disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","SEO/HEO","Female","195","190","36180","34710"
"In post","2022","Declared non-disabled","Economics","SEO/HEO","Male","340","340","35860","34710"
"In post","2022","Declared non-disabled","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","AA/AO","Female","445","390","21870","21380"
"In post","2022","Declared non-disabled","Finance","AA/AO","Male","190","180","22050","21820"
"In post","2022","Declared non-disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","EO","Female","1045","975","26950","26670"
"In post","2022","Declared non-disabled","Finance","EO","Male","570","565","27040","26670"
"In post","2022","Declared non-disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","G6/G7","Female","960","920","58330","57170"
"In post","2022","Declared non-disabled","Finance","G6/G7","Male","1010","995","59940","58240"
"In post","2022","Declared non-disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","SCS level","Female","105","100","86750","80630"
"In post","2022","Declared non-disabled","Finance","SCS level","Male","145","140","89990","82280"
"In post","2022","Declared non-disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","SEO/HEO","Female","2255","2150","37200","36240"
"In post","2022","Declared non-disabled","Finance","SEO/HEO","Male","1800","1775","38110","37450"
"In post","2022","Declared non-disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Male","40","40","51130","44470"
"In post","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","EO","Female","40","35","27500","26740"
"In post","2022","Declared non-disabled","Geography","EO","Male","50","50","27430","26740"
"In post","2022","Declared non-disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SEO/HEO","Female","55","50","36000","33290"
"In post","2022","Declared non-disabled","Geography","SEO/HEO","Male","105","100","35320","33290"
"In post","2022","Declared non-disabled","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","AA/AO","Female","595","530","21950","21380"
"In post","2022","Declared non-disabled","Human Resources","AA/AO","Male","205","200","22020","21410"
"In post","2022","Declared non-disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","EO","Female","785","720","27070","26820"
"In post","2022","Declared non-disabled","Human Resources","EO","Male","300","295","27700","27390"
"In post","2022","Declared non-disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","G6/G7","Female","1045","1000","57790","55940"
"In post","2022","Declared non-disabled","Human Resources","G6/G7","Male","445","440","58660","57460"
"In post","2022","Declared non-disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","SCS level","Female","105","100","86800","79050"
"In post","2022","Declared non-disabled","Human Resources","SCS level","Male","55","55","86450","79600"
"In post","2022","Declared non-disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","SEO/HEO","Female","2005","1890","36290","35320"
"In post","2022","Declared non-disabled","Human Resources","SEO/HEO","Male","860","840","37180","36740"
"In post","2022","Declared non-disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","Female","295","290","75040","75500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","Male","190","190","76440","75500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Female","265","260","50130","51360"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Male","35","35","50690","51360"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","AA/AO","Female","55","50","23520","22280"
"In post","2022","Declared non-disabled","Intelligence Analysis","AA/AO","Male","35","35","23340","21680"
"In post","2022","Declared non-disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","EO","Female","600","550","27390","27370"
"In post","2022","Declared non-disabled","Intelligence Analysis","EO","Male","545","525","27900","27370"
"In post","2022","Declared non-disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","G6/G7","Female","65","65","58250","57680"
"In post","2022","Declared non-disabled","Intelligence Analysis","G6/G7","Male","100","100","60040","58470"
"In post","2022","Declared non-disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","Female","365","350","35790","35070"
"In post","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","Male","530","525","37560","37000"
"In post","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","EO","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","G6/G7","Female","65","65","58600","56450"
"In post","2022","Declared non-disabled","Internal Audit","G6/G7","Male","85","85","57610","56490"
"In post","2022","Declared non-disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","Female","200","185","40260","40180"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","Male","155","150","41100","41230"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","EO","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","EO","Male","35","35","28160","27200"
"In post","2022","Declared non-disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","G6/G7","Female","155","155","56380","53560"
"In post","2022","Declared non-disabled","International Trade","G6/G7","Male","210","210","56730","54650"
"In post","2022","Declared non-disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","SCS level","Female","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","SCS level","Male","40","40","82970","75570"
"In post","2022","Declared non-disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","SEO/HEO","Female","155","155","35870","34380"
"In post","2022","Declared non-disabled","International Trade","SEO/HEO","Male","220","220","36480","38160"
"In post","2022","Declared non-disabled","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","Female","155","145","22320","21380"
"In post","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","Male","90","90","22430","21280"
"In post","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","EO","Female","260","240","27770","27570"
"In post","2022","Declared non-disabled","Knowledge and Information Management","EO","Male","155","155","27580","27570"
"In post","2022","Declared non-disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","Female","110","105","56840","54540"
"In post","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","Male","110","105","58830","57460"
"In post","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Female","390","365","36510","35530"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Male","355","350","36900","36650"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AA/AO","Female","95","80","22240","22080"
"In post","2022","Declared non-disabled","Legal","AA/AO","Male","55","55","22590","22080"
"In post","2022","Declared non-disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","EO","Female","595","560","28380","27130"
"In post","2022","Declared non-disabled","Legal","EO","Male","510","505","28350","26820"
"In post","2022","Declared non-disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","G6/G7","Female","2785","2510","59040","57540"
"In post","2022","Declared non-disabled","Legal","G6/G7","Male","1665","1605","60680","59930"
"In post","2022","Declared non-disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","SCS level","Female","165","155","86200","82500"
"In post","2022","Declared non-disabled","Legal","SCS level","Male","130","130","89500","83830"
"In post","2022","Declared non-disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","Female","1490","1360","40620","40180"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","Male","1060","1030","39460","37930"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AA/AO","Female","195","180","23560","23280"
"In post","2022","Declared non-disabled","Medicine","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","EO","Female","155","135","32200","31530"
"In post","2022","Declared non-disabled","Medicine","EO","Male","50","50","31420","31530"
"In post","2022","Declared non-disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","G6/G7","Female","290","245","72480","74070"
"In post","2022","Declared non-disabled","Medicine","G6/G7","Male","175","155","76680","78010"
"In post","2022","Declared non-disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","SCS level","Female","100","90","100120","98720"
"In post","2022","Declared non-disabled","Medicine","SCS level","Male","65","60","102580","101100"
"In post","2022","Declared non-disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","SEO/HEO","Female","375","335","39990","39030"
"In post","2022","Declared non-disabled","Medicine","SEO/HEO","Male","115","110","40820","39030"
"In post","2022","Declared non-disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","AA/AO","Female","39450","33340","22240","21260"
"In post","2022","Declared non-disabled","Operational Delivery","AA/AO","Male","26405","25210","23950","21840"
"In post","2022","Declared non-disabled","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","EO","Female","34580","30580","27710","27570"
"In post","2022","Declared non-disabled","Operational Delivery","EO","Male","22840","21950","28150","27570"
"In post","2022","Declared non-disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","G6/G7","Female","2860","2760","57510","55130"
"In post","2022","Declared non-disabled","Operational Delivery","G6/G7","Male","2700","2660","59760","57460"
"In post","2022","Declared non-disabled","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","SCS level","Female","275","265","87280","80000"
"In post","2022","Declared non-disabled","Operational Delivery","SCS level","Male","310","300","91110","84520"
"In post","2022","Declared non-disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","SEO/HEO","Female","14545","13680","35960","34290"
"In post","2022","Declared non-disabled","Operational Delivery","SEO/HEO","Male","11915","11555","37780","36130"
"In post","2022","Declared non-disabled","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","Female","9035","8335","30150","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","Male","2870","2750","31760","29600"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","EO","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","EO","Male","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","G6/G7","Female","130","120","56030","55210"
"In post","2022","Declared non-disabled","Operational Research","G6/G7","Male","280","270","54800","54160"
"In post","2022","Declared non-disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SEO/HEO","Female","175","170","36880","38070"
"In post","2022","Declared non-disabled","Operational Research","SEO/HEO","Male","230","225","37080","38070"
"In post","2022","Declared non-disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","AA/AO","Female","4570","4110","21440","21260"
"In post","2022","Declared non-disabled","Other","AA/AO","Male","2615","2555","21010","21170"
"In post","2022","Declared non-disabled","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","EO","Female","3435","3165","27330","27570"
"In post","2022","Declared non-disabled","Other","EO","Male","2655","2610","26880","27570"
"In post","2022","Declared non-disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","G6/G7","Female","645","610","59190","57430"
"In post","2022","Declared non-disabled","Other","G6/G7","Male","830","815","61550","58110"
"In post","2022","Declared non-disabled","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","SCS level","Female","105","100","90860","83510"
"In post","2022","Declared non-disabled","Other","SCS level","Male","130","125","103050","92000"
"In post","2022","Declared non-disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","SEO/HEO","Female","2380","2255","35720","35000"
"In post","2022","Declared non-disabled","Other","SEO/HEO","Male","2280","2240","35920","35050"
"In post","2022","Declared non-disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","EO","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G6/G7","Male","40","40","58130","59750"
"In post","2022","Declared non-disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SEO/HEO","Female","40","40","39360","39100"
"In post","2022","Declared non-disabled","Planning","SEO/HEO","Male","45","40","38910","38160"
"In post","2022","Declared non-disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","G6/G7","Female","95","85","56050","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","G6/G7","Male","160","145","57750","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","AA/AO","Female","290","275","23680","24050"
"In post","2022","Declared non-disabled","Policy","AA/AO","Male","150","150","24250","24370"
"In post","2022","Declared non-disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","EO","Female","1055","1005","28340","28270"
"In post","2022","Declared non-disabled","Policy","EO","Male","675","670","28290","28500"
"In post","2022","Declared non-disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","G6/G7","Female","4675","4445","57990","56340"
"In post","2022","Declared non-disabled","Policy","G6/G7","Male","4470","4405","58720","57450"
"In post","2022","Declared non-disabled","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","SCS level","Female","715","670","83170","76830"
"In post","2022","Declared non-disabled","Policy","SCS level","Male","755","745","86410","78100"
"In post","2022","Declared non-disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","SEO/HEO","Female","5345","5145","37370","37000"
"In post","2022","Declared non-disabled","Policy","SEO/HEO","Male","4255","4205","37500","37030"
"In post","2022","Declared non-disabled","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","Female","230","185","21990","21260"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","Male","90","85","21940","21260"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","EO","Female","625","575","26980","26780"
"In post","2022","Declared non-disabled","Project Delivery","EO","Male","355","345","26550","26670"
"In post","2022","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","Female","1550","1495","57100","55210"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","Male","1945","1905","57980","55410"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","Female","130","125","87090","80490"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","Male","165","165","91920","86230"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","Female","3210","3030","36770","36840"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","Male","2805","2755","37760","38550"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Female","125","120","41050","39100"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Male","240","240","46920","42470"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","AA/AO","Female","280","250","20990","21300"
