"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","UK Statistics Authority","Finance","Wales","40","40","33850","30210"
"In post","2022","Finance","UK Supreme Court","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","London","15","15","54410","48680"
"In post","2022","Finance","Valuation Office Agency","Finance","North East (England)","10","10","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","North West (England)","10","10","49080","55700"
"In post","2022","Finance","Valuation Office Agency","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","South West (England)","10","10","35580","36760"
"In post","2022","Finance","Valuation Office Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","Yorkshire and The Humber","15","15","35890","33370"
"In post","2022","Finance","Vehicle Certification Agency","Finance","South West (England)","10","10","35950","27620"
"In post","2022","Finance","Veterinary Medicines Directorate","Finance","South East (England)","5","5","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Corporate Finance","West Midlands (England)","10","10","44560","40800"
"In post","2022","Finance","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Finance","West Midlands (England)","15","15","71590","65040"
"In post","2022","Finance","Welsh Revenue Authority","Finance","Wales","10","10","40030","29430"
"In post","2022","Finance","Wilton Park","Finance","South East (England)","5","5","[c]","[c]"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","East Midlands (England)","100","95","24700","21300"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","East of England","60","60","25030","22430"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","North East (England)","400","370","24520","21300"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","North West (England)","890","800","24180","21300"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","South East (England)","175","160","28060","25190"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","South West (England)","260","235","26540","25190"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","West Midlands (England)","170","155","25120","24920"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","Yorkshire and The Humber","250","235","25930","24920"
"In post","2022","Grants Management","Rural Payments Agency","Policy","South East (England)","5","5","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","London","15","15","39430","36350"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","10","10","37300","37300"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","London","430","415","47930","42270"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","North East (England)","365","340","27410","24100"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","North West (England)","115","115","39420","37300"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Scotland","35","35","37290","32000"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","South East (England)","20","20","43770","40600"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Unknown","25","25","42030","37300"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","25","25","59850","53940"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","100","95","41800","38420"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","10","10","35570","29750"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Human Resources","North West (England)","15","15","33420","29160"
"In post","2022","Human Resources","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Companies House","Human Resources","Wales","55","55","37260","39820"
"In post","2022","Human Resources","Competition and Markets Authority","Human Resources","London","40","40","49600","44360"
"In post","2022","Human Resources","Competition and Markets Authority","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Human Resources","East of England","10","5","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Human Resources","North West (England)","25","25","41480","40050"
"In post","2022","Human Resources","Crown Commercial Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","45","45","35020","31540"
"In post","2022","Human Resources","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","London","45","40","44330","39750"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","North West (England)","45","45","32080","30130"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","35","35","38240","32290"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Human Resources","Wales","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Human Resources","South West (England)","175","165","38200","32710"
"In post","2022","Human Resources","Defence Equipment and Support","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Other","South West (England)","35","35","32260","31090"
"In post","2022","Human Resources","Defence Equipment and Support","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","South West (England)","80","75","34190","29230"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","65","65","49400","45930"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Wales","20","20","39280","31770"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","10","10","46160","40050"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","London","60","55","44170","35520"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","London","10","10","48160","47180"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","North East (England)","30","30","29590","27680"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","North West (England)","25","25","40120","34400"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","West Midlands (England)","25","25","32490","29360"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","Yorkshire and The Humber","35","35","33100","29360"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","East Midlands (England)","10","10","36700","29570"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","East of England","15","15","38890","37360"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","55","55","44800","41640"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","North East (England)","10","10","38090","36570"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","North West (England)","30","30","43000","47550"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","South East (England)","35","35","44920","39630"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","South West (England)","80","75","37650","36740"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","West Midlands (England)","30","25","41010","37530"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Yorkshire and The Humber","40","35","43720","47550"
"In post","2022","Human Resources","Department for International Trade","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","London","110","110","44530","38870"
"In post","2022","Human Resources","Department for International Trade","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","30","30","52470","53130"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","North West (England)","35","30","33740","30190"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","London","40","40","52570","54110"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","Wales","15","15","34350","31040"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","London","10","10","39300","33280"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","Wales","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","East Midlands (England)","20","20","33090","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","London","155","150","43540","39000"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","North East (England)","125","115","37380","32900"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","North West (England)","150","135","36560","32650"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Scotland","30","25","35970","31990"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","South East (England)","15","15","34790","30580"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","South West (England)","10","10","39580","33650"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Wales","20","20","31280","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","West Midlands (England)","30","30","31780","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Yorkshire and The Humber","205","190","38120","33180"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","East Midlands (England)","20","20","27170","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","East of England","25","25","30520","29410"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","90","85","34070","31880"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","North East (England)","80","75","29540","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","North West (England)","160","155","30250","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Scotland","70","65","28390","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","South East (England)","40","40","29380","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","South West (England)","35","30","28750","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Wales","50","50","28070","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Midlands (England)","65","60","28680","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Yorkshire and The Humber","95","85","31880","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","London","115","110","39730","32790"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Yorkshire and The Humber","30","30","36890","32790"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Wales","190","180","31790","30730"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","East Midlands (England)","15","15","37290","38650"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","East of England","20","15","31340","31780"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","North East (England)","10","10","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","South West (England)","45","40","37740","38650"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Wales","10","10","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Human Resources","South East (England)","40","40","40150","33990"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","South West (England)","5","5","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","Yorkshire and The Humber","25","20","36710","30810"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","205","200","50450","48220"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","25","25","45550","39230"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Scotland","40","40","42390","39630"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Scotland","20","20","27450","21740"
