"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Unknown","No function","Science and Engineering","70","65","46590","47010"
"In post","2022","50-59","Unknown","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","No function","Tax","450","430","34620","33370"
"In post","2022","50-59","Unknown","No function","Unknown","180","170","41750","32290"
"In post","2022","50-59","Unknown","No function","Veterinarian","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Commercial","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Operational Delivery","45","40","38650","31990"
"In post","2022","50-59","Unknown","Project Delivery","Other","35","35","35880","34290"
"In post","2022","50-59","Unknown","Project Delivery","Policy","70","70","54540","55210"
"In post","2022","50-59","Unknown","Project Delivery","Project Delivery","260","255","48320","42470"
"In post","2022","50-59","Unknown","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Science and Engineering","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","Tax","30","30","36070","33440"
"In post","2022","50-59","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Property","Operational Delivery","60","55","23500","22010"
"In post","2022","50-59","Unknown","Property","Other","45","45","30790","29900"
"In post","2022","50-59","Unknown","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Property","Property","175","170","40060","35590"
"In post","2022","50-59","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","Security","215","210","33640","33390"
"In post","2022","50-59","Unknown","Security","Unknown","60","55","31420","33300"
"In post","2022","50-59","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Digital, Data and Technology","50","50","55460","57430"
"In post","2022","50-59","Unknown","Unknown","Finance","35","35","41430","34610"
"In post","2022","50-59","Unknown","Unknown","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Medicine","65","60","51130","39630"
"In post","2022","50-59","Unknown","Unknown","Operational Delivery","435","370","29770","25770"
"In post","2022","50-59","Unknown","Unknown","Other","765","755","38040","34460"
"In post","2022","50-59","Unknown","Unknown","Policy","60","60","48630","41950"
"In post","2022","50-59","Unknown","Unknown","Project Delivery","30","30","44270","37810"
"In post","2022","50-59","Unknown","Unknown","Science and Engineering","30","30","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Unknown","615","595","43000","36130"
"In post","2022","50-59","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","50-59","White","Analysis","Economics","55","55","76850","69300"
"In post","2022","50-59","White","Analysis","Finance","10","10","[c]","[c]"
"In post","2022","50-59","White","Analysis","Geography","20","20","[c]","[c]"
"In post","2022","50-59","White","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","50-59","White","Analysis","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","50-59","White","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Operational Delivery","145","140","36410","31700"
"In post","2022","50-59","White","Analysis","Operational Research","90","85","48590","47060"
"In post","2022","50-59","White","Analysis","Other","35","30","75630","62050"
"In post","2022","50-59","White","Analysis","Policy","55","50","57450","57410"
"In post","2022","50-59","White","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Science and Engineering","120","115","43620","39390"
"In post","2022","50-59","White","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Social Research","65","60","54430","55730"
"In post","2022","50-59","White","Analysis","Statistics","210","200","51370","51210"
"In post","2022","50-59","White","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","White","Commercial","Commercial","790","770","42520","40090"
"In post","2022","50-59","White","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Operational Delivery","80","75","49470","43890"
"In post","2022","50-59","White","Commercial","Other","25","20","[c]","[c]"
"In post","2022","50-59","White","Commercial","Policy","5","5","[c]","[c]"
"In post","2022","50-59","White","Commercial","Project Delivery","20","20","[c]","[c]"
"In post","2022","50-59","White","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Commercial","Science and Engineering","40","40","44650","42880"
"In post","2022","50-59","White","Commercial","Unknown","100","100","81880","65700"
"In post","2022","50-59","White","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Communications","Communications","485","475","42560","38070"
"In post","2022","50-59","White","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Communications","Human Resources","5","5","[c]","[c]"
"In post","2022","50-59","White","Communications","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","50-59","White","Communications","Operational Delivery","210","200","32860","28920"
"In post","2022","50-59","White","Communications","Other","10","5","[c]","[c]"
"In post","2022","50-59","White","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Communications","Tax","190","175","29400","26820"
"In post","2022","50-59","White","Communications","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","White","Counter Fraud","Counter Fraud","1795","1660","29600","27570"
"In post","2022","50-59","White","Counter Fraud","Intelligence Analysis","30","30","39420","37770"
"In post","2022","50-59","White","Counter Fraud","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","50-59","White","Counter Fraud","Legal","725","700","35800","33370"
"In post","2022","50-59","White","Counter Fraud","Operational Delivery","1020","945","32210","28920"
"In post","2022","50-59","White","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Counter Fraud","Other","90","80","41210","35980"
"In post","2022","50-59","White","Counter Fraud","Tax","430","410","44490","40520"
"In post","2022","50-59","White","Counter Fraud","Unknown","80","80","38580","33080"
"In post","2022","50-59","White","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Debt","Operational Delivery","680","610","26920","22080"
"In post","2022","50-59","White","Debt","Other","630","540","22700","21260"
"In post","2022","50-59","White","Debt","Tax","50","50","23660","21250"
"In post","2022","50-59","White","Debt","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Digital, Data and Technology","3705","3610","43050","40000"
"In post","2022","50-59","White","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Knowledge and Information Management","245","240","33490","30370"
"In post","2022","50-59","White","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Operational Delivery","125","120","38490","33640"
"In post","2022","50-59","White","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Other","15","15","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Policy","30","25","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Project Delivery","65","60","39990","36930"
"In post","2022","50-59","White","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Science and Engineering","175","160","43490","40040"
"In post","2022","50-59","White","Digital, Data & Technology","Security","5","5","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Tax","25","25","[c]","[c]"
"In post","2022","50-59","White","Digital, Data & Technology","Unknown","145","145","53080","54700"
"In post","2022","50-59","White","Finance","Commercial","200","190","37440","33730"
"In post","2022","50-59","White","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Finance","Corporate Finance","25","25","[c]","[c]"
"In post","2022","50-59","White","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Finance","Digital, Data and Technology","40","35","43060","39820"
"In post","2022","50-59","White","Finance","Finance","2025","1950","42820","38920"
"In post","2022","50-59","White","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Finance","Operational Delivery","445","375","27850","22080"
"In post","2022","50-59","White","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Finance","Policy","10","10","[c]","[c]"
"In post","2022","50-59","White","Finance","Project Delivery","10","10","[c]","[c]"
"In post","2022","50-59","White","Finance","Property","10","10","[c]","[c]"
"In post","2022","50-59","White","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Finance","Security","110","105","43440","37380"
"In post","2022","50-59","White","Finance","Tax","15","15","[c]","[c]"
"In post","2022","50-59","White","Finance","Unknown","45","45","49570","40600"
"In post","2022","50-59","White","Grants Management","Operational Delivery","360","330","27620","25190"
"In post","2022","50-59","White","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Human Resources","2120","2035","40840","36920"
"In post","2022","50-59","White","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Legal","10","10","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Operational Delivery","410","385","31220","27570"
"In post","2022","50-59","White","Human Resources","Other","15","15","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Human Resources","Tax","45","45","39440","33680"
"In post","2022","50-59","White","Human Resources","Unknown","195","190","45090","39180"
"In post","2022","50-59","White","Internal Audit","Internal Audit","250","245","50530","47240"
"In post","2022","50-59","White","Internal Audit","Other","10","10","[c]","[c]"
"In post","2022","50-59","White","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Legal","Finance","20","20","[c]","[c]"
"In post","2022","50-59","White","Legal","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","White","Legal","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","50-59","White","Legal","Legal","1415","1320","60990","59930"
"In post","2022","50-59","White","Legal","Operational Delivery","730","670","29060","28430"
"In post","2022","50-59","White","Legal","Other","60","55","42970","36370"
"In post","2022","50-59","White","Legal","Policy","30","30","45200","47010"
"In post","2022","50-59","White","Legal","Project Delivery","5","5","[c]","[c]"
"In post","2022","50-59","White","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Legal","Security","5","5","[c]","[c]"
"In post","2022","50-59","White","Legal","Tax","80","80","42990","40520"
"In post","2022","50-59","White","Legal","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","White","No function","Commercial","135","130","56210","51150"
"In post","2022","50-59","White","No function","Communications","35","35","43070","37100"
"In post","2022","50-59","White","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","No function","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","50-59","White","No function","Economics","20","15","[c]","[c]"
"In post","2022","50-59","White","No function","Finance","20","15","[c]","[c]"
"In post","2022","50-59","White","No function","Geography","60","60","32470","33290"
"In post","2022","50-59","White","No function","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","White","No function","Inspector of Education and Training","330","325","66740","70500"
"In post","2022","50-59","White","No function","Intelligence Analysis","115","115","31270","28640"
"In post","2022","50-59","White","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","No function","International Trade","165","165","53710","51840"
"In post","2022","50-59","White","No function","Knowledge and Information Management","200","190","36720","33170"
"In post","2022","50-59","White","No function","Legal","345","310","48890","46400"
"In post","2022","50-59","White","No function","Medicine","105","100","94180","96510"
"In post","2022","50-59","White","No function","Operational Delivery","47020","42960","29560","27570"
"In post","2022","50-59","White","No function","Operational Research","50","45","55000","57480"
"In post","2022","50-59","White","No function","Other","1680","1575","32810","27570"
"In post","2022","50-59","White","No function","Planning","25","25","[c]","[c]"
"In post","2022","50-59","White","No function","Planning Inspectors","110","105","57950","58810"
"In post","2022","50-59","White","No function","Policy","2785","2710","52340","50050"
"In post","2022","50-59","White","No function","Project Delivery","70","70","51150","49030"
"In post","2022","50-59","White","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","No function","Psychology","135","130","39930","31180"
"In post","2022","50-59","White","No function","Science and Engineering","1165","1115","46320","45870"
"In post","2022","50-59","White","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","No function","Statistics","10","10","[c]","[c]"
"In post","2022","50-59","White","No function","Tax","2135","2035","41000","38420"
"In post","2022","50-59","White","No function","Unknown","510","495","46900","37300"
"In post","2022","50-59","White","No function","Veterinarian","65","65","49120","50860"
"In post","2022","50-59","White","Project Delivery","Commercial","140","135","46800","42070"
"In post","2022","50-59","White","Project Delivery","Communications","10","5","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Digital, Data and Technology","35","35","46020","47010"
"In post","2022","50-59","White","Project Delivery","Economics","5","5","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Finance","45","45","59420","56500"
"In post","2022","50-59","White","Project Delivery","Human Resources","5","5","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Inspector of Education and Training","30","30","75150","75480"
"In post","2022","50-59","White","Project Delivery","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Medicine","10","10","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Operational Delivery","480","465","39150","36160"
"In post","2022","50-59","White","Project Delivery","Other","980","950","37610","33040"
"In post","2022","50-59","White","Project Delivery","Policy","440","420","56330","56270"
"In post","2022","50-59","White","Project Delivery","Project Delivery","3155","3055","46690","41620"
"In post","2022","50-59","White","Project Delivery","Property","15","15","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Science and Engineering","755","745","45100","43100"
"In post","2022","50-59","White","Project Delivery","Security","10","10","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Project Delivery","Tax","140","130","34900","33370"
"In post","2022","50-59","White","Project Delivery","Unknown","55","50","80970","70620"
"In post","2022","50-59","White","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Finance","10","10","[c]","[c]"
"In post","2022","50-59","White","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Operational Delivery","265","255","34140","27000"
"In post","2022","50-59","White","Property","Other","90","90","31330","27290"
"In post","2022","50-59","White","Property","Policy","10","10","[c]","[c]"
"In post","2022","50-59","White","Property","Project Delivery","15","15","[c]","[c]"
"In post","2022","50-59","White","Property","Property","2025","1970","40330","36460"
"In post","2022","50-59","White","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Property","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","White","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Security","Intelligence Analysis","190","190","40250","36470"
"In post","2022","50-59","White","Security","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","50-59","White","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Security","Other","5","5","[c]","[c]"
"In post","2022","50-59","White","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Security","Security","2540","2510","32870","31650"
"In post","2022","50-59","White","Security","Unknown","215","205","34520","33300"
"In post","2022","50-59","White","Unknown","Commercial","40","40","36820","34290"
"In post","2022","50-59","White","Unknown","Communications","40","40","45870","41660"
"In post","2022","50-59","White","Unknown","Counter Fraud","40","40","26000","25310"
"In post","2022","50-59","White","Unknown","Digital, Data and Technology","300","295","53630","52050"
"In post","2022","50-59","White","Unknown","Economics","15","15","[c]","[c]"
"In post","2022","50-59","White","Unknown","Finance","890","870","38900","33300"
"In post","2022","50-59","White","Unknown","Human Resources","175","170","43060","38160"
"In post","2022","50-59","White","Unknown","Intelligence Analysis","340","330","30240","27370"
"In post","2022","50-59","White","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2022","50-59","White","Unknown","Knowledge and Information Management","50","50","41440","38860"
"In post","2022","50-59","White","Unknown","Legal","30","25","[c]","[c]"
"In post","2022","50-59","White","Unknown","Medicine","430","390","50740","39630"
"In post","2022","50-59","White","Unknown","Operational Delivery","5375","4985","31010","27370"
"In post","2022","50-59","White","Unknown","Operational Research","10","5","[c]","[c]"
"In post","2022","50-59","White","Unknown","Other","4370","4255","27550","22330"
"In post","2022","50-59","White","Unknown","Planning","25","25","[c]","[c]"
"In post","2022","50-59","White","Unknown","Policy","1060","1030","47700","45200"
"In post","2022","50-59","White","Unknown","Project Delivery","415","400","47100","41970"
"In post","2022","50-59","White","Unknown","Property","30","30","[c]","[c]"
"In post","2022","50-59","White","Unknown","Science and Engineering","555","555","35440","29200"
"In post","2022","50-59","White","Unknown","Security","70","70","33800","30830"
"In post","2022","50-59","White","Unknown","Social Research","20","20","[c]","[c]"
"In post","2022","50-59","White","Unknown","Statistics","10","10","[c]","[c]"
"In post","2022","50-59","White","Unknown","Unknown","3110","3005","45770","40810"
"In post","2022","50-59","White","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Counter Fraud","50","40","28000","25110"
"In post","2022","60-64","Asian","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Legal","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Operational Delivery","25","25","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Tax","15","10","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Debt","Operational Delivery","30","25","26420","26400"
"In post","2022","60-64","Asian","Debt","Other","30","25","25280","25110"
"In post","2022","60-64","Asian","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Digital, Data and Technology","25","20","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Finance","45","45","40110","36910"
"In post","2022","60-64","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Human Resources","20","15","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Operational Delivery","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
