"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","120","[c]","60340","49620"
"Leaver Dept.","2022","65+","Declared disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Heterosexual / straight","95","[c]","46370","37510"
"Leaver Dept.","2022","65+","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Heterosexual / straight","30","[c]","35520","28060"
"Leaver Dept.","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","35","[c]","58490","40570"
"Leaver Dept.","2022","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Heterosexual / straight","415","[c]","22140","21260"
"New entrant CS","2022","16-19","Declared non-disabled","LGBO","45","[c]","23040","21840"
"New entrant CS","2022","16-19","Declared non-disabled","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","40","[c]","19940","20950"
"New entrant CS","2022","16-19","Undeclared","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Heterosexual / straight","45","[c]","22640","22140"
"New entrant CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","400","[c]","21280","21250"
"New entrant CS","2022","20-29","Declared disabled","Heterosexual / straight","1135","[c]","26200","25000"
"New entrant CS","2022","20-29","Declared disabled","LGBO","485","[c]","26400","25000"
"New entrant CS","2022","20-29","Declared disabled","Undeclared","155","[c]","27520","27040"
"New entrant CS","2022","20-29","Declared disabled","Unknown","60","[c]","26150","25010"
"New entrant CS","2022","20-29","Declared non-disabled","Heterosexual / straight","11965","[c]","26710","25710"
"New entrant CS","2022","20-29","Declared non-disabled","LGBO","1520","[c]","26810","25120"
"New entrant CS","2022","20-29","Declared non-disabled","Undeclared","690","[c]","27070","26590"
"New entrant CS","2022","20-29","Declared non-disabled","Unknown","710","[c]","24700","23490"
"New entrant CS","2022","20-29","Undeclared","Heterosexual / straight","370","[c]","27490","26820"
"New entrant CS","2022","20-29","Undeclared","LGBO","120","[c]","26660","25330"
"New entrant CS","2022","20-29","Undeclared","Undeclared","185","[c]","28910","27570"
"New entrant CS","2022","20-29","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Heterosexual / straight","1350","[c]","28260","26840"
"New entrant CS","2022","20-29","Unknown","LGBO","210","[c]","28610","27230"
"New entrant CS","2022","20-29","Unknown","Undeclared","380","[c]","29660","27850"
"New entrant CS","2022","20-29","Unknown","Unknown","8635","[c]","26250","24880"
"New entrant CS","2022","30-39","Declared disabled","Heterosexual / straight","800","[c]","29140","27230"
"New entrant CS","2022","30-39","Declared disabled","LGBO","205","[c]","29750","27570"
"New entrant CS","2022","30-39","Declared disabled","Undeclared","75","[c]","33200","29430"
"New entrant CS","2022","30-39","Declared disabled","Unknown","40","[c]","29500","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Heterosexual / straight","7805","[c]","31010","27570"
"New entrant CS","2022","30-39","Declared non-disabled","LGBO","720","[c]","31400","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Undeclared","425","[c]","32520","28590"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","305","[c]","27780","22600"
"New entrant CS","2022","30-39","Undeclared","Heterosexual / straight","270","[c]","29610","27570"
"New entrant CS","2022","30-39","Undeclared","LGBO","50","[c]","29160","27570"
"New entrant CS","2022","30-39","Undeclared","Undeclared","135","[c]","34470","31380"
"New entrant CS","2022","30-39","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Heterosexual / straight","955","[c]","33410","30360"
"New entrant CS","2022","30-39","Unknown","LGBO","105","[c]","33840","31700"
"New entrant CS","2022","30-39","Unknown","Undeclared","215","[c]","39500","36500"
"New entrant CS","2022","30-39","Unknown","Unknown","4945","[c]","30300","26590"
"New entrant CS","2022","40-49","Declared disabled","Heterosexual / straight","760","[c]","32190","28200"
"New entrant CS","2022","40-49","Declared disabled","LGBO","110","[c]","31210","27570"
"New entrant CS","2022","40-49","Declared disabled","Undeclared","60","[c]","29150","27570"
"New entrant CS","2022","40-49","Declared disabled","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Heterosexual / straight","5490","[c]","33120","27680"
"New entrant CS","2022","40-49","Declared non-disabled","LGBO","305","[c]","34340","28200"
"New entrant CS","2022","40-49","Declared non-disabled","Undeclared","240","[c]","35080","29230"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","230","[c]","30100","25010"
"New entrant CS","2022","40-49","Undeclared","Heterosexual / straight","210","[c]","32020","27570"
"New entrant CS","2022","40-49","Undeclared","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Undeclared","90","[c]","36610","33080"
"New entrant CS","2022","40-49","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Heterosexual / straight","640","[c]","37130","32770"
"New entrant CS","2022","40-49","Unknown","LGBO","35","[c]","33110","30360"
"New entrant CS","2022","40-49","Unknown","Undeclared","140","[c]","42130","40030"
"New entrant CS","2022","40-49","Unknown","Unknown","3080","[c]","33250","27570"
"New entrant CS","2022","50-59","Declared disabled","Heterosexual / straight","780","[c]","30340","27570"
"New entrant CS","2022","50-59","Declared disabled","LGBO","65","[c]","30570","27230"
"New entrant CS","2022","50-59","Declared disabled","Undeclared","55","[c]","35950","33390"
"New entrant CS","2022","50-59","Declared disabled","Unknown","40","[c]","33060","24880"
"New entrant CS","2022","50-59","Declared non-disabled","Heterosexual / straight","4235","[c]","32180","27570"
"New entrant CS","2022","50-59","Declared non-disabled","LGBO","155","[c]","34350","27570"
"New entrant CS","2022","50-59","Declared non-disabled","Undeclared","195","[c]","33290","28590"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","170","[c]","28550","21300"
"New entrant CS","2022","50-59","Undeclared","Heterosexual / straight","210","[c]","29590","27570"
"New entrant CS","2022","50-59","Undeclared","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Undeclared","75","[c]","30590","28200"
"New entrant CS","2022","50-59","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Heterosexual / straight","540","[c]","35350","32260"
"New entrant CS","2022","50-59","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Undeclared","100","[c]","43860","37560"
"New entrant CS","2022","50-59","Unknown","Unknown","2640","[c]","32100","27570"
"New entrant CS","2022","60-64","Declared disabled","Heterosexual / straight","220","[c]","29610","28200"
"New entrant CS","2022","60-64","Declared disabled","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Heterosexual / straight","875","[c]","30250","26570"
"New entrant CS","2022","60-64","Declared non-disabled","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Undeclared","35","[c]","32840","28200"
"New entrant CS","2022","60-64","Declared non-disabled","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Heterosexual / straight","55","[c]","29270","28200"
"New entrant CS","2022","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Heterosexual / straight","80","[c]","36130","31830"
"New entrant CS","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","630","[c]","30570","28200"
"New entrant CS","2022","65+","Declared disabled","Heterosexual / straight","70","[c]","32050","28300"
"New entrant CS","2022","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Heterosexual / straight","225","[c]","31260","27570"
"New entrant CS","2022","65+","Declared non-disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","200","[c]","30220","28200"
"New entrant CS","2022","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
