"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","HEO","15","15","31460","30810"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","SEO","20","20","40120","40350"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","10","10","68860","70410"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","30","25","55380","55990"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","20","20","37760","38600"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","25","25","44380","43330"
"In post","2022","Communications","Government Actuary's Department","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Actuary's Department","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","G7","10","10","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","SEO","15","15","37690","39330"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","SEO","5","5","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","HEO","10","10","36140","37290"
"In post","2022","Communications","HM Land Registry","HM Land Registry","SEO","10","10","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","HEO","5","5","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","SEO","10","10","44960","43480"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","10","10","21250","21250"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","285","250","21530","21250"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","2630","2550","26760","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","40","40","69450","67910"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","140","140","54630","55210"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","1140","1115","33250","33370"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","10","10","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","365","355","39920","40520"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","EO","5","5","[c]","[c]"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","G7","10","10","[c]","[c]"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","HEO","15","15","38920","38840"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","G7","5","5","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","SEO","10","10","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","10","10","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","10","10","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","10","27920","27520"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","5","5","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","15","15","33660","33090"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","10","10","40990","40850"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","HEO","10","10","32500","32730"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","SEO","10","10","38630","38300"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","75","70","21570","21370"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","150","140","27630","26670"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","10","10","72500","72150"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","35","30","59290","59750"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","140","140","34970","33300"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","100","100","43490","42170"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","10","10","[c]","[c]"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","25","25","57040","56290"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","35","35","34620","34260"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","50","45","43570","41980"
"In post","2022","Communications","National Crime Agency","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","National Crime Agency","HEO","10","10","39120","40170"
"In post","2022","Communications","National Crime Agency","National Crime Agency","SEO","10","10","48630","48900"
"In post","2022","Communications","National Infrastructure Commission","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Infrastructure Commission","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Infrastructure Commission","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","G7","5","5","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","HEO","5","5","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","G7","5","5","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","SEO","5","5","[c]","[c]"
"In post","2022","Communications","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","10","10","33380","32010"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","15","15","40910","39850"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","10","10","55470","55000"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","10","10","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","SEO","10","5","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","Scottish Government","HEO","15","15","36290","37710"
"In post","2022","Communications","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","15","10","25490","25280"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","20","15","30080","30040"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","15","15","36850","36300"
"In post","2022","Communications","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Prison Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Submarine Delivery Agency","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","HEO","5","5","[c]","[c]"
"In post","2022","Communications","The National Archives","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","UK Export Finance","G6","10","10","[c]","[c]"
"In post","2022","Communications","UK Export Finance","UK Export Finance","G7","15","15","56370","55350"
"In post","2022","Communications","UK Export Finance","UK Export Finance","HEO","15","15","35100","35720"
"In post","2022","Communications","UK Export Finance","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","UK Export Finance","UK Export Finance","SEO","15","15","46830","47150"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","AA","10","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","G7","20","20","56030","56240"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","HEO","30","30","32970","32880"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","Department of Health and Social Care","SEO","25","25","41110","40470"
"In post","2022","Communications","UK Hydrographic Office","Ministry of Defence","G7","10","10","55210","53720"
"In post","2022","Communications","UK Hydrographic Office","Ministry of Defence","HEO","10","10","33540","33290"
"In post","2022","Communications","UK Hydrographic Office","Ministry of Defence","SEO","5","5","[c]","[c]"
"In post","2022","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","G7","10","10","52870","51650"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","HEO","20","20","30680","30210"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","UK Statistics Authority","SEO","20","20","37900","36840"
"In post","2022","Communications","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","HM Revenue and Customs","SEO","5","5","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wilton Park","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","EO","20","20","26320","27500"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","G6","15","15","64500","64500"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","G7","40","40","54660","54700"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","HEO","30","30","33050","32480"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SEO","20","20","39070","37300"
"In post","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","AO","95","80","21900","22740"
