"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Debt","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Debt","Undeclared","25","15","[c]","[c]"
"In post","2022","65+","Debt","Unknown","50","35","25200","22080"
"In post","2022","65+","Digital, Data & Technology","Heterosexual / straight","250","210","37990","33840"
"In post","2022","65+","Digital, Data & Technology","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Undeclared","45","40","37480","34950"
"In post","2022","65+","Digital, Data & Technology","Unknown","55","45","35670","33980"
"In post","2022","65+","Finance","Heterosexual / straight","150","125","35060","30910"
"In post","2022","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Undeclared","35","30","33040","28570"
"In post","2022","65+","Finance","Unknown","40","30","29880","25330"
"In post","2022","65+","Grants Management","Heterosexual / straight","35","25","24540","21300"
"In post","2022","65+","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","Heterosexual / straight","135","105","34750","30810"
"In post","2022","65+","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","25","15","[c]","[c]"
"In post","2022","65+","Internal Audit","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Heterosexual / straight","140","105","47290","53430"
"In post","2022","65+","Legal","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Legal","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Legal","Unknown","70","55","50870","55610"
"In post","2022","65+","No function","Heterosexual / straight","4415","3310","29070","26640"
"In post","2022","65+","No function","LGBO","125","100","28310","27570"
"In post","2022","65+","No function","Undeclared","820","590","30120","26780"
"In post","2022","65+","No function","Unknown","1660","1190","29920","26800"
"In post","2022","65+","Project Delivery","Heterosexual / straight","395","325","40920","39640"
"In post","2022","65+","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Undeclared","75","55","42220","39550"
"In post","2022","65+","Project Delivery","Unknown","85","60","40790","37910"
"In post","2022","65+","Property","Heterosexual / straight","275","240","33580","31200"
"In post","2022","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Undeclared","45","40","32250","31670"
"In post","2022","65+","Property","Unknown","60","50","29030","25490"
"In post","2022","65+","Security","Heterosexual / straight","225","195","27990","22900"
"In post","2022","65+","Security","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Security","Undeclared","40","30","31900","29590"
"In post","2022","65+","Security","Unknown","30","25","[c]","[c]"
"In post","2022","65+","Unknown","Heterosexual / straight","1680","1405","30330","25630"
"In post","2022","65+","Unknown","LGBO","30","25","34250","29140"
"In post","2022","65+","Unknown","Undeclared","300","250","31960","29080"
"In post","2022","65+","Unknown","Unknown","250","205","35120","30040"
"In post","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Heterosexual / straight","60","[c]","21400","21260"
"Leaver CS","2022","16-19","No function","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Unknown","45","[c]","19300","18310"
"Leaver CS","2022","16-19","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Heterosexual / straight","140","[c]","29110","27630"
"Leaver CS","2022","20-29","Analysis","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Unknown","70","[c]","26170","22610"
"Leaver CS","2022","20-29","Commercial","Heterosexual / straight","50","[c]","30000","29730"
"Leaver CS","2022","20-29","Commercial","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Heterosexual / straight","70","[c]","31390","30990"
"Leaver CS","2022","20-29","Communications","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","45","[c]","30220","28500"
"Leaver CS","2022","20-29","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Heterosexual / straight","30","[c]","21970","21260"
"Leaver CS","2022","20-29","Debt","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Heterosexual / straight","155","[c]","31550","29430"
"Leaver CS","2022","20-29","Digital, Data & Technology","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","105","[c]","31960","30710"
"Leaver CS","2022","20-29","Finance","Heterosexual / straight","60","[c]","28370","26930"
"Leaver CS","2022","20-29","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Unknown","30","[c]","21890","21300"
"Leaver CS","2022","20-29","Human Resources","Heterosexual / straight","100","[c]","27820","27270"
"Leaver CS","2022","20-29","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Unknown","40","[c]","24830","23320"
"Leaver CS","2022","20-29","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Heterosexual / straight","120","[c]","29760","26950"
"Leaver CS","2022","20-29","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Heterosexual / straight","3695","[c]","26120","25000"
"Leaver CS","2022","20-29","No function","LGBO","555","[c]","25920","24250"
"Leaver CS","2022","20-29","No function","Undeclared","385","[c]","27070","26650"
"Leaver CS","2022","20-29","No function","Unknown","1825","[c]","24930","22600"
"Leaver CS","2022","20-29","Project Delivery","Heterosexual / straight","185","[c]","28330","26140"
"Leaver CS","2022","20-29","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","65","[c]","28530","27540"
"Leaver CS","2022","20-29","Property","Heterosexual / straight","45","[c]","25670","25000"
"Leaver CS","2022","20-29","Property","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Unknown","35","[c]","24610","22040"
"Leaver CS","2022","20-29","Security","Heterosexual / straight","65","[c]","27430","26070"
"Leaver CS","2022","20-29","Security","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","50","[c]","27760","26640"
"Leaver CS","2022","20-29","Unknown","Heterosexual / straight","590","[c]","26370","24890"
"Leaver CS","2022","20-29","Unknown","LGBO","70","[c]","25880","24880"
"Leaver CS","2022","20-29","Unknown","Undeclared","85","[c]","28280","25000"
"Leaver CS","2022","20-29","Unknown","Unknown","1610","[c]","25860","24880"
"Leaver CS","2022","30-39","Analysis","Heterosexual / straight","60","[c]","43180","39870"
"Leaver CS","2022","30-39","Analysis","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Unknown","35","[c]","38800","33000"
"Leaver CS","2022","30-39","Commercial","Heterosexual / straight","45","[c]","40680","36920"
"Leaver CS","2022","30-39","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","45","[c]","61810","61710"
"Leaver CS","2022","30-39","Communications","Heterosexual / straight","65","[c]","41650","40050"
"Leaver CS","2022","30-39","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","40","[c]","42640","40600"
"Leaver CS","2022","30-39","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Heterosexual / straight","200","[c]","42760","39630"
"Leaver CS","2022","30-39","Digital, Data & Technology","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Unknown","95","[c]","41050","37940"
"Leaver CS","2022","30-39","Finance","Heterosexual / straight","50","[c]","43080","36780"
"Leaver CS","2022","30-39","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Heterosexual / straight","95","[c]","36140","32970"
"Leaver CS","2022","30-39","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Heterosexual / straight","120","[c]","48390","51520"
"Leaver CS","2022","30-39","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Heterosexual / straight","2965","[c]","32070","27570"
"Leaver CS","2022","30-39","No function","LGBO","325","[c]","33230","27730"
"Leaver CS","2022","30-39","No function","Undeclared","340","[c]","34450","31060"
"Leaver CS","2022","30-39","No function","Unknown","1090","[c]","31910","27570"
"Leaver CS","2022","30-39","Project Delivery","Heterosexual / straight","170","[c]","39790","37370"
"Leaver CS","2022","30-39","Project Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","60","[c]","39320","38070"
"Leaver CS","2022","30-39","Property","Heterosexual / straight","55","[c]","31990","26350"
"Leaver CS","2022","30-39","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Heterosexual / straight","70","[c]","30670","28890"
"Leaver CS","2022","30-39","Security","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","35","[c]","28810","26670"
"Leaver CS","2022","30-39","Unknown","Heterosexual / straight","560","[c]","30110","26330"
"Leaver CS","2022","30-39","Unknown","LGBO","50","[c]","30290","26350"
"Leaver CS","2022","30-39","Unknown","Undeclared","70","[c]","36050","29660"
"Leaver CS","2022","30-39","Unknown","Unknown","1050","[c]","30940","27570"
"Leaver CS","2022","40-49","Analysis","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Heterosexual / straight","40","[c]","44670","39630"
"Leaver CS","2022","40-49","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","40","[c]","76520","71500"
"Leaver CS","2022","40-49","Communications","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Heterosexual / straight","170","[c]","50870","44740"
"Leaver CS","2022","40-49","Digital, Data & Technology","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","60","[c]","45860","42450"
"Leaver CS","2022","40-49","Finance","Heterosexual / straight","55","[c]","43410","39990"
"Leaver CS","2022","40-49","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Heterosexual / straight","80","[c]","40850","38200"
"Leaver CS","2022","40-49","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Heterosexual / straight","75","[c]","55530","55000"
"Leaver CS","2022","40-49","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Unknown","30","[c]","58930","58460"
"Leaver CS","2022","40-49","No function","Heterosexual / straight","2180","[c]","35080","27570"
"Leaver CS","2022","40-49","No function","LGBO","170","[c]","34080","27570"
"Leaver CS","2022","40-49","No function","Undeclared","245","[c]","36040","31020"
"Leaver CS","2022","40-49","No function","Unknown","735","[c]","36830","27570"
"Leaver CS","2022","40-49","Project Delivery","Heterosexual / straight","125","[c]","45210","40900"
"Leaver CS","2022","40-49","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Heterosexual / straight","30","[c]","34040","28710"
"Leaver CS","2022","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Heterosexual / straight","55","[c]","32250","33150"
"Leaver CS","2022","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Heterosexual / straight","480","[c]","33790","27570"
"Leaver CS","2022","40-49","Unknown","LGBO","30","[c]","33270","27570"
"Leaver CS","2022","40-49","Unknown","Undeclared","60","[c]","31710","28650"
"Leaver CS","2022","40-49","Unknown","Unknown","815","[c]","32440","27570"
"Leaver CS","2022","50-59","Analysis","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Heterosexual / straight","50","[c]","47110","40990"
"Leaver CS","2022","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","50","[c]","86210","72000"
"Leaver CS","2022","50-59","Communications","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Heterosexual / straight","40","[c]","30270","27570"
"Leaver CS","2022","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Heterosexual / straight","120","[c]","47010","43950"
"Leaver CS","2022","50-59","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Unknown","40","[c]","47190","39690"
"Leaver CS","2022","50-59","Finance","Heterosexual / straight","70","[c]","47370","41140"
"Leaver CS","2022","50-59","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Heterosexual / straight","95","[c]","41390","38420"
"Leaver CS","2022","50-59","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Heterosexual / straight","90","[c]","49270","50500"
"Leaver CS","2022","50-59","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Unknown","30","[c]","54010","55610"
"Leaver CS","2022","50-59","No function","Heterosexual / straight","2835","[c]","34590","27570"
"Leaver CS","2022","50-59","No function","LGBO","145","[c]","36580","27570"
"Leaver CS","2022","50-59","No function","Undeclared","430","[c]","36120","27570"
"Leaver CS","2022","50-59","No function","Unknown","1000","[c]","35230","27570"
"Leaver CS","2022","50-59","Project Delivery","Heterosexual / straight","170","[c]","42720","39650"
"Leaver CS","2022","50-59","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Unknown","45","[c]","52400","49080"
"Leaver CS","2022","50-59","Property","Heterosexual / straight","80","[c]","34620","33300"
"Leaver CS","2022","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","35","[c]","26260","22010"
"Leaver CS","2022","50-59","Security","Heterosexual / straight","160","[c]","34890","39070"
"Leaver CS","2022","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","30","[c]","30960","25210"
"Leaver CS","2022","50-59","Unknown","Heterosexual / straight","850","[c]","33530","27570"
"Leaver CS","2022","50-59","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Undeclared","130","[c]","35480","30500"
"Leaver CS","2022","50-59","Unknown","Unknown","1305","[c]","32930","27570"
