"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Social Research","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Unknown","35","35","32180","33650"
"In post","2022","Social Research","G6/G7","Heterosexual / straight","275","265","57310","55980"
"In post","2022","Social Research","G6/G7","LGBO","30","25","[c]","[c]"
"In post","2022","Social Research","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2022","Social Research","G6/G7","Unknown","45","45","56220","55820"
"In post","2022","Social Research","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Heterosexual / straight","620","595","36540","37610"
"In post","2022","Social Research","SEO/HEO","LGBO","85","85","35080","33710"
"In post","2022","Social Research","SEO/HEO","Undeclared","50","50","36360","38020"
"In post","2022","Social Research","SEO/HEO","Unknown","110","105","36980","38340"
"In post","2022","Statistics","AA/AO","Heterosexual / straight","35","30","22470","22460"
"In post","2022","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Unknown","35","35","22200","22460"
"In post","2022","Statistics","EO","Heterosexual / straight","160","160","28250","28350"
"In post","2022","Statistics","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Statistics","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Statistics","EO","Unknown","45","40","27960","28480"
"In post","2022","Statistics","G6/G7","Heterosexual / straight","590","560","58660","59220"
"In post","2022","Statistics","G6/G7","LGBO","50","50","56990","55210"
"In post","2022","Statistics","G6/G7","Undeclared","50","45","58730","58040"
"In post","2022","Statistics","G6/G7","Unknown","90","85","55430","53450"
"In post","2022","Statistics","SCS level","Heterosexual / straight","45","45","83120","79130"
"In post","2022","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Heterosexual / straight","865","835","37570","37930"
"In post","2022","Statistics","SEO/HEO","LGBO","105","105","36090","36320"
"In post","2022","Statistics","SEO/HEO","Undeclared","95","95","37100","36840"
"In post","2022","Statistics","SEO/HEO","Unknown","180","175","37280","37210"
"In post","2022","Tax","AA/AO","Heterosexual / straight","1500","1400","21360","21250"
"In post","2022","Tax","AA/AO","LGBO","175","165","21360","21250"
"In post","2022","Tax","AA/AO","Undeclared","105","100","21660","21250"
"In post","2022","Tax","AA/AO","Unknown","1625","1515","21330","21250"
"In post","2022","Tax","EO","Heterosexual / straight","2605","2455","27410","26820"
"In post","2022","Tax","EO","LGBO","245","235","26940","26820"
"In post","2022","Tax","EO","Undeclared","275","250","28000","26820"
"In post","2022","Tax","EO","Unknown","1675","1600","27340","26820"
"In post","2022","Tax","G6/G7","Heterosexual / straight","2080","1995","59470","55210"
"In post","2022","Tax","G6/G7","LGBO","140","135","58050","55210"
"In post","2022","Tax","G6/G7","Undeclared","320","305","59940","55410"
"In post","2022","Tax","G6/G7","Unknown","465","440","59440","55210"
"In post","2022","Tax","SCS level","Heterosexual / straight","60","60","81620","78000"
"In post","2022","Tax","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Tax","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Tax","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Tax","SEO/HEO","Heterosexual / straight","5255","5020","36210","33370"
"In post","2022","Tax","SEO/HEO","LGBO","320","310","35210","33370"
"In post","2022","Tax","SEO/HEO","Undeclared","650","610","36720","35980"
"In post","2022","Tax","SEO/HEO","Unknown","2085","2005","35740","33370"
"In post","2022","Unknown","AA/AO","Heterosexual / straight","2365","2230","22850","21830"
"In post","2022","Unknown","AA/AO","LGBO","250","245","22500","21260"
"In post","2022","Unknown","AA/AO","Undeclared","160","150","22790","22110"
"In post","2022","Unknown","AA/AO","Unknown","2065","1940","23490","23230"
"In post","2022","Unknown","EO","Heterosexual / straight","3185","3085","28080","27500"
"In post","2022","Unknown","EO","LGBO","325","320","27450","27230"
"In post","2022","Unknown","EO","Undeclared","235","230","27910","27500"
"In post","2022","Unknown","EO","Unknown","1690","1635","28320","27230"
"In post","2022","Unknown","G6/G7","Heterosexual / straight","4650","4515","61340","61190"
"In post","2022","Unknown","G6/G7","LGBO","420","415","59610","57190"
"In post","2022","Unknown","G6/G7","Undeclared","480","470","60760","58600"
"In post","2022","Unknown","G6/G7","Unknown","2550","2490","62890","62120"
"In post","2022","Unknown","SCS level","Heterosexual / straight","730","715","94570","83230"
"In post","2022","Unknown","SCS level","LGBO","45","45","90800","79710"
"In post","2022","Unknown","SCS level","Undeclared","65","65","92540","88300"
"In post","2022","Unknown","SCS level","Unknown","380","375","103270","95640"
"In post","2022","Unknown","SEO/HEO","Heterosexual / straight","6860","6670","38130","37300"
"In post","2022","Unknown","SEO/HEO","LGBO","650","640","36960","36130"
"In post","2022","Unknown","SEO/HEO","Undeclared","585","575","37910","37300"
"In post","2022","Unknown","SEO/HEO","Unknown","4540","4445","34940","33080"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Heterosexual / straight","90","85","54100","54310"
"In post","2022","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Heterosexual / straight","170","165","39490","37510"
"In post","2022","Veterinarian","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Undeclared","40","40","41370","37550"
"In post","2022","Veterinarian","SEO/HEO","Unknown","40","35","40450","37910"
"Leaver CS","2022","Commercial","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Heterosexual / straight","40","[c]","26080","26100"
"Leaver CS","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Heterosexual / straight","50","[c]","59930","59000"
"Leaver CS","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Heterosexual / straight","150","[c]","36530","36670"
"Leaver CS","2022","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Heterosexual / straight","120","[c]","38010","37320"
"Leaver CS","2022","Communications","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","45","[c]","37890","36750"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Heterosexual / straight","50","[c]","21440","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Heterosexual / straight","60","[c]","27810","27570"
"Leaver CS","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","45","[c]","27700","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","35","[c]","36620","34870"
"Leaver CS","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Heterosexual / straight","55","[c]","21200","21170"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Heterosexual / straight","135","[c]","27320","26930"
"Leaver CS","2022","Digital, Data and Technology","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Unknown","60","[c]","26830","26670"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Heterosexual / straight","205","[c]","59970","58990"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Undeclared","45","[c]","59010","59590"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Unknown","95","[c]","58110","56660"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","380","[c]","38840","38450"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Undeclared","90","[c]","38790","38580"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Unknown","170","[c]","37350","36840"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Heterosexual / straight","60","[c]","21840","21450"
"Leaver CS","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Heterosexual / straight","90","[c]","27010","26670"
"Leaver CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","30","[c]","23020","24740"
"Leaver CS","2022","Finance","G6/G7","Heterosexual / straight","80","[c]","59950","57350"
"Leaver CS","2022","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Heterosexual / straight","185","[c]","37950","36020"
"Leaver CS","2022","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Undeclared","55","[c]","38670","37640"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Heterosexual / straight","75","[c]","21690","21170"
"Leaver CS","2022","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Heterosexual / straight","85","[c]","26290","26910"
"Leaver CS","2022","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Heterosexual / straight","85","[c]","58300","57540"
"Leaver CS","2022","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Heterosexual / straight","160","[c]","37500","36650"
"Leaver CS","2022","Human Resources","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","Heterosexual / straight","55","[c]","76300","75500"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","45","[c]","49270","51360"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Heterosexual / straight","55","[c]","27960","27370"
"Leaver CS","2022","Intelligence Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Heterosexual / straight","30","[c]","37620","37290"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
