"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Female","Heterosexual / straight","55","50","23490","21960"
"In post","2022","Intelligence Analysis","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Male","Heterosexual / straight","35","35","23200","21750"
"In post","2022","Intelligence Analysis","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Female","Heterosexual / straight","610","560","27330","27370"
"In post","2022","Intelligence Analysis","EO","Female","LGBO","35","35","27430","27370"
"In post","2022","Intelligence Analysis","EO","Female","Undeclared","90","85","27850","27380"
"In post","2022","Intelligence Analysis","EO","Female","Unknown","75","75","28170","27380"
"In post","2022","Intelligence Analysis","EO","Male","Heterosexual / straight","570","550","27980","27370"
"In post","2022","Intelligence Analysis","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Male","Undeclared","100","95","28170","27370"
"In post","2022","Intelligence Analysis","EO","Male","Unknown","80","80","27460","26680"
"In post","2022","Intelligence Analysis","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Female","Heterosexual / straight","50","50","56340","57400"
"In post","2022","Intelligence Analysis","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Male","Heterosexual / straight","85","85","57960","57340"
"In post","2022","Intelligence Analysis","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","HEO","Female","Heterosexual / straight","270","255","33730","33300"
"In post","2022","Intelligence Analysis","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","HEO","Female","Undeclared","40","35","34790","33700"
"In post","2022","Intelligence Analysis","HEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","HEO","Male","Heterosexual / straight","335","330","34110","33370"
"In post","2022","Intelligence Analysis","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Intelligence Analysis","HEO","Male","Undeclared","70","65","34830","34220"
"In post","2022","Intelligence Analysis","HEO","Male","Unknown","65","65","35380","36260"
"In post","2022","Intelligence Analysis","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Female","Heterosexual / straight","95","90","41710","41490"
"In post","2022","Intelligence Analysis","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Male","Heterosexual / straight","220","215","43020","43140"
"In post","2022","Intelligence Analysis","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Male","Undeclared","35","35","43220","43840"
"In post","2022","Intelligence Analysis","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Internal Audit","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Internal Audit","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Male","Heterosexual / straight","35","35","65610","63830"
"In post","2022","Internal Audit","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Female","Heterosexual / straight","50","45","54090","54140"
"In post","2022","Internal Audit","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","G7","Male","Heterosexual / straight","60","60","54660","54160"
"In post","2022","Internal Audit","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HEO","Female","Heterosexual / straight","70","70","33900","33300"
"In post","2022","Internal Audit","HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HEO","Male","Heterosexual / straight","50","50","34170","33380"
"In post","2022","Internal Audit","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO","Female","Heterosexual / straight","135","125","43350","42630"
"In post","2022","Internal Audit","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","SEO","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","Internal Audit","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","SEO","Male","Heterosexual / straight","105","105","44480","43470"
"In post","2022","Internal Audit","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","SEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Internal Audit","SEO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Female","Heterosexual / straight","35","30","26620","26250"
"In post","2022","International Trade","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","International Trade","EO","Male","Heterosexual / straight","30","30","27600","26820"
"In post","2022","International Trade","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","International Trade","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6","Female","Heterosexual / straight","60","55","63860","62170"
"In post","2022","International Trade","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","International Trade","G6","Female","Unknown","15","15","[c]","[c]"
"In post","2022","International Trade","G6","Male","Heterosexual / straight","65","65","64010","63010"
"In post","2022","International Trade","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2022","International Trade","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G7","Female","Heterosexual / straight","130","125","52980","51970"
"In post","2022","International Trade","G7","Female","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","G7","Female","Unknown","75","70","52930","51970"
"In post","2022","International Trade","G7","Male","Heterosexual / straight","150","150","53490","51970"
"In post","2022","International Trade","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","International Trade","G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","International Trade","G7","Male","Unknown","80","80","53600","51970"
"In post","2022","International Trade","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","HEO","Female","Heterosexual / straight","105","105","32870","31800"
"In post","2022","International Trade","HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","International Trade","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","HEO","Female","Unknown","65","65","32940","32090"
"In post","2022","International Trade","HEO","Male","Heterosexual / straight","100","100","33070","32290"
"In post","2022","International Trade","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","HEO","Male","Unknown","50","50","32990","32600"
"In post","2022","International Trade","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Female","Heterosexual / straight","40","35","83700","75800"
"In post","2022","International Trade","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","International Trade","SCS level","Male","Heterosexual / straight","40","40","81800","74540"
"In post","2022","International Trade","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","International Trade","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2022","International Trade","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO","Female","Heterosexual / straight","95","95","39450","38240"
"In post","2022","International Trade","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","International Trade","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","International Trade","SEO","Female","Unknown","40","40","39690","38300"
"In post","2022","International Trade","SEO","Male","Heterosexual / straight","115","115","39220","38540"
"In post","2022","International Trade","SEO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","International Trade","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","SEO","Male","Unknown","75","75","39210","38300"
"In post","2022","International Trade","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Female","Heterosexual / straight","155","145","22300","21380"
"In post","2022","Knowledge and Information Management","AO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Male","Heterosexual / straight","90","85","22560","21380"
"In post","2022","Knowledge and Information Management","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Male","Undeclared","20","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Female","Heterosexual / straight","255","240","27630","27570"
"In post","2022","Knowledge and Information Management","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Female","Undeclared","40","35","28390","28310"
"In post","2022","Knowledge and Information Management","EO","Female","Unknown","35","30","28050","27570"
"In post","2022","Knowledge and Information Management","EO","Male","Heterosexual / straight","145","140","27630","27570"
"In post","2022","Knowledge and Information Management","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Male","Undeclared","40","40","27880","27530"
"In post","2022","Knowledge and Information Management","EO","Male","Unknown","40","40","27680","27570"
"In post","2022","Knowledge and Information Management","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Female","Heterosexual / straight","90","85","54660","54260"
"In post","2022","Knowledge and Information Management","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Male","Heterosexual / straight","75","75","54990","54540"
"In post","2022","Knowledge and Information Management","G7","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","HEO","Female","Heterosexual / straight","235","225","33810","33300"
"In post","2022","Knowledge and Information Management","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","HEO","Female","Undeclared","40","40","33800","33300"
"In post","2022","Knowledge and Information Management","HEO","Female","Unknown","50","45","33340","33170"
"In post","2022","Knowledge and Information Management","HEO","Male","Heterosexual / straight","205","205","33780","33300"
"In post","2022","Knowledge and Information Management","HEO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","HEO","Male","Undeclared","45","45","34510","33970"
"In post","2022","Knowledge and Information Management","HEO","Male","Unknown","45","45","33940","33180"
"In post","2022","Knowledge and Information Management","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Female","Heterosexual / straight","140","135","41190","40580"
"In post","2022","Knowledge and Information Management","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Male","Heterosexual / straight","125","125","42030","41750"
"In post","2022","Knowledge and Information Management","SEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
