"Status","Year","Disability","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Female","Heterosexual / straight","4105","3695","29990","27570"
"In post","2022","Undeclared","No function","Female","LGBO","400","390","30440","27570"
"In post","2022","Undeclared","No function","Female","Undeclared","2225","2005","31780","27690"
"In post","2022","Undeclared","No function","Female","Unknown","1055","905","28530","27570"
"In post","2022","Undeclared","No function","Male","Heterosexual / straight","3535","3365","32510","31060"
"In post","2022","Undeclared","No function","Male","LGBO","305","295","32740","29290"
"In post","2022","Undeclared","No function","Male","Undeclared","2890","2765","34820","31650"
"In post","2022","Undeclared","No function","Male","Unknown","1560","1410","31260","31650"
"In post","2022","Undeclared","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Female","Heterosexual / straight","240","225","39120","37400"
"In post","2022","Undeclared","Project Delivery","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Female","Undeclared","215","205","39830","38240"
"In post","2022","Undeclared","Project Delivery","Female","Unknown","30","30","39080","38560"
"In post","2022","Undeclared","Project Delivery","Male","Heterosexual / straight","345","335","41480","40270"
"In post","2022","Undeclared","Project Delivery","Male","LGBO","30","30","39710","38870"
"In post","2022","Undeclared","Project Delivery","Male","Undeclared","470","455","44400","41380"
"In post","2022","Undeclared","Project Delivery","Male","Unknown","40","40","42110","39810"
"In post","2022","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Female","Heterosexual / straight","120","115","35100","33200"
"In post","2022","Undeclared","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Female","Undeclared","90","80","36810","33300"
"In post","2022","Undeclared","Property","Female","Unknown","40","35","30590","27000"
"In post","2022","Undeclared","Property","Male","Heterosexual / straight","150","150","38630","35390"
"In post","2022","Undeclared","Property","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Male","Undeclared","175","170","39700","36050"
"In post","2022","Undeclared","Property","Male","Unknown","55","50","38990","38350"
"In post","2022","Undeclared","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Female","Heterosexual / straight","90","85","33830","31690"
"In post","2022","Undeclared","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Female","Undeclared","65","60","37480","36530"
"In post","2022","Undeclared","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Male","Heterosexual / straight","300","295","31960","28080"
"In post","2022","Undeclared","Security","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","Male","Undeclared","335","330","36880","39070"
"In post","2022","Undeclared","Security","Male","Unknown","30","30","42010","40190"
"In post","2022","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","780","720","32090","27570"
"In post","2022","Undeclared","Unknown","Female","LGBO","50","45","33030","28300"
"In post","2022","Undeclared","Unknown","Female","Undeclared","735","670","33520","29370"
"In post","2022","Undeclared","Unknown","Female","Unknown","40","35","32220","26160"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","705","685","31830","27370"
"In post","2022","Undeclared","Unknown","Male","LGBO","60","55","34020","29430"
"In post","2022","Undeclared","Unknown","Male","Undeclared","1105","1065","35160","31100"
"In post","2022","Undeclared","Unknown","Male","Unknown","40","40","36630","33300"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Female","Heterosexual / straight","350","335","41760","38340"
"In post","2022","Unknown","Analysis","Female","LGBO","40","40","36530","33340"
"In post","2022","Unknown","Analysis","Female","Undeclared","95","90","47840","50800"
"In post","2022","Unknown","Analysis","Female","Unknown","355","335","39590","36650"
"In post","2022","Unknown","Analysis","Male","Heterosexual / straight","300","300","41590","38340"
"In post","2022","Unknown","Analysis","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Male","Undeclared","90","90","49650","50710"
"In post","2022","Unknown","Analysis","Male","Unknown","520","510","42080","37500"
"In post","2022","Unknown","Analysis","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","Heterosexual / straight","250","235","39230","36500"
"In post","2022","Unknown","Commercial","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","Undeclared","70","70","45940","40650"
"In post","2022","Unknown","Commercial","Female","Unknown","855","835","57250","54700"
"In post","2022","Unknown","Commercial","Male","Heterosexual / straight","210","210","38480","36820"
"In post","2022","Unknown","Commercial","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","Male","Undeclared","75","75","44660","40650"
"In post","2022","Unknown","Commercial","Male","Unknown","890","880","63220","61710"
"In post","2022","Unknown","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Female","Heterosexual / straight","210","200","40660","37350"
"In post","2022","Unknown","Communications","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Female","Undeclared","115","110","43810","35250"
"In post","2022","Unknown","Communications","Female","Unknown","970","930","34200","28310"
"In post","2022","Unknown","Communications","Male","Heterosexual / straight","140","140","38000","33370"
"In post","2022","Unknown","Communications","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","Male","Undeclared","75","75","46890","49530"
"In post","2022","Unknown","Communications","Male","Unknown","1045","1040","32410","26820"
"In post","2022","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Female","Heterosexual / straight","155","135","32250","28920"
"In post","2022","Unknown","Counter Fraud","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Female","Unknown","1080","1005","31650","28920"
"In post","2022","Unknown","Counter Fraud","Male","Heterosexual / straight","170","160","36420","33370"
"In post","2022","Unknown","Counter Fraud","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Male","Undeclared","40","35","40800","35980"
"In post","2022","Unknown","Counter Fraud","Male","Unknown","1240","1205","33430","31520"
"In post","2022","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Female","Heterosexual / straight","55","50","25090","22080"
"In post","2022","Unknown","Debt","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","Female","Unknown","700","620","23090","21250"
"In post","2022","Unknown","Debt","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Debt","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","Male","Unknown","620","600","23690","21250"
"In post","2022","Unknown","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Female","Heterosexual / straight","430","415","39600","36740"
"In post","2022","Unknown","Digital, Data & Technology","Female","LGBO","35","35","40930","36500"
"In post","2022","Unknown","Digital, Data & Technology","Female","Undeclared","90","90","41850","38520"
"In post","2022","Unknown","Digital, Data & Technology","Female","Unknown","890","860","41660","38400"
"In post","2022","Unknown","Digital, Data & Technology","Male","Heterosexual / straight","640","630","41580","38550"
"In post","2022","Unknown","Digital, Data & Technology","Male","LGBO","45","45","38590","35170"
"In post","2022","Unknown","Digital, Data & Technology","Male","Undeclared","135","130","43800","40180"
"In post","2022","Unknown","Digital, Data & Technology","Male","Unknown","1930","1915","41960","38480"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Female","Heterosexual / straight","375","355","37550","35000"
"In post","2022","Unknown","Finance","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Female","Undeclared","140","140","38070","34000"
"In post","2022","Unknown","Finance","Female","Unknown","630","575","35110","31040"
"In post","2022","Unknown","Finance","Male","Heterosexual / straight","250","245","41400","36820"
"In post","2022","Unknown","Finance","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Male","Undeclared","100","100","44630","38540"
"In post","2022","Unknown","Finance","Male","Unknown","620","605","37570","33370"
"In post","2022","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Female","Heterosexual / straight","385","360","34810","30320"
"In post","2022","Unknown","Human Resources","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Female","Undeclared","65","60","32710","29570"
"In post","2022","Unknown","Human Resources","Female","Unknown","625","590","35180","31190"
"In post","2022","Unknown","Human Resources","Male","Heterosexual / straight","145","145","37690","36740"
"In post","2022","Unknown","Human Resources","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Male","Undeclared","35","35","35890","32790"
"In post","2022","Unknown","Human Resources","Male","Unknown","340","335","36050","33080"
"In post","2022","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Female","Heterosexual / straight","685","655","38310","34480"
"In post","2022","Unknown","Legal","Female","LGBO","30","30","31640","26950"
"In post","2022","Unknown","Legal","Female","Undeclared","60","55","40800","32800"
"In post","2022","Unknown","Legal","Female","Unknown","815","735","47410","50500"
"In post","2022","Unknown","Legal","Male","Heterosexual / straight","290","285","43460","48080"
"In post","2022","Unknown","Legal","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Legal","Male","Undeclared","40","40","41720","48080"
"In post","2022","Unknown","Legal","Male","Unknown","430","420","48890","51250"
"In post","2022","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Female","Heterosexual / straight","5240","4835","34870","32260"
"In post","2022","Unknown","No function","Female","LGBO","360","350","34280","32770"
"In post","2022","Unknown","No function","Female","Undeclared","1045","970","41470","36500"
"In post","2022","Unknown","No function","Female","Unknown","19385","17895","29890","26820"
"In post","2022","Unknown","No function","Male","Heterosexual / straight","4435","4270","37850","35000"
"In post","2022","Unknown","No function","Male","LGBO","350","340","36810","32940"
"In post","2022","Unknown","No function","Male","Undeclared","745","725","43530","38230"
"In post","2022","Unknown","No function","Male","Unknown","16330","15775","31460","27570"
"In post","2022","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","Heterosexual / straight","425","400","41200","38600"
"In post","2022","Unknown","Project Delivery","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","Undeclared","80","75","41780","38240"
"In post","2022","Unknown","Project Delivery","Female","Unknown","1140","1085","43430","40180"
"In post","2022","Unknown","Project Delivery","Male","Heterosexual / straight","630","620","43820","40790"
"In post","2022","Unknown","Project Delivery","Male","LGBO","30","30","45600","43340"
"In post","2022","Unknown","Project Delivery","Male","Undeclared","110","105","44650","42200"
"In post","2022","Unknown","Project Delivery","Male","Unknown","1360","1340","43190","40520"
"In post","2022","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Female","Heterosexual / straight","165","160","35380","33000"
"In post","2022","Unknown","Property","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Property","Female","Unknown","535","505","29120","25120"
"In post","2022","Unknown","Property","Male","Heterosexual / straight","260","255","34460","32530"
"In post","2022","Unknown","Property","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Property","Male","Unknown","810","800","33350","29590"
"In post","2022","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Female","Heterosexual / straight","125","120","32640","30250"
"In post","2022","Unknown","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Female","Unknown","305","295","32240","28750"
"In post","2022","Unknown","Security","Male","Heterosexual / straight","645","630","32070","31370"
"In post","2022","Unknown","Security","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Security","Male","Undeclared","100","100","36770","39070"
"In post","2022","Unknown","Security","Male","Unknown","1015","1005","31700","27700"
"In post","2022","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","2250","2130","38080","33000"
"In post","2022","Unknown","Unknown","Female","LGBO","135","130","35210","30200"
"In post","2022","Unknown","Unknown","Female","Undeclared","245","230","39320","34910"
"In post","2022","Unknown","Unknown","Female","Unknown","4955","4725","34290","28650"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","2110","2065","37540","31540"
"In post","2022","Unknown","Unknown","Male","LGBO","150","150","37910","32890"
"In post","2022","Unknown","Unknown","Male","Undeclared","280","275","38150","33300"
"In post","2022","Unknown","Unknown","Male","Unknown","6030","5910","35580","31540"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","Heterosexual / straight","35","[c]","38550","33880"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","Heterosexual / straight","45","[c]","39780","36350"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Female","Heterosexual / straight","45","[c]","32410","29330"
"Leaver CS","2022","Declared disabled","Human Resources","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
