"Status","Year","Parent_department","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Competition and Markets Authority","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","Heterosexual / straight","40","[c]","39550","36190"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","Heterosexual / straight","75","[c]","29470","26000"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","Unknown","35","[c]","24040","23030"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","Heterosexual / straight","50","[c]","35370","32040"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","Unknown","50","[c]","26400","23780"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Female","Heterosexual / straight","55","[c]","46940","51310"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Male","Heterosexual / straight","80","[c]","52350","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
