"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Declared non-disabled","Medicine","SEO","50","45","45770","45840"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","AA","1900","1715","20800","20890"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","AO","16145","14245","23020","21410"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","EO","18100","16645","28070","27570"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","G6","675","670","70030","67910"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","G7","1555","1535","55710","54240"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","HEO","5720","5470","34300","33790"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","SCS level","280","275","91410","84430"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","SEO","3105","3020","43510","40890"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","Unknown","2705","2540","32060","28560"
"In post","2022","50-59","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","AO","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","G6","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","G7","75","75","53560","50640"
"In post","2022","50-59","Declared non-disabled","Operational Research","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","SEO","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Other","AA","520","500","19610","19050"
"In post","2022","50-59","Declared non-disabled","Other","AO","2140","2005","21680","21260"
"In post","2022","50-59","Declared non-disabled","Other","EO","1935","1845","27350","27570"
"In post","2022","50-59","Declared non-disabled","Other","G6","160","155","72710","70410"
"In post","2022","50-59","Declared non-disabled","Other","G7","280","275","54710","54540"
"In post","2022","50-59","Declared non-disabled","Other","HEO","980","955","33350","33300"
"In post","2022","50-59","Declared non-disabled","Other","SCS level","95","90","100800","89930"
"In post","2022","50-59","Declared non-disabled","Other","SEO","560","555","41770","40690"
"In post","2022","50-59","Declared non-disabled","Other","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","G6","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","G7","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","HEO","10","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","G6","60","55","63450","58810"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","G7","30","30","47070","47660"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Policy","AA","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Policy","AO","130","125","24500","24610"
"In post","2022","50-59","Declared non-disabled","Policy","EO","435","420","29160","29430"
"In post","2022","50-59","Declared non-disabled","Policy","G6","600","585","68400","67910"
"In post","2022","50-59","Declared non-disabled","Policy","G7","1160","1140","56050","55340"
"In post","2022","50-59","Declared non-disabled","Policy","HEO","725","700","35170","35040"
"In post","2022","50-59","Declared non-disabled","Policy","SCS level","390","385","90370","81030"
"In post","2022","50-59","Declared non-disabled","Policy","SEO","910","885","42070","41750"
"In post","2022","50-59","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Project Delivery","AO","110","90","21810","21260"
"In post","2022","50-59","Declared non-disabled","Project Delivery","EO","220","200","27980","27570"
"In post","2022","50-59","Declared non-disabled","Project Delivery","G6","390","385","67160","67790"
"In post","2022","50-59","Declared non-disabled","Project Delivery","G7","880","865","54360","54960"
"In post","2022","50-59","Declared non-disabled","Project Delivery","HEO","645","615","33810","33370"
"In post","2022","50-59","Declared non-disabled","Project Delivery","SCS level","130","130","92410","85210"
"In post","2022","50-59","Declared non-disabled","Project Delivery","SEO","995","970","40810","40520"
"In post","2022","50-59","Declared non-disabled","Project Delivery","Unknown","95","95","53600","54030"
"In post","2022","50-59","Declared non-disabled","Property","AA","105","105","18110","17480"
"In post","2022","50-59","Declared non-disabled","Property","AO","115","105","22620","22040"
"In post","2022","50-59","Declared non-disabled","Property","EO","345","330","27810","27000"
"In post","2022","50-59","Declared non-disabled","Property","G6","160","160","67690","66470"
"In post","2022","50-59","Declared non-disabled","Property","G7","315","305","55540","55080"
"In post","2022","50-59","Declared non-disabled","Property","HEO","415","410","33880","33300"
"In post","2022","50-59","Declared non-disabled","Property","SCS level","35","35","86330","80000"
"In post","2022","50-59","Declared non-disabled","Property","SEO","440","425","43310","43210"
"In post","2022","50-59","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","AO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","EO","30","30","27620","27380"
"In post","2022","50-59","Declared non-disabled","Psychology","G6","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","G7","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","HEO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","SEO","25","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","AA","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","AO","175","175","22330","22330"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","EO","245","240","26630","26360"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","G6","180","170","68940","67840"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","G7","640","625","53720","53430"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","HEO","410","395","33840","33300"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","SCS level","30","30","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","SEO","685","660","42130","41560"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","Unknown","115","115","53530","47600"
"In post","2022","50-59","Declared non-disabled","Security","AA","655","650","20500","19810"
"In post","2022","50-59","Declared non-disabled","Security","AO","560","550","33340","39070"
"In post","2022","50-59","Declared non-disabled","Security","EO","270","265","35070","30730"
"In post","2022","50-59","Declared non-disabled","Security","G6","30","30","69440","67960"
"In post","2022","50-59","Declared non-disabled","Security","G7","115","110","56870","55210"
"In post","2022","50-59","Declared non-disabled","Security","HEO","295","290","38390","34770"
"In post","2022","50-59","Declared non-disabled","Security","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Security","SEO","215","215","44840","41750"
"In post","2022","50-59","Declared non-disabled","Security","Unknown","40","40","34610","28450"
"In post","2022","50-59","Declared non-disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","G6","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","G7","30","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","SEO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","EO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","G6","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","G7","70","70","58460","59630"
"In post","2022","50-59","Declared non-disabled","Statistics","HEO","45","40","35290","34970"
"In post","2022","50-59","Declared non-disabled","Statistics","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","SEO","40","35","42570","42010"
"In post","2022","50-59","Declared non-disabled","Tax","AO","210","195","21600","21250"
"In post","2022","50-59","Declared non-disabled","Tax","EO","505","470","28430","26820"
"In post","2022","50-59","Declared non-disabled","Tax","G6","210","205","69970","67910"
"In post","2022","50-59","Declared non-disabled","Tax","G7","420","410","56450","55210"
"In post","2022","50-59","Declared non-disabled","Tax","HEO","845","810","34890","33370"
"In post","2022","50-59","Declared non-disabled","Tax","SCS level","30","30","81390","79190"
"In post","2022","50-59","Declared non-disabled","Tax","SEO","585","575","41170","40520"
"In post","2022","50-59","Declared non-disabled","Unknown","AA","120","115","22630","23230"
"In post","2022","50-59","Declared non-disabled","Unknown","AO","400","380","24580","24320"
"In post","2022","50-59","Declared non-disabled","Unknown","EO","535","520","29180","28980"
"In post","2022","50-59","Declared non-disabled","Unknown","G6","460","455","72290","72710"
"In post","2022","50-59","Declared non-disabled","Unknown","G7","630","610","58140","57190"
"In post","2022","50-59","Declared non-disabled","Unknown","HEO","665","645","34890","34600"
"In post","2022","50-59","Declared non-disabled","Unknown","SCS level","295","290","102500","94770"
"In post","2022","50-59","Declared non-disabled","Unknown","SEO","640","630","44590","44770"
"In post","2022","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","G6","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","G7","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","SEO","40","35","45050","45660"
"In post","2022","50-59","Undeclared","Commercial","AO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","G6","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","G7","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","HEO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","SEO","50","50","43770","42470"
"In post","2022","50-59","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","AO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","HEO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","EO","70","65","28240","27570"
"In post","2022","50-59","Undeclared","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","HEO","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","EO","65","65","28590","27570"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","G6","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","G7","65","60","56680","55210"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","HEO","105","105","34780","34290"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","SEO","100","100","41650","40580"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","EO","55","55","27420","26820"
"In post","2022","50-59","Undeclared","Finance","G6","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","G7","30","30","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","HEO","65","60","34110","33370"
"In post","2022","50-59","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","SEO","65","65","42180","41100"
"In post","2022","50-59","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Geography","EO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Geography","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","AO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","EO","35","30","28110","27570"
"In post","2022","50-59","Undeclared","Human Resources","G6","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","G7","30","30","56520","56510"
"In post","2022","50-59","Undeclared","Human Resources","HEO","60","55","34500","33360"
"In post","2022","50-59","Undeclared","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","SEO","35","35","43780","41190"
"In post","2022","50-59","Undeclared","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","EO","60","55","28850","27380"
"In post","2022","50-59","Undeclared","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","HEO","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","SEO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","G6","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","EO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","HEO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","AO","10","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","EO","30","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","G6","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","G7","30","30","60170","61220"
"In post","2022","50-59","Undeclared","Legal","HEO","40","40","35170","33840"
"In post","2022","50-59","Undeclared","Legal","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","SEO","50","45","46270","44780"
"In post","2022","50-59","Undeclared","Medicine","EO","10","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","G6","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Delivery","AA","415","380","21920","21790"
"In post","2022","50-59","Undeclared","Operational Delivery","AO","2270","2060","26570","24470"
"In post","2022","50-59","Undeclared","Operational Delivery","EO","1595","1500","29050","27570"
"In post","2022","50-59","Undeclared","Operational Delivery","G6","35","35","72950","69020"
"In post","2022","50-59","Undeclared","Operational Delivery","G7","105","105","58270","55210"
"In post","2022","50-59","Undeclared","Operational Delivery","HEO","600","580","35130","34500"
"In post","2022","50-59","Undeclared","Operational Delivery","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Delivery","SEO","315","310","46520","44630"
"In post","2022","50-59","Undeclared","Operational Delivery","Unknown","235","220","31320","28620"
"In post","2022","50-59","Undeclared","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","AA","60","60","19410","19050"
"In post","2022","50-59","Undeclared","Other","AO","215","205","21760","21380"
"In post","2022","50-59","Undeclared","Other","EO","180","175","27350","27570"
"In post","2022","50-59","Undeclared","Other","G6","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","G7","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","HEO","95","90","32910","33300"
"In post","2022","50-59","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","SEO","50","50","41700","40600"
"In post","2022","50-59","Undeclared","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","G6","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","EO","30","30","30310","29600"
"In post","2022","50-59","Undeclared","Policy","G6","55","55","68150","67440"
"In post","2022","50-59","Undeclared","Policy","G7","100","95","56190","55060"
"In post","2022","50-59","Undeclared","Policy","HEO","75","75","34890","34820"
"In post","2022","50-59","Undeclared","Policy","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","SEO","60","60","41280","40580"
"In post","2022","50-59","Undeclared","Project Delivery","AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","EO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","G6","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","G7","50","50","54830","54540"
"In post","2022","50-59","Undeclared","Project Delivery","HEO","50","50","33530","33300"
"In post","2022","50-59","Undeclared","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","SEO","100","95","40930","40580"
"In post","2022","50-59","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","AA","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","EO","55","55","27870","27000"
"In post","2022","50-59","Undeclared","Property","G6","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","G7","40","40","56760","56040"
"In post","2022","50-59","Undeclared","Property","HEO","55","55","34560","34000"
"In post","2022","50-59","Undeclared","Property","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","SEO","65","60","44450","44610"
"In post","2022","50-59","Undeclared","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","AO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","EO","40","40","29160","29470"
"In post","2022","50-59","Undeclared","Science and Engineering","G6","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","G7","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","HEO","55","55","35010","33740"
"In post","2022","50-59","Undeclared","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","SEO","60","60","43030","42560"
"In post","2022","50-59","Undeclared","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","AA","100","100","20300","19810"
"In post","2022","50-59","Undeclared","Security","AO","105","100","35200","39070"
"In post","2022","50-59","Undeclared","Security","EO","55","55","37870","42100"
"In post","2022","50-59","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","G7","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","HEO","45","45","39800","36620"
"In post","2022","50-59","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","SEO","35","35","48380","44680"
"In post","2022","50-59","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","EO","55","55","29370","28920"
"In post","2022","50-59","Undeclared","Tax","G6","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","G7","60","55","56190","55210"
"In post","2022","50-59","Undeclared","Tax","HEO","95","90","35200","33600"
"In post","2022","50-59","Undeclared","Tax","SEO","70","70","41270","40520"
"In post","2022","50-59","Undeclared","Unknown","AA","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","AO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","EO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","G6","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","G7","30","30","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","HEO","35","30","33890","33300"
"In post","2022","50-59","Undeclared","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","SEO","30","30","43040","40600"
"In post","2022","50-59","Undeclared","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Veterinarian","G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","AO","20","15","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","EO","30","30","27890","26800"
"In post","2022","50-59","Unknown","Commercial","G6","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","G7","35","35","52790","53360"
"In post","2022","50-59","Unknown","Commercial","HEO","45","45","33630","33290"
"In post","2022","50-59","Unknown","Commercial","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","SEO","65","65","40850","40650"
"In post","2022","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","EO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","G6","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","G7","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","HEO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","SEO","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","EO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","HEO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","AO","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","EO","80","75","29550","29200"
"In post","2022","50-59","Unknown","Digital, Data and Technology","G6","60","60","70660","68420"
"In post","2022","50-59","Unknown","Digital, Data and Technology","G7","170","170","56820","56550"
"In post","2022","50-59","Unknown","Digital, Data and Technology","HEO","130","130","35150","34750"
"In post","2022","50-59","Unknown","Digital, Data and Technology","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","SEO","190","185","42580","40670"
"In post","2022","50-59","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","G6","5","5","[c]","[c]"
