"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","EO","Female","80","75","27090","26670"
"In post","2022","Undeclared","Finance","EO","Male","55","55","27650","27570"
"In post","2022","Undeclared","Finance","G6","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","G6","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","G7","Female","35","35","55510","55210"
"In post","2022","Undeclared","Finance","G7","Male","55","55","56900","55500"
"In post","2022","Undeclared","Finance","HEO","Female","90","85","33730","33300"
"In post","2022","Undeclared","Finance","HEO","Male","85","85","34550","33300"
"In post","2022","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO","Female","80","75","42350","41100"
"In post","2022","Undeclared","Finance","SEO","Male","90","85","42180","40850"
"In post","2022","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Geography","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","Female","45","40","21750","21380"
"In post","2022","Undeclared","Human Resources","AO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","EO","Female","60","55","27420","27140"
"In post","2022","Undeclared","Human Resources","EO","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","Female","45","45","54280","54410"
"In post","2022","Undeclared","Human Resources","G7","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HEO","Female","90","85","33460","33300"
"In post","2022","Undeclared","Human Resources","HEO","Male","50","50","34340","33300"
"In post","2022","Undeclared","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO","Female","85","80","41160","41100"
"In post","2022","Undeclared","Human Resources","SEO","Male","30","30","44180","41420"
"In post","2022","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","EO","Female","70","60","27840","27380"
"In post","2022","Undeclared","Intelligence Analysis","EO","Male","65","65","28870","27370"
"In post","2022","Undeclared","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G7","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","HEO","Female","25","20","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","HEO","Male","50","50","34580","33370"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","HEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","SEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","EO","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","EO","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","HEO","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","HEO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","Female","30","25","28160","26820"
"In post","2022","Undeclared","Legal","EO","Male","55","55","28620","28200"
"In post","2022","Undeclared","Legal","G6","Female","30","30","69080","65710"
"In post","2022","Undeclared","Legal","G6","Male","40","35","71260","69310"
"In post","2022","Undeclared","Legal","G7","Female","75","65","57670","56650"
"In post","2022","Undeclared","Legal","G7","Male","45","45","59470","57270"
"In post","2022","Undeclared","Legal","HEO","Female","40","35","34630","33840"
"In post","2022","Undeclared","Legal","HEO","Male","80","80","34720","33370"
"In post","2022","Undeclared","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO","Female","55","50","44950","44360"
"In post","2022","Undeclared","Legal","SEO","Male","60","55","44520","43810"
"In post","2022","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","EO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","EO","Male","10","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","G6","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","G6","Male","10","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","HEO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Medicine","HEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","AA","Female","545","455","21220","20920"
"In post","2022","Undeclared","Operational Delivery","AA","Male","575","515","22030","21650"
"In post","2022","Undeclared","Operational Delivery","AO","Female","2810","2385","23670","21840"
"In post","2022","Undeclared","Operational Delivery","AO","Male","3085","2850","27220","27120"
"In post","2022","Undeclared","Operational Delivery","EO","Female","2170","1955","28200","27570"
"In post","2022","Undeclared","Operational Delivery","EO","Male","2315","2205","29340","27570"
"In post","2022","Undeclared","Operational Delivery","G6","Female","35","30","68530","66230"
"In post","2022","Undeclared","Operational Delivery","G6","Male","50","50","73870","68940"
"In post","2022","Undeclared","Operational Delivery","G7","Female","110","105","55340","54160"
"In post","2022","Undeclared","Operational Delivery","G7","Male","130","125","58250","55210"
"In post","2022","Undeclared","Operational Delivery","HEO","Female","680","630","34060","33370"
"In post","2022","Undeclared","Operational Delivery","HEO","Male","875","835","35220","35120"
"In post","2022","Undeclared","Operational Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","SEO","Female","295","285","43740","41480"
"In post","2022","Undeclared","Operational Delivery","SEO","Male","435","425","46010","43870"
"In post","2022","Undeclared","Operational Delivery","Unknown","Female","545","505","30850","28690"
"In post","2022","Undeclared","Operational Delivery","Unknown","Male","240","225","31980","30060"
"In post","2022","Undeclared","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Research","HEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","HEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","AA","Female","50","50","19610","19810"
"In post","2022","Undeclared","Other","AA","Male","95","95","19300","19050"
"In post","2022","Undeclared","Other","AO","Female","320","290","21730","21380"
"In post","2022","Undeclared","Other","AO","Male","230","225","21580","21260"
"In post","2022","Undeclared","Other","EO","Female","245","230","27310","27570"
"In post","2022","Undeclared","Other","EO","Male","255","250","27270","27570"
"In post","2022","Undeclared","Other","G6","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Other","G6","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Other","G7","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Other","G7","Male","30","30","55730","55430"
"In post","2022","Undeclared","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","HEO","Female","120","115","32600","33170"
"In post","2022","Undeclared","Other","HEO","Male","145","140","33670","33300"
"In post","2022","Undeclared","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Other","SEO","Female","50","50","40800","40500"
"In post","2022","Undeclared","Other","SEO","Male","80","80","42430","40940"
"In post","2022","Undeclared","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G6","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AO","Female","25","20","[c]","[c]"
"In post","2022","Undeclared","Policy","AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","EO","Female","65","65","28260","28140"
"In post","2022","Undeclared","Policy","EO","Male","55","55","28480","28080"
"In post","2022","Undeclared","Policy","G6","Female","80","75","65970","64990"
"In post","2022","Undeclared","Policy","G6","Male","115","115","67650","67420"
"In post","2022","Undeclared","Policy","G7","Female","230","225","54170","53420"
"In post","2022","Undeclared","Policy","G7","Male","265","260","55190","54470"
"In post","2022","Undeclared","Policy","HEO","Female","230","225","33610","33300"
"In post","2022","Undeclared","Policy","HEO","Male","235","235","34220","33640"
"In post","2022","Undeclared","Policy","SCS level","Female","30","30","77680","75820"
"In post","2022","Undeclared","Policy","SCS level","Male","50","50","85330","78000"
"In post","2022","Undeclared","Policy","SEO","Female","155","145","40170","39970"
"In post","2022","Undeclared","Policy","SEO","Male","155","150","41250","40460"
"In post","2022","Undeclared","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AO","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","Female","30","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","Male","40","35","27160","26820"
"In post","2022","Undeclared","Project Delivery","G6","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","G6","Male","35","35","67870","66250"
"In post","2022","Undeclared","Project Delivery","G7","Female","60","60","54100","54540"
"In post","2022","Undeclared","Project Delivery","G7","Male","100","100","54800","54540"
"In post","2022","Undeclared","Project Delivery","HEO","Female","90","85","32920","33300"
"In post","2022","Undeclared","Project Delivery","HEO","Male","70","70","33450","33370"
"In post","2022","Undeclared","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO","Female","105","100","40720","40520"
"In post","2022","Undeclared","Project Delivery","SEO","Male","150","145","41010","40580"
"In post","2022","Undeclared","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","AA","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","AA","Male","25","20","[c]","[c]"
"In post","2022","Undeclared","Property","AO","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Property","AO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","EO","Female","65","60","27530","26950"
"In post","2022","Undeclared","Property","EO","Male","55","50","27820","27000"
"In post","2022","Undeclared","Property","G6","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","G6","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","G7","Male","55","55","57090","57150"
"In post","2022","Undeclared","Property","HEO","Female","45","40","33770","33300"
"In post","2022","Undeclared","Property","HEO","Male","80","75","34490","33630"
"In post","2022","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","SEO","Female","40","40","42330","42000"
"In post","2022","Undeclared","Property","SEO","Male","85","80","44370","44610"
"In post","2022","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","EO","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Psychology","EO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","HEO","Female","30","30","30630","31180"
"In post","2022","Undeclared","Psychology","HEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","SEO","Female","40","35","47170","50250"
"In post","2022","Undeclared","Psychology","SEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AA","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AO","Male","50","45","22780","22750"
"In post","2022","Undeclared","Science and Engineering","EO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","EO","Male","105","100","28330","28150"
"In post","2022","Undeclared","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","G6","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","G7","Male","55","55","55580","55580"
"In post","2022","Undeclared","Science and Engineering","HEO","Female","30","30","32080","31680"
"In post","2022","Undeclared","Science and Engineering","HEO","Male","135","130","34330","33630"
"In post","2022","Undeclared","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SEO","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SEO","Male","135","130","42480","41940"
"In post","2022","Undeclared","Science and Engineering","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","Male","50","50","44180","45010"
"In post","2022","Undeclared","Security","AA","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","AA","Male","170","165","20550","19810"
"In post","2022","Undeclared","Security","AO","Female","35","30","31240","30700"
"In post","2022","Undeclared","Security","AO","Male","195","195","34700","39070"
"In post","2022","Undeclared","Security","EO","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","EO","Male","90","85","38610","42100"
"In post","2022","Undeclared","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","G7","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","HEO","Female","40","40","34450","33200"
"In post","2022","Undeclared","Security","HEO","Male","75","75","39590","37280"
"In post","2022","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SEO","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","SEO","Male","55","55","49660","46140"
"In post","2022","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","EO","Female","[c]","[c]","[c]","[c]"
