"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","London","50","50","56660","58030"
"In post","2022","Project Delivery","Economics","Outside London","10","10","44960","48940"
"In post","2022","Project Delivery","Economics","Overseas","35","35","56860","55620"
"In post","2022","Project Delivery","Finance","London","15","15","55260","56600"
"In post","2022","Project Delivery","Finance","Outside London","205","200","45270","41870"
"In post","2022","Project Delivery","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","10","10","51730","49180"
"In post","2022","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Outside London","65","60","75110","75480"
"In post","2022","Project Delivery","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","80","75","39770","38070"
"In post","2022","Project Delivery","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Medicine","London","15","15","64320","64840"
"In post","2022","Project Delivery","Medicine","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Overseas","25","25","55820","55060"
"In post","2022","Project Delivery","Operational Delivery","London","230","225","41970","39220"
"In post","2022","Project Delivery","Operational Delivery","Outside London","1605","1520","35930","33370"
"In post","2022","Project Delivery","Operational Delivery","Overseas","20","20","48720","47690"
"In post","2022","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","London","180","170","59510","59430"
"In post","2022","Project Delivery","Other","Outside London","3095","2960","32720","29190"
"In post","2022","Project Delivery","Other","Overseas","110","110","64400","64840"
"In post","2022","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","London","1225","1170","56990","58030"
"In post","2022","Project Delivery","Policy","Outside London","720","685","47580","45820"
"In post","2022","Project Delivery","Policy","Overseas","215","215","56360","55620"
"In post","2022","Project Delivery","Project Delivery","London","2235","2155","51060","45200"
"In post","2022","Project Delivery","Project Delivery","Outside London","10595","10150","41610","40160"
"In post","2022","Project Delivery","Project Delivery","Overseas","120","120","50860","52430"
"In post","2022","Project Delivery","Project Delivery","Unknown","15","15","43650","36650"
"In post","2022","Project Delivery","Property","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Property","Outside London","50","50","38660","35650"
"In post","2022","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","London","25","25","49620","51500"
"In post","2022","Project Delivery","Science and Engineering","Outside London","3440","3365","38760","37400"
"In post","2022","Project Delivery","Science and Engineering","Overseas","55","55","43740","41490"
"In post","2022","Project Delivery","Security","London","35","35","51520","52720"
"In post","2022","Project Delivery","Security","Outside London","15","15","37300","36050"
"In post","2022","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","London","15","10","56090","56100"
"In post","2022","Project Delivery","Statistics","Outside London","15","15","50690","52900"
"In post","2022","Project Delivery","Statistics","Overseas","5","5","[c]","[c]"
"In post","2022","Project Delivery","Tax","London","135","125","40670","38180"
"In post","2022","Project Delivery","Tax","Outside London","505","470","33750","33370"
"In post","2022","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","London","230","225","65430","58600"
"In post","2022","Project Delivery","Unknown","Outside London","130","125","42500","33690"
"In post","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Outside London","10","10","59140","58750"
"In post","2022","Property","Finance","London","15","15","38850","37300"
"In post","2022","Property","Finance","Outside London","60","60","47160","42900"
"In post","2022","Property","Human Resources","London","10","10","[c]","[c]"
"In post","2022","Property","Human Resources","Outside London","20","20","40020","32000"
"In post","2022","Property","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","London","125","120","41040","37820"
"In post","2022","Property","Operational Delivery","Outside London","1155","1095","28380","22040"
"In post","2022","Property","Other","London","165","160","24080","20840"
"In post","2022","Property","Other","Outside London","345","335","31170","29900"
"In post","2022","Property","Policy","London","20","15","54650","51050"
"In post","2022","Property","Policy","Outside London","25","25","42440","42750"
"In post","2022","Property","Project Delivery","London","35","35","49260","40420"
"In post","2022","Property","Project Delivery","Outside London","35","35","46690","45400"
"In post","2022","Property","Property","London","1245","1200","45010","40600"
"In post","2022","Property","Property","Outside London","5900","5635","36360","33300"
"In post","2022","Property","Property","Overseas","175","175","39220","37950"
"In post","2022","Property","Property","Unknown","35","35","45360","41770"
"In post","2022","Property","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Security","Outside London","15","15","41840","36940"
"In post","2022","Property","Unknown","London","60","60","53140","54700"
"In post","2022","Property","Unknown","Outside London","50","50","46700","44970"
"In post","2022","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","London","10","10","43170","37660"
"In post","2022","Security","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","London","630","605","41180","37640"
"In post","2022","Security","Intelligence Analysis","Outside London","325","320","33330","33300"
"In post","2022","Security","Intelligence Analysis","Overseas","75","75","44150","40580"
"In post","2022","Security","Knowledge and Information Management","London","15","15","38210","32490"
"In post","2022","Security","Knowledge and Information Management","Outside London","60","55","35960","31860"
"In post","2022","Security","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Security","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Other","London","5","5","[c]","[c]"
"In post","2022","Security","Other","Outside London","25","20","28930","25860"
"In post","2022","Security","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","London","10","10","[c]","[c]"
"In post","2022","Security","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Security","London","1050","1040","40730","37940"
"In post","2022","Security","Security","Outside London","7310","7145","30680","26820"
"In post","2022","Security","Security","Overseas","85","85","35780","34150"
"In post","2022","Security","Security","Unknown","65","65","28790","27370"
"In post","2022","Security","Unknown","London","210","210","43610","40600"
"In post","2022","Security","Unknown","Outside London","735","695","31200","32000"
"In post","2022","Security","Unknown","Unknown","45","45","32260","33300"
"In post","2022","Unknown","Commercial","London","60","60","42110","42070"
"In post","2022","Unknown","Commercial","Outside London","105","100","34900","32170"
"In post","2022","Unknown","Communications","London","160","160","49270","45750"
"In post","2022","Unknown","Communications","Outside London","175","165","40840","38160"
"In post","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","25","25","33630","30090"
"In post","2022","Unknown","Counter Fraud","Outside London","160","145","25910","25220"
"In post","2022","Unknown","Digital, Data and Technology","London","1085","1070","52300","47340"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","755","740","43520","39580"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","London","160","160","45800","41950"
"In post","2022","Unknown","Economics","Outside London","50","50","47450","40100"
"In post","2022","Unknown","Finance","London","410","400","48090","44500"
"In post","2022","Unknown","Finance","Outside London","2260","2190","36320","33300"
"In post","2022","Unknown","Finance","Overseas","40","40","40150","33670"
"In post","2022","Unknown","Finance","Unknown","20","20","35730","33730"
"In post","2022","Unknown","Human Resources","London","415","400","45400","41950"
"In post","2022","Unknown","Human Resources","Outside London","460","435","36340","30980"
"In post","2022","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","420","395","33740","30500"
"In post","2022","Unknown","Intelligence Analysis","Outside London","990","935","28060","26820"
"In post","2022","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","25","25","44320","38160"
"In post","2022","Unknown","Knowledge and Information Management","London","75","75","42380","41950"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","135","130","36460","36320"
"In post","2022","Unknown","Legal","Outside London","165","155","57420","61440"
"In post","2022","Unknown","Medicine","London","40","35","53330","46130"
"In post","2022","Unknown","Medicine","Outside London","1730","1525","46720","39030"
"In post","2022","Unknown","Medicine","Overseas","35","35","55160","43980"
"In post","2022","Unknown","Medicine","Unknown","35","30","51150","40000"
"In post","2022","Unknown","Operational Delivery","London","6345","5885","32870","29080"
"In post","2022","Unknown","Operational Delivery","Outside London","20840","19225","27680","25040"
"In post","2022","Unknown","Operational Delivery","Overseas","135","130","29850","27370"
"In post","2022","Unknown","Operational Delivery","Unknown","10","10","31680","29780"
"In post","2022","Unknown","Operational Research","London","75","70","48500","43560"
"In post","2022","Unknown","Operational Research","Outside London","20","20","40340","37760"
"In post","2022","Unknown","Other","London","1400","1360","35590","30460"
"In post","2022","Unknown","Other","Outside London","11260","10810","26880","22170"
"In post","2022","Unknown","Other","Overseas","440","435","42600","41600"
"In post","2022","Unknown","Other","Unknown","1840","1835","37170","33570"
"In post","2022","Unknown","Planning","Outside London","75","70","44280","38160"
"In post","2022","Unknown","Policy","London","3345","3270","50770","45200"
"In post","2022","Unknown","Policy","Outside London","2710","2590","41750","38160"
"In post","2022","Unknown","Policy","Overseas","45","45","53620","54620"
"In post","2022","Unknown","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","London","990","970","48330","42170"
"In post","2022","Unknown","Project Delivery","Outside London","960","915","40030","37450"
"In post","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Outside London","75","70","39490","34190"
"In post","2022","Unknown","Science and Engineering","London","170","165","52100","45200"
"In post","2022","Unknown","Science and Engineering","Outside London","1710","1670","34230","29670"
"In post","2022","Unknown","Science and Engineering","Overseas","50","50","41500","41230"
"In post","2022","Unknown","Science and Engineering","Unknown","10","10","28960","27370"
"In post","2022","Unknown","Security","London","245","235","32570","28850"
"In post","2022","Unknown","Security","Outside London","105","100","28480","25040"
"In post","2022","Unknown","Social Research","London","130","130","48120","43950"
"In post","2022","Unknown","Social Research","Outside London","105","100","41620","40100"
"In post","2022","Unknown","Statistics","London","125","125","36810","35200"
"In post","2022","Unknown","Statistics","Outside London","105","95","40180","38160"
"In post","2022","Unknown","Unknown","London","435","425","48550","41880"
"In post","2022","Unknown","Unknown","Outside London","15810","15190","40040","35240"
"In post","2022","Unknown","Unknown","Overseas","35","35","57600","56040"
"In post","2022","Unknown","Unknown","Unknown","20","20","47210","40580"
"In post","2022","Unknown","Veterinarian","Outside London","20","20","60890","58700"
"Leaver CS","2022","Analysis","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","London","110","[c]","40300","34550"
"Leaver CS","2022","Analysis","Economics","Outside London","45","[c]","30630","19610"
"Leaver CS","2022","Analysis","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Outside London","10","[c]","36030","34880"
"Leaver CS","2022","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Outside London","35","[c]","28690","29180"
"Leaver CS","2022","Analysis","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Outside London","15","[c]","34580","38070"
"Leaver CS","2022","Analysis","Other","London","25","[c]","46970","45010"
"Leaver CS","2022","Analysis","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","London","20","[c]","47960","43320"
"Leaver CS","2022","Analysis","Policy","Outside London","10","[c]","31380","26630"
"Leaver CS","2022","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Outside London","40","[c]","34120","30220"
"Leaver CS","2022","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","Outside London","20","[c]","33070","30710"
"Leaver CS","2022","Analysis","Statistics","London","45","[c]","35700","33710"
"Leaver CS","2022","Analysis","Statistics","Outside London","45","[c]","37700","31350"
"Leaver CS","2022","Analysis","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","London","65","[c]","41690","37850"
"Leaver CS","2022","Commercial","Commercial","Outside London","235","[c]","38180","36480"
"Leaver CS","2022","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","London","20","[c]","54650","49130"
"Leaver CS","2022","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","London","80","[c]","77270","70120"
"Leaver CS","2022","Commercial","Unknown","Outside London","40","[c]","77470","71330"
"Leaver CS","2022","Commercial","Unknown","Unknown","30","[c]","74100","69000"
"Leaver CS","2022","Communications","Communications","London","195","[c]","41520","37930"
"Leaver CS","2022","Communications","Communications","Outside London","115","[c]","35980","33300"
"Leaver CS","2022","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","London","60","[c]","47640","42120"
"Leaver CS","2022","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Counter Fraud","London","45","[c]","36310","33100"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Outside London","220","[c]","27460","27570"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","Outside London","10","[c]","29130","28920"
"Leaver CS","2022","Counter Fraud","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","Outside London","40","[c]","26990","27120"
"Leaver CS","2022","Counter Fraud","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","Outside London","10","[c]","23630","21880"
"Leaver CS","2022","Debt","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other","Outside London","210","[c]","22290","21260"
"Leaver CS","2022","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","London","245","[c]","46120","42450"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","890","[c]","39000","36730"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","50","[c]","39910","37230"
"Leaver CS","2022","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","Outside London","10","[c]","45660","49860"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","Outside London","30","[c]","38390","39650"
"Leaver CS","2022","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","London","115","[c]","53560","54700"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Outside London","15","[c]","32600","34290"
"Leaver CS","2022","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","London","135","[c]","47770","40450"
"Leaver CS","2022","Finance","Finance","Outside London","290","[c]","37840","33840"
"Leaver CS","2022","Finance","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Operational Delivery","Outside London","155","[c]","24210","21300"
"Leaver CS","2022","Human Resources","Human Resources","London","200","[c]","43690","39020"
"Leaver CS","2022","Human Resources","Human Resources","Outside London","315","[c]","32310","29230"
"Leaver CS","2022","Human Resources","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","Outside London","65","[c]","28360","27570"
"Leaver CS","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","London","30","[c]","40600","35070"
"Leaver CS","2022","Human Resources","Unknown","Outside London","25","[c]","31240","22880"
"Leaver CS","2022","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Outside London","45","[c]","37270","33460"
"Leaver CS","2022","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","London","260","[c]","58590","55000"
"Leaver CS","2022","Legal","Legal","Outside London","230","[c]","54430","55610"
"Leaver CS","2022","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","London","40","[c]","24470","23770"
"Leaver CS","2022","Legal","Operational Delivery","Outside London","150","[c]","24630","22200"
"Leaver CS","2022","Legal","Other","London","40","[c]","28410","27350"
"Leaver CS","2022","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Outside London","25","[c]","39600","35280"
"Leaver CS","2022","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Outside London","20","[c]","36590","37950"
"Leaver CS","2022","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","Outside London","15","[c]","42170","42370"
"Leaver CS","2022","No function","Geography","Outside London","25","[c]","31630","33290"
"Leaver CS","2022","No function","Human Resources","Outside London","20","[c]","45940","38940"
"Leaver CS","2022","No function","Inspector of Education and Training","London","10","[c]","60590","51360"
"Leaver CS","2022","No function","Inspector of Education and Training","Outside London","105","[c]","65310","75500"
"Leaver CS","2022","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","London","85","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","London","80","[c]","43180","39100"
"Leaver CS","2022","No function","Knowledge and Information Management","Outside London","285","[c]","32420","29250"
"Leaver CS","2022","No function","Medicine","London","90","[c]","82560","87080"
"Leaver CS","2022","No function","Medicine","Outside London","65","[c]","97050","101430"
"Leaver CS","2022","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","London","3345","[c]","35590","31060"
"Leaver CS","2022","No function","Operational Delivery","Outside London","15430","[c]","26740","26120"
"Leaver CS","2022","No function","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Unknown","515","[c]","22670","21840"
"Leaver CS","2022","No function","Operational Research","London","[c]","[c]","[c]","[c]"
