"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Home Office","Science and Engineering","Male","45","45","51050","44820"
"In post","2022","Home Office","Security","Female","125","120","33980","30820"
"In post","2022","Home Office","Security","Male","220","215","29840","25630"
"In post","2022","Home Office","Social Research","Female","110","110","45170","43560"
"In post","2022","Home Office","Social Research","Male","35","35","51910","55790"
"In post","2022","Home Office","Statistics","Female","65","65","34660","30130"
"In post","2022","Home Office","Statistics","Male","70","70","37920","35490"
"In post","2022","Ministry of Defence","Commercial","Female","1190","1125","36340","34500"
"In post","2022","Ministry of Defence","Commercial","Male","1015","1000","39960","37400"
"In post","2022","Ministry of Defence","Communications","Female","305","290","36730","33300"
"In post","2022","Ministry of Defence","Communications","Male","305","300","35700","33300"
"In post","2022","Ministry of Defence","Corporate Finance","Female","40","40","39800","38070"
"In post","2022","Ministry of Defence","Corporate Finance","Male","20","20","[c]","[c]"
"In post","2022","Ministry of Defence","Digital, Data and Technology","Female","835","800","33720","33000"
"In post","2022","Ministry of Defence","Digital, Data and Technology","Male","1740","1720","36780","33300"
"In post","2022","Ministry of Defence","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","Female","2510","2400","35560","33300"
"In post","2022","Ministry of Defence","Finance","Male","1720","1700","40090","35000"
"In post","2022","Ministry of Defence","Geography","Female","170","160","30820","29290"
"In post","2022","Ministry of Defence","Geography","Male","315","305","31730","33290"
"In post","2022","Ministry of Defence","Human Resources","Female","1525","1405","31840","26670"
"In post","2022","Ministry of Defence","Human Resources","Male","615","605","34460","30370"
"In post","2022","Ministry of Defence","Intelligence Analysis","Female","260","250","36040","33300"
"In post","2022","Ministry of Defence","Intelligence Analysis","Male","605","590","37560","35500"
"In post","2022","Ministry of Defence","Internal Audit","Female","85","80","38310","34820"
"In post","2022","Ministry of Defence","Internal Audit","Male","65","65","40230","37000"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Female","405","390","30730","27570"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Male","425","425","33920","32120"
"In post","2022","Ministry of Defence","Legal","Female","25","25","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Male","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Female","1205","1045","43420","39030"
"In post","2022","Ministry of Defence","Medicine","Male","460","415","56700","45840"
"In post","2022","Ministry of Defence","Operational Delivery","Female","460","430","33350","29230"
"In post","2022","Ministry of Defence","Operational Delivery","Male","405","395","38540","34000"
"In post","2022","Ministry of Defence","Operational Research","Female","170","160","42460","43110"
"In post","2022","Ministry of Defence","Operational Research","Male","340","325","44780","47010"
"In post","2022","Ministry of Defence","Other","Female","7275","6840","26220","22000"
"In post","2022","Ministry of Defence","Other","Male","8860","8740","30700","27270"
"In post","2022","Ministry of Defence","Policy","Female","680","660","41330","37810"
"In post","2022","Ministry of Defence","Policy","Male","620","610","49090","45200"
"In post","2022","Ministry of Defence","Project Delivery","Female","2555","2435","39590","38110"
"In post","2022","Ministry of Defence","Project Delivery","Male","3400","3340","44680","41000"
"In post","2022","Ministry of Defence","Property","Female","830","795","30920","33000"
"In post","2022","Ministry of Defence","Property","Male","1385","1355","32770","33300"
"In post","2022","Ministry of Defence","Psychology","Female","15","15","[c]","[c]"
"In post","2022","Ministry of Defence","Psychology","Male","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Science and Engineering","Female","1290","1235","38130","38070"
"In post","2022","Ministry of Defence","Science and Engineering","Male","6855","6720","38210","37820"
"In post","2022","Ministry of Defence","Security","Female","1050","1020","28970","25680"
"In post","2022","Ministry of Defence","Security","Male","5465","5370","30050","26610"
"In post","2022","Ministry of Defence","Statistics","Female","110","100","40630","38500"
"In post","2022","Ministry of Defence","Statistics","Male","140","140","40740","38040"
"In post","2022","Ministry of Defence","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Ministry of Defence","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Commercial","Female","375","365","43510","41020"
"In post","2022","Ministry of Justice","Commercial","Male","250","245","48820","46550"
"In post","2022","Ministry of Justice","Communications","Female","125","120","42540","41750"
"In post","2022","Ministry of Justice","Communications","Male","85","80","42830","41750"
"In post","2022","Ministry of Justice","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Digital, Data and Technology","Female","465","455","45040","41750"
"In post","2022","Ministry of Justice","Digital, Data and Technology","Male","755","750","47500","47100"
"In post","2022","Ministry of Justice","Economics","Female","15","15","[c]","[c]"
"In post","2022","Ministry of Justice","Economics","Male","40","40","47790","41750"
"In post","2022","Ministry of Justice","Finance","Female","375","365","41320","38680"
"In post","2022","Ministry of Justice","Finance","Male","305","305","44850","41750"
"In post","2022","Ministry of Justice","Human Resources","Female","770","745","40900","36050"
"In post","2022","Ministry of Justice","Human Resources","Male","330","320","42430","39410"
"In post","2022","Ministry of Justice","Intelligence Analysis","Female","290","275","29360","27380"
"In post","2022","Ministry of Justice","Intelligence Analysis","Male","130","130","32800","30630"
"In post","2022","Ministry of Justice","Internal Audit","Female","35","35","50430","48300"
"In post","2022","Ministry of Justice","Internal Audit","Male","25","25","[c]","[c]"
"In post","2022","Ministry of Justice","Knowledge and Information Management","Female","105","100","28530","25120"
"In post","2022","Ministry of Justice","Knowledge and Information Management","Male","60","55","33520","31510"
"In post","2022","Ministry of Justice","Legal","Female","950","855","43420","42340"
"In post","2022","Ministry of Justice","Legal","Male","380","365","46300","44780"
"In post","2022","Ministry of Justice","Operational Delivery","Female","43265","39650","28050","25120"
"In post","2022","Ministry of Justice","Operational Delivery","Male","33450","31980","30020","28200"
"In post","2022","Ministry of Justice","Operational Research","Female","45","45","48230","46420"
"In post","2022","Ministry of Justice","Operational Research","Male","65","65","49580","47100"
"In post","2022","Ministry of Justice","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Policy","Female","640","615","44410","41750"
"In post","2022","Ministry of Justice","Policy","Male","360","360","47230","41750"
"In post","2022","Ministry of Justice","Project Delivery","Female","190","185","41780","41750"
"In post","2022","Ministry of Justice","Project Delivery","Male","115","115","45030","41750"
"In post","2022","Ministry of Justice","Property","Female","185","180","39420","36050"
"In post","2022","Ministry of Justice","Property","Male","275","270","47830","46550"
"In post","2022","Ministry of Justice","Psychology","Female","1215","1165","35360","30450"
"In post","2022","Ministry of Justice","Psychology","Male","160","155","35920","30450"
"In post","2022","Ministry of Justice","Security","Female","410","405","37210","33480"
"In post","2022","Ministry of Justice","Security","Male","425","420","41930","38750"
"In post","2022","Ministry of Justice","Social Research","Female","65","60","50780","47590"
"In post","2022","Ministry of Justice","Social Research","Male","20","20","[c]","[c]"
"In post","2022","Ministry of Justice","Statistics","Female","70","65","47420","43830"
"In post","2022","Ministry of Justice","Statistics","Male","70","70","44980","42010"
"In post","2022","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Female","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Male","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Female","20","20","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Male","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Female","125","115","40870","37700"
"In post","2022","National Crime Agency","Digital, Data and Technology","Male","145","145","44390","42350"
"In post","2022","National Crime Agency","Finance","Female","40","40","36250","36740"
"In post","2022","National Crime Agency","Finance","Male","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Female","110","100","39960","38210"
"In post","2022","National Crime Agency","Human Resources","Male","65","65","41660","39980"
"In post","2022","National Crime Agency","Legal","Female","35","35","55720","60960"
"In post","2022","National Crime Agency","Legal","Male","20","15","[c]","[c]"
"In post","2022","National Crime Agency","Operational Delivery","Female","2050","1970","37580","36410"
"In post","2022","National Crime Agency","Operational Delivery","Male","2725","2700","42480","40170"
"In post","2022","National Crime Agency","Project Delivery","Female","55","50","43180","40170"
"In post","2022","National Crime Agency","Project Delivery","Male","35","35","48090","48060"
"In post","2022","National Crime Agency","Property","Female","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Property","Male","20","15","[c]","[c]"
"In post","2022","National Crime Agency","Security","Female","30","30","33220","32260"
"In post","2022","National Crime Agency","Security","Male","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Female","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Economics","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Finance","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","Female","45","45","49190","47580"
"In post","2022","Northern Ireland Office","Policy","Male","50","50","47240","41750"
"In post","2022","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Male","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Female","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Male","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","50","50","46400","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Female","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Male","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","35","35","43510","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","640","625","62150","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","230","225","72850","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Female","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","130","115","29500","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","70","70","29880","25750"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Female","185","170","28890","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Male","70","70","30790","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Female","45","45","47880","42460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Male","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Female","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Male","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","35","43070","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Female","40","35","40910","39260"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Male","55","55","41060","39460"
"In post","2022","Office of Gas and Electricity Markets","Communications","Female","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Male","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","90","90","51580","46160"
"In post","2022","Office of Gas and Electricity Markets","Economics","Female","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","Male","30","30","46720","46250"
"In post","2022","Office of Gas and Electricity Markets","Finance","Female","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Male","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Female","35","35","41630","38000"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Female","55","50","61280","60180"
"In post","2022","Office of Gas and Electricity Markets","Legal","Male","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Female","85","85","29070","25750"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Male","105","105","30250","25750"
"In post","2022","Office of Gas and Electricity Markets","Other","Female","295","285","41810","35240"
"In post","2022","Office of Gas and Electricity Markets","Other","Male","340","335","45160","36990"
"In post","2022","Office of Gas and Electricity Markets","Policy","Female","35","35","35560","34000"
"In post","2022","Office of Gas and Electricity Markets","Policy","Male","55","55","38720","34500"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Female","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Female","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Male","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","80","75","42930","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","35","35","46430","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Female","25","25","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Male","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Female","65","60","47020","45680"
"In post","2022","Office of Rail and Road","Operational Delivery","Male","80","75","58320","59470"
"In post","2022","Office of Rail and Road","Policy","Female","30","30","54360","54270"
"In post","2022","Office of Rail and Road","Policy","Male","45","45","57640","55000"
"In post","2022","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Policy","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Policy","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Female","50","50","47620","48670"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Male","15","15","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Female","45","45","30520","26900"
"In post","2022","Scottish Government","Commercial","Male","60","60","34680","29550"
"In post","2022","Scottish Government","Communications","Female","25","25","[c]","[c]"
"In post","2022","Scottish Government","Communications","Male","15","15","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data and Technology","Female","75","75","39220","37250"
"In post","2022","Scottish Government","Digital, Data and Technology","Male","180","175","39790","36360"
"In post","2022","Scottish Government","Finance","Female","110","105","36380","33490"
"In post","2022","Scottish Government","Finance","Male","40","40","34520","32380"
"In post","2022","Scottish Government","Human Resources","Female","160","150","35000","34070"
"In post","2022","Scottish Government","Human Resources","Male","50","50","37370","36360"
"In post","2022","Scottish Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government","Legal","Female","545","510","53300","53490"
"In post","2022","Scottish Government","Legal","Male","235","230","53890","53490"
"In post","2022","Scottish Government","Operational Delivery","Female","3795","3505","28730","27080"
"In post","2022","Scottish Government","Operational Delivery","Male","3740","3530","31750","32170"
"In post","2022","Scottish Government","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Other","Female","290","265","30750","26900"
"In post","2022","Scottish Government","Other","Male","390","360","35360","35000"
"In post","2022","Scottish Government","Policy","Female","35","30","43530","36360"
"In post","2022","Scottish Government","Policy","Male","20","20","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","Scottish Government","Property","Female","5","5","[c]","[c]"
"In post","2022","Scottish Government","Property","Male","20","20","[c]","[c]"
"In post","2022","Scottish Government","Psychology","Female","65","60","37460","35000"
"In post","2022","Scottish Government","Psychology","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government","Security","Female","5","5","[c]","[c]"
"In post","2022","Scottish Government","Security","Male","10","10","[c]","[c]"
"In post","2022","Scottish Government","Statistics","Female","10","10","[c]","[c]"
"In post","2022","Scottish Government","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Female","8395","7925","39790","34600"
"In post","2022","Scottish Government","Unknown","Male","6920","6795","40610","36130"
"In post","2022","The National Archives","Commercial","Female","15","15","[c]","[c]"
"In post","2022","The National Archives","Commercial","Male","25","25","[c]","[c]"
"In post","2022","The National Archives","Communications","Female","10","10","[c]","[c]"
"In post","2022","The National Archives","Communications","Male","5","5","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","Female","45","45","40670","41100"
"In post","2022","The National Archives","Digital, Data and Technology","Male","70","70","41470","40130"
"In post","2022","The National Archives","Finance","Female","10","10","[c]","[c]"
"In post","2022","The National Archives","Finance","Male","10","10","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Female","20","15","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","Female","55","55","35210","31570"
"In post","2022","The National Archives","Knowledge and Information Management","Male","35","35","34640","32720"
"In post","2022","The National Archives","Operational Delivery","Female","95","85","30090","28460"
"In post","2022","The National Archives","Operational Delivery","Male","75","70","29380","23490"
"In post","2022","The National Archives","Other","Female","50","50","39250","34260"
"In post","2022","The National Archives","Other","Male","35","35","38370","34770"
"In post","2022","The National Archives","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Male","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Female","15","15","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Male","15","15","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2022","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Economics","Male","5","5","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Male","15","15","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
