"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Legal","London","AA/AO","10","10","25790","26130"
"In post","2022","60-64","Legal","London","EO","25","20","32670","33440"
"In post","2022","60-64","Legal","London","G6/G7","145","130","67400","66610"
"In post","2022","60-64","Legal","London","SCS level","15","15","94110","91110"
"In post","2022","60-64","Legal","London","SEO/HEO","50","40","44330","43760"
"In post","2022","60-64","Legal","Outside London","AA/AO","20","15","21890","21820"
"In post","2022","60-64","Legal","Outside London","EO","70","55","27740","27130"
"In post","2022","60-64","Legal","Outside London","G6/G7","220","180","59740","55610"
"In post","2022","60-64","Legal","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","60-64","Legal","Outside London","SEO/HEO","150","120","41800","41110"
"In post","2022","60-64","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","London","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Medicine","London","SCS level","15","15","131130","116170"
"In post","2022","60-64","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Outside London","AA/AO","20","20","22230","23280"
"In post","2022","60-64","Medicine","Outside London","EO","30","25","34520","31530"
"In post","2022","60-64","Medicine","Outside London","G6/G7","45","35","81050","82270"
"In post","2022","60-64","Medicine","Outside London","SCS level","30","25","120480","119020"
"In post","2022","60-64","Medicine","Outside London","SEO/HEO","50","45","39960","39030"
"In post","2022","60-64","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","London","AA/AO","1015","890","25390","25110"
"In post","2022","60-64","Operational Delivery","London","EO","1065","910","30940","31020"
"In post","2022","60-64","Operational Delivery","London","G6/G7","140","125","64240","63030"
"In post","2022","60-64","Operational Delivery","London","SCS level","25","25","113660","106730"
"In post","2022","60-64","Operational Delivery","London","SEO/HEO","425","385","40450","39000"
"In post","2022","60-64","Operational Delivery","London","Unknown","215","195","36580","34100"
"In post","2022","60-64","Operational Delivery","Outside London","AA/AO","9945","7720","22160","21260"
"In post","2022","60-64","Operational Delivery","Outside London","EO","6670","5130","28110","27570"
"In post","2022","60-64","Operational Delivery","Outside London","G6/G7","345","305","59580","56840"
"In post","2022","60-64","Operational Delivery","Outside London","SCS level","30","30","104080","103000"
"In post","2022","60-64","Operational Delivery","Outside London","SEO/HEO","2310","1830","37280","35380"
"In post","2022","60-64","Operational Delivery","Outside London","Unknown","1450","1240","30110","28200"
"In post","2022","60-64","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","EO","30","25","28930","29200"
"In post","2022","60-64","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","SEO/HEO","10","10","42650","46310"
"In post","2022","60-64","Operational Delivery","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","60-64","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","G6/G7","25","20","53510","51810"
"In post","2022","60-64","Operational Research","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Other","London","AA/AO","105","95","24300","24210"
"In post","2022","60-64","Other","London","EO","110","100","27930","29250"
"In post","2022","60-64","Other","London","G6/G7","40","35","67800","65290"
"In post","2022","60-64","Other","London","SCS level","20","20","95840","93000"
"In post","2022","60-64","Other","London","SEO/HEO","70","65","37590","37640"
"In post","2022","60-64","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Outside London","AA/AO","1430","1290","21030","21260"
"In post","2022","60-64","Other","Outside London","EO","830","730","27360","27570"
"In post","2022","60-64","Other","Outside London","G6/G7","100","90","58980","55910"
"In post","2022","60-64","Other","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Other","Outside London","SEO/HEO","605","555","37040","35480"
"In post","2022","60-64","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Unknown","AA/AO","20","15","23770","25110"
"In post","2022","60-64","Other","Unknown","EO","5","5","[c]","[c]"
"In post","2022","60-64","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Unknown","Unknown","115","115","40070","37300"
"In post","2022","60-64","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","G6/G7","35","25","61400","58810"
"In post","2022","60-64","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","London","AA/AO","30","25","26120","25730"
"In post","2022","60-64","Policy","London","EO","95","90","30110","29990"
"In post","2022","60-64","Policy","London","G6/G7","255","235","63390","62120"
"In post","2022","60-64","Policy","London","SCS level","50","45","92220","80370"
"In post","2022","60-64","Policy","London","SEO/HEO","220","200","40700","40340"
"In post","2022","60-64","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Outside London","AA/AO","30","25","22070","21840"
"In post","2022","60-64","Policy","Outside London","EO","55","50","27760","28270"
"In post","2022","60-64","Policy","Outside London","G6/G7","105","95","59570","57420"
"In post","2022","60-64","Policy","Outside London","SCS level","15","15","96540","91470"
"In post","2022","60-64","Policy","Outside London","SEO/HEO","200","175","37490","36960"
"In post","2022","60-64","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","G6/G7","20","20","63210","65600"
"In post","2022","60-64","Policy","Overseas","SCS level","20","20","98590","94500"
"In post","2022","60-64","Policy","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","AA/AO","20","15","24550","25110"
"In post","2022","60-64","Project Delivery","London","EO","25","20","31030","31020"
"In post","2022","60-64","Project Delivery","London","G6/G7","60","55","64790","62860"
"In post","2022","60-64","Project Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","SEO/HEO","80","70","41230","41970"
"In post","2022","60-64","Project Delivery","Outside London","AA/AO","45","35","21080","21260"
"In post","2022","60-64","Project Delivery","Outside London","EO","70","55","27340","27570"
"In post","2022","60-64","Project Delivery","Outside London","G6/G7","205","180","56780","55210"
"In post","2022","60-64","Project Delivery","Outside London","SCS level","10","10","96250","92910"
"In post","2022","60-64","Project Delivery","Outside London","SEO/HEO","485","410","37820","38070"
"In post","2022","60-64","Project Delivery","Outside London","Unknown","30","25","53620","55000"
"In post","2022","60-64","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","London","AA/AO","20","15","22550","24310"
"In post","2022","60-64","Property","London","EO","30","25","31400","31270"
"In post","2022","60-64","Property","London","G6/G7","40","35","64820","64500"
"In post","2022","60-64","Property","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Property","London","SEO/HEO","50","40","42710","41960"
"In post","2022","60-64","Property","Outside London","AA/AO","170","160","19300","17480"
"In post","2022","60-64","Property","Outside London","EO","115","100","27110","27000"
"In post","2022","60-64","Property","Outside London","G6/G7","120","105","59000","58250"
"In post","2022","60-64","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Outside London","SEO/HEO","310","270","38640","37710"
"In post","2022","60-64","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Property","Overseas","SEO/HEO","15","15","39380","40580"
"In post","2022","60-64","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","EO","10","10","27020","27380"
"In post","2022","60-64","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","EO","10","10","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","G6/G7","15","15","61490","62290"
"In post","2022","60-64","Science and Engineering","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","SEO/HEO","15","15","42450","43900"
"In post","2022","60-64","Science and Engineering","Outside London","AA/AO","135","130","22310","22750"
"In post","2022","60-64","Science and Engineering","Outside London","EO","155","140","27140","26930"
"In post","2022","60-64","Science and Engineering","Outside London","G6/G7","240","205","58100","57480"
"In post","2022","60-64","Science and Engineering","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Outside London","SEO/HEO","450","405","39140","39280"
"In post","2022","60-64","Science and Engineering","Outside London","Unknown","45","40","45760","44700"
"In post","2022","60-64","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","AA/AO","55","55","26600","23370"
"In post","2022","60-64","Security","London","EO","10","10","31990","29260"
"In post","2022","60-64","Security","London","G6/G7","15","15","64420","63710"
"In post","2022","60-64","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","SEO/HEO","25","25","44120","41970"
"In post","2022","60-64","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Outside London","AA/AO","555","500","23780","20310"
"In post","2022","60-64","Security","Outside London","EO","55","50","30180","27250"
"In post","2022","60-64","Security","Outside London","G6/G7","20","20","57940","57750"
"In post","2022","60-64","Security","Outside London","SEO/HEO","105","95","39340","35630"
"In post","2022","60-64","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","London","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","EO","5","5","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","SEO/HEO","15","15","37550","38160"
"In post","2022","60-64","Tax","London","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Tax","London","EO","40","35","33050","33440"
"In post","2022","60-64","Tax","London","G6/G7","60","45","69400","66050"
"In post","2022","60-64","Tax","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Tax","London","SEO/HEO","170","145","41480","40910"
"In post","2022","60-64","Tax","Outside London","AA/AO","125","105","21410","21250"
"In post","2022","60-64","Tax","Outside London","EO","260","190","28260","28920"
"In post","2022","60-64","Tax","Outside London","G6/G7","160","125","61180","58710"
"In post","2022","60-64","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Tax","Outside London","SEO/HEO","445","340","36520","35980"
"In post","2022","60-64","Tax","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","London","AA/AO","15","15","25900","24490"
"In post","2022","60-64","Unknown","London","EO","35","30","30050","30270"
"In post","2022","60-64","Unknown","London","G6/G7","70","65","61400","59100"
"In post","2022","60-64","Unknown","London","SCS level","35","35","118580","105050"
"In post","2022","60-64","Unknown","London","SEO/HEO","45","45","39280","38580"
"In post","2022","60-64","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Outside London","AA/AO","355","315","23870","23230"
"In post","2022","60-64","Unknown","Outside London","EO","180","160","29480","30040"
"In post","2022","60-64","Unknown","Outside London","G6/G7","205","185","67930","66420"
"In post","2022","60-64","Unknown","Outside London","SCS level","35","30","93540","84710"
"In post","2022","60-64","Unknown","Outside London","SEO/HEO","355","315","40860","39520"
"In post","2022","60-64","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","G6/G7","15","10","59290","56070"
"In post","2022","60-64","Veterinarian","Outside London","SEO/HEO","15","10","43330","49270"
"In post","2022","65+","Commercial","London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","EO","15","10","27350","26670"
"In post","2022","65+","Commercial","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","SEO/HEO","35","30","39510","39520"
"In post","2022","65+","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","EO","5","5","[c]","[c]"
"In post","2022","65+","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Communications","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2022","65+","Communications","Outside London","EO","10","5","[c]","[c]"
"In post","2022","65+","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Outside London","SEO/HEO","10","10","36650","36980"
"In post","2022","65+","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","AA/AO","30","20","24400","25110"
"In post","2022","65+","Counter Fraud","London","EO","25","20","32090","31880"
"In post","2022","65+","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","SEO/HEO","10","10","41030","39980"
"In post","2022","65+","Counter Fraud","Outside London","AA/AO","55","40","21920","21260"
"In post","2022","65+","Counter Fraud","Outside London","EO","140","95","27580","27570"
"In post","2022","65+","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Outside London","SEO/HEO","30","20","36190","34820"
"In post","2022","65+","Digital, Data and Technology","London","AA/AO","10","10","25090","24900"
"In post","2022","65+","Digital, Data and Technology","London","EO","10","10","30960","30750"
"In post","2022","65+","Digital, Data and Technology","London","G6/G7","20","15","60780","62040"
"In post","2022","65+","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","London","SEO/HEO","30","25","44670","45140"
"In post","2022","65+","Digital, Data and Technology","Outside London","AA/AO","25","25","22420","21480"
"In post","2022","65+","Digital, Data and Technology","Outside London","EO","70","55","28210","27570"
"In post","2022","65+","Digital, Data and Technology","Outside London","G6/G7","35","30","60420","59750"
"In post","2022","65+","Digital, Data and Technology","Outside London","SEO/HEO","120","100","38780","36460"
"In post","2022","65+","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","AA/AO","15","15","25640","25630"
"In post","2022","65+","Finance","London","EO","20","15","30650","30320"
"In post","2022","65+","Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","SEO/HEO","35","30","42020","41790"
"In post","2022","65+","Finance","Outside London","AA/AO","40","30","22120","21960"
"In post","2022","65+","Finance","Outside London","EO","50","45","28850","27200"
"In post","2022","65+","Finance","Outside London","G6/G7","20","15","59030","58710"
"In post","2022","65+","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Outside London","SEO/HEO","90","80","37500","35480"
"In post","2022","65+","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","EO","5","5","[c]","[c]"
"In post","2022","65+","Geography","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","G6/G7","10","10","60360","59450"
"In post","2022","65+","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","SEO/HEO","10","10","42980","45000"
"In post","2022","65+","Human Resources","Outside London","AA/AO","35","30","21570","21430"
"In post","2022","65+","Human Resources","Outside London","EO","25","20","28160","27570"
"In post","2022","65+","Human Resources","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","SEO/HEO","40","30","37070","33730"
"In post","2022","65+","Inspector of Education and Training","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","G6/G7","15","10","76270","75500"
"In post","2022","65+","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","EO","15","10","30440","30500"
"In post","2022","65+","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","SEO/HEO","10","10","43100","42650"
"In post","2022","65+","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Outside London","EO","15","10","28160","27870"
"In post","2022","65+","Intelligence Analysis","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","International Trade","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Outside London","AA/AO","15","10","22650","21830"
"In post","2022","65+","Knowledge and Information Management","Outside London","EO","15","10","27320","27120"
"In post","2022","65+","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Outside London","SEO/HEO","15","10","36270","34290"
"In post","2022","65+","Knowledge and Information Management","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","EO","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","G6/G7","65","50","67920","66380"
"In post","2022","65+","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","SEO/HEO","15","10","43420","40910"
"In post","2022","65+","Legal","Outside London","AA/AO","20","15","21710","21250"
"In post","2022","65+","Legal","Outside London","EO","25","15","28720","28920"
"In post","2022","65+","Legal","Outside London","G6/G7","70","50","59940","57540"
"In post","2022","65+","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Outside London","SEO/HEO","45","30","42050","42670"
"In post","2022","65+","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","London","SCS level","15","10","123720","114240"
"In post","2022","65+","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","AA/AO","10","10","23520","23280"
"In post","2022","65+","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","G6/G7","15","15","85080","89050"
"In post","2022","65+","Medicine","Outside London","SCS level","10","5","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","SEO/HEO","10","10","39020","39030"
"In post","2022","65+","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","London","AA/AO","610","495","25080","25110"
"In post","2022","65+","Operational Delivery","London","EO","375","290","31020","31060"
"In post","2022","65+","Operational Delivery","London","G6/G7","35","30","64360","62240"
"In post","2022","65+","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","London","SEO/HEO","125","105","40980","39000"
"In post","2022","65+","Operational Delivery","London","Unknown","110","95","36620","34150"
"In post","2022","65+","Operational Delivery","Outside London","AA/AO","3220","2345","21780","21260"
"In post","2022","65+","Operational Delivery","Outside London","EO","1770","1250","28050","27570"
"In post","2022","65+","Operational Delivery","Outside London","G6/G7","75","60","63560","61440"
"In post","2022","65+","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Operational Delivery","Outside London","SEO/HEO","535","390","38040","35980"
"In post","2022","65+","Operational Delivery","Outside London","Unknown","465","340","29760","28200"
"In post","2022","65+","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","EO","5","5","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Other","London","AA/AO","45","45","23810","24050"
"In post","2022","65+","Other","London","EO","55","50","26290","28670"
