"Status","Year","Age","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Overseas","SEO/HEO","HEO","10","[c]","44260","46600"
"Leaver CS","2022","50-59","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","AA","10","[c]","18760","18310"
"Leaver CS","2022","50-59","Unknown","AA/AO","AO","25","[c]","21840","21840"
"Leaver CS","2022","50-59","Unknown","EO","EO","15","[c]","27020","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","G6/G7","G7","15","[c]","60730","58000"
"Leaver CS","2022","50-59","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Unknown","75","[c]","37880","34310"
"Leaver CS","2022","60-64","London","AA/AO","AA","25","[c]","21910","22130"
"Leaver CS","2022","60-64","London","AA/AO","AO","100","[c]","25000","25060"
"Leaver CS","2022","60-64","London","EO","EO","190","[c]","30410","30720"
"Leaver CS","2022","60-64","London","G6/G7","G6","100","[c]","72430","72630"
"Leaver CS","2022","60-64","London","G6/G7","G7","150","[c]","58230","57570"
"Leaver CS","2022","60-64","London","SCS level","SCS level","80","[c]","107090","107720"
"Leaver CS","2022","60-64","London","SEO/HEO","HEO","135","[c]","36410","36620"
"Leaver CS","2022","60-64","London","SEO/HEO","SEO","115","[c]","44470","44520"
"Leaver CS","2022","60-64","London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","AA/AO","AA","320","[c]","19570","19200"
"Leaver CS","2022","60-64","Outside London","AA/AO","AO","1475","[c]","22470","21260"
"Leaver CS","2022","60-64","Outside London","EO","EO","1365","[c]","28120","27570"
"Leaver CS","2022","60-64","Outside London","G6/G7","G6","160","[c]","72050","69970"
"Leaver CS","2022","60-64","Outside London","G6/G7","G7","325","[c]","56840","55610"
"Leaver CS","2022","60-64","Outside London","SCS level","SCS level","70","[c]","102150","100850"
"Leaver CS","2022","60-64","Outside London","SEO/HEO","HEO","700","[c]","34790","34290"
"Leaver CS","2022","60-64","Outside London","SEO/HEO","SEO","535","[c]","43820","42520"
"Leaver CS","2022","60-64","Outside London","Unknown","Unknown","200","[c]","38650","37170"
"Leaver CS","2022","60-64","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA/AO","AA","10","[c]","18390","18310"
"Leaver CS","2022","60-64","Unknown","AA/AO","AO","40","[c]","21730","21840"
"Leaver CS","2022","60-64","Unknown","EO","EO","15","[c]","27690","26780"
"Leaver CS","2022","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Unknown","60","[c]","45030","39040"
"Leaver CS","2022","65+","London","AA/AO","AA","55","[c]","21210","21650"
"Leaver CS","2022","65+","London","AA/AO","AO","140","[c]","24880","24310"
"Leaver CS","2022","65+","London","EO","EO","160","[c]","30280","30390"
"Leaver CS","2022","65+","London","G6/G7","G6","35","[c]","70670","71610"
"Leaver CS","2022","65+","London","G6/G7","G7","55","[c]","58870","59240"
"Leaver CS","2022","65+","London","SCS level","SCS level","30","[c]","100080","99560"
"Leaver CS","2022","65+","London","SEO/HEO","HEO","75","[c]","36520","37350"
"Leaver CS","2022","65+","London","SEO/HEO","SEO","80","[c]","45200","45170"
"Leaver CS","2022","65+","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","AA/AO","AA","455","[c]","19420","19200"
"Leaver CS","2022","65+","Outside London","AA/AO","AO","1490","[c]","21690","21260"
"Leaver CS","2022","65+","Outside London","EO","EO","1100","[c]","27700","27570"
"Leaver CS","2022","65+","Outside London","G6/G7","G6","70","[c]","72230","71610"
"Leaver CS","2022","65+","Outside London","G6/G7","G7","145","[c]","59000","58150"
"Leaver CS","2022","65+","Outside London","SCS level","SCS level","15","[c]","96510","93740"
"Leaver CS","2022","65+","Outside London","SEO/HEO","HEO","405","[c]","34390","34290"
"Leaver CS","2022","65+","Outside London","SEO/HEO","SEO","235","[c]","43510","42170"
"Leaver CS","2022","65+","Outside London","Unknown","Unknown","175","[c]","36680","33000"
"Leaver CS","2022","65+","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","AA","15","[c]","18950","18310"
"Leaver CS","2022","65+","Unknown","AA/AO","AO","25","[c]","22630","21840"
"Leaver CS","2022","65+","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Unknown","30","[c]","42710","34160"
"Leaver CS","2022","Unknown","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","AA/AO","AA","45","[c]","21690","22350"
"Leaver Dept.","2022","20-29","London","AA/AO","AO","200","[c]","23920","23780"
"Leaver Dept.","2022","20-29","London","EO","EO","870","[c]","28480","27850"
"Leaver Dept.","2022","20-29","London","G6/G7","G6","25","[c]","62620","64500"
"Leaver Dept.","2022","20-29","London","G6/G7","G7","360","[c]","54250","54110"
"Leaver Dept.","2022","20-29","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","SEO/HEO","HEO","1580","[c]","33150","33100"
"Leaver Dept.","2022","20-29","London","SEO/HEO","SEO","485","[c]","40770","40270"
"Leaver Dept.","2022","20-29","London","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","AA/AO","AA","75","[c]","19290","19100"
"Leaver Dept.","2022","20-29","Outside London","AA/AO","AO","1045","[c]","21060","21130"
"Leaver Dept.","2022","20-29","Outside London","EO","EO","1160","[c]","25930","26670"
"Leaver Dept.","2022","20-29","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","G6/G7","G7","45","[c]","51020","50430"
"Leaver Dept.","2022","20-29","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SEO/HEO","HEO","615","[c]","30470","30210"
"Leaver Dept.","2022","20-29","Outside London","SEO/HEO","SEO","205","[c]","38100","37150"
"Leaver Dept.","2022","20-29","Outside London","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","AO","30","[c]","21970","21840"
"Leaver Dept.","2022","20-29","Unknown","EO","EO","40","[c]","27220","27500"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","G7","15","[c]","52970","53380"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","HEO","160","[c]","31940","32000"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","SEO","35","[c]","39390","39370"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","AA/AO","AA","10","[c]","22290","22350"
"Leaver Dept.","2022","30-39","London","AA/AO","AO","80","[c]","24280","23940"
"Leaver Dept.","2022","30-39","London","EO","EO","335","[c]","28870","28670"
"Leaver Dept.","2022","30-39","London","G6/G7","G6","290","[c]","67120","65310"
"Leaver Dept.","2022","30-39","London","G6/G7","G7","820","[c]","54520","54290"
"Leaver Dept.","2022","30-39","London","SCS level","SCS level","110","[c]","80830","75600"
"Leaver Dept.","2022","30-39","London","SEO/HEO","HEO","710","[c]","33690","33350"
"Leaver Dept.","2022","30-39","London","SEO/HEO","SEO","655","[c]","41270","40650"
"Leaver Dept.","2022","30-39","London","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","AA/AO","AA","40","[c]","19630","19520"
"Leaver Dept.","2022","30-39","Outside London","AA/AO","AO","650","[c]","21290","21260"
"Leaver Dept.","2022","30-39","Outside London","EO","EO","1050","[c]","26420","27570"
"Leaver Dept.","2022","30-39","Outside London","G6/G7","G6","55","[c]","69150","65960"
"Leaver Dept.","2022","30-39","Outside London","G6/G7","G7","330","[c]","51800","50730"
"Leaver Dept.","2022","30-39","Outside London","SCS level","SCS level","25","[c]","88150","87210"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","HEO","720","[c]","31510","31040"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","SEO","595","[c]","38880","38200"
"Leaver Dept.","2022","30-39","Outside London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","AO","25","[c]","21700","21840"
"Leaver Dept.","2022","30-39","Unknown","EO","EO","30","[c]","27250","27500"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","G6","25","[c]","66060","64500"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","G7","30","[c]","55370","54700"
"Leaver Dept.","2022","30-39","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","HEO","65","[c]","32370","32000"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","SEO","20","[c]","39360","39040"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","AA/AO","AO","65","[c]","23670","23780"
"Leaver Dept.","2022","40-49","London","EO","EO","180","[c]","28800","28650"
"Leaver Dept.","2022","40-49","London","G6/G7","G6","300","[c]","68510","66870"
"Leaver Dept.","2022","40-49","London","G6/G7","G7","530","[c]","55420","54440"
"Leaver Dept.","2022","40-49","London","SCS level","SCS level","235","[c]","89900","85680"
"Leaver Dept.","2022","40-49","London","SEO/HEO","HEO","250","[c]","34220","34020"
"Leaver Dept.","2022","40-49","London","SEO/HEO","SEO","370","[c]","41310","40980"
"Leaver Dept.","2022","40-49","London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Outside London","AA/AO","AA","20","[c]","19800","19520"
"Leaver Dept.","2022","40-49","Outside London","AA/AO","AO","460","[c]","21390","21260"
"Leaver Dept.","2022","40-49","Outside London","EO","EO","735","[c]","26800","27570"
"Leaver Dept.","2022","40-49","Outside London","G6/G7","G6","175","[c]","68450","65330"
"Leaver Dept.","2022","40-49","Outside London","G6/G7","G7","475","[c]","52340","51240"
"Leaver Dept.","2022","40-49","Outside London","SCS level","SCS level","85","[c]","94230","95140"
"Leaver Dept.","2022","40-49","Outside London","SEO/HEO","HEO","550","[c]","32050","31990"
"Leaver Dept.","2022","40-49","Outside London","SEO/HEO","SEO","540","[c]","39860","39600"
"Leaver Dept.","2022","40-49","Outside London","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","EO","EO","25","[c]","27380","26780"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","G7","20","[c]","54420","54700"
"Leaver Dept.","2022","40-49","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","HEO","40","[c]","32060","32000"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","SEO","20","[c]","41540","41090"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","AA/AO","AA","15","[c]","20170","19530"
"Leaver Dept.","2022","50-59","London","AA/AO","AO","45","[c]","23870","23780"
"Leaver Dept.","2022","50-59","London","EO","EO","185","[c]","28630","28310"
"Leaver Dept.","2022","50-59","London","G6/G7","G6","180","[c]","72050","68450"
"Leaver Dept.","2022","50-59","London","G6/G7","G7","310","[c]","55340","54700"
"Leaver Dept.","2022","50-59","London","SCS level","SCS level","165","[c]","102660","100160"
"Leaver Dept.","2022","50-59","London","SEO/HEO","HEO","195","[c]","34280","34550"
"Leaver Dept.","2022","50-59","London","SEO/HEO","SEO","195","[c]","41620","40600"
"Leaver Dept.","2022","50-59","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","AA/AO","AA","30","[c]","19620","19520"
"Leaver Dept.","2022","50-59","Outside London","AA/AO","AO","340","[c]","21280","21260"
"Leaver Dept.","2022","50-59","Outside London","EO","EO","475","[c]","26750","27570"
"Leaver Dept.","2022","50-59","Outside London","G6/G7","G6","165","[c]","69310","67630"
"Leaver Dept.","2022","50-59","Outside London","G6/G7","G7","345","[c]","52720","51790"
"Leaver Dept.","2022","50-59","Outside London","SCS level","SCS level","110","[c]","111420","111820"
"Leaver Dept.","2022","50-59","Outside London","SEO/HEO","HEO","360","[c]","32100","31990"
"Leaver Dept.","2022","50-59","Outside London","SEO/HEO","SEO","405","[c]","39930","40000"
"Leaver Dept.","2022","50-59","Outside London","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","HEO","25","[c]","33780","33350"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","AA/AO","AO","10","[c]","22950","23300"
"Leaver Dept.","2022","60-64","London","EO","EO","35","[c]","28550","27920"
"Leaver Dept.","2022","60-64","London","G6/G7","G6","35","[c]","70500","68550"
"Leaver Dept.","2022","60-64","London","G6/G7","G7","40","[c]","55500","55130"
"Leaver Dept.","2022","60-64","London","SCS level","SCS level","30","[c]","125770","114980"
"Leaver Dept.","2022","60-64","London","SEO/HEO","HEO","35","[c]","33660","34150"
"Leaver Dept.","2022","60-64","London","SEO/HEO","SEO","35","[c]","41890","41570"
"Leaver Dept.","2022","60-64","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","AA/AO","AA","15","[c]","19900","19810"
"Leaver Dept.","2022","60-64","Outside London","AA/AO","AO","60","[c]","21560","21260"
"Leaver Dept.","2022","60-64","Outside London","EO","EO","70","[c]","26180","26240"
"Leaver Dept.","2022","60-64","Outside London","G6/G7","G6","35","[c]","72730","71380"
"Leaver Dept.","2022","60-64","Outside London","G6/G7","G7","60","[c]","53340","52320"
"Leaver Dept.","2022","60-64","Outside London","SCS level","SCS level","40","[c]","116930","117420"
"Leaver Dept.","2022","60-64","Outside London","SEO/HEO","HEO","55","[c]","33790","33970"
"Leaver Dept.","2022","60-64","Outside London","SEO/HEO","SEO","55","[c]","39790","39950"
"Leaver Dept.","2022","60-64","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","EO","EO","15","[c]","28650","27920"
"Leaver Dept.","2022","65+","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","G6/G7","G7","15","[c]","56140","55780"
"Leaver Dept.","2022","65+","London","SCS level","SCS level","20","[c]","120930","114000"
"Leaver Dept.","2022","65+","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","SEO/HEO","SEO","15","[c]","40560","40070"
"Leaver Dept.","2022","65+","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","AA/AO","AO","25","[c]","21330","21260"
"Leaver Dept.","2022","65+","Outside London","EO","EO","20","[c]","27490","27730"
"Leaver Dept.","2022","65+","Outside London","G6/G7","G6","15","[c]","69170","69400"
"Leaver Dept.","2022","65+","Outside London","G6/G7","G7","15","[c]","51830","51590"
"Leaver Dept.","2022","65+","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","SEO/HEO","HEO","20","[c]","30980","30460"
"Leaver Dept.","2022","65+","Outside London","SEO/HEO","SEO","15","[c]","40090","40040"
"Leaver Dept.","2022","65+","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","AA/AO","AO","55","[c]","24490","25030"
"New entrant CS","2022","16-19","London","EO","EO","55","[c]","26390","27230"
"New entrant CS","2022","16-19","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","AA/AO","AA","185","[c]","19540","19840"
"New entrant CS","2022","16-19","Outside London","AA/AO","AO","510","[c]","21870","21260"
"New entrant CS","2022","16-19","Outside London","EO","EO","155","[c]","22310","23880"
"New entrant CS","2022","16-19","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Unknown","Unknown","15","[c]","17880","17140"
"New entrant CS","2022","16-19","Unknown","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","20-29","London","AA/AO","AA","160","[c]","22420","22460"
"New entrant CS","2022","20-29","London","AA/AO","AO","1010","[c]","25330","24900"
"New entrant CS","2022","20-29","London","EO","EO","2335","[c]","28480","28310"
"New entrant CS","2022","20-29","London","G6/G7","G6","20","[c]","64940","65440"
"New entrant CS","2022","20-29","London","G6/G7","G7","305","[c]","54520","54110"
"New entrant CS","2022","20-29","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","SEO/HEO","HEO","2440","[c]","32950","33210"
"New entrant CS","2022","20-29","London","SEO/HEO","SEO","500","[c]","41230","40650"
"New entrant CS","2022","20-29","London","Unknown","Unknown","230","[c]","27490","27060"
"New entrant CS","2022","20-29","Outside London","AA/AO","AA","1445","[c]","20330","20890"
"New entrant CS","2022","20-29","Outside London","AA/AO","AO","8975","[c]","21990","21260"
"New entrant CS","2022","20-29","Outside London","EO","EO","5055","[c]","26160","26590"
"New entrant CS","2022","20-29","Outside London","G6/G7","G6","15","[c]","64930","64640"
"New entrant CS","2022","20-29","Outside London","G6/G7","G7","160","[c]","51380","49860"
"New entrant CS","2022","20-29","Outside London","SEO/HEO","HEO","2565","[c]","30910","30820"
"New entrant CS","2022","20-29","Outside London","SEO/HEO","SEO","635","[c]","38510","38010"
"New entrant CS","2022","20-29","Outside London","Unknown","Unknown","1775","[c]","23590","23170"
"New entrant CS","2022","20-29","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA/AO","AA","15","[c]","19150","18310"
"New entrant CS","2022","20-29","Unknown","AA/AO","AO","30","[c]","21520","21260"
"New entrant CS","2022","20-29","Unknown","EO","EO","55","[c]","27840","27570"
"New entrant CS","2022","20-29","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","HEO","85","[c]","29570","28000"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","145","[c]","20680","16190"
"New entrant CS","2022","30-39","London","AA/AO","AA","35","[c]","23850","24080"
"New entrant CS","2022","30-39","London","AA/AO","AO","275","[c]","26660","25330"
"New entrant CS","2022","30-39","London","EO","EO","665","[c]","29550","30750"
"New entrant CS","2022","30-39","London","G6/G7","G6","145","[c]","67900","65440"
"New entrant CS","2022","30-39","London","G6/G7","G7","555","[c]","55490","54110"
"New entrant CS","2022","30-39","London","SCS level","SCS level","45","[c]","84270","80000"
"New entrant CS","2022","30-39","London","SEO/HEO","HEO","650","[c]","34420","34020"
"New entrant CS","2022","30-39","London","SEO/HEO","SEO","530","[c]","41630","41500"
"New entrant CS","2022","30-39","London","Unknown","Unknown","215","[c]","31950","28690"
"New entrant CS","2022","30-39","Outside London","AA/AO","AA","655","[c]","20840","20890"
