"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO","Male","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","G6","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","G7","Female","10","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","G7","Male","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","HEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","HEO","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","EO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","G6","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","G7","Female","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","G7","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","HEO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","HEO","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","SEO","Female","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","SEO","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","AO","Female","15","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","EO","Female","10","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","G6","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","G7","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","G7","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","HEO","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","HEO","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G7","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","Female","100","90","22230","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","Male","75","75","22910","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","Female","55","50","26980","26180"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","Male","60","60","27530","27530"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","Female","55","55","51090","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","Male","35","35","51150","48810"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","Female","100","100","32060","31950"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","Male","80","75","33240","33110"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","Female","65","60","38170","37150"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","Male","65","60","39470","38830"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","G7","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","HEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","HEO","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","SEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","SEO","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","EO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","G6","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","G6","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","G7","Female","15","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","G7","Male","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","HEO","Female","20","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","HEO","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","SEO","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","SEO","Male","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6","Female","70","60","64100","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6","Male","145","125","63770","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G7","Female","60","50","46240","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G7","Male","85","80","46570","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","HEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","HEO","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","EO","Female","105","105","27990","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","EO","Male","90","90","27640","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","G6","Female","120","115","64420","63470"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","G6","Male","115","115","64370","63470"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","G7","Female","285","275","53000","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","G7","Male","280","280","53440","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","HEO","Female","220","215","32860","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","HEO","Male","190","185","32870","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SCS level","Female","75","70","83540","75380"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SCS level","Male","55","55","89160","78000"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SEO","Female","170","165","39200","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SEO","Male","155","155","39330","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","EO","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G7","Female","40","35","52380","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G7","Male","30","30","51340","48790"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","HEO","Female","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","HEO","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","G7","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","G7","Male","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","HEO","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","G6","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","G7","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","G7","Male","30","30","55060","53390"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","HEO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","HEO","Male","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO","Female","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","AA","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Commercial","AO","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Commercial","AO","Male","15","15","[c]","[c]"
"In post","2022","Department for Transport","Commercial","EO","Female","40","35","26610","26130"
"In post","2022","Department for Transport","Commercial","EO","Male","25","25","[c]","[c]"
"In post","2022","Department for Transport","Commercial","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Commercial","G6","Male","25","25","[c]","[c]"
"In post","2022","Department for Transport","Commercial","G7","Female","20","20","[c]","[c]"
"In post","2022","Department for Transport","Commercial","G7","Male","25","25","[c]","[c]"
"In post","2022","Department for Transport","Commercial","HEO","Female","50","45","32390","32030"
"In post","2022","Department for Transport","Commercial","HEO","Male","50","50","32340","31850"
"In post","2022","Department for Transport","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Commercial","SEO","Female","50","45","41140","41440"
"In post","2022","Department for Transport","Commercial","SEO","Male","35","35","41560","42040"
"In post","2022","Department for Transport","Communications","AO","Female","15","15","[c]","[c]"
"In post","2022","Department for Transport","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","EO","Female","25","20","[c]","[c]"
"In post","2022","Department for Transport","Communications","EO","Male","20","20","[c]","[c]"
"In post","2022","Department for Transport","Communications","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Communications","G6","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Communications","G7","Female","20","20","[c]","[c]"
"In post","2022","Department for Transport","Communications","G7","Male","15","15","[c]","[c]"
"In post","2022","Department for Transport","Communications","HEO","Female","40","40","32390","31210"
"In post","2022","Department for Transport","Communications","HEO","Male","25","25","[c]","[c]"
"In post","2022","Department for Transport","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","SEO","Female","25","25","[c]","[c]"
"In post","2022","Department for Transport","Communications","SEO","Male","30","30","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","G6","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","EO","Female","15","10","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","EO","Male","15","15","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","HEO","Female","5","5","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","HEO","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","AO","Female","20","20","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","AO","Male","35","35","21250","21840"
"In post","2022","Department for Transport","Digital, Data and Technology","EO","Female","75","70","26630","26470"
"In post","2022","Department for Transport","Digital, Data and Technology","EO","Male","205","200","27160","26470"
"In post","2022","Department for Transport","Digital, Data and Technology","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","G6","Male","30","30","75430","73820"
"In post","2022","Department for Transport","Digital, Data and Technology","G7","Female","45","45","53150","50980"
"In post","2022","Department for Transport","Digital, Data and Technology","G7","Male","135","135","60780","58740"
"In post","2022","Department for Transport","Digital, Data and Technology","HEO","Female","110","105","32520","31850"
"In post","2022","Department for Transport","Digital, Data and Technology","HEO","Male","205","205","34850","33350"
"In post","2022","Department for Transport","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","SEO","Female","95","90","41570","41090"
"In post","2022","Department for Transport","Digital, Data and Technology","SEO","Male","265","265","44760","42570"
"In post","2022","Department for Transport","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","EO","Female","5","5","[c]","[c]"
"In post","2022","Department for Transport","Economics","EO","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Economics","G6","Female","10","5","[c]","[c]"
"In post","2022","Department for Transport","Economics","G6","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Economics","G7","Female","15","15","[c]","[c]"
"In post","2022","Department for Transport","Economics","G7","Male","45","45","55230","54650"
"In post","2022","Department for Transport","Economics","HEO","Female","15","15","[c]","[c]"
"In post","2022","Department for Transport","Economics","HEO","Male","25","25","[c]","[c]"
"In post","2022","Department for Transport","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","SEO","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Finance","AA","Female","10","5","[c]","[c]"
"In post","2022","Department for Transport","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","AO","Female","25","25","[c]","[c]"
"In post","2022","Department for Transport","Finance","AO","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Finance","EO","Female","45","45","26540","26470"
"In post","2022","Department for Transport","Finance","EO","Male","35","35","26300","26240"
"In post","2022","Department for Transport","Finance","G6","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Finance","G6","Male","30","30","67120","67000"
"In post","2022","Department for Transport","Finance","G7","Female","45","45","53380","54110"
"In post","2022","Department for Transport","Finance","G7","Male","50","50","54070","54650"
"In post","2022","Department for Transport","Finance","HEO","Female","50","45","32570","31850"
"In post","2022","Department for Transport","Finance","HEO","Male","40","40","32850","32730"
"In post","2022","Department for Transport","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Department for Transport","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","SEO","Female","45","45","41860","42250"
"In post","2022","Department for Transport","Finance","SEO","Male","60","60","42340","42470"
"In post","2022","Department for Transport","Human Resources","AA","Female","5","5","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","AO","Female","30","25","21840","21840"
"In post","2022","Department for Transport","Human Resources","AO","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","EO","Female","70","65","26900","26470"
"In post","2022","Department for Transport","Human Resources","EO","Male","30","30","29170","29630"
"In post","2022","Department for Transport","Human Resources","G6","Female","15","15","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","G7","Female","35","30","52080","51350"
"In post","2022","Department for Transport","Human Resources","G7","Male","20","20","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","HEO","Female","95","85","32180","31860"
"In post","2022","Department for Transport","Human Resources","HEO","Male","30","30","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","SEO","Female","65","65","40120","39040"
"In post","2022","Department for Transport","Human Resources","SEO","Male","30","30","40370","39470"
"In post","2022","Department for Transport","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
