"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Outside London","Heterosexual / straight","50","50","27150","26220"
"In post","2022","Legal","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Outside London","Heterosexual / straight","35","30","28620","27570"
"In post","2022","Legal","Knowledge and Information Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Legal","Legal","London","Heterosexual / straight","2355","2210","59370","58970"
"In post","2022","Legal","Legal","London","LGBO","200","195","60010","59930"
"In post","2022","Legal","Legal","London","Undeclared","235","220","62650","63730"
"In post","2022","Legal","Legal","London","Unknown","760","700","62510","63730"
"In post","2022","Legal","Legal","Outside London","Heterosexual / straight","2965","2770","52080","53050"
"In post","2022","Legal","Legal","Outside London","LGBO","130","125","50670","53050"
"In post","2022","Legal","Legal","Outside London","Undeclared","190","175","52550","53490"
"In post","2022","Legal","Legal","Outside London","Unknown","905","820","54140","55610"
"In post","2022","Legal","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Operational Delivery","London","Heterosexual / straight","580","550","29010","27050"
"In post","2022","Legal","Operational Delivery","London","LGBO","45","45","29550","27440"
"In post","2022","Legal","Operational Delivery","London","Undeclared","30","30","26100","25330"
"In post","2022","Legal","Operational Delivery","London","Unknown","190","175","28030","26400"
"In post","2022","Legal","Operational Delivery","Outside London","Heterosexual / straight","1700","1575","26840","25480"
"In post","2022","Legal","Operational Delivery","Outside London","LGBO","115","110","26880","25480"
"In post","2022","Legal","Operational Delivery","Outside London","Undeclared","95","85","26150","25480"
"In post","2022","Legal","Operational Delivery","Outside London","Unknown","500","440","26130","25820"
"In post","2022","Legal","Other","London","Heterosexual / straight","280","265","32500","27350"
"In post","2022","Legal","Other","London","LGBO","20","20","[c]","[c]"
"In post","2022","Legal","Other","London","Undeclared","35","30","31920","27580"
"In post","2022","Legal","Other","London","Unknown","80","75","35420","30000"
"In post","2022","Legal","Other","Outside London","Heterosexual / straight","35","30","42100","29280"
"In post","2022","Legal","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Other","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Policy","London","Heterosexual / straight","45","45","50460","49610"
"In post","2022","Legal","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Policy","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Policy","London","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","Policy","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Legal","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Legal","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Tax","London","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","Tax","Outside London","Heterosexual / straight","205","195","41100","38080"
"In post","2022","Legal","Tax","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Legal","Tax","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Legal","Tax","Outside London","Unknown","65","60","37650","33470"
"In post","2022","Legal","Unknown","London","Heterosexual / straight","85","80","68030","67770"
"In post","2022","Legal","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2022","Legal","Unknown","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Unknown","London","Unknown","45","40","63330","62120"
"In post","2022","Legal","Unknown","Outside London","Heterosexual / straight","40","40","40030","33370"
"In post","2022","Legal","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","No function","Commercial","London","Heterosexual / straight","135","130","51710","46630"
"In post","2022","No function","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Commercial","London","Undeclared","20","20","[c]","[c]"
"In post","2022","No function","Commercial","London","Unknown","20","15","[c]","[c]"
"In post","2022","No function","Commercial","Outside London","Heterosexual / straight","260","255","48180","46550"
"In post","2022","No function","Commercial","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","No function","Commercial","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","No function","Commercial","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","No function","Communications","London","Heterosexual / straight","70","65","43950","40360"
"In post","2022","No function","Communications","London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Communications","London","Undeclared","15","15","[c]","[c]"
"In post","2022","No function","Communications","London","Unknown","30","30","37720","32940"
"In post","2022","No function","Communications","Outside London","Heterosexual / straight","90","85","40080","36960"
"In post","2022","No function","Communications","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Communications","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Communications","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","No function","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Heterosexual / straight","40","40","41660","42230"
"In post","2022","No function","Digital, Data and Technology","London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Outside London","Heterosexual / straight","45","45","38570","36500"
"In post","2022","No function","Digital, Data and Technology","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Economics","London","Heterosexual / straight","260","255","49570","52530"
"In post","2022","No function","Economics","London","LGBO","35","35","47330","43370"
"In post","2022","No function","Economics","London","Undeclared","35","35","45650","39000"
"In post","2022","No function","Economics","London","Unknown","25","25","[c]","[c]"
"In post","2022","No function","Economics","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","No function","Economics","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Economics","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Heterosexual / straight","40","40","52660","53420"
"In post","2022","No function","Finance","London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2022","No function","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Finance","Outside London","Heterosexual / straight","60","60","41530","36500"
"In post","2022","No function","Finance","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Geography","Outside London","Heterosexual / straight","275","260","31890","33290"
"In post","2022","No function","Geography","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Geography","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","No function","Geography","Outside London","Unknown","115","110","30590","29130"
"In post","2022","No function","Human Resources","London","Heterosexual / straight","35","35","55540","54870"
"In post","2022","No function","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","No function","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Heterosexual / straight","70","70","63590","51360"
"In post","2022","No function","Inspector of Education and Training","London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","Outside London","Heterosexual / straight","680","665","64820","64500"
"In post","2022","No function","Inspector of Education and Training","Outside London","LGBO","45","45","69740","75500"
"In post","2022","No function","Inspector of Education and Training","Outside London","Undeclared","35","35","65810","70500"
"In post","2022","No function","Inspector of Education and Training","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","London","Heterosexual / straight","50","45","36870","33510"
"In post","2022","No function","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","Outside London","Heterosexual / straight","280","270","29420","27380"
"In post","2022","No function","Intelligence Analysis","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","Outside London","Undeclared","40","35","32110","28640"
"In post","2022","No function","Intelligence Analysis","Outside London","Unknown","30","30","28940","28640"
"In post","2022","No function","Internal Audit","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","No function","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","No function","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","London","Heterosexual / straight","720","710","48380","51710"
"In post","2022","No function","International Trade","London","LGBO","85","85","47120","43790"
"In post","2022","No function","International Trade","London","Undeclared","70","70","49150","51710"
"In post","2022","No function","International Trade","London","Unknown","355","350","45260","39110"
"In post","2022","No function","International Trade","Outside London","Heterosexual / straight","150","150","41320","35970"
"In post","2022","No function","International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","International Trade","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","No function","International Trade","Outside London","Unknown","60","60","40530","39170"
"In post","2022","No function","International Trade","Overseas","Heterosexual / straight","90","90","56260","54470"
"In post","2022","No function","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","No function","International Trade","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","No function","International Trade","Overseas","Unknown","55","55","53500","52190"
"In post","2022","No function","Knowledge and Information Management","London","Heterosexual / straight","220","210","42800","37670"
"In post","2022","No function","Knowledge and Information Management","London","LGBO","20","20","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","London","Undeclared","20","20","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","London","Unknown","85","85","40900","36650"
"In post","2022","No function","Knowledge and Information Management","Outside London","Heterosexual / straight","330","315","31280","28310"
"In post","2022","No function","Knowledge and Information Management","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Outside London","Undeclared","50","45","33720","31990"
"In post","2022","No function","Knowledge and Information Management","Outside London","Unknown","70","70","30200","27570"
"In post","2022","No function","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","London","Heterosexual / straight","210","195","51250","52570"
"In post","2022","No function","Legal","London","LGBO","20","20","[c]","[c]"
"In post","2022","No function","Legal","London","Undeclared","55","50","55190","54580"
"In post","2022","No function","Legal","London","Unknown","105","105","44160","41750"
"In post","2022","No function","Legal","Outside London","Heterosexual / straight","635","570","42500","42080"
"In post","2022","No function","Legal","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","No function","Legal","Outside London","Undeclared","145","130","43650","44780"
"In post","2022","No function","Legal","Outside London","Unknown","130","125","36760","33600"
"In post","2022","No function","Medicine","London","Heterosexual / straight","155","140","76450","72850"
"In post","2022","No function","Medicine","London","LGBO","15","15","[c]","[c]"
"In post","2022","No function","Medicine","London","Undeclared","55","50","83370","82440"
"In post","2022","No function","Medicine","London","Unknown","70","60","90910","82410"
"In post","2022","No function","Medicine","Outside London","Heterosexual / straight","195","175","80420","86520"
"In post","2022","No function","Medicine","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Medicine","Outside London","Undeclared","55","50","81180","93740"
"In post","2022","No function","Medicine","Outside London","Unknown","45","40","99980","96100"
"In post","2022","No function","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Delivery","London","Heterosexual / straight","15740","15005","35110","31060"
"In post","2022","No function","Operational Delivery","London","LGBO","1055","1030","36470","32160"
"In post","2022","No function","Operational Delivery","London","Undeclared","2165","2035","35820","31800"
"In post","2022","No function","Operational Delivery","London","Unknown","5430","5110","34480","31060"
"In post","2022","No function","Operational Delivery","Outside London","Heterosexual / straight","118715","108325","28040","27230"
"In post","2022","No function","Operational Delivery","Outside London","LGBO","7565","7270","27520","27120"
"In post","2022","No function","Operational Delivery","Outside London","Undeclared","14610","13030","27900","26830"
"In post","2022","No function","Operational Delivery","Outside London","Unknown","39125","34820","26530","25120"
"In post","2022","No function","Operational Delivery","Overseas","Heterosexual / straight","110","110","61950","61430"
"In post","2022","No function","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Delivery","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","No function","Operational Delivery","Overseas","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Operational Delivery","Unknown","Heterosexual / straight","355","330","29780","27570"
"In post","2022","No function","Operational Delivery","Unknown","LGBO","30","30","[c]","[c]"
"In post","2022","No function","Operational Delivery","Unknown","Undeclared","50","45","29520","27570"
"In post","2022","No function","Operational Delivery","Unknown","Unknown","110","95","30330","27570"
"In post","2022","No function","Operational Research","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","No function","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","Outside London","Heterosexual / straight","85","80","47360","47010"
"In post","2022","No function","Operational Research","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","No function","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Operational Research","Outside London","Unknown","160","155","45230","47010"
"In post","2022","No function","Other","London","Heterosexual / straight","1105","1085","41160","31060"
"In post","2022","No function","Other","London","LGBO","90","90","39750","32640"
"In post","2022","No function","Other","London","Undeclared","130","130","44440","33400"
"In post","2022","No function","Other","London","Unknown","375","360","46630","38440"
"In post","2022","No function","Other","Outside London","Heterosexual / straight","3955","3675","29080","27570"
"In post","2022","No function","Other","Outside London","LGBO","325","315","28260","27570"
"In post","2022","No function","Other","Outside London","Undeclared","435","405","28950","27570"
"In post","2022","No function","Other","Outside London","Unknown","1055","955","29990","27570"
"In post","2022","No function","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","No function","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","London","Heterosexual / straight","70","65","48290","42980"
"In post","2022","No function","Planning","London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Planning","London","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Planning","London","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Planning","Outside London","Heterosexual / straight","40","40","43960","40720"
"In post","2022","No function","Planning","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","No function","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outside London","Heterosexual / straight","265","240","56350","58810"
"In post","2022","No function","Planning Inspectors","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outside London","Undeclared","35","30","55850","58810"
"In post","2022","No function","Planning Inspectors","Outside London","Unknown","45","40","56200","58810"
"In post","2022","No function","Policy","London","Heterosexual / straight","11160","10880","49380","51730"
"In post","2022","No function","Policy","London","LGBO","1390","1370","47460","42550"
"In post","2022","No function","Policy","London","Undeclared","1540","1510","48300","49310"
"In post","2022","No function","Policy","London","Unknown","1950","1900","47150","42270"
"In post","2022","No function","Policy","Outside London","Heterosexual / straight","4405","4240","40610","36630"
"In post","2022","No function","Policy","Outside London","LGBO","395","385","39680","36500"
"In post","2022","No function","Policy","Outside London","Undeclared","535","520","40830","36820"
"In post","2022","No function","Policy","Outside London","Unknown","715","690","39820","36500"
"In post","2022","No function","Policy","Overseas","Heterosexual / straight","1060","1055","51960","52400"
"In post","2022","No function","Policy","Overseas","LGBO","95","95","51190","53470"
"In post","2022","No function","Policy","Overseas","Undeclared","160","160","50660","53470"
"In post","2022","No function","Policy","Overseas","Unknown","120","120","52730","54470"
"In post","2022","No function","Policy","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","No function","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","London","Heterosexual / straight","200","195","50710","51730"
"In post","2022","No function","Project Delivery","London","LGBO","20","20","[c]","[c]"
"In post","2022","No function","Project Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2022","No function","Project Delivery","London","Unknown","40","40","45120","47360"
"In post","2022","No function","Project Delivery","Outside London","Heterosexual / straight","160","155","40690","37200"
"In post","2022","No function","Project Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","No function","Project Delivery","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","No function","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","No function","Property","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
