"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Human Resources","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Knowledge and Information Management","30","25","42770","40660"
"In post","2022","40-49","Communications","Operational Delivery","385","370","31450","29050"
"In post","2022","40-49","Communications","Other","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Policy","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Tax","465","450","29640","26820"
"In post","2022","40-49","Communications","Unknown","115","110","50690","47050"
"In post","2022","40-49","Counter Fraud","Counter Fraud","1365","1255","29780","27570"
"In post","2022","40-49","Counter Fraud","Intelligence Analysis","60","60","42200","40520"
"In post","2022","40-49","Counter Fraud","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Legal","855","825","34820","33370"
"In post","2022","40-49","Counter Fraud","Operational Delivery","875","810","31090","27570"
"In post","2022","40-49","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Other","75","70","42220","40180"
"In post","2022","40-49","Counter Fraud","Tax","395","380","42560","40180"
"In post","2022","40-49","Counter Fraud","Unknown","140","140","37980","33370"
"In post","2022","40-49","Debt","Operational Delivery","605","545","25080","22080"
"In post","2022","40-49","Debt","Other","545","460","22710","21260"
"In post","2022","40-49","Debt","Tax","135","125","22680","21250"
"In post","2022","40-49","Debt","Unknown","20","15","33460","27190"
"In post","2022","40-49","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Communications","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Digital, Data and Technology","4770","4670","44580","40580"
"In post","2022","40-49","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Knowledge and Information Management","215","205","34050","32250"
"In post","2022","40-49","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Delivery","150","145","40050","35680"
"In post","2022","40-49","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Other","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Policy","70","65","48110","50130"
"In post","2022","40-49","Digital, Data & Technology","Project Delivery","40","40","45180","39450"
"In post","2022","40-49","Digital, Data & Technology","Science and Engineering","245","225","42270","39750"
"In post","2022","40-49","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tax","20","20","39270","40180"
"In post","2022","40-49","Digital, Data & Technology","Unknown","435","425","53610","54700"
"In post","2022","40-49","Finance","Commercial","160","150","39470","36500"
"In post","2022","40-49","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Corporate Finance","30","30","50670","47010"
"In post","2022","40-49","Finance","Digital, Data and Technology","70","65","41870","39200"
"In post","2022","40-49","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Finance","2380","2285","43520","40080"
"In post","2022","40-49","Finance","Human Resources","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Operational Delivery","300","275","30960","26820"
"In post","2022","40-49","Finance","Other","10","10","53750","50500"
"In post","2022","40-49","Finance","Policy","15","15","49410","44630"
"In post","2022","40-49","Finance","Project Delivery","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Property","10","10","43590","38510"
"In post","2022","40-49","Finance","Security","75","75","43940","37510"
"In post","2022","40-49","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Tax","25","20","39520","37930"
"In post","2022","40-49","Finance","Unknown","65","60","52630","54700"
"In post","2022","40-49","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Operational Delivery","685","620","25650","21300"
"In post","2022","40-49","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Communications","5","5","[c]","[c]"
"In post","2022","40-49","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Human Resources","2175","2065","41880","37900"
"In post","2022","40-49","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Legal","5","5","[c]","[c]"
"In post","2022","40-49","Human Resources","Operational Delivery","360","340","30890","27570"
"In post","2022","40-49","Human Resources","Other","10","10","33760","32190"
"In post","2022","40-49","Human Resources","Policy","10","10","46150","43820"
"In post","2022","40-49","Human Resources","Project Delivery","10","10","[c]","[c]"
"In post","2022","40-49","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Tax","30","30","35860","33370"
"In post","2022","40-49","Human Resources","Unknown","325","310","43250","39770"
"In post","2022","40-49","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Internal Audit","180","175","47560","44020"
"In post","2022","40-49","Internal Audit","Other","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Communications","10","10","36260","39750"
"In post","2022","40-49","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Finance","30","25","27060","26220"
"In post","2022","40-49","Legal","Human Resources","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Knowledge and Information Management","15","15","39030","31990"
"In post","2022","40-49","Legal","Legal","2335","2140","58830","58040"
"In post","2022","40-49","Legal","Operational Delivery","725","655","28310","26820"
"In post","2022","40-49","Legal","Other","75","70","37950","30720"
"In post","2022","40-49","Legal","Policy","20","20","60970","62000"
"In post","2022","40-49","Legal","Project Delivery","10","10","34450","33120"
"In post","2022","40-49","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Tax","85","80","40120","36550"
"In post","2022","40-49","Legal","Unknown","50","45","67540","70600"
"In post","2022","40-49","No function","Commercial","140","135","49320","46570"
"In post","2022","40-49","No function","Communications","75","70","45790","42850"
"In post","2022","40-49","No function","Corporate Finance","10","10","70160","69750"
"In post","2022","40-49","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Digital, Data and Technology","30","30","46360","43260"
"In post","2022","40-49","No function","Economics","45","40","62550","59650"
"In post","2022","40-49","No function","Finance","45","40","48940","49860"
"In post","2022","40-49","No function","Geography","90","85","33720","33290"
"In post","2022","40-49","No function","Human Resources","15","10","50060","48770"
"In post","2022","40-49","No function","Inspector of Education and Training","290","285","64260","64500"
"In post","2022","40-49","No function","Intelligence Analysis","95","90","32210","28640"
"In post","2022","40-49","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","International Trade","275","270","53030","51970"
"In post","2022","40-49","No function","Knowledge and Information Management","195","185","37060","34260"
"In post","2022","40-49","No function","Legal","360","325","45110","43100"
"In post","2022","40-49","No function","Medicine","190","170","80520","83800"
"In post","2022","40-49","No function","Operational Delivery","45135","41460","29840","27570"
"In post","2022","40-49","No function","Operational Research","60","60","48440","47270"
"In post","2022","40-49","No function","Other","1700","1605","34790","27570"
"In post","2022","40-49","No function","Planning","35","30","50260","53130"
"In post","2022","40-49","No function","Planning Inspectors","110","105","53230","47660"
"In post","2022","40-49","No function","Policy","5000","4775","53420","53380"
"In post","2022","40-49","No function","Project Delivery","100","100","50900","51730"
"In post","2022","40-49","No function","Property","15","10","49140","49860"
"In post","2022","40-49","No function","Psychology","335","310","44500","45600"
"In post","2022","40-49","No function","Science and Engineering","1620","1530","45200","45140"
"In post","2022","40-49","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Statistics","15","15","53150","59220"
"In post","2022","40-49","No function","Tax","2525","2430","37790","33370"
"In post","2022","40-49","No function","Unknown","1190","1155","45590","37610"
"In post","2022","40-49","No function","Veterinarian","145","140","43220","38300"
"In post","2022","40-49","Project Delivery","Commercial","185","175","42270","39440"
"In post","2022","40-49","Project Delivery","Communications","20","20","37100","36050"
"In post","2022","40-49","Project Delivery","Digital, Data and Technology","30","30","51100","51150"
"In post","2022","40-49","Project Delivery","Economics","20","20","60660","60720"
"In post","2022","40-49","Project Delivery","Finance","60","55","47710","46000"
"In post","2022","40-49","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Inspector of Education and Training","15","15","74760","75480"
"In post","2022","40-49","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Knowledge and Information Management","25","25","43540","40790"
"In post","2022","40-49","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Medicine","20","20","61110","56240"
"In post","2022","40-49","Project Delivery","Operational Delivery","435","410","39900","37500"
"In post","2022","40-49","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Other","715","690","38890","33900"
"In post","2022","40-49","Project Delivery","Policy","545","520","57280","56660"
"In post","2022","40-49","Project Delivery","Project Delivery","3380","3255","45890","40670"
"In post","2022","40-49","Project Delivery","Property","15","15","40960","38000"
"In post","2022","40-49","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Science and Engineering","540","535","45900","44000"
"In post","2022","40-49","Project Delivery","Security","15","15","52180","54030"
"In post","2022","40-49","Project Delivery","Statistics","15","10","57840","58000"
"In post","2022","40-49","Project Delivery","Tax","135","130","35760","33370"
"In post","2022","40-49","Project Delivery","Unknown","85","85","56840","49700"
"In post","2022","40-49","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","40-49","Property","Finance","25","25","44850","44000"
"In post","2022","40-49","Property","Human Resources","10","10","43730","36440"
"In post","2022","40-49","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Operational Delivery","295","280","31180","26030"
"In post","2022","40-49","Property","Other","75","75","30820","27190"
"In post","2022","40-49","Property","Policy","10","10","60060","50140"
"In post","2022","40-49","Property","Project Delivery","15","15","52850","49850"
"In post","2022","40-49","Property","Property","1615","1560","39850","36500"
"In post","2022","40-49","Property","Security","5","5","[c]","[c]"
"In post","2022","40-49","Property","Unknown","35","35","53360","54700"
"In post","2022","40-49","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","40-49","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Intelligence Analysis","190","185","43690","40580"
"In post","2022","40-49","Security","Knowledge and Information Management","25","25","36370","32750"
"In post","2022","40-49","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Other","10","10","[c]","[c]"
"In post","2022","40-49","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Security","1745","1725","34170","33950"
"In post","2022","40-49","Security","Unknown","200","190","38940","33300"
"In post","2022","40-49","Unknown","Commercial","50","50","39890","37460"
"In post","2022","40-49","Unknown","Communications","100","95","46510","45210"
"In post","2022","40-49","Unknown","Counter Fraud","60","55","28360","25310"
"In post","2022","40-49","Unknown","Digital, Data and Technology","525","520","51830","52050"
"In post","2022","40-49","Unknown","Economics","20","20","63960","61440"
"In post","2022","40-49","Unknown","Finance","635","615","38940","33300"
"In post","2022","40-49","Unknown","Human Resources","245","235","43900","38020"
"In post","2022","40-49","Unknown","Intelligence Analysis","410","390","30340","28650"
"In post","2022","40-49","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Knowledge and Information Management","65","65","39570","38160"
"In post","2022","40-49","Unknown","Legal","55","50","60550","61440"
"In post","2022","40-49","Unknown","Medicine","550","480","49300","40060"
"In post","2022","40-49","Unknown","Operational Delivery","6770","6320","30250","27370"
"In post","2022","40-49","Unknown","Operational Research","15","10","54970","54060"
"In post","2022","40-49","Unknown","Other","3115","3010","31400","26670"
"In post","2022","40-49","Unknown","Planning","25","20","44860","41980"
"In post","2022","40-49","Unknown","Policy","1530","1470","51180","47470"
"In post","2022","40-49","Unknown","Project Delivery","565","550","45660","41970"
"In post","2022","40-49","Unknown","Property","25","20","36540","33190"
"In post","2022","40-49","Unknown","Science and Engineering","365","355","39440","36620"
"In post","2022","40-49","Unknown","Security","90","85","33700","31060"
"In post","2022","40-49","Unknown","Social Research","35","30","51700","51380"
"In post","2022","40-49","Unknown","Statistics","35","35","49790","48490"
"In post","2022","40-49","Unknown","Unknown","4115","3925","44980","40810"
"In post","2022","40-49","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2022","50-59","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Digital, Data and Technology","20","20","51390","48000"
"In post","2022","50-59","Analysis","Economics","75","70","72590","68050"
"In post","2022","50-59","Analysis","Finance","15","15","46950","38550"
"In post","2022","50-59","Analysis","Geography","25","25","32110","33000"
"In post","2022","50-59","Analysis","Human Resources","5","5","[c]","[c]"
"In post","2022","50-59","Analysis","Intelligence Analysis","25","25","50380","43610"
"In post","2022","50-59","Analysis","Knowledge and Information Management","10","10","39330","37060"
"In post","2022","50-59","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Operational Delivery","180","170","36220","31700"
"In post","2022","50-59","Analysis","Operational Research","110","100","48900","47060"
"In post","2022","50-59","Analysis","Other","45","40","68990","54110"
"In post","2022","50-59","Analysis","Policy","80","75","56780","57230"
"In post","2022","50-59","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Science and Engineering","135","130","44130","40320"
"In post","2022","50-59","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Social Research","75","70","53670","55210"
"In post","2022","50-59","Analysis","Statistics","270","260","50840","50710"
"In post","2022","50-59","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Unknown","15","15","56870","60060"
"In post","2022","50-59","Commercial","Commercial","1000","975","42420","40070"
"In post","2022","50-59","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Finance","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Operational Delivery","100","95","49540","42830"
"In post","2022","50-59","Commercial","Other","30","30","50000","44780"
"In post","2022","50-59","Commercial","Policy","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","Project Delivery","25","25","52710","51360"
"In post","2022","50-59","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Science and Engineering","45","45","44890","42980"
"In post","2022","50-59","Commercial","Unknown","500","500","76300","67520"
"In post","2022","50-59","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Communications","645","630","42850","38620"
"In post","2022","50-59","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","Communications","Knowledge and Information Management","30","30","38830","37290"
"In post","2022","50-59","Communications","Operational Delivery","315","295","31930","26820"
"In post","2022","50-59","Communications","Other","10","10","34290","27770"
"In post","2022","50-59","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Tax","280","260","29570","26820"
"In post","2022","50-59","Communications","Unknown","45","45","57400","59410"
"In post","2022","50-59","Counter Fraud","Counter Fraud","2440","2265","29730","27570"
"In post","2022","50-59","Counter Fraud","Intelligence Analysis","45","40","40820","37930"
"In post","2022","50-59","Counter Fraud","Knowledge and Information Management","15","15","45630","40750"
"In post","2022","50-59","Counter Fraud","Legal","1075","1035","35910","33440"
"In post","2022","50-59","Counter Fraud","Operational Delivery","1375","1270","31920","28920"
"In post","2022","50-59","Counter Fraud","Operational Research","5","5","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Other","130","120","40550","35740"
"In post","2022","50-59","Counter Fraud","Tax","625","600","43490","40350"
"In post","2022","50-59","Counter Fraud","Unknown","110","110","38380","33370"
"In post","2022","50-59","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","Operational Delivery","1010","900","26520","25330"
"In post","2022","50-59","Debt","Other","795","690","22710","21260"
"In post","2022","50-59","Debt","Tax","100","95","23230","21250"
"In post","2022","50-59","Debt","Unknown","20","20","29140","22040"
"In post","2022","50-59","Digital, Data & Technology","Commercial","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Digital, Data and Technology","4820","4710","43090","40000"
"In post","2022","50-59","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Knowledge and Information Management","315","305","33760","30750"
"In post","2022","50-59","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Operational Delivery","160","155","38080","33680"
"In post","2022","50-59","Digital, Data & Technology","Operational Research","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Other","15","15","40930","35310"
"In post","2022","50-59","Digital, Data & Technology","Policy","45","45","44120","40230"
"In post","2022","50-59","Digital, Data & Technology","Project Delivery","75","70","40050","37710"
"In post","2022","50-59","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Science and Engineering","215","200","43730","39750"
"In post","2022","50-59","Digital, Data & Technology","Security","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Tax","30","25","43160","40520"
"In post","2022","50-59","Digital, Data & Technology","Unknown","235","235","52540","54700"
"In post","2022","50-59","Finance","Commercial","245","230","37260","34290"
"In post","2022","50-59","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Corporate Finance","30","30","49160","47010"
"In post","2022","50-59","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Digital, Data and Technology","55","55","42580","39860"
"In post","2022","50-59","Finance","Finance","2645","2555","42860","39020"
"In post","2022","50-59","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Operational Delivery","565","480","27600","22080"
"In post","2022","50-59","Finance","Other","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Policy","15","15","41980","35680"
"In post","2022","50-59","Finance","Project Delivery","15","15","43460","39240"
"In post","2022","50-59","Finance","Property","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Security","130","130","43130","36890"
"In post","2022","50-59","Finance","Tax","20","20","41320","40520"
"In post","2022","50-59","Finance","Unknown","70","70","50660","43090"
"In post","2022","50-59","Grants Management","Operational Delivery","560","520","27200","24920"
"In post","2022","50-59","Grants Management","Policy","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Human Resources","2545","2440","40690","36740"
"In post","2022","50-59","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Legal","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Operational Delivery","510","480","31430","27570"
"In post","2022","50-59","Human Resources","Other","30","30","40420","40290"
"In post","2022","50-59","Human Resources","Policy","10","10","42510","39220"
"In post","2022","50-59","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Tax","75","75","37650","33400"
"In post","2022","50-59","Human Resources","Unknown","255","250","45180","39800"
"In post","2022","50-59","Internal Audit","Internal Audit","300","290","50040","47100"
"In post","2022","50-59","Internal Audit","Other","15","15","36080","32110"
"In post","2022","50-59","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Communications","5","5","[c]","[c]"
"In post","2022","50-59","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Finance","25","25","27840","26970"
"In post","2022","50-59","Legal","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","Legal","Knowledge and Information Management","25","25","35820","31990"
"In post","2022","50-59","Legal","Legal","2035","1905","61110","60710"
"In post","2022","50-59","Legal","Operational Delivery","1040","955","28770","28430"
"In post","2022","50-59","Legal","Other","100","95","41490","34440"
"In post","2022","50-59","Legal","Policy","45","45","43760","42430"
"In post","2022","50-59","Legal","Project Delivery","10","10","[c]","[c]"
"In post","2022","50-59","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Security","5","5","[c]","[c]"
"In post","2022","50-59","Legal","Tax","100","95","42550","40350"
"In post","2022","50-59","Legal","Unknown","50","50","68700","72200"
"In post","2022","50-59","No function","Commercial","180","175","52820","49530"
"In post","2022","50-59","No function","Communications","50","45","42350","37100"
"In post","2022","50-59","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2022","50-59","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","Digital, Data and Technology","15","15","43380","40300"
"In post","2022","50-59","No function","Economics","25","25","63370","60010"
"In post","2022","50-59","No function","Finance","20","20","44790","40300"
"In post","2022","50-59","No function","Geography","90","85","34060","33290"
"In post","2022","50-59","No function","Human Resources","15","15","49950","45010"
"In post","2022","50-59","No function","Inspector of Education and Training","375","370","65780","70500"
"In post","2022","50-59","No function","Intelligence Analysis","125","125","31410","28640"
"In post","2022","50-59","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","International Trade","265","265","52040","48220"
"In post","2022","50-59","No function","Knowledge and Information Management","255","245","36400","33170"
"In post","2022","50-59","No function","Legal","465","420","48260","46400"
"In post","2022","50-59","No function","Medicine","175","160","93590","96510"
"In post","2022","50-59","No function","Operational Delivery","61675","56510","29570","27570"
"In post","2022","50-59","No function","Operational Research","55","50","54420","54060"
"In post","2022","50-59","No function","Other","2155","2025","32950","27570"
"In post","2022","50-59","No function","Planning","30","30","51260","46040"
"In post","2022","50-59","No function","Planning Inspectors","125","115","57610","58810"
"In post","2022","50-59","No function","Policy","3795","3700","50620","48200"
"In post","2022","50-59","No function","Project Delivery","100","100","49820","47630"
"In post","2022","50-59","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","Psychology","155","145","40120","31180"
"In post","2022","50-59","No function","Science and Engineering","1490","1425","46360","45870"
"In post","2022","50-59","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","Statistics","10","10","57050","59810"
"In post","2022","50-59","No function","Tax","3100","2965","39820","35980"
"In post","2022","50-59","No function","Unknown","825","800","45390","35430"
"In post","2022","50-59","No function","Veterinarian","90","90","48510","50280"
"In post","2022","50-59","Project Delivery","Commercial","160","155","47040","42500"
"In post","2022","50-59","Project Delivery","Communications","10","10","[c]","[c]"
"In post","2022","50-59","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Digital, Data and Technology","45","45","46600","46540"
"In post","2022","50-59","Project Delivery","Economics","10","10","[c]","[c]"
"In post","2022","50-59","Project Delivery","Finance","60","60","57700","56270"
"In post","2022","50-59","Project Delivery","Human Resources","5","5","[c]","[c]"
"In post","2022","50-59","Project Delivery","Inspector of Education and Training","35","35","75160","75480"
"In post","2022","50-59","Project Delivery","Knowledge and Information Management","25","25","42170","40800"
"In post","2022","50-59","Project Delivery","Medicine","15","15","62470","60720"
"In post","2022","50-59","Project Delivery","Operational Delivery","580","560","38990","36110"
"In post","2022","50-59","Project Delivery","Other","1120","1085","37610","33100"
"In post","2022","50-59","Project Delivery","Policy","625","600","56050","57620"
"In post","2022","50-59","Project Delivery","Project Delivery","3920","3795","46410","41380"
"In post","2022","50-59","Project Delivery","Property","25","25","43700","42480"
"In post","2022","50-59","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Science and Engineering","895","885","45080","43030"
"In post","2022","50-59","Project Delivery","Security","10","10","50390","47010"
"In post","2022","50-59","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Tax","225","210","35580","33440"
"In post","2022","50-59","Project Delivery","Unknown","90","85","74980","62120"
"In post","2022","50-59","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Finance","20","20","46480","39310"
"In post","2022","50-59","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Operational Delivery","380","360","32650","26030"
"In post","2022","50-59","Property","Other","170","170","30360","27150"
"In post","2022","50-59","Property","Policy","10","10","44800","48160"
"In post","2022","50-59","Property","Project Delivery","20","20","56110","57350"
"In post","2022","50-59","Property","Property","2640","2565","40070","36030"
"In post","2022","50-59","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Unknown","30","30","56480","53730"
"In post","2022","50-59","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","50-59","Security","Intelligence Analysis","235","230","39750","36420"
"In post","2022","50-59","Security","Knowledge and Information Management","20","20","38560","33350"
"In post","2022","50-59","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Other","10","5","[c]","[c]"
"In post","2022","50-59","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Security","3055","3020","33070","32450"
"In post","2022","50-59","Security","Unknown","300","285","33870","33300"
"In post","2022","50-59","Unknown","Commercial","55","50","37290","35200"
"In post","2022","50-59","Unknown","Communications","45","45","47200","41960"
