"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Undeclared","G7","Male","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","HEO","Female","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","HEO","Male","80","60","36860","36160"
"In post","2022","65+","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","SCS level","Male","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","SEO","Female","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","SEO","Male","40","35","45520","44430"
"In post","2022","65+","Undeclared","Unknown","Female","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","AA","Female","75","50","20970","20950"
"In post","2022","65+","Unknown","AA","Male","135","110","20710","20560"
"In post","2022","65+","Unknown","AO","Female","205","150","22770","22080"
"In post","2022","65+","Unknown","AO","Male","215","175","24050","22080"
"In post","2022","65+","Unknown","EO","Female","125","100","28710","28920"
"In post","2022","65+","Unknown","EO","Male","155","115","29880","29200"
"In post","2022","65+","Unknown","G6","Female","30","25","[c]","[c]"
"In post","2022","65+","Unknown","G6","Male","35","25","73000","72980"
"In post","2022","65+","Unknown","G7","Female","35","30","58280","58710"
"In post","2022","65+","Unknown","G7","Male","65","55","57930","58160"
"In post","2022","65+","Unknown","HEO","Female","55","45","35580","34790"
"In post","2022","65+","Unknown","HEO","Male","95","70","36720","35980"
"In post","2022","65+","Unknown","SCS level","Female","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SEO","Female","35","30","44820","43710"
"In post","2022","65+","Unknown","SEO","Male","90","70","44730","44150"
"In post","2022","65+","Unknown","Unknown","Female","40","30","28770","28200"
"In post","2022","65+","Unknown","Unknown","Male","80","60","33230","30000"
"In post","2022","Unknown","Declared disabled","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AO","Female","45","[c]","21390","21260"
"Leaver CS","2022","16-19","Declared non-disabled","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","AA","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","AA","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","AO","Female","175","[c]","21510","21260"
"Leaver CS","2022","20-29","Declared disabled","AO","Male","140","[c]","21650","21260"
"Leaver CS","2022","20-29","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","EO","Female","145","[c]","26700","27570"
"Leaver CS","2022","20-29","Declared disabled","EO","Male","75","[c]","26420","27570"
"Leaver CS","2022","20-29","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HEO","Female","45","[c]","32360","32790"
"Leaver CS","2022","20-29","Declared disabled","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","AA","Female","200","[c]","19170","19060"
"Leaver CS","2022","20-29","Declared non-disabled","AA","Male","185","[c]","19270","18670"
"Leaver CS","2022","20-29","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","AO","Female","1365","[c]","21570","21260"
"Leaver CS","2022","20-29","Declared non-disabled","AO","Male","1295","[c]","21910","21260"
"Leaver CS","2022","20-29","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Female","825","[c]","27350","27570"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Male","610","[c]","26840","27570"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","G7","Female","50","[c]","53030","53380"
"Leaver CS","2022","20-29","Declared non-disabled","G7","Male","65","[c]","53640","53490"
"Leaver CS","2022","20-29","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HEO","Female","335","[c]","32140","32330"
"Leaver CS","2022","20-29","Declared non-disabled","HEO","Male","355","[c]","32480","32340"
"Leaver CS","2022","20-29","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SEO","Female","125","[c]","40270","40070"
"Leaver CS","2022","20-29","Declared non-disabled","SEO","Male","115","[c]","39650","40050"
"Leaver CS","2022","20-29","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Female","200","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","Female","55","[c]","21340","21260"
"Leaver CS","2022","20-29","Undeclared","AO","Male","75","[c]","21780","21260"
"Leaver CS","2022","20-29","Undeclared","EO","Female","40","[c]","27020","27570"
"Leaver CS","2022","20-29","Undeclared","EO","Male","35","[c]","26980","27570"
"Leaver CS","2022","20-29","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","Female","160","[c]","19990","19380"
"Leaver CS","2022","20-29","Unknown","AA","Male","130","[c]","20170","19810"
"Leaver CS","2022","20-29","Unknown","AO","Female","890","[c]","21640","21260"
"Leaver CS","2022","20-29","Unknown","AO","Male","790","[c]","21990","21260"
"Leaver CS","2022","20-29","Unknown","EO","Female","445","[c]","26540","27510"
"Leaver CS","2022","20-29","Unknown","EO","Male","360","[c]","25470","26380"
"Leaver CS","2022","20-29","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","Male","50","[c]","53490","53240"
"Leaver CS","2022","20-29","Unknown","HEO","Female","255","[c]","31960","31900"
"Leaver CS","2022","20-29","Unknown","HEO","Male","270","[c]","33010","32940"
"Leaver CS","2022","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","Female","70","[c]","39910","40070"
"Leaver CS","2022","20-29","Unknown","SEO","Male","80","[c]","40500","40450"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","185","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","95","[c]","28460","28980"
"Leaver CS","2022","30-39","Declared disabled","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","AO","Female","105","[c]","21670","21260"
"Leaver CS","2022","30-39","Declared disabled","AO","Male","105","[c]","23590","21260"
"Leaver CS","2022","30-39","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","EO","Female","100","[c]","27940","27570"
"Leaver CS","2022","30-39","Declared disabled","EO","Male","70","[c]","27980","27570"
"Leaver CS","2022","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","HEO","Female","35","[c]","33450","32860"
"Leaver CS","2022","30-39","Declared disabled","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","AA","Female","90","[c]","19530","19200"
"Leaver CS","2022","30-39","Declared non-disabled","AA","Male","85","[c]","19890","19560"
"Leaver CS","2022","30-39","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","AO","Female","700","[c]","21700","21260"
"Leaver CS","2022","30-39","Declared non-disabled","AO","Male","800","[c]","22330","21260"
"Leaver CS","2022","30-39","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Female","575","[c]","27530","27570"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Male","450","[c]","27760","27570"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","G6","Female","55","[c]","67600","66440"
"Leaver CS","2022","30-39","Declared non-disabled","G6","Male","80","[c]","67140","65590"
"Leaver CS","2022","30-39","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","G7","Female","230","[c]","53700","53490"
"Leaver CS","2022","30-39","Declared non-disabled","G7","Male","230","[c]","55070","54270"
"Leaver CS","2022","30-39","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","HEO","Female","315","[c]","32990","32960"
"Leaver CS","2022","30-39","Declared non-disabled","HEO","Male","270","[c]","33100","33000"
"Leaver CS","2022","30-39","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SEO","Female","305","[c]","40260","40060"
"Leaver CS","2022","30-39","Declared non-disabled","SEO","Male","265","[c]","40930","40220"
"Leaver CS","2022","30-39","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Female","160","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Male","80","[c]","36850","37920"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","Female","55","[c]","21420","21260"
"Leaver CS","2022","30-39","Undeclared","AO","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","Female","40","[c]","26930","27570"
"Leaver CS","2022","30-39","Undeclared","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","Female","75","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AO","Female","305","[c]","21970","21380"
"Leaver CS","2022","30-39","Unknown","AO","Male","400","[c]","23610","21260"
"Leaver CS","2022","30-39","Unknown","EO","Female","215","[c]","28110","27570"
"Leaver CS","2022","30-39","Unknown","EO","Male","235","[c]","28050","27570"
"Leaver CS","2022","30-39","Unknown","G6","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","G7","Female","110","[c]","54910","53730"
"Leaver CS","2022","30-39","Unknown","G7","Male","130","[c]","55060","54100"
"Leaver CS","2022","30-39","Unknown","HEO","Female","160","[c]","33690","33090"
"Leaver CS","2022","30-39","Unknown","HEO","Male","150","[c]","34390","33610"
"Leaver CS","2022","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO","Female","135","[c]","40910","40650"
"Leaver CS","2022","30-39","Unknown","SEO","Male","115","[c]","40690","40590"
"Leaver CS","2022","30-39","Unknown","Unknown","Female","120","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Male","95","[c]","35050","32700"
"Leaver CS","2022","40-49","Declared disabled","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","AO","Female","90","[c]","22220","21260"
"Leaver CS","2022","40-49","Declared disabled","AO","Male","65","[c]","21900","21260"
"Leaver CS","2022","40-49","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","EO","Female","85","[c]","28440","27570"
"Leaver CS","2022","40-49","Declared disabled","EO","Male","60","[c]","28190","27570"
"Leaver CS","2022","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G7","Male","20","[c]","[c]","[c]"
