"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","30","[c]","57920","55180"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","40","[c]","38650","37290"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","35","[c]","59320","55610"
"Leaver CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","AA/AO","1115","[c]","21210","21260"
"Leaver CS","2022","Declared disabled","No function","EO","845","[c]","27900","27570"
"Leaver CS","2022","Declared disabled","No function","G6/G7","110","[c]","58630","56490"
"Leaver CS","2022","Declared disabled","No function","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","SEO/HEO","345","[c]","36930","35810"
"Leaver CS","2022","Declared disabled","No function","Unknown","245","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","60","[c]","36990","36120"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","45","[c]","28290","21840"
"Leaver CS","2022","Declared disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","480","[c]","21460","21260"
"Leaver CS","2022","Declared disabled","Unknown","EO","275","[c]","27520","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","65","[c]","62130","60830"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","210","[c]","38070","37410"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","AA/AO","65","[c]","22530","22520"
"Leaver CS","2022","Declared non-disabled","Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","G6/G7","65","[c]","60080","57230"
"Leaver CS","2022","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","SEO/HEO","130","[c]","35990","36070"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","45","[c]","62270","59450"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","110","[c]","37540","37000"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","45","[c]","58460","56230"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","120","[c]","37670","37540"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","70","[c]","21910","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","115","[c]","27830","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","55","[c]","37110","36230"
"Leaver CS","2022","Declared non-disabled","Debt","AA/AO","135","[c]","21270","21260"
"Leaver CS","2022","Declared non-disabled","Debt","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","65","[c]","20470","20920"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","EO","120","[c]","27400","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","235","[c]","59780","58850"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","355","[c]","38500","38240"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","55","[c]","21820","21490"
"Leaver CS","2022","Declared non-disabled","Finance","EO","45","[c]","26530","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","65","[c]","58930","57080"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","120","[c]","39120","38670"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","AA/AO","85","[c]","21180","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","EO","45","[c]","25600","25690"
"Leaver CS","2022","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","80","[c]","21370","21170"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","95","[c]","27120","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","75","[c]","57200","54700"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","150","[c]","37650","37300"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","75","[c]","22290","22200"
"Leaver CS","2022","Declared non-disabled","Legal","EO","75","[c]","28140","27570"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","225","[c]","59770","57540"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","70","[c]","41320","38830"
"Leaver CS","2022","Declared non-disabled","No function","AA/AO","6265","[c]","21160","21260"
"Leaver CS","2022","Declared non-disabled","No function","EO","4085","[c]","27820","27570"
"Leaver CS","2022","Declared non-disabled","No function","G6/G7","1135","[c]","59300","56100"
"Leaver CS","2022","Declared non-disabled","No function","SCS level","230","[c]","94730","93000"
"Leaver CS","2022","Declared non-disabled","No function","SEO/HEO","2320","[c]","36880","36330"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","930","[c]","34020","29600"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","35","[c]","21300","21170"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","150","[c]","23120","23250"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","165","[c]","59700","58280"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","405","[c]","36140","36460"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","85","[c]","36940","38480"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","115","[c]","20760","20850"
"Leaver CS","2022","Declared non-disabled","Property","EO","55","[c]","25850","26190"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","50","[c]","59500","58250"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","125","[c]","38690","38550"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","285","[c]","28020","25000"
"Leaver CS","2022","Declared non-disabled","Security","EO","75","[c]","33100","29250"
"Leaver CS","2022","Declared non-disabled","Security","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO/HEO","80","[c]","41050","38300"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","2670","[c]","21730","21380"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","1625","[c]","28080","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","540","[c]","64360","62170"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","110","[c]","97640","90880"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","1310","[c]","38480","37460"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","40","[c]","37260","36840"
"Leaver CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","AA/AO","670","[c]","21190","21090"
"Leaver CS","2022","Undeclared","No function","EO","295","[c]","27360","27570"
"Leaver CS","2022","Undeclared","No function","G6/G7","80","[c]","58500","55090"
"Leaver CS","2022","Undeclared","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","SEO/HEO","185","[c]","38230","36840"
"Leaver CS","2022","Undeclared","No function","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","35","[c]","36880","37530"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","35","[c]","29690","26610"
"Leaver CS","2022","Undeclared","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","215","[c]","21190","21260"
"Leaver CS","2022","Undeclared","Unknown","EO","140","[c]","28710","27570"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","125","[c]","38040","36650"
"Leaver CS","2022","Unknown","Analysis","AA/AO","40","[c]","20140","19610"
"Leaver CS","2022","Unknown","Analysis","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","SEO/HEO","60","[c]","35260","33710"
"Leaver CS","2022","Unknown","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","G6/G7","120","[c]","67970","67100"
"Leaver CS","2022","Unknown","Commercial","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","75","[c]","36480","36500"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","70","[c]","39040","38230"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","AA/AO","30","[c]","21440","21330"
"Leaver CS","2022","Unknown","Digital, Data & Technology","EO","70","[c]","27320","27130"
"Leaver CS","2022","Unknown","Digital, Data & Technology","G6/G7","105","[c]","56520","54400"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","195","[c]","36940","36500"
"Leaver CS","2022","Unknown","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","30","[c]","21770","21170"
"Leaver CS","2022","Unknown","Human Resources","EO","55","[c]","25220","27130"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","50","[c]","36030","35590"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","55","[c]","21830","22200"
"Leaver CS","2022","Unknown","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","80","[c]","56460","55000"
"Leaver CS","2022","Unknown","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","35","[c]","38680","38000"
"Leaver CS","2022","Unknown","No function","AA/AO","2445","[c]","21430","21260"
"Leaver CS","2022","Unknown","No function","EO","1005","[c]","28260","27570"
"Leaver CS","2022","Unknown","No function","G6/G7","440","[c]","58580","54650"
"Leaver CS","2022","Unknown","No function","SCS level","115","[c]","100070","93000"
"Leaver CS","2022","Unknown","No function","SEO/HEO","915","[c]","36820","36360"
"Leaver CS","2022","Unknown","No function","Unknown","580","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","45","[c]","23440","23230"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","65","[c]","60640","59140"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","105","[c]","36430","36840"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","100","[c]","21030","21100"
"Leaver CS","2022","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","160","[c]","29100","25190"
"Leaver CS","2022","Unknown","Security","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","35","[c]","36270","36220"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","1665","[c]","22000","21260"
"Leaver CS","2022","Unknown","Unknown","EO","845","[c]","27540","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","195","[c]","62840","60740"
"Leaver CS","2022","Unknown","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","560","[c]","38690","38050"
"Leaver CS","2022","Unknown","Unknown","Unknown","340","[c]","36030","33270"
"Leaver Dept.","2022","Declared disabled","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","25","[c]","[c]","[c]"
