"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
