"Status","Year","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Heterosexual / straight","260","[c]","24960","21840"
"Leaver CS","2022","No function","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Undeclared","105","[c]","22770","21590"
"Leaver CS","2022","No function","Unknown","Unknown","285","[c]","24020","21840"
"Leaver CS","2022","Project Delivery","London","Heterosexual / straight","120","[c]","55040","53380"
"Leaver CS","2022","Project Delivery","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Unknown","65","[c]","54860","53000"
"Leaver CS","2022","Project Delivery","Outside London","Heterosexual / straight","745","[c]","36460","33930"
"Leaver CS","2022","Project Delivery","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Undeclared","115","[c]","38470","36860"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","180","[c]","35350","33000"
"Leaver CS","2022","Project Delivery","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Heterosexual / straight","35","[c]","41850","40280"
"Leaver CS","2022","Property","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Heterosexual / straight","320","[c]","31960","27000"
"Leaver CS","2022","Property","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Undeclared","45","[c]","32360","26970"
"Leaver CS","2022","Property","Outside London","Unknown","155","[c]","27010","22040"
"Leaver CS","2022","Property","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Heterosexual / straight","65","[c]","34150","32060"
"Leaver CS","2022","Security","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Heterosexual / straight","470","[c]","32270","30280"
"Leaver CS","2022","Security","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Undeclared","85","[c]","34290","39070"
"Leaver CS","2022","Security","Outside London","Unknown","135","[c]","28750","26350"
"Leaver CS","2022","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Heterosexual / straight","685","[c]","39730","34630"
"Leaver CS","2022","Unknown","London","LGBO","35","[c]","39480","35060"
"Leaver CS","2022","Unknown","London","Undeclared","180","[c]","38760","34630"
"Leaver CS","2022","Unknown","London","Unknown","920","[c]","34740","31060"
"Leaver CS","2022","Unknown","Outside London","Heterosexual / straight","3130","[c]","30200","25310"
"Leaver CS","2022","Unknown","Outside London","LGBO","165","[c]","28350","24890"
"Leaver CS","2022","Unknown","Outside London","Undeclared","425","[c]","29840","27370"
"Leaver CS","2022","Unknown","Outside London","Unknown","5495","[c]","29470","27230"
"Leaver CS","2022","Unknown","Overseas","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","40","[c]","43890","41600"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","35","[c]","31720","29200"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","295","[c]","35640","32700"
"Leaver Dept.","2022","Analysis","London","Heterosexual / straight","180","[c]","44970","40050"
"Leaver Dept.","2022","Analysis","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","35","[c]","42970","39840"
"Leaver Dept.","2022","Analysis","Outside London","Heterosexual / straight","85","[c]","38760","36070"
"Leaver Dept.","2022","Analysis","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Unknown","45","[c]","34960","31060"
"Leaver Dept.","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Heterosexual / straight","80","[c]","49530","46700"
"Leaver Dept.","2022","Commercial","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","30","[c]","52980","54280"
"Leaver Dept.","2022","Commercial","Outside London","Heterosexual / straight","145","[c]","40450","38140"
"Leaver Dept.","2022","Commercial","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Heterosexual / straight","175","[c]","44050","38440"
"Leaver Dept.","2022","Communications","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","50","[c]","44700","40900"
"Leaver Dept.","2022","Communications","Outside London","Heterosexual / straight","80","[c]","35860","34290"
"Leaver Dept.","2022","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Heterosexual / straight","70","[c]","29890","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Heterosexual / straight","40","[c]","23350","21260"
"Leaver Dept.","2022","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Heterosexual / straight","165","[c]","46920","40600"
"Leaver Dept.","2022","Digital, Data & Technology","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Unknown","50","[c]","47520","45000"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Heterosexual / straight","255","[c]","39880","36780"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Undeclared","65","[c]","41780","37280"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","80","[c]","38620","36960"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Heterosexual / straight","130","[c]","46260","40920"
"Leaver Dept.","2022","Finance","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Heterosexual / straight","210","[c]","37480","35310"
"Leaver Dept.","2022","Finance","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","35","[c]","39650","36330"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Heterosexual / straight","30","[c]","25930","21300"
"Leaver Dept.","2022","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Heterosexual / straight","250","[c]","41610","34550"
"Leaver Dept.","2022","Human Resources","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Unknown","35","[c]","45770","36910"
"Leaver Dept.","2022","Human Resources","Outside London","Heterosexual / straight","285","[c]","35370","30160"
"Leaver Dept.","2022","Human Resources","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","35","[c]","32220","29990"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Heterosexual / straight","100","[c]","46500","51250"
"Leaver Dept.","2022","Legal","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Unknown","50","[c]","51910","54400"
"Leaver Dept.","2022","Legal","Outside London","Heterosexual / straight","40","[c]","33870","25560"
"Leaver Dept.","2022","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","Heterosexual / straight","3970","[c]","43090","37660"
"Leaver Dept.","2022","No function","London","LGBO","440","[c]","42480","36760"
"Leaver Dept.","2022","No function","London","Undeclared","790","[c]","44980","40070"
"Leaver Dept.","2022","No function","London","Unknown","1495","[c]","44430","35060"
"Leaver Dept.","2022","No function","Outside London","Heterosexual / straight","5270","[c]","33910","27570"
"Leaver Dept.","2022","No function","Outside London","LGBO","420","[c]","31640","27570"
"Leaver Dept.","2022","No function","Outside London","Undeclared","735","[c]","36730","29320"
"Leaver Dept.","2022","No function","Outside London","Unknown","1220","[c]","37180","30280"
"Leaver Dept.","2022","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Heterosexual / straight","190","[c]","38530","33250"
"Leaver Dept.","2022","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","185","[c]","35710","32000"
"Leaver Dept.","2022","Project Delivery","London","Heterosexual / straight","110","[c]","49810","40400"
"Leaver Dept.","2022","Project Delivery","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","Heterosexual / straight","385","[c]","36750","34000"
"Leaver Dept.","2022","Project Delivery","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","Undeclared","45","[c]","37030","35640"
"Leaver Dept.","2022","Project Delivery","Outside London","Unknown","60","[c]","39920","37710"
"Leaver Dept.","2022","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Heterosexual / straight","30","[c]","51120","40970"
"Leaver Dept.","2022","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","Heterosexual / straight","70","[c]","35750","33300"
"Leaver Dept.","2022","Property","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Heterosexual / straight","45","[c]","44010","37320"
"Leaver Dept.","2022","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Heterosexual / straight","55","[c]","34270","33300"
"Leaver Dept.","2022","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Heterosexual / straight","550","[c]","45120","41960"
"Leaver Dept.","2022","Unknown","London","LGBO","45","[c]","44820","41970"
"Leaver Dept.","2022","Unknown","London","Undeclared","110","[c]","43360","41950"
"Leaver Dept.","2022","Unknown","London","Unknown","665","[c]","41450","35810"
"Leaver Dept.","2022","Unknown","Outside London","Heterosexual / straight","850","[c]","29140","25220"
"Leaver Dept.","2022","Unknown","Outside London","LGBO","60","[c]","30070","25410"
"Leaver Dept.","2022","Unknown","Outside London","Undeclared","100","[c]","30510","26360"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","1280","[c]","33590","27570"
"Leaver Dept.","2022","Unknown","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","London","Heterosexual / straight","365","[c]","37850","33710"
"New entrant CS","2022","Analysis","London","LGBO","60","[c]","34050","33390"
"New entrant CS","2022","Analysis","London","Undeclared","60","[c]","39490","35000"
"New entrant CS","2022","Analysis","London","Unknown","115","[c]","36920","32880"
"New entrant CS","2022","Analysis","Outside London","Heterosexual / straight","555","[c]","31840","30710"
"New entrant CS","2022","Analysis","Outside London","LGBO","80","[c]","30320","30710"
"New entrant CS","2022","Analysis","Outside London","Undeclared","70","[c]","31090","30710"
"New entrant CS","2022","Analysis","Outside London","Unknown","160","[c]","30150","29230"
"New entrant CS","2022","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","Heterosexual / straight","125","[c]","37840","34550"
"New entrant CS","2022","Commercial","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","Unknown","100","[c]","64710","67750"
"New entrant CS","2022","Commercial","Outside London","Heterosexual / straight","360","[c]","33100","30420"
"New entrant CS","2022","Commercial","Outside London","LGBO","30","[c]","29310","26670"
"New entrant CS","2022","Commercial","Outside London","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Outside London","Unknown","230","[c]","51970","46430"
"New entrant CS","2022","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","Heterosexual / straight","205","[c]","38610","34710"
"New entrant CS","2022","Communications","London","LGBO","35","[c]","35910","33210"
"New entrant CS","2022","Communications","London","Undeclared","90","[c]","33680","27270"
"New entrant CS","2022","Communications","London","Unknown","105","[c]","37350","35170"
"New entrant CS","2022","Communications","Outside London","Heterosexual / straight","550","[c]","28490","26590"
"New entrant CS","2022","Communications","Outside London","LGBO","65","[c]","28590","26590"
"New entrant CS","2022","Communications","Outside London","Undeclared","45","[c]","34700","26820"
"New entrant CS","2022","Communications","Outside London","Unknown","405","[c]","27270","26590"
"New entrant CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Heterosexual / straight","215","[c]","30420","30750"
"New entrant CS","2022","Counter Fraud","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Unknown","75","[c]","32040","30750"
"New entrant CS","2022","Counter Fraud","Outside London","Heterosexual / straight","870","[c]","26140","26590"
"New entrant CS","2022","Counter Fraud","Outside London","LGBO","75","[c]","25960","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Undeclared","45","[c]","26130","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Unknown","285","[c]","26830","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Heterosexual / straight","620","[c]","21630","21250"
"New entrant CS","2022","Debt","Outside London","LGBO","65","[c]","21400","21250"
"New entrant CS","2022","Debt","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Unknown","310","[c]","21460","21250"
"New entrant CS","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Heterosexual / straight","420","[c]","43530","40620"
"New entrant CS","2022","Digital, Data & Technology","London","LGBO","60","[c]","42880","40600"
"New entrant CS","2022","Digital, Data & Technology","London","Undeclared","80","[c]","41220","35930"
"New entrant CS","2022","Digital, Data & Technology","London","Unknown","165","[c]","43320","39000"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Heterosexual / straight","1340","[c]","36170","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","LGBO","130","[c]","32860","30450"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Undeclared","175","[c]","35530","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","485","[c]","35210","33080"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Heterosexual / straight","155","[c]","39790","36650"
"New entrant CS","2022","Finance","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Undeclared","50","[c]","39240","32790"
"New entrant CS","2022","Finance","London","Unknown","50","[c]","47480","43430"
"New entrant CS","2022","Finance","Outside London","Heterosexual / straight","555","[c]","31870","29180"
"New entrant CS","2022","Finance","Outside London","LGBO","50","[c]","31280","27610"
"New entrant CS","2022","Finance","Outside London","Undeclared","80","[c]","31840","27570"
"New entrant CS","2022","Finance","Outside London","Unknown","205","[c]","31910","29160"
