"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Female","50","50","60390","58490"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Female","45","40","38950","38380"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","Female","65","55","29230","27130"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","Male","125","125","29630","29760"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","Male","35","35","60170","57860"
"In post","2022","HM Land Registry","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","Female","140","130","40300","38550"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","Male","265","255","40610","38550"
"In post","2022","HM Land Registry","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","EO","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Finance","EO","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","Female","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","Female","40","40","39180","38550"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","EO","Female","50","40","27470","27130"
"In post","2022","HM Land Registry","Legal","EO","Male","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Legal","G6/G7","Female","90","80","63070","60520"
"In post","2022","HM Land Registry","Legal","G6/G7","Male","50","45","65600","65970"
"In post","2022","HM Land Registry","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SEO/HEO","Female","40","35","36050","33840"
"In post","2022","HM Land Registry","Legal","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","Female","1030","950","22680","22600"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","Male","615","600","22750","22600"
"In post","2022","HM Land Registry","Operational Delivery","EO","Female","1395","1190","27240","27130"
"In post","2022","HM Land Registry","Operational Delivery","EO","Male","640","610","27260","27130"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","Female","835","725","35740","33840"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","Male","625","550","36400","33840"
"In post","2022","HM Land Registry","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","EO","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","HM Land Registry","Other","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","Female","60","55","38610","38550"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","Male","50","50","38830","38550"
"In post","2022","HM Land Registry","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","EO","Female","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","EO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","Female","50","45","61220","62120"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","Male","30","30","58960","62120"
"In post","2022","HM Revenue and Customs","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SCS level","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","Female","85","80","39020","40180"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","Male","45","45","39450","40520"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","Female","105","100","27630","26820"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","Male","155","150","27680","26820"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Female","190","180","58800","55210"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Male","350","345","58330","55210"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SCS level","Male","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Female","470","445","37020","35980"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Male","835","810","37050","35980"
"In post","2022","HM Revenue and Customs","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","EO","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","Male","35","35","64910","62120"
"In post","2022","HM Revenue and Customs","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","Male","50","50","37690","37930"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","Female","75","60","21910","21250"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","Male","70","60","21710","21250"
"In post","2022","HM Revenue and Customs","Finance","EO","Female","100","90","28310","26820"
"In post","2022","HM Revenue and Customs","Finance","EO","Male","55","55","28260","26880"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","Female","150","145","61490","62120"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","Male","145","140","60750","58480"
"In post","2022","HM Revenue and Customs","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","Female","260","245","37730","37930"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","Male","265","260","38750","40180"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","EO","Female","75","65","27770","26820"
"In post","2022","HM Revenue and Customs","Human Resources","EO","Male","50","45","27470","26820"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","Female","145","140","58930","55210"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","Male","70","70","59800","57150"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","Female","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","Female","270","250","37290","37930"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","Male","130","125","37050","35980"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","Female","30","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","Male","30","30","28350","26820"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Female","75","70","36920","37610"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Male","80","80","37840","37930"
"In post","2022","HM Revenue and Customs","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","Female","50","45","36340","33370"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","Male","55","55","35530","33370"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","Female","130","105","22110","22080"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","Male","90","85","22310","21620"
"In post","2022","HM Revenue and Customs","Legal","EO","Female","680","630","28350","26820"
"In post","2022","HM Revenue and Customs","Legal","EO","Male","745","730","28320","26820"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","Female","180","165","63400","62120"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","Male","220","210","62320","62120"
"In post","2022","HM Revenue and Customs","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","SEO/HEO","Female","710","675","36180","33600"
"In post","2022","HM Revenue and Customs","Legal","SEO/HEO","Male","1050","1025","37140","37610"
"In post","2022","HM Revenue and Customs","Operational Delivery","AA/AO","Female","9240","7415","21820","21250"
"In post","2022","HM Revenue and Customs","Operational Delivery","AA/AO","Male","5840","5480","21690","21250"
"In post","2022","HM Revenue and Customs","Operational Delivery","EO","Female","4265","3765","27230","26820"
"In post","2022","HM Revenue and Customs","Operational Delivery","EO","Male","3080","2960","27080","26820"
"In post","2022","HM Revenue and Customs","Operational Delivery","G6/G7","Female","495","480","57810","55210"
"In post","2022","HM Revenue and Customs","Operational Delivery","G6/G7","Male","435","430","57930","55210"
"In post","2022","HM Revenue and Customs","Operational Delivery","SCS level","Female","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Delivery","SCS level","Male","30","30","85140","79870"
"In post","2022","HM Revenue and Customs","Operational Delivery","SEO/HEO","Female","3585","3380","35640","33370"
"In post","2022","HM Revenue and Customs","Operational Delivery","SEO/HEO","Male","2880","2815","35440","33370"
"In post","2022","HM Revenue and Customs","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","EO","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","G6/G7","Male","35","35","59410","55210"
"In post","2022","HM Revenue and Customs","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","SEO/HEO","Female","35","30","38010","37930"
"In post","2022","HM Revenue and Customs","Operational Research","SEO/HEO","Male","45","45","39340","40350"
"In post","2022","HM Revenue and Customs","Other","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","EO","Female","55","45","28950","28920"
"In post","2022","HM Revenue and Customs","Other","EO","Male","35","30","28680","26830"
"In post","2022","HM Revenue and Customs","Other","G6/G7","Female","90","80","60860","57130"
"In post","2022","HM Revenue and Customs","Other","G6/G7","Male","95","90","61820","58710"
"In post","2022","HM Revenue and Customs","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","SEO/HEO","Female","95","85","37580","37970"
"In post","2022","HM Revenue and Customs","Other","SEO/HEO","Male","85","80","38140","40180"
"In post","2022","HM Revenue and Customs","Policy","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Policy","EO","Female","35","30","29260","28920"
"In post","2022","HM Revenue and Customs","Policy","EO","Male","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Policy","G6/G7","Female","280","265","64040","62120"
"In post","2022","HM Revenue and Customs","Policy","G6/G7","Male","340","330","64840","62120"
"In post","2022","HM Revenue and Customs","Policy","SCS level","Female","30","30","85780","82340"
"In post","2022","HM Revenue and Customs","Policy","SCS level","Male","30","30","87100","80000"
"In post","2022","HM Revenue and Customs","Policy","SEO/HEO","Female","215","195","39880","40520"
"In post","2022","HM Revenue and Customs","Policy","SEO/HEO","Male","175","165","40240","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","EO","Female","115","105","28220","26820"
"In post","2022","HM Revenue and Customs","Project Delivery","EO","Male","60","55","27800","26820"
"In post","2022","HM Revenue and Customs","Project Delivery","G6/G7","Female","495","480","58460","55210"
"In post","2022","HM Revenue and Customs","Project Delivery","G6/G7","Male","495","485","58810","55210"
"In post","2022","HM Revenue and Customs","Project Delivery","SCS level","Female","40","40","81420","75500"
"In post","2022","HM Revenue and Customs","Project Delivery","SCS level","Male","30","30","81460","78000"
"In post","2022","HM Revenue and Customs","Project Delivery","SEO/HEO","Female","840","790","38200","40180"
"In post","2022","HM Revenue and Customs","Project Delivery","SEO/HEO","Male","705","685","38610","40520"
"In post","2022","HM Revenue and Customs","Property","AA/AO","Female","110","85","23200","22040"
"In post","2022","HM Revenue and Customs","Property","AA/AO","Male","80","80","22680","22040"
"In post","2022","HM Revenue and Customs","Property","EO","Female","445","395","27700","27000"
"In post","2022","HM Revenue and Customs","Property","EO","Male","405","390","27410","27000"
"In post","2022","HM Revenue and Customs","Property","G6/G7","Female","110","105","58300","57150"
"In post","2022","HM Revenue and Customs","Property","G6/G7","Male","225","215","59780","58090"
"In post","2022","HM Revenue and Customs","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Property","SEO/HEO","Female","455","415","38970","38910"
"In post","2022","HM Revenue and Customs","Property","SEO/HEO","Male","715","685","39160","38040"
"In post","2022","HM Revenue and Customs","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","EO","Female","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","EO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","G6/G7","Male","45","45","61230","62120"
"In post","2022","HM Revenue and Customs","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","SEO/HEO","Female","40","35","39840","40520"
"In post","2022","HM Revenue and Customs","Security","SEO/HEO","Male","55","55","37640","40180"
"In post","2022","HM Revenue and Customs","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","G6/G7","Female","30","30","60130","58600"
"In post","2022","HM Revenue and Customs","Social Research","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","SEO/HEO","Female","45","45","38270","37610"
"In post","2022","HM Revenue and Customs","Social Research","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","EO","Female","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","EO","Male","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","G6/G7","Female","45","45","60370","62120"
"In post","2022","HM Revenue and Customs","Statistics","G6/G7","Male","70","65","61010","60940"
"In post","2022","HM Revenue and Customs","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","SEO/HEO","Female","85","85","37580","37930"
"In post","2022","HM Revenue and Customs","Statistics","SEO/HEO","Male","120","120","38260","37930"
"In post","2022","HM Revenue and Customs","Tax","AA/AO","Female","1820","1655","21370","21250"
"In post","2022","HM Revenue and Customs","Tax","AA/AO","Male","1580","1525","21340","21250"
"In post","2022","HM Revenue and Customs","Tax","EO","Female","2395","2200","27450","26820"
"In post","2022","HM Revenue and Customs","Tax","EO","Male","2405","2340","27340","26820"
"In post","2022","HM Revenue and Customs","Tax","G6/G7","Female","1150","1090","58930","55210"
"In post","2022","HM Revenue and Customs","Tax","G6/G7","Male","1825","1755","59760","55210"
"In post","2022","HM Revenue and Customs","Tax","SCS level","Female","35","35","80870","78000"
"In post","2022","HM Revenue and Customs","Tax","SCS level","Male","35","35","80380","79930"
