"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","AO","180","[c]","21950","21260"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","EO","180","[c]","28210","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","G7","45","[c]","56320","54410"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","HEO","80","[c]","34050","33980"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","SEO","50","[c]","41330","40150"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","EO","55","[c]","28730","27650"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","AO","210","[c]","22260","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","EO","200","[c]","28150","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","G7","45","[c]","54080","54390"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","HEO","85","[c]","34410","33740"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","SEO","65","[c]","42120","40740"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","AA","65","[c]","18880","17900"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","AO","260","[c]","22030","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","EO","140","[c]","27330","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","G7","50","[c]","54370","54760"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","HEO","90","[c]","33280","33310"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","SEO","65","[c]","42900","41400"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","AA/AO","AA","1225","[c]","19440","19100"
"Leaver CS","2022","Declared non-disabled","White","AA/AO","AO","7020","[c]","21940","21260"
"Leaver CS","2022","Declared non-disabled","White","EO","EO","5070","[c]","27520","27570"
"Leaver CS","2022","Declared non-disabled","White","G6/G7","G6","680","[c]","70260","68520"
"Leaver CS","2022","Declared non-disabled","White","G6/G7","G7","1530","[c]","56100","54700"
"Leaver CS","2022","Declared non-disabled","White","SCS level","SCS level","390","[c]","96340","92500"
"Leaver CS","2022","Declared non-disabled","White","SEO/HEO","HEO","2375","[c]","33560","33300"
"Leaver CS","2022","Declared non-disabled","White","SEO/HEO","SEO","1935","[c]","42050","40670"
"Leaver CS","2022","Declared non-disabled","White","Unknown","Unknown","845","[c]","37770","36240"
"Leaver CS","2022","Undeclared","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AA/AO","AO","150","[c]","23880","21580"
"Leaver CS","2022","Undeclared","Undeclared","EO","EO","120","[c]","28040","27570"
"Leaver CS","2022","Undeclared","Undeclared","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","G6/G7","G7","60","[c]","56370","55780"
"Leaver CS","2022","Undeclared","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","SEO/HEO","HEO","95","[c]","35120","34290"
"Leaver CS","2022","Undeclared","Undeclared","SEO/HEO","SEO","70","[c]","43520","42170"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","AA/AO","AA","150","[c]","19350","19200"
"Leaver CS","2022","Undeclared","White","AA/AO","AO","515","[c]","22050","21260"
"Leaver CS","2022","Undeclared","White","EO","EO","300","[c]","27380","27570"
"Leaver CS","2022","Undeclared","White","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","G6/G7","G7","55","[c]","54930","54110"
"Leaver CS","2022","Undeclared","White","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","SEO/HEO","HEO","145","[c]","33140","33000"
"Leaver CS","2022","Undeclared","White","SEO/HEO","SEO","110","[c]","40640","40070"
"Leaver CS","2022","Undeclared","White","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","AO","70","[c]","22720","22600"
"Leaver CS","2022","Unknown","Asian","EO","EO","75","[c]","26790","27400"
"Leaver CS","2022","Unknown","Asian","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","HEO","55","[c]","34070","33370"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","AO","75","[c]","21520","19860"
"Leaver CS","2022","Unknown","Undeclared","EO","EO","75","[c]","28990","27900"
"Leaver CS","2022","Unknown","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","HEO","70","[c]","33140","32540"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","SEO","55","[c]","40540","40150"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AA","650","[c]","20190","19810"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AO","3020","[c]","22040","21260"
"Leaver CS","2022","Unknown","Unknown","EO","EO","1605","[c]","27230","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G6","210","[c]","71240","68280"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G7","490","[c]","56350","54700"
"Leaver CS","2022","Unknown","Unknown","SCS level","SCS level","110","[c]","108160","95130"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","HEO","865","[c]","33530","33070"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","SEO","510","[c]","41510","40680"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","880","[c]","36370","33270"
"Leaver CS","2022","Unknown","White","AA/AO","AA","140","[c]","20230","19560"
"Leaver CS","2022","Unknown","White","AA/AO","AO","550","[c]","24900","22340"
"Leaver CS","2022","Unknown","White","EO","EO","405","[c]","29560","28850"
"Leaver CS","2022","Unknown","White","G6/G7","G6","100","[c]","72440","70410"
"Leaver CS","2022","Unknown","White","G6/G7","G7","220","[c]","54300","53930"
"Leaver CS","2022","Unknown","White","SCS level","SCS level","65","[c]","101550","101430"
"Leaver CS","2022","Unknown","White","SEO/HEO","HEO","275","[c]","35400","33920"
"Leaver CS","2022","Unknown","White","SEO/HEO","SEO","255","[c]","42520","41060"
"Leaver CS","2022","Unknown","White","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","EO","EO","60","[c]","28400","27570"
"Leaver Dept.","2022","Declared disabled","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","HEO","40","[c]","33430","33250"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","AO","195","[c]","21360","21260"
"Leaver Dept.","2022","Declared disabled","White","EO","EO","355","[c]","26900","27570"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","G6","60","[c]","67760","65820"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","G7","170","[c]","54200","53600"
"Leaver Dept.","2022","Declared disabled","White","SCS level","SCS level","40","[c]","92480","85380"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","HEO","325","[c]","32300","32120"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","SEO","195","[c]","39640","40050"
"Leaver Dept.","2022","Declared disabled","White","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","AO","295","[c]","21810","21260"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","EO","630","[c]","27530","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","G6","55","[c]","74540","68090"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","G7","180","[c]","54270","53860"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","SCS level","55","[c]","96350","97340"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","HEO","365","[c]","32880","32790"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","SEO","250","[c]","40560","40200"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","AO","125","[c]","22230","21260"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","EO","320","[c]","27960","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","G7","85","[c]","53200","52610"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","HEO","220","[c]","32940","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","SEO","160","[c]","40150","40070"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","AO","40","[c]","21430","21260"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","EO","120","[c]","27340","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","G7","60","[c]","54110","53860"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","HEO","115","[c]","32670","32650"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","SEO","85","[c]","40440","40470"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","EO","35","[c]","26940","27500"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","AO","45","[c]","22140","21260"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","EO","70","[c]","27170","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","G6/G7","G7","50","[c]","55140","54700"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SEO/HEO","HEO","70","[c]","32830","32330"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SEO/HEO","SEO","50","[c]","40080","40070"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","AO","55","[c]","21520","21300"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","EO","70","[c]","27050","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","HEO","55","[c]","32120","32140"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","SEO","45","[c]","40850","40070"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","AA/AO","AA","115","[c]","19680","19100"
