"Status","Year","Age","Disability","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","350","[c]","21590","21260"
"Leaver Dept.","2022","20-29","Unknown","EO","405","[c]","27320","27570"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","165","[c]","54930","54700"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","1135","[c]","33230","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","AA/AO","70","[c]","21250","21220"
"Leaver Dept.","2022","30-39","Declared disabled","EO","130","[c]","26950","27570"
"Leaver Dept.","2022","30-39","Declared disabled","G6/G7","105","[c]","55180","54070"
"Leaver Dept.","2022","30-39","Declared disabled","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","SEO/HEO","205","[c]","35710","35380"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","AA/AO","530","[c]","21560","21260"
"Leaver Dept.","2022","30-39","Declared non-disabled","EO","995","[c]","26930","27570"
"Leaver Dept.","2022","30-39","Declared non-disabled","G6/G7","990","[c]","57100","54700"
"Leaver Dept.","2022","30-39","Declared non-disabled","SCS level","95","[c]","82110","77080"
"Leaver Dept.","2022","30-39","Declared non-disabled","SEO/HEO","1725","[c]","36250","36330"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","EO","60","[c]","27200","27570"
"Leaver Dept.","2022","30-39","Undeclared","G6/G7","50","[c]","56780","53960"
"Leaver Dept.","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","SEO/HEO","125","[c]","37000","36840"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","180","[c]","21530","21130"
"Leaver Dept.","2022","30-39","Unknown","EO","230","[c]","27320","27570"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","420","[c]","57010","54700"
"Leaver Dept.","2022","30-39","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","715","[c]","35930","35290"
"Leaver Dept.","2022","30-39","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","AA/AO","55","[c]","21350","21260"
"Leaver Dept.","2022","40-49","Declared disabled","EO","90","[c]","27200","27570"
"Leaver Dept.","2022","40-49","Declared disabled","G6/G7","85","[c]","58210","56340"
"Leaver Dept.","2022","40-49","Declared disabled","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","SEO/HEO","165","[c]","35610","35310"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","AA/AO","375","[c]","21530","21260"
"Leaver Dept.","2022","40-49","Declared non-disabled","EO","655","[c]","27160","27570"
"Leaver Dept.","2022","40-49","Declared non-disabled","G6/G7","905","[c]","58530","56410"
"Leaver Dept.","2022","40-49","Declared non-disabled","SCS level","205","[c]","91270","92500"
"Leaver Dept.","2022","40-49","Declared non-disabled","SEO/HEO","1055","[c]","36690","36400"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","EO","35","[c]","27470","27570"
"Leaver Dept.","2022","40-49","Undeclared","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","SEO/HEO","75","[c]","36870","36810"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","105","[c]","22220","21840"
"Leaver Dept.","2022","40-49","Unknown","EO","160","[c]","27200","27570"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","490","[c]","57970","54960"
"Leaver Dept.","2022","40-49","Unknown","SCS level","100","[c]","95240","94310"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","470","[c]","37880","38370"
"Leaver Dept.","2022","40-49","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","AA/AO","50","[c]","21050","21190"
"Leaver Dept.","2022","50-59","Declared disabled","EO","95","[c]","27370","27570"
"Leaver Dept.","2022","50-59","Declared disabled","G6/G7","65","[c]","59030","59470"
"Leaver Dept.","2022","50-59","Declared disabled","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","SEO/HEO","110","[c]","36770","36330"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","AA/AO","260","[c]","21370","21260"
"Leaver Dept.","2022","50-59","Declared non-disabled","EO","435","[c]","27170","27570"
"Leaver Dept.","2022","50-59","Declared non-disabled","G6/G7","530","[c]","59790","57460"
"Leaver Dept.","2022","50-59","Declared non-disabled","SCS level","145","[c]","101850","104490"
"Leaver Dept.","2022","50-59","Declared non-disabled","SEO/HEO","705","[c]","36290","36320"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","SEO/HEO","55","[c]","37180","37370"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","95","[c]","21640","22010"
"Leaver Dept.","2022","50-59","Unknown","EO","115","[c]","27730","27900"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","395","[c]","59210","56430"
"Leaver Dept.","2022","50-59","Unknown","SCS level","115","[c]","115390","114350"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","315","[c]","38210","38770"
"Leaver Dept.","2022","50-59","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","AA/AO","45","[c]","21260","21260"
"Leaver Dept.","2022","60-64","Declared non-disabled","EO","60","[c]","26890","27570"
"Leaver Dept.","2022","60-64","Declared non-disabled","G6/G7","80","[c]","60610","58770"
"Leaver Dept.","2022","60-64","Declared non-disabled","SCS level","35","[c]","114350","114000"
"Leaver Dept.","2022","60-64","Declared non-disabled","SEO/HEO","95","[c]","36920","36330"
"Leaver Dept.","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","35","[c]","27220","27900"
"Leaver Dept.","2022","60-64","Unknown","G6/G7","80","[c]","63560","61440"
"Leaver Dept.","2022","60-64","Unknown","SCS level","35","[c]","127550","118770"
"Leaver Dept.","2022","60-64","Unknown","SEO/HEO","70","[c]","37570","37710"
"Leaver Dept.","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","SEO/HEO","35","[c]","35190","33390"
"Leaver Dept.","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","AA/AO","425","[c]","21480","21260"
"New entrant CS","2022","16-19","Declared non-disabled","EO","90","[c]","24710","25170"
"New entrant CS","2022","16-19","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA/AO","300","[c]","21520","21250"
"New entrant CS","2022","16-19","Unknown","EO","115","[c]","22360","23930"
"New entrant CS","2022","16-19","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","AA/AO","755","[c]","21830","21260"
"New entrant CS","2022","20-29","Declared disabled","EO","510","[c]","26940","27500"
"New entrant CS","2022","20-29","Declared disabled","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","SEO/HEO","390","[c]","33070","33080"
"New entrant CS","2022","20-29","Declared disabled","Unknown","155","[c]","23940","23170"
"New entrant CS","2022","20-29","Declared non-disabled","AA/AO","6370","[c]","22050","21260"
"New entrant CS","2022","20-29","Declared non-disabled","EO","3960","[c]","26980","27230"
"New entrant CS","2022","20-29","Declared non-disabled","G6/G7","275","[c]","53690","53130"
"New entrant CS","2022","20-29","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared non-disabled","SEO/HEO","3195","[c]","33630","33080"
"New entrant CS","2022","20-29","Declared non-disabled","Unknown","1085","[c]","23900","23170"
"New entrant CS","2022","20-29","Undeclared","AA/AO","240","[c]","21880","21260"
"New entrant CS","2022","20-29","Undeclared","EO","190","[c]","26890","27230"
"New entrant CS","2022","20-29","Undeclared","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","SEO/HEO","200","[c]","33730","33080"
"New entrant CS","2022","20-29","Undeclared","Unknown","40","[c]","24420","23170"
"New entrant CS","2022","20-29","Unknown","AA/AO","4280","[c]","22160","21260"
"New entrant CS","2022","20-29","Unknown","EO","2785","[c]","26710","26590"
"New entrant CS","2022","20-29","Unknown","G6/G7","185","[c]","55000","53420"
"New entrant CS","2022","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","2455","[c]","32900","32790"
"New entrant CS","2022","20-29","Unknown","Unknown","860","[c]","23720","23170"
"New entrant CS","2022","30-39","Declared disabled","AA/AO","320","[c]","21710","21260"
"New entrant CS","2022","30-39","Declared disabled","EO","260","[c]","27220","27570"
"New entrant CS","2022","30-39","Declared disabled","G6/G7","70","[c]","54010","52840"
"New entrant CS","2022","30-39","Declared disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","SEO/HEO","280","[c]","35380","34000"
"New entrant CS","2022","30-39","Declared disabled","Unknown","180","[c]","26030","24800"
"New entrant CS","2022","30-39","Declared non-disabled","AA/AO","2885","[c]","22290","21260"
"New entrant CS","2022","30-39","Declared non-disabled","EO","2165","[c]","27280","27570"
"New entrant CS","2022","30-39","Declared non-disabled","G6/G7","910","[c]","54580","53050"
"New entrant CS","2022","30-39","Declared non-disabled","SCS level","40","[c]","85810","84560"
"New entrant CS","2022","30-39","Declared non-disabled","SEO/HEO","2385","[c]","35710","34260"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","875","[c]","28030","24800"
"New entrant CS","2022","30-39","Undeclared","AA/AO","120","[c]","21800","21260"
"New entrant CS","2022","30-39","Undeclared","EO","115","[c]","26930","27570"
"New entrant CS","2022","30-39","Undeclared","G6/G7","45","[c]","54520","52870"
"New entrant CS","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","SEO/HEO","135","[c]","35800","35310"
"New entrant CS","2022","30-39","Undeclared","Unknown","55","[c]","27420","25890"
"New entrant CS","2022","30-39","Unknown","AA/AO","1905","[c]","22370","21260"
"New entrant CS","2022","30-39","Unknown","EO","1365","[c]","27080","26820"
"New entrant CS","2022","30-39","Unknown","G6/G7","585","[c]","58070","55090"
"New entrant CS","2022","30-39","Unknown","SCS level","35","[c]","84860","80000"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","1495","[c]","35900","35900"
"New entrant CS","2022","30-39","Unknown","Unknown","840","[c]","26520","24800"
"New entrant CS","2022","40-49","Declared disabled","AA/AO","230","[c]","21830","21260"
"New entrant CS","2022","40-49","Declared disabled","EO","185","[c]","27820","27570"
"New entrant CS","2022","40-49","Declared disabled","G6/G7","90","[c]","56120","54040"
"New entrant CS","2022","40-49","Declared disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","SEO/HEO","190","[c]","35790","35080"
"New entrant CS","2022","40-49","Declared disabled","Unknown","260","[c]","31350","28610"
"New entrant CS","2022","40-49","Declared non-disabled","AA/AO","1780","[c]","22090","21260"
"New entrant CS","2022","40-49","Declared non-disabled","EO","1330","[c]","27200","27570"
"New entrant CS","2022","40-49","Declared non-disabled","G6/G7","775","[c]","56720","54110"
"New entrant CS","2022","40-49","Declared non-disabled","SCS level","75","[c]","89730","86960"
"New entrant CS","2022","40-49","Declared non-disabled","SEO/HEO","1425","[c]","36570","35900"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","875","[c]","32590","28540"
"New entrant CS","2022","40-49","Undeclared","AA/AO","75","[c]","21980","21260"
"New entrant CS","2022","40-49","Undeclared","EO","65","[c]","27690","27570"
"New entrant CS","2022","40-49","Undeclared","G6/G7","40","[c]","54670","52960"
"New entrant CS","2022","40-49","Undeclared","SEO/HEO","75","[c]","36520","36000"
"New entrant CS","2022","40-49","Undeclared","Unknown","60","[c]","33500","29450"
"New entrant CS","2022","40-49","Unknown","AA/AO","1050","[c]","22160","21260"
"New entrant CS","2022","40-49","Unknown","EO","745","[c]","27130","26820"
"New entrant CS","2022","40-49","Unknown","G6/G7","520","[c]","59280","56530"
"New entrant CS","2022","40-49","Unknown","SCS level","75","[c]","102600","93110"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","805","[c]","36370","36330"
"New entrant CS","2022","40-49","Unknown","Unknown","705","[c]","30060","28200"
"New entrant CS","2022","50-59","Declared disabled","AA/AO","200","[c]","21540","21260"
"New entrant CS","2022","50-59","Declared disabled","EO","195","[c]","27570","27570"
"New entrant CS","2022","50-59","Declared disabled","G6/G7","60","[c]","55400","53360"
"New entrant CS","2022","50-59","Declared disabled","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","SEO/HEO","90","[c]","35350","34260"
"New entrant CS","2022","50-59","Declared disabled","Unknown","385","[c]","30890","28200"
"New entrant CS","2022","50-59","Declared non-disabled","AA/AO","1465","[c]","21780","21260"
"New entrant CS","2022","50-59","Declared non-disabled","EO","950","[c]","27400","27570"
"New entrant CS","2022","50-59","Declared non-disabled","G6/G7","470","[c]","57330","54270"
"New entrant CS","2022","50-59","Declared non-disabled","SCS level","45","[c]","109540","102500"
"New entrant CS","2022","50-59","Declared non-disabled","SEO/HEO","905","[c]","36980","36330"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","915","[c]","31600","28200"
"New entrant CS","2022","50-59","Undeclared","AA/AO","90","[c]","21480","21260"
"New entrant CS","2022","50-59","Undeclared","EO","55","[c]","28040","27570"
"New entrant CS","2022","50-59","Undeclared","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","SEO/HEO","35","[c]","36640","35910"
"New entrant CS","2022","50-59","Undeclared","Unknown","90","[c]","30600","28510"
"New entrant CS","2022","50-59","Unknown","AA/AO","890","[c]","21760","21250"
"New entrant CS","2022","50-59","Unknown","EO","785","[c]","28730","27270"
"New entrant CS","2022","50-59","Unknown","G6/G7","325","[c]","60690","58770"
"New entrant CS","2022","50-59","Unknown","SCS level","50","[c]","108700","104580"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","500","[c]","37080","36940"
"New entrant CS","2022","50-59","Unknown","Unknown","745","[c]","30260","28200"
"New entrant CS","2022","60-64","Declared disabled","AA/AO","65","[c]","21610","21260"
"New entrant CS","2022","60-64","Declared disabled","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Unknown","145","[c]","30780","28300"
"New entrant CS","2022","60-64","Declared non-disabled","AA/AO","310","[c]","21410","21260"
"New entrant CS","2022","60-64","Declared non-disabled","EO","130","[c]","27170","27570"
"New entrant CS","2022","60-64","Declared non-disabled","G6/G7","75","[c]","58110","55210"
"New entrant CS","2022","60-64","Declared non-disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","SEO/HEO","125","[c]","36160","34550"
"New entrant CS","2022","60-64","Declared non-disabled","Unknown","315","[c]","29930","28200"
"New entrant CS","2022","60-64","Undeclared","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Unknown","30","[c]","31000","28760"
"New entrant CS","2022","60-64","Unknown","AA/AO","190","[c]","20990","21050"
"New entrant CS","2022","60-64","Unknown","EO","120","[c]","29340","27570"
"New entrant CS","2022","60-64","Unknown","G6/G7","35","[c]","62140","61010"
"New entrant CS","2022","60-64","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO/HEO","85","[c]","36890","36830"
"New entrant CS","2022","60-64","Unknown","Unknown","285","[c]","30220","28200"
"New entrant CS","2022","65+","Declared disabled","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Unknown","60","[c]","34610","29640"
"New entrant CS","2022","65+","Declared non-disabled","AA/AO","60","[c]","21620","21260"
"New entrant CS","2022","65+","Declared non-disabled","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","SEO/HEO","30","[c]","36000","36470"
"New entrant CS","2022","65+","Declared non-disabled","Unknown","125","[c]","30200","28200"
"New entrant CS","2022","65+","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","AA/AO","40","[c]","20920","21170"
"New entrant CS","2022","65+","Unknown","EO","35","[c]","28470","26130"
"New entrant CS","2022","65+","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","120","[c]","30150","28300"
"New entrant CS","2022","Unknown","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
