"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","North Yorkshire","HEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","North Yorkshire","SEO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","North Yorkshire","SEO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","HEO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","HEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","SEO","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","AO","Female","20","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","AO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","EO","Female","115","100","27580","27570"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","EO","Male","150","145","27450","27570"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","G6","Female","50","50","66100","67910"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","G6","Male","110","110","69710","67910"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","G7","Female","145","135","52730","52340"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","G7","Male","330","325","54110","54160"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","HEO","Female","150","140","32430","31990"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","HEO","Male","305","295","32570","32000"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","SEO","Female","170","160","39250","39540"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","SEO","Male","400","395","39820","40180"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","EO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","HEO","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","SEO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","EO","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","EO","Male","35","35","30200","29110"
"In post","2022","Digital, Data and Technology","Outer London - South","G6","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","G6","Male","70","70","74220","74200"
"In post","2022","Digital, Data and Technology","Outer London - South","G7","Female","100","100","59980","59120"
"In post","2022","Digital, Data and Technology","Outer London - South","G7","Male","165","165","61030","60990"
"In post","2022","Digital, Data and Technology","Outer London - South","HEO","Female","65","60","36560","36310"
"In post","2022","Digital, Data and Technology","Outer London - South","HEO","Male","95","95","36200","35200"
"In post","2022","Digital, Data and Technology","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - South","SEO","Female","105","105","43520","42580"
"In post","2022","Digital, Data and Technology","Outer London - South","SEO","Male","140","135","44240","44450"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","EO","Female","15","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","EO","Male","40","40","28930","29030"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","G6","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","G6","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","G7","Female","15","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","G7","Male","35","35","60740","61960"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","HEO","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","HEO","Male","55","55","35620","35530"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","SEO","Female","35","35","43000","43480"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","SEO","Male","90","90","45820","44970"
"In post","2022","Digital, Data and Technology","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","HEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","EO","Female","35","35","26750","26670"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","EO","Male","40","40","27220","26670"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","G6","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","G6","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","G7","Female","40","40","54440","55210"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","G7","Male","60","60","55240","55210"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","HEO","Female","50","45","33790","33370"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","HEO","Male","40","35","33710","33300"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","SEO","Female","40","35","40390","40520"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","SEO","Male","60","60","40380","40520"
"In post","2022","Digital, Data and Technology","South Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Yorkshire","EO","Female","25","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Yorkshire","EO","Male","50","50","26850","27570"
"In post","2022","Digital, Data and Technology","South Yorkshire","G6","Female","30","30","64640","63660"
"In post","2022","Digital, Data and Technology","South Yorkshire","G6","Male","40","40","66520","65350"
"In post","2022","Digital, Data and Technology","South Yorkshire","G7","Female","70","65","53080","51810"
"In post","2022","Digital, Data and Technology","South Yorkshire","G7","Male","140","140","55050","54550"
"In post","2022","Digital, Data and Technology","South Yorkshire","HEO","Female","55","50","31760","31990"
"In post","2022","Digital, Data and Technology","South Yorkshire","HEO","Male","75","75","31950","31990"
"In post","2022","Digital, Data and Technology","South Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Yorkshire","SEO","Female","60","55","39050","37800"
"In post","2022","Digital, Data and Technology","South Yorkshire","SEO","Male","105","100","39610","37710"
"In post","2022","Digital, Data and Technology","Southern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","EO","Female","10","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","EO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","G6","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","G7","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","G7","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","HEO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","HEO","Male","40","40","33580","33930"
"In post","2022","Digital, Data and Technology","Southern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","SEO","Female","25","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southern Scotland","SEO","Male","40","40","40320","39630"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","EO","Female","20","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","EO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","G6","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","G7","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","G7","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","HEO","Female","30","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","HEO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","SEO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","SEO","Male","30","30","40970","40520"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","EO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","EO","Male","25","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","G7","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","G7","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","HEO","Female","30","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","HEO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","SEO","Female","25","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","SEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","AO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","EO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","EO","Male","50","50","27940","27570"
"In post","2022","Digital, Data and Technology","West Central Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","G7","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","G7","Male","40","40","55790","54540"
"In post","2022","Digital, Data and Technology","West Central Scotland","HEO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","HEO","Male","55","55","33140","33080"
"In post","2022","Digital, Data and Technology","West Central Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Central Scotland","SEO","Male","40","40","40480","40340"
"In post","2022","Digital, Data and Technology","West Midlands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","EO","Female","30","30","26770","25300"
"In post","2022","Digital, Data and Technology","West Midlands","EO","Male","70","65","27240","27130"
"In post","2022","Digital, Data and Technology","West Midlands","G6","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","G6","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","G7","Female","50","50","51330","50130"
"In post","2022","Digital, Data and Technology","West Midlands","G7","Male","80","80","53020","50430"
"In post","2022","Digital, Data and Technology","West Midlands","HEO","Female","60","60","31740","30600"
"In post","2022","Digital, Data and Technology","West Midlands","HEO","Male","105","100","32530","32300"
"In post","2022","Digital, Data and Technology","West Midlands","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","SEO","Female","70","65","39200","37100"
"In post","2022","Digital, Data and Technology","West Midlands","SEO","Male","120","120","39750","38330"
"In post","2022","Digital, Data and Technology","West Midlands","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Midlands","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","AO","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","AO","Male","40","40","21680","21840"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","EO","Female","70","65","26840","26470"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","EO","Male","180","180","27100","26470"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","G6","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","G6","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","G7","Female","35","30","53290","50610"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","G7","Male","105","105","61780","60720"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","HEO","Female","85","80","32780","31990"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","HEO","Male","155","155","35740","34230"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","SEO","Female","75","70","41740","41090"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","SEO","Male","235","235","45130","42990"
"In post","2022","Digital, Data and Technology","West Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","EO","Female","50","45","27400","26820"
"In post","2022","Digital, Data and Technology","West Yorkshire","EO","Male","80","75","27510","27570"
"In post","2022","Digital, Data and Technology","West Yorkshire","G6","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","G6","Male","55","55","67610","67910"
"In post","2022","Digital, Data and Technology","West Yorkshire","G7","Female","70","70","52910","52540"
"In post","2022","Digital, Data and Technology","West Yorkshire","G7","Male","105","105","55020","55210"
"In post","2022","Digital, Data and Technology","West Yorkshire","HEO","Female","65","60","32870","33370"
"In post","2022","Digital, Data and Technology","West Yorkshire","HEO","Male","75","70","32690","33370"
"In post","2022","Digital, Data and Technology","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","SEO","Female","60","55","39560","40180"
"In post","2022","Digital, Data and Technology","West Yorkshire","SEO","Male","130","125","39850","40180"
"In post","2022","Digital, Data and Technology","West Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bedfordshire and Hertfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bedfordshire and Hertfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","AO","Female","15","15","[c]","[c]"
"In post","2022","Economics","East Wales","AO","Male","20","20","[c]","[c]"
"In post","2022","Economics","East Wales","EO","Female","10","10","[c]","[c]"
"In post","2022","Economics","East Wales","EO","Male","10","10","[c]","[c]"
"In post","2022","Economics","East Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","G6","Male","5","5","[c]","[c]"
"In post","2022","Economics","East Wales","G7","Female","15","15","[c]","[c]"
"In post","2022","Economics","East Wales","G7","Male","25","25","[c]","[c]"
"In post","2022","Economics","East Wales","HEO","Female","15","15","[c]","[c]"
"In post","2022","Economics","East Wales","HEO","Male","35","35","31690","30710"
"In post","2022","Economics","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","SEO","Female","5","5","[c]","[c]"
"In post","2022","Economics","East Wales","SEO","Male","5","5","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Eastern Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","5","5","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","G7","Male","10","10","[c]","[c]"
"In post","2022","Economics","Greater Manchester","HEO","Female","10","10","[c]","[c]"
"In post","2022","Economics","Greater Manchester","HEO","Male","15","15","[c]","[c]"
"In post","2022","Economics","Greater Manchester","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester","SEO","Male","5","5","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","HEO","Male","5","5","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hampshire and Isle of Wight","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Inner London - East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Inner London - East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Inner London - East","EO","Female","10","10","[c]","[c]"
"In post","2022","Economics","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Inner London - East","G6","Female","15","10","[c]","[c]"
"In post","2022","Economics","Inner London - East","G6","Male","25","25","[c]","[c]"
"In post","2022","Economics","Inner London - East","G7","Female","25","25","[c]","[c]"
"In post","2022","Economics","Inner London - East","G7","Male","50","50","58480","59050"
"In post","2022","Economics","Inner London - East","HEO","Female","15","15","[c]","[c]"
"In post","2022","Economics","Inner London - East","HEO","Male","35","35","34920","34590"
"In post","2022","Economics","Inner London - East","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Economics","Inner London - East","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Economics","Inner London - East","SEO","Female","[c]","[c]","[c]","[c]"
