"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland Office","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","London","G6/G7","20","20","55760","54850"
"In post","2022","Northern Ireland Office","Policy","London","SCS level","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","London","SEO/HEO","20","20","39620","41750"
"In post","2022","Northern Ireland Office","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","Outside London","G6/G7","15","15","54080","52030"
"In post","2022","Northern Ireland Office","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Policy","Outside London","SEO/HEO","25","25","36000","36720"
"In post","2022","Northern Ireland Office","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Economics","London","G6/G7","20","20","59500","57060"
"In post","2022","Office for Budget Responsibility","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Economics","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","London","SEO/HEO","10","10","38890","38740"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","SEO/HEO","15","15","36440","39460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","G6/G7","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","G6/G7","15","15","65790","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","SEO/HEO","30","30","36180","39460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","SEO/HEO","10","10","34300","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","AA/AO","10","10","20200","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","G6/G7","15","15","63580","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","SEO/HEO","25","25","34940","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","G6/G7","40","40","75100","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SEO/HEO","45","40","49850","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","G6/G7","435","430","75450","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","SEO/HEO","340","330","50440","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","London","G6/G7","10","10","67320","62810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","AA/AO","90","80","21270","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","EO","25","25","25830","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","G6/G7","10","10","64090","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","SEO/HEO","70","65","36080","39460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","London","EO","20","20","28670","28880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","London","SEO/HEO","10","10","36380","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Outside London","AA/AO","80","75","21440","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Outside London","EO","80","80","25940","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Outside London","G6/G7","10","10","62220","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Outside London","SEO/HEO","40","40","34850","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","London","EO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","London","G6/G7","10","10","69440","73920"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","London","SEO/HEO","25","25","39580","42460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","SEO/HEO","10","10","34260","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","SEO/HEO","15","15","38160","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","London","SEO/HEO","10","10","38870","40230"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","SEO/HEO","15","15","33040","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","EO","10","10","25800","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","G6/G7","15","15","62140","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","SEO/HEO","60","55","35600","32010"
"In post","2022","Office of Gas and Electricity Markets","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","London","EO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","London","G6/G7","10","10","58790","55000"
"In post","2022","Office of Gas and Electricity Markets","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","London","SEO/HEO","10","10","39450","39630"
"In post","2022","Office of Gas and Electricity Markets","Communications","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","London","EO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","London","G6/G7","30","30","66810","66300"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SEO/HEO","30","30","41780","42000"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","G6/G7","25","25","63290","61600"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","SEO/HEO","20","20","37370","38000"
"In post","2022","Office of Gas and Electricity Markets","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","London","G6/G7","20","20","56350","56130"
"In post","2022","Office of Gas and Electricity Markets","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","London","SEO/HEO","10","10","36230","34120"
"In post","2022","Office of Gas and Electricity Markets","Economics","Outside London","G6/G7","10","10","53230","49780"
"In post","2022","Office of Gas and Electricity Markets","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","London","G6/G7","15","15","60670","56100"
"In post","2022","Office of Gas and Electricity Markets","Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","London","G6/G7","50","45","65300","66800"
"In post","2022","Office of Gas and Electricity Markets","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Outside London","G6/G7","25","20","56440","54150"
"In post","2022","Office of Gas and Electricity Markets","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","London","EO","20","20","27140","25750"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","London","SEO/HEO","10","10","39710","38550"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Outside London","EO","95","95","24110","23700"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Outside London","G6/G7","10","10","51950","48090"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Outside London","SEO/HEO","35","35","33630","32100"
"In post","2022","Office of Gas and Electricity Markets","Other","London","AA/AO","10","10","20850","19750"
"In post","2022","Office of Gas and Electricity Markets","Other","London","EO","100","100","27880","26450"
"In post","2022","Office of Gas and Electricity Markets","Other","London","G6/G7","145","140","60070","58320"
"In post","2022","Office of Gas and Electricity Markets","Other","London","SCS level","35","35","101540","91560"
"In post","2022","Office of Gas and Electricity Markets","Other","London","SEO/HEO","90","90","36890","36290"
"In post","2022","Office of Gas and Electricity Markets","Other","Outside London","AA/AO","20","20","18420","18180"
"In post","2022","Office of Gas and Electricity Markets","Other","Outside London","EO","70","65","24670","23700"
"In post","2022","Office of Gas and Electricity Markets","Other","Outside London","G6/G7","75","70","52940","50180"
"In post","2022","Office of Gas and Electricity Markets","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Other","Outside London","SEO/HEO","90","90","33520","31720"
"In post","2022","Office of Gas and Electricity Markets","Policy","London","EO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Policy","London","G6/G7","10","10","55440","54690"
"In post","2022","Office of Gas and Electricity Markets","Policy","London","SEO/HEO","40","40","35230","34240"
"In post","2022","Office of Gas and Electricity Markets","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Policy","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Policy","Outside London","SEO/HEO","20","20","33730","32740"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Outside London","G6/G7","10","10","53120","48350"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Outside London","SEO/HEO","15","15","35400","33660"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","SEO/HEO","15","15","37600","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","EO","10","10","24080","23640"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","G6/G7","35","35","52330","47880"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","SEO/HEO","55","55","34720","33730"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","G6/G7","10","10","54500","54930"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
