"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Vehicle Certification Agency","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","SEO/HEO","Male","70","70","41790","39940"
"In post","2022","No function","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","EO","Female","15","15","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","EO","Male","5","5","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","EO","Female","5","5","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","40","35","35870","34500"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","AA/AO","Female","35","30","21380","21300"
"In post","2022","Project Delivery","Animal and Plant Health Agency","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","EO","Female","20","15","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","EO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","EO","Female","15","10","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","Female","35","30","59180","58460"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","Male","40","40","59610","58000"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SCS level","Male","35","35","118590","115000"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Companies House","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Companies House","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","EO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","EO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","G6/G7","Female","90","85","66400","62980"
"In post","2022","Project Delivery","Competition and Markets Authority","G6/G7","Male","90","90","66170","63780"
"In post","2022","Project Delivery","Competition and Markets Authority","SCS level","Female","35","30","103550","99090"
"In post","2022","Project Delivery","Competition and Markets Authority","SCS level","Male","30","30","114110","102520"
"In post","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","Female","50","50","35810","34570"
"In post","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","Male","35","35","36670","34870"
"In post","2022","Project Delivery","Crown Commercial Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","EO","Female","680","620","22720","22350"
"In post","2022","Project Delivery","Defence Equipment and Support","EO","Male","1175","1155","22660","22000"
"In post","2022","Project Delivery","Defence Equipment and Support","G6/G7","Female","390","370","54180","53930"
"In post","2022","Project Delivery","Defence Equipment and Support","G6/G7","Male","1085","1065","56700","55210"
"In post","2022","Project Delivery","Defence Equipment and Support","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","SCS level","Male","60","60","105430","95700"
"In post","2022","Project Delivery","Defence Equipment and Support","SEO/HEO","Female","1750","1640","33930","33250"
"In post","2022","Project Delivery","Defence Equipment and Support","SEO/HEO","Male","3695","3615","36450","36710"
"In post","2022","Project Delivery","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","EO","Female","85","75","24760","23490"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","EO","Male","30","30","24750","23490"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","G6/G7","Female","190","180","51870","47010"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","G6/G7","Male","265","260","55800","57480"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","Female","250","225","34860","38070"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","Male","185","180","35750","38070"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Female","45","45","54300","53130"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Male","35","35","52740","53130"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Female","45","45","35530","36340"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","G6/G7","Female","75","70","57340","54650"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","G6/G7","Male","120","120","59660","57560"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","SEO/HEO","Female","80","80","38190","37310"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","SEO/HEO","Male","75","75","38310","37660"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","Female","245","185","21900","21260"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","Male","115","110","21880","21260"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","Female","135","115","28160","27570"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","Male","75","75","28170","27570"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","Female","130","125","54420","51580"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","Male","100","95","55030","51580"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","395","345","35050","34290"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","215","210","34990","34290"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","EO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","EO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","EO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","Male","35","30","35420","33840"
"In post","2022","Project Delivery","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","EO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","G6/G7","Female","35","30","73710","75480"
"In post","2022","Project Delivery","Estyn","G6/G7","Male","35","35","74380","75480"
"In post","2022","Project Delivery","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","EO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","EO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","70","65","28480","26120"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","675","650","57790","55620"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","515","510","59320","57310"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","45","40","80950","77650"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","35","35","82610","77650"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","255","245","37790","38600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","150","150","37330","38600"
"In post","2022","Project Delivery","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","EO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","EO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
